"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","locality","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"51","2020-09-12 05:00:02-03","US","US","3217249","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"R. Mello-Silva, D. Zappi & J. R. Pirani",NA,"1987","South America - Neotropics","Brazil","Minas Gerais","-43.72","-20.48",NA,NA,"US01916863","US01916863_01 US01916863_02",NA,"7","24","Ouro Branco","Serra de Ouro Branco",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1400",NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","3176292","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"M. M. Arbo, R. Mello-Silva, A. Schinini & V. C. Souza",NA,"1990","South America - Neotropics","Brazil","Minas Gerais","-43.68","-20.47",NA,NA,"US01916865","US01916865_01 US01916865_02",NA,"5","12",NA,"Serra do Ouro Branco",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1200","1500",NA,NA,"1",NA
"53","2019-11-13 11:25:42-03","USP","SPF","61650","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Mello-Silva, R","CFCR11203","1987",NA,"Brasil","Minas Gerais","-43.716667","-20.483333",NA,NA,"SPF00061650",NA,"Wurdack, JJ","07","24","Ouro Branco","Serra do Ouro Branco",NA,NA,NA,"-43.716667","-20.483333","1992",NA,"1400","1400",NA,NA,NA,NA
"54","2019-11-13 11:25:42-03","USP","SPF","77319","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Arbo, MM","3946","1990",NA,"Brasil","Minas Gerais","-43.683333","-20.466667",NA,NA,"SPF00077319",NA,"Wurdack, JJ","05","12",NA,"Serra do Ouro Branco",NA,NA,NA,"-43.683333","-20.466667","1991",NA,"1200","1500",NA,NA,NA,NA
"55","2019-12-10 14:49:24-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,NA,"J. Nakajima","1088","1995","South America","Brazil","Minas Gerais","-44","-18",NA,NA,NA,NA,"RRC ID Flag","5","12",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"1088",NA,NA
"56","2019-12-10 14:50:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,NA,"R. Romero","3454","1996","South America","Brazil","Minas Gerais","-44","-18",NA,NA,NA,NA,"RRC ID Flag","5","24",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"3454",NA,NA
"57","2019-09-04 19:22:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,"Type [status unknown]",NA,NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-03-07 09:06:48-03","F","FMNH-SEEDPLANTS","V0181367F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,NA,NA,NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0181367F","V0181367F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-01-23 13:14:54-02","F","FMNH-SEEDPLANTS","V0063856F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,"Syntype","P. C. D. Clausen","1498",NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0063856F","V0063856F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-03-07 08:54:04-03","F","FMNH-SEEDPLANTS","V0139435F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,NA,NA,NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0139435F","V0139435F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-03-07 09:06:48-03","F","FMNH-SEEDPLANTS","V0181366F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,NA,NA,NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0181366F","V0181366F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-08-23 10:59:50-03","NHMLondon","NHM-LONDON-BOT","BM000047452","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","Isolectotype","Martius, K.F.P von; Martius, K.F.P von","944",NA,NA,"Brasil","Minas Gerais","-44.096503","-19.690239",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/fd9ab7d20d884e9531747f8e3f493bd396273afb/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Renato Goldenberg; b.1968; Goldenberg",NA,NA,NA,NA,NA,NA,NA,"-44.096503","-19.690239","1999",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:480439"
"63","2016-08-23 10:59:51-03","NHMLondon","NHM-LONDON-BOT","BM000047453","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","Isolectotype","Martius, K.F.P von; Martius, K.F.P von","944",NA,NA,"Brasil",NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/0d7ccad4cc2f41a452a10e244f1623738548daa5/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Renato Goldenberg; b.1968; Goldenberg",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","1999",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:480445"
"64","2019-05-06 11:59:53-03","UFU","HUFU","62899","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R.; Almeda, F.; Robinson, D. & Robinson, O.","5279","1998",NA,"Brasil","Minas Gerais","-43.6918983459473","-20.5207996368408",NA,"Árvore, ca. 3 m alt. Frutos imaturos verdes.; Borda de capão de mata, frequente no local.","HUFU00062134","HUFU00062134",NA,"05","26","Ouro Branco","Serra de Ouro Branco, Subida para o Cruzeiro, próximo ao topo da Serra.","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-05-06 11:59:53-03","UFU","HUFU","49911","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.","4570","2007",NA,"Brasil","Minas Gerais","-43.6918983459473","-20.5207996368408",NA,"Arvoreta, ca. 2 m. Frutos imaturos esverdeados.; Borda de mata.","HUFU00064274","HUFU00064274","Hemsing, P.K.B.","10","16","Ouro Branco","Serra do Ouro Branco","13809","auto",NA,NA,NA,"2017","09",NA,NA,"19",NA,NA,NA
"66","2019-05-06 11:59:53-03","UFU","HUFU","23920","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R.; Nakajima, J.N.","3554","1996",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Árvore, ca. 8 m. Corola e estames brancos.; Mata de encosta.","HUFU00038072",NA,"Romero, R.","05","24","São Roque de Minas","Guarita da Cachoeira Casca D'Anta","57119","auto",NA,NA,NA,"1996","12",NA,NA,"09",NA,NA,NA
"67","2019-05-06 11:59:53-03","UFU","HUFU","23921","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","1986","1996",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Árvore, ca. 5 m. Frutos esverdeados.; Mata de encosta ao longo do rio.","HUFU00038067",NA,"Romero, R.","07","10","São Roque de Minas","Guarita de baixo, Cachoeira da Casca D'Anta.","57119","auto",NA,NA,NA,"1997","07",NA,NA,"31",NA,NA,NA
"68","2019-05-06 11:59:53-03","UFU","HUFU","9485","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2565","1995",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Árvore, ca. 6 m. Frutos esverdeados.; Trilha da mata da Casca D'Anta.","HUFU00038070",NA,"Romero, R.","07","17","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta.","57119","auto",NA,NA,NA,"1995","07",NA,NA,"17",NA,NA,NA
"69","2019-05-06 11:59:53-03","UFU","HUFU","8878","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado, C.A.L.","1088","1995",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Árvore, ca. 8,0 m. Frutos imaturos verdes.; Mata da cachoeira.","HUFU00038069",NA,"Romero, R.","05","12","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira da Casca D'Anta, trilha para a guarita de baixo.","57119","auto",NA,NA,NA,"1995","06",NA,NA,"12",NA,NA,NA
"70","2019-05-06 11:59:53-03","UFU","HUFU","14426","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Miranda, V.F.O.","2424","1997",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Árvore, ca. 8 m. Corola branca e estames brancos.; Mata de encosta ao longo do rio São Francisco.","HUFU00038066",NA,"Romero, R.","04","20","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha para a parte de baixo da Cachoeira Casca D'Anta.","57119","auto",NA,NA,NA,"1998","07",NA,NA,NA,NA,NA,NA
"71","2019-05-06 11:59:53-03","UFU","HUFU","26909","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R.","6178","2001",NA,"Brasil","Minas Gerais","-46.508056","-20.175",NA,"Árvore, ca. 8 m. Frutos nigrescentes.; Mata.","HUFU00038068",NA,NA,"09","20","São Roque de Minas","Parque Nacional da Serra da Canastra, Mata dos Henrriques.",NA,NA,NA,"-46.508056","-20.175",NA,NA,"872","872",NA,NA,NA,NA
"72","2019-05-06 11:59:53-03","UFU","HUFU","74188","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Hemsing, P.K.B.; Romero, R.; Oliveira, L.F.A. & Lopes, I.T.F.V.","601","2017",NA,"Brasil","Minas Gerais","-43.709444","-20.491667",NA,"Árvore, ca. de 3 m. Botões florais com hipanto verde e pétalas alvas. Frutos imaturos verdes.","HUFU00073671","HUFU00073671",NA,"05","02","Ouro Branco","Parque Estadual Serra do Ouro Branco, Estrada para Serra de Ouro Branco.",NA,NA,NA,"-43.709444","-20.491667",NA,NA,"1515","1515",NA,NA,NA,NA
"73","2019-05-06 11:59:53-03","UFU","HUFU","8504","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R.; Nakajima, J.N.; Zanini, E. & Cesar, R.","2081","1995",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Árvore, ca. 7 m. Botões florais brancos.; Mata de encosta.","HUFU00038071",NA,"Romero, R.","03","21","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita 3, Cachoeira Casca D'Anta.","57119","auto",NA,NA,NA,"1995","03",NA,NA,"21",NA,NA,NA
"74","2021-03-04 15:45:05-03","IF","SPSF","17059","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera",NA,NA,"J.B.Baitello","622","1994","América do Sul","Brasil","SP","-44.9599990844727","-23.0699996948242",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"03","30","Cunha","P.E.Serra do Mar - Núcleo Cunha","38855","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-08-22 15:02:04-03","CAS","CAS-BOT","555869","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Romero, R.; Almeda, F.; Robinson, O.; Robinson, D.","5279","1998","South America","Brazil","Minas Gerais","-43.6918983459473","-20.5207996368408",NA,"Árvore, ca 3m. Frutos imaturos verdes.",NA,NA,NA,"5",NA,"Ouro Branco","Serra de Ouro Branco, subida para o Cruzeiro, próximo ao topo da serra.","13809","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2014-05-01 11:08:45-03","CAS","CAS-BOT","351299","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, J. N.; Romero, R.; Alcantara, M. B.; Lima, C. A. Prado","1088","1995","South America","Brazil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,"Arvore, ca. 8,0m. Fruitos imaturos verdes.",NA,NA,NA,"5",NA,"Sao Roque De Minas","Cachoeira de Casca D'Anta, trilha para a guarita de baixo, PARNA Serra da Canastra","57119","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2014-09-23 11:01:56-03","G","G-DC","G00317518","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOLECTOTYPUS of Miconia tentaculifera Naudin","Clausen, P. C. D.","54",NA,"AMERIQUE DU SUD","Brazil","Minas Gerais","-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00317518",NA,"CAT.HERB.PRODR.",NA,NA,NA,NA,NA,NA,NA,"-45.44222222","-18.78777778","2012","01",NA,NA,"01",NA,NA,NA
"78","2014-09-23 11:01:56-03","G","G-DC","G00317519","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOSYNTYPUS of Miconia tentaculifera Naudin","Martius, C. F. P.","944",NA,"AMERIQUE DU SUD","Brazil","Minas Gerais","-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00317519",NA,"CAT.HERB.PRODR.",NA,NA,NA,NA,NA,NA,NA,"-45.44222222","-18.78777778","2012","01",NA,NA,"01",NA,NA,NA
"79","2019-11-21 10:10:19-03","IBt","SP","245418","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Silva, JA","15016","1977",NA,"Brasil","Minas Gerais","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Chagas, ECO","03","04","Juiz de Fora","Poço D'antas","36144","auto",NA,NA,NA,"2011","07",NA,NA,"06",NA,NA,NA
"80","2019-11-21 10:10:19-03","IBt","SP","349160","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, JN; Ressel, K; Guimarães, FAG","1986","1996",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Romero, R","07","10","São Roque de Minas","Guarita de baixo, Cachoeira da Casca D'Anta","57119","auto",NA,NA,NA,"1997","07",NA,NA,"31",NA,NA,NA
"81","2019-11-21 10:10:19-03","IBt","SP","349159","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin",NA,"Nakajima, JN; Romero, R; Alcantara, MB; Lima, CAP","1088","1995",NA,"Brasil","Minas Gerais","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Romero, R","05","12","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira da Casca D'Anta, trilha para a guarita de baixo","57119","auto",NA,NA,NA,"1995","06",NA,NA,NA,NA,NA,NA
"82","2014-07-09 09:59:43-03","A","HU-HERB","A 00589335","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","Isolectotype","P. C. D. Clausen","54",NA,"South America","Brazil","Minas Gerais",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Serra do Ouro Leto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA
"83","2014-09-23 10:58:42-03","G","G","G00353775","S","Plantae",NA,NA,"Melastomataceae","Miconia","tentaculifera","Miconia tentaculifera","Naudin","ISOSYNTYPUS of Miconia tentaculifera Naudin","Martius, C. F. P.","944",NA,"AMERIQUE DU SUD","Brazil","Minas Gerais","-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=257193&base=img&lang=en","G00353775","G00353775","CAT.HERB.PRODR.",NA,NA,NA,NA,NA,NA,NA,"-45.44222222","-18.78777778","2012","01",NA,NA,"01",NA,NA,NA
