"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"97","2021-02-11 17:17:51-03","UFPR","UPCB","2837","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Hatschbach, G.",NA,"Brasil",NA,"Árvore, flor creme. Típica do cerrado..","UPCB0033475","UPCB0033475","7208","1960","09","07","Paraná","Fazenda do Tigre","-49.8266983032227","-24.1578006744385",NA,NA,"Arapoti","41852","auto",NA,NA,"2017",NA,NA,"06",NA,NA,NA
"98","2021-02-11 17:17:51-03","UFPR","UPCB","69304","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Bolson, M.",NA,"Brasil",NA,"Floresta Ombrófila Mista. Trilha dos arenitos. Árvore..","UPCB0033474","UPCB0033474","406","2010","09","18","Paraná","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"Ponta Grossa","46557","auto",NA,NA,"2017",NA,NA,"06",NA,NA,NA
"99","2021-02-11 17:17:51-03","UFPR","UPCB","7728","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Hatschbach, G.",NA,"Brasil",NA,"Árvore de 10m. Mata pluvial, encosta do morro. Alt. 50-100m..","UPCB0033471","UPCB0033471","18267","1968","08","11","Paraná","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"Guaraqueçaba","37295","auto",NA,NA,"2017",NA,NA,"06",NA,NA,NA
"100","2018-06-22 05:25:00-03","MO","MOBOT","2455055","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.",NA,NA,"Pe. Raulino Reitz","South America","Brazil",NA,NA,NA,NA,"Reitz 2320","1948","11","24","Santa Catarina","Brusque. Azambuja",NA,NA,"35.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2009-08-07 05:41:00-03","MO","MOBOT","2489401","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.",NA,NA,"Émile Hassler","South America","Paraguay",NA,NA,NA,NA,"Hassler 8543",NA,NA,NA,"Amambay","en campos cerrados, curso superior del Río Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2011-11-18 11:10:00-02","MO","MOBOT","418976","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","J.F. Morales (IBE)",NA,"Alwyn H. Gentry|et al.","South America","Peru",NA,NA,NA,NA,"Gentry 36463","1982","3","19","Loreto","Mishana, Río Nanay halfway between Iquitos and Santa María de Nanay. Upland forest on white sand. Transect 11","-73.5","-3.83333","140.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-12","1"
"103","2020-06-15 15:28:24-03","UNESP-RC","HRCB","36035","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","Castello, A.C.D.",NA,"Ivanauskas, N.M.",NA,"Brasil",NA,"Árvore de 10 m. Látex branco, leitoso. Frutos",NA,NA,"760","1996","03","31","São Paulo","Estação Experimental do IAC","-47.885","-24.608333",NA,NA,"Pariquera-Açu",NA,NA,"47º53'06W","24º36'30S","2017",NA,NA,"11",NA,NA,NA
"104","2020-06-15 15:28:24-03","UNESP-RC","HRCB","8928","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W.",NA,"Assumpção, C.T. de",NA,"Brasil",NA,"Collected from ground. Material from various indiv. Latex present. Trees 15-20 m. <ll>dwc_commonname:</ll> Guatambu",NA,NA,"7566","1979","12","12","São Paulo","Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,"Anhembi","25656","auto",NA,NA,"2002",NA,NA,"09",NA,NA,NA
"105","2020-06-15 15:28:24-03","UNESP-RC","HRCB","2292","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W.",NA,"Cesar, O.",NA,"Brasil",NA,"Árvore até 15 m de altura. Frequente. <ll>dwc_commonname:</ll> Guatambu",NA,NA,"s.n.","1981","11","16","São Paulo","Fazenda Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,"Anhembi","25656","auto",NA,NA,"2002",NA,NA,"09",NA,NA,NA
"106","2020-06-15 15:28:24-03","UNESP-RC","HRCB","31681","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","Santos, L.B.",NA,"Cavalcanti, D.C.",NA,"Brasil",NA,"Árvore 20 m de altura, botões florais de cor bege",NA,NA,"159","1993","10","03","São Paulo","Escola de Especialistas da Aeronáutica","-45.189998626709","-22.8099994659424",NA,NA,"Guaratinguetá","27040","auto",NA,NA,"2008",NA,NA,"05",NA,NA,NA
"107","2020-06-15 15:28:24-03","UNESP-RC","HRCB","3110","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll. Arg.","Marcondes-Ferreira, W.",NA,"Cesar, O.",NA,"Brasil",NA,"Altura 12 m, DAP = 25 cm",NA,NA,NA,"1982","09","30","São Paulo","Fazenda Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,"Anhembi","25656","auto",NA,NA,"1996",NA,NA,"11",NA,NA,NA
"108","2020-06-15 15:28:24-03","UNESP-RC","HRCB","11772","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll. Arg.","Marcondes-Ferreira, W.",NA,"Cesar, O.",NA,"Brasil",NA,"Árvore, frutos verdes",NA,NA,"811","1990","04",NA,"São Paulo","Campus Unesp Bela Vista","-47.560001373291","-22.4099998474121",NA,NA,"Rio Claro","21773","auto",NA,NA,"1996",NA,NA,"11",NA,NA,NA
"109","2020-09-12 05:00:02-03","US","US","USw15073","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum",NA,NA,NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,"3819",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"110","2019-12-09 17:29:18-03","UFPR","EFC","18507","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Souza, I.",NA,"Souza, I,; Völtz, R.R.; Ramos, C.E.A.",NA,"Brasil",NA,"Árvore 18 m, látex presente nas folhas, frutos imaturos. __COMMOM_NAME__: Peroba","EFC018507",NA,"510","2017","12","03","Paraná","Itaytyba","-50.340138","-24.413816","879","879","Tibagi",NA,NA,"-50.340138","-24.413816","2019",NA,NA,"06","26",NA,NA
"111","2019-12-09 17:29:18-03","UFPR","EFC","9105","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, A.C.D.",NA,"Barddal, M.L.",NA,"Brasil",NA,"Árvore, frutos maduros __COMMOM_NAME__: Peroba","EFC009105",NA,"60","1999","01","01","Paraná",NA,"-49.3142013549805","-25.1900005340576",NA,NA,"Rio Branco do Sul","37352","auto",NA,NA,"2017",NA,NA,"06","19",NA,NA
"112","2021-03-15 18:24:30-03","USP","SPF","200420","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Freitas, HS",NA,"Freitas, HS",NA,"Brasil",NA,"Árvore 21 m alt., 94,8 cm de perímetro à altura do peito.","SPF00200420",NA,"388","2008","05","23","São Paulo","Fazenda Atibaia. Acesso pelo km 258 da Rodovia dos Tropeiros (SP 068). Interior da mata.","-44.726944","-22.640833","813","813","São José do Barreiro",NA,NA,"-44.726944","-22.640833","2009",NA,NA,NA,NA,NA,NA
"113","2021-03-15 18:24:30-03","USP","SPF","200421","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Freitas, HS",NA,"Freitas, HS",NA,"Brasil",NA,"Árvore 22 m alt., 168 cm de perímetro à altura do peito. Desprovida de folhas. Ramos, folhas e tronco com látex. Frutos imaturos verdes.","SPF00200421",NA,"195","2008","09","19","São Paulo","Fazenda Atibaia. Acesso pelo km 258 da Rodovia dos Tropeiros (SP 068). Interior da mata.","-44.656667","-22.642778","504","504","São José do Barreiro",NA,NA,"-44.656667","-22.642778","2009",NA,NA,NA,NA,NA,NA
"114","2021-03-25 13:51:26-03","UNIVILLE","JOI","6097","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Muell. Arg","Condorcet Aranha",NA,"Giampaolo",NA,"Brasil",NA,"Museu Botânico Municipal - HJ - Herbário Joinville - 354 - Frutos quando novos, densamente pilosos","JOI006097","JOI006097","103","2000","05","05","Santa Catarina","Área da ETA-CASAN, Pirabeiraba, vale do Rio Cubatão.","-48.8456001281738","-26.3043994903564",NA,NA,"Joinville","37150","auto",NA,NA,"2000",NA,NA,"05","10",NA,NA
"115","2019-10-07 09:13:10-03","UEFS","HUEFS","165088","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.",NA,NA,"Sevegnani, L.",NA,"Brasil",NA,"Floresta ombrófila densa.","HUEFS0165088","HUEFS0165088","17224","2009","12","07","Santa Catarina","de Olivio Campestrini, Serra Fruteira.","-49.7725","-27.234722",NA,NA,"Laurentino",NA,NA,"49W46'21''","27S14'5''",NA,"Asteranae",NA,NA,NA,NA,NA
"116","2019-12-04 16:39:37-03","FFCLRP","SPFR","1718","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg. ","Marcondes-Ferreira, W.",NA,"Marcondes-Ferreira, W.; de Souza, L.M.",NA,"Brasil",NA,"Mata. Perto da porteira do caminho em que estão as árvores numeradas.",NA,NA,"69","1989","09","16","São Paulo","Fazenda Barreiro Rico","-48.134011","-22.785075",NA,NA,"Anhembi",NA,NA,"48o08'02.44W","22o47'06.27S","1994",NA,NA,"11",NA,NA,NA
"117","2019-12-04 16:39:37-03","FFCLRP","SPFR","1845","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg. ","Marcondes-Ferreira, W.",NA,"Marcondes-Ferreira, W.; de Souza, L.M.; Sciamarelli, A.",NA,"Brasil",NA,"Mata",NA,NA,"66","1988","10","29","São Paulo","Fazenda Barreiro Rico","-48.134011","-22.785075",NA,NA,"Anhembi",NA,NA,"48o08'02.44W","22o47'06.27S","2002",NA,NA,"09",NA,NA,NA
"118","2019-09-04 19:43:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum",NA,NA,"Holotype","L. Riedel","South America","Brazil",NA,NA,NA,NA,"586",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"119","2019-09-04 19:43:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii",NA,NA,"Holotype","J. E. B. Warming","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"120","2020-01-27 18:24:17-03","IAC","IAC","19057","S","Plantae",NA,NA,"Apocynaceae-1.Rauvolfioideae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","W. Marcondes-Ferreira",NA,"H.M. Souza",NA,"Brasil",NA,NA,NA,NA,"s/nº","1965","08","15","São Paulo",NA,"-48.2578","-23.1022",NA,NA,"Bofete",NA,NA,"-48.2578","-23.1022","2002",NA,NA,"09","15",NA,NA
"121","2020-01-27 18:24:13-03","IAC","IAC","43161","S","Plantae",NA,NA,"Apocynaceae-1.Rauvolfioideae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","L.C. Bernacci et al.",NA,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan; M. Siqueira; E.R. Silveira; G.F. Árbocz & E. Furlan",NA,"Brasil",NA,NA,NA,NA,"3455","2000","09","26","São Paulo","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Takimoto, indivíduo T 0.0","-47.080967","-23.70173",NA,NA,"Ibiúna",NA,NA,"-47.080967","-23.70173","2000",NA,NA,"09","26",NA,NA
"122","2020-01-27 18:24:17-03","IAC","IAC","43573","S","Plantae",NA,NA,"Apocynaceae-1.Rauvolfioideae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","W. Marcondes-Ferreira",NA,"N.M. Ivanauskas",NA,"Brasil",NA,"Aspidosperma camporum identificação apud UEC 88065 (SpLink)",NA,NA,"760","1996","03","31","São Paulo","IAC, Estação Experimental","-47.885","-24.608333",NA,NA,"Pariquera-Açu",NA,NA,"-47.885000","-24.608333","2013",NA,NA,"11","15",NA,NA
"123","2020-09-22 13:48:26-03","USP","SPFW","922","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","P.R. Reitz 1958",NA,"Reitz ;Klein",NA,"Brasil",NA,NA,NA,NA,"3819","1956","10","12","Santa Catarina",NA,"-49.5177993774414","-27.0569000244141","100","100","Ibirama","18533","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-12 16:59:50-03","UEL","FUEL","29836","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.","Ivanauskas, NM",NA,"Ivanauskas, NM",NA,"Brasil",NA,NA,NA,NA,"550","1995","12","12","São Paulo","Estação Experimental do IAC","-47.8800010681152","-24.7099990844727",NA,NA,"Pariquera-Açu","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-01 14:52:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","Castello, ACD",NA,"Gomes, V","Southern America","Brasil",NA,"Árvore de 5m de altura e 30 cm de diâmetro, madeira clara, usada na confecção de móveis",NA,NA,"2788","1968","10","20","Minas Gerais","Serra da Grama 30 Km de Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"Juiz de Fora","36144","auto",NA,NA,"2018",NA,NA,"11",NA,NA,NA
"126","2019-05-06 11:51:59-03","UFU","HUFU","45672","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Mull. Arg.","Castello, A.C.D.",NA,"Damaso, P.P.; Nakajima, J.N. & Hattori, E.K.O.",NA,"Brasil",NA,"Árvore, ca. 4 m. Cálice verde claro, corola amarela.; Cerradão.","HUFU00001203",NA,"165","2005","06","19","Minas Gerais","Fazenda Represa","-48.8807983398438","-18.8705997467041",NA,NA,"Monte Alegre de Minas","45497","auto",NA,NA,"2017",NA,NA,"12",NA,NA,NA
"127","2019-05-06 11:51:59-03","UFU","HUFU","7846","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Mull. Arg.","Castello, A.C.D.",NA,"Ferreira, W.M.; Souza, L.M. de",NA,"Brasil",NA,"Árvore, ca. 10 m.; Mata.","HUFU00002216","HUFU00002216","169","1989","09","16","São Paulo","Centro de Convenções da Cidade de São Paulo, ANHEMBI. Fazenda Barreiro Rico.","-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo","53584","auto",NA,NA,"2017",NA,NA,"10",NA,NA,NA
"128","2017-09-11 17:06:50-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.",NA,NA,"Riedel, L","Southern America","Brazil",NA,"Junio florebat. Pl. Oreas",NA,NA,"586",NA,NA,NA,NA,"Habitat in campis arenosis inter Macahé et Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:32:58-03","UFRGS","ICN","001891","S","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Neves, M",NA,"Reitz, R; Klein, RM","América do Sul","Brasil",NA,"Doação HBR 15006; Arvoreta, 8m altura, flor verde","ICN00010969","ICN00010969 ICN00010969_1","3819","1956","10","12","SC",NA,"-49.5177993774414","-27.0569000244141","100","100","Ibirama","18533","auto",NA,NA,"2012",NA,NA,"10","09",NA,NA
"130","2021-02-08 12:32:58-03","UFRGS","ICN","179193","S","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","cf. camporum","Aspidosperma cf. camporum","Mül. Arg.","Simões, AO",NA,"Boudet Fernandes, HQ","América do Sul","Brasil",NA,"Doação MBML 4043; arvoreta com 5 m, diâmetro 10 cm, latescente, folhas envolvidas por pêlos brancos e castanhos nas nervuras, flores castanho-pilosas, heliófila, rupícola","ICN00010968","ICN00010968 ICN00010968_1","1403","1985","08","15","ES","Vale do Canaã","-40.6002998352051","-19.9356002807617",NA,NA,"Santa Teresa","23813","auto",NA,NA,"2015",NA,NA,"06",NA,NA,NA
"131","2020-05-20 18:18:10-03","UFMT","CNMT","9124","S","Plantae","Angiosperma",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Aranha, C.",NA,"Giampaolo",NA,"Brasil",NA,"<ll>dwc_commonname:</ll> Piquia. Doação Herbário Joinvillea - JOI 6097","CNMT009124",NA,"103","2000","05","05","Santa Catarina","Área da ETA-CASAN, Pirabeiraba, vale do Rio Cubatão.","-48.845833","-26.305",NA,NA,"Joinville",NA,NA,"48°50'45W","26°18'18S","2000",NA,NA,"05","10",NA,NA
"132","2019-11-21 09:58:37-03","IBt","SP","157713","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","warmingii","Aspidosperma warmingii","Müll.Arg.","Marcondes Ferreira, W",NA,"Hodgson, A",NA,"Brasil",NA,NA,NA,NA,"4","1960","10","15","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo","53584","auto",NA,NA,"1999",NA,NA,"05",NA,NA,NA
"133","2014-09-23 10:56:40-03","G","G","G00169333","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","?","ISOTYPUS of Aspidosperma camporum Müll. Arg.","Riedel, L.","AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=148106&base=img&lang=en","G00169333","G00169333",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA
