"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"31","2020-11-04 10:59:42-03","ESALQ","ESA","128052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum",NA,"Ivanauskas, N.M.",NA,"Polisel, R.T.",NA,"Brasil",NA,"Planta de 1,0 m de altura.","ESA128052",NA,"1073.0","2013","03","26","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","-47.31","-24.02","516","516","Tapiraí",NA,NA,"-47.31","-24.02","2013",NA,NA,"03","26",NA,NA
"32","2020-11-04 10:59:42-03","ESALQ","ESA","21690","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum",NA,"Ferreira Neto, W.M.",NA,"Ivanauskas, N.M.",NA,"Brasil",NA,NA,"ESA021690",NA,"550.0","1995","12","12","São Paulo",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"Pariquera-açu","17990","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:59:42-03","ESALQ","ESA","131844","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum",NA,"Colletta, G.D.",NA,"Souza, V.C. ; Santinati, M.A.S.",NA,"Brasil",NA,"Árvore, ca. 3 m alt. Vegetativo. Látex alvo.","ESA131844",NA,"38412.0","2014","08","17","São Paulo","Estrada Coronel Macedo - Itaberá, ca. 20 km de Coronel Macedo, Estrada secundária para vilarejo, saindo do Km 249 Rodovia Eduardo Saigh. Área perturbada, com pequenos remanescentes de Floresta Estacional Semidecidual.","-49.310001373291","-23.6299991607666",NA,NA,"Coronel Macedo","18962","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:59:42-03","ESALQ","ESA","16690","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","cf. camporum","Aspidosperma cf. camporum",NA,"Castello, A.C.D.",NA,"Sakuragui, C.M. et al.",NA,"Brasil",NA,NA,"ESA016690","ESA016690","487.0","1993","10","02","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"Itararé","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:59:42-03","ESALQ","ESA","21963","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","cf. camporum","Aspidosperma cf. camporum",NA,"Castello, A.C.D.",NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.",NA,"Brasil",NA,"Arbusto, ca. 1,5 m alt.; flores verdes.","ESA021963","ESA021963","2622.0","1994","06","28","São Paulo","Estrada Nova Brasilândia - Campo Verde, ca. 32km de Nova Brasilândia. Savana arborizada (cerrado) recentemente queimada","-55.1",NA,NA,NA,"São José do Barreiro",NA,NA,"-55.1","-15,116,667",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:20:37-03","MN","R","218358","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum",NA,"Sevegnani, L.",NA,"Sevegnani, L.; Laps, R.R.; Avi, R.C. & Campestrini, L.",NA,"Brasil",NA,"FURB 17224","R010013992",NA,NA,"2009","12","07","Santa Catarina","propriedade de Olivio Campestrini, Serra Fruteira","-49.7725","-27.234722",NA,NA,"Laurentino",NA,NA,"49°46'21W","27°14'05S","2009",NA,NA,"12","07",NA,NA
"37","2019-05-27 10:32:18-03","IPA","IPA","28731","S","Plantae","Plantae",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll. Arg.","Pereira, A.S. de S.",NA,"Duarte, A.P.","Southern America","Brasil",NA,"Árvore de cerrado de cortex delgado, não corticosa.","IPA0028731",NA,"7768","1963","05","02","Minas Gerais","Granjas reunidas, Engenheiro Dolabela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",NA,NA,"04","26",NA,NA
"38","2019-08-27 13:34:13-03","IAP","PACA-AGP","58368","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","M. Arg.","Markgraf",NA,"Reitz, R.",NA,"Brasil",NA,"HBR 7715. Altura de 15m. Habitat: Mata virgem. Fenofase: flor branca Hábito: árvore","PACA058368",NA,"2320","1948","11","24","SC","Mata da Azambuja","-48.9174995422363","-27.0981006622314","35","35","Brusque","19684","auto",NA,NA,"1954","Magnoliopsida",NA,NA,NA,NA,NA
"39","2019-08-20 10:02:59-03","UNICAMP","UEC","45698","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Marcondes-Ferreira, W; Kinoshita, LS; Yamamoto, K; Taroda, N",NA,"Brazil",NA,"estéril, Árvore de 1m.","UEC037446","UEC037446","18405","1986","07","09","São Paulo","Fazenda Barreiro Rico.","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2013",NA,NA,"11",NA,NA,NA
"40","2019-08-20 10:02:59-03","UNICAMP","UEC","45713","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Marcondes-Ferreira, W; Kinoshita, LS; Yamamoto, K; Taroda, N",NA,"Brazil",NA,"estéril, Arvore de 10 m. Rebroto lateral.","UEC037455","UEC037455","18403","1986","07","09","São Paulo","Fazenda Barreiro Rico.","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2013",NA,NA,"11",NA,NA,NA
"41","2019-08-20 10:02:59-03","UNICAMP","UEC","45714","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Marcondes-Ferreira, W; Kinoshita, LS; Yamamoto, K; Taroda, N",NA,"Brazil",NA,"estéril, Arvoreta jovem. Ca. 1m.","UEC037456","UEC037456","18404","1986","07","09","São Paulo","Fazenda Barreiro Rico.","-49.388889","-22.670556",NA,NA,"Anhembi",NA,NA,"-49.388889","-22.670556","2013",NA,NA,"11",NA,NA,NA
"42","2019-08-20 10:02:59-03","UNICAMP","UEC","117478","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Silva, AF",NA,"Brazil",NA,"flor, Árvore de até 12 m . Flores de lacínios verdes. Folhas bicolores, latescentes.","UEC037450","UEC037450","1282","1985","10","10","São Paulo","Estrada Turvo. Km 1 - 2","-45.9375","-23.716667",NA,NA,"São José dos Campos",NA,NA,"-45.9375","-23.716667","2013",NA,NA,"04",NA,NA,NA
"43","2019-08-20 10:02:59-03","UNICAMP","UEC","151166","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Marcondes-Ferreira, W",NA,"Torres, RB; Figueiredo, N; Oliveira, AR",NA,"Brazil",NA,"Árvore 8 m. Interior da mata.Caule liso esbranquiçado com lenticelas. Flores esverdeadas e perfumadas. Frutos maduros velhos.","UEC109679","UEC109679","50","1986","10","09","São Paulo","Estação Ecológica de Angatuba. Mata Secundária.","-48.586361","-23.71095",NA,NA,"Angatuba",NA,NA,"-48.586361","-23.71095","2015",NA,NA,"05",NA,NA,NA
"44","2021-02-16 14:02:10-03","UNICAMP","UEC","146522","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","camporum","Aspidosperma camporum","Müll.Arg.","Castello, ACD",NA,"Silva, MA; Marciano-Filho, A",NA,"Brazil",NA,"Árvore ca. 8,0 m. de altura; frutos imaturos pilosos esverdeados; folhas glabas discolores verdes; pouco látex branco.","UEC109544","UEC109544","5449","2003","06","21","Minas Gerais","Fazenda Olhos D Água, 9 Km da cidade. Propriedade do Sr. Mário do Lazinho. Salo cascalhento, próximo ao lajedo local onde ocorre rochas tabulares. Cerrado.","-46.233333","-19.183333",NA,NA,"Rio Paranaíba",NA,NA,"-46.233333","-19.183333","2019",NA,NA,"02",NA,NA,NA
