"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01136040","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"L. Coradin","587","South America","Brazil","Taiano village, 65 Km NW of Boa Vista.","sheet","Specimen was preserved with 1.5% Penthachorphenol in alcohol. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374253' target='other'> <mi>dwc_moreinfo</mi></a>","NY01136040","NY01136040_01","H. S. Irwin; R. C. Barneby","1977","10","11","Roraima",NA,NA,NA,"160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00979721","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"H. S. Irwin","15641","South America","Brazil","Universidade de Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979721","NY00979721_01","H. S. Irwin; R. C. Barneby","1966","05","06","Distrito Federal","Brasília","-47.875","-15.758","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01160653","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"M. G. da Silva","3051","South America","Brazil","Rio Tocantins, Jacunda, Jatobal, estaçao da, antiga estrada de ferro de Tucurui.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371837' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160653","NY01160653_01",NA,"1977","05","04","Pará",NA,"-49.3927664","-4.6157373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1746326","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"J. E. Montes","27495","South America","Argentina","Posadas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959381' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746326","NY01746326_01","H. S. Irwin; R. C. Barneby","1958","03","06","Misiones","Capital",NA,NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01136047","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"M. H. Nee","42954","South America","Brazil","Ca. 80 Km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 72, depois 6 Km Oeste da BR, Fazenda Dimona","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374255' target='other'> <mi>dwc_moreinfo</mi></a>","NY01136047","NY01136047_01","R. C. Barneby","1992","07","13","Amazonas","Manaus","-60.0917441","-2.326638","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1746632","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"R. Guillén","3342","South America","Bolivia","Reserva ecologica El Refugio, al final de la pista sector N Barbecho.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1972327' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746632","NY01746632_01","L. Arroyo P.","1995","04","27","Santa Cruz","José Miguel de Velasco","-61.0328","-14.75994","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1746325","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"J. E. Montes","27546","South America","Argentina","Posadas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746325","NY01746325_01 NY01746325_02","H. S. Irwin; R. C. Barneby","1958","03","24","Misiones","Capital",NA,NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 05:26:00-03","NY","NYBG","1746663","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia",NA,NA,"E. M. Zardini","31581","South America","Paraguay","Tavarory. 1 km west from entrance to Tavarory.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973320' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746663","NY01746663_01","R. L. Liesner","1992","03","25","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02852209","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"J. M. Schunke-Vigo","S15124","South America","Peru","Dtto. Purús. Rúo Purús, a 4 km. Abajo de Puerto Esperanza, margen derecha del río.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3157524' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852209","NY02852209_01","O. Kosovsky","2002","03","21","Ucayali","Purús","-70.95","-10.2","180","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1746669","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"F. J. Fernández Casas","6094","South America","Paraguay","Parque Nacional Cerro Corá, cerca de la Casa Forestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973581' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746669","NY01746669_01","R. C. Barneby","1982","02","08","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1746657","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"P. Jorgensen","3633","South America","Paraguay","Villarrica","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973317' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746657","NY01746657_01","R. C. Barneby; H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1746741","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"B. G. Stergios D.","16372","South America","Venezuela","Río Casiquiare. Población de Solano. Mission Proyecto Vavilov","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1980046' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746741","NY01746741_01","A. Licata; S. M. Niño","1994","11","09","Amazonas",NA,"-66.9619703","1.9751307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1746641","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"J. Steinbach","7019","South America","Bolivia","Buenavista.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973139' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746641","NY01746641_01","R. C. Barneby; H. S. Irwin","1925","03","22","Santa Cruz","Sara","-63.662729","-17.459703","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 19:41:00-03","NY","NYBG","1746681","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia",NA,NA,"R. Callejas Posada","4416","South America","Colombia","Mina de Oro El Chivo, corregimiento La Ilusión, 30 min de Caucasua (N) y sobre el Río Cauca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746681","NY01746681_01","R. C. Barneby","1987","07","07","Antioquia","Caucasia",NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00979643","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"Martii Herbar. Florae Brasil.","715","South America","Brazil","Prope Soteropolis","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979643","NY00979643_01","H. S. Irwin; R. C. Barneby","1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1746638","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"F. J. Fernández Casas","8083","South America","Bolivia","Cerca de Cobija en las proximidades del Aeropuerto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746638","NY01746638_01","R. C. Barneby; H. S. Irwin","1983","01","08","Pando","Nicolás Suárez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1746765","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"R. A. Ferreyra","4573","South America","Peru","Quebrada Chambira, cerca a Juanjui.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1981379' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746765","NY01746765_01","R. C. Barneby; H. S. Irwin","1948","08","24","San Martín","Mariscal Cáceres",NA,NA,"200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1746708","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"S. A. Mori","18259","South America","French Guiana","Saül","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1975286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746708","NY01746708_01","R. C. Barneby","1986","06","02",NA,NA,"-53.2","3.62","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00979622","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"H. S. Irwin","2107","South America","Brazil","5 km E. of São Miguel","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979622","NY00979622_01","H. S. Irwin; R. C. Barneby","1958","11","18","Minas Gerais","São Miguel do Anta","-42.7189","-20.7072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1746703","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"P. A. Sagot","178","South America","French Guiana","Karouany","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1975278' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746703","NY01746703_01","H. S. Irwin; R. C. Barneby","1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00979695","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"H. S. Irwin","14477","South America","Brazil","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979695","NY00979695_01","H. S. Irwin; R. C. Barneby","1966","04","07","Goiás","Posse","-46.37","-14.13","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","515612","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"R. P. Belém","1372","South America","Brazil","Rodivia Ilhéus - Uruçuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515612","NY00515612_01","H. S. Irwin; R. C. Barneby","1965","07","22","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1746776","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"H. F. A. von Eggers","5475","South America","Trinidad and Tobago",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1981403' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746776","NY01746776_01","R. C. Barneby; H. S. Irwin","1889","10",NA,"Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1746619","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"L. Arroyo P.","3259","South America","Bolivia","Camino hacia Boyuibe, entrado a mano derecha hacia palmarito.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1972015' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746619","NY01746619_01","M. H. Nee","2006","06","10","Santa Cruz","Cordillera","-63.48619","-20.13714","500","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 13:29:00-03","NY","NYBG","1746750","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia",NA,NA,"G. A. Aymard Corredor","4104","South America","Venezuela","Doncesión Minera Cristina Cuatro; 16 km al NO del km 88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1980094' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746750","NY01746750_01",NA,"1985","08","11","Bolívar","Sifontes","-61.46666667","6.216666667","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","515617","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"T. S. dos Santos","3499","South America","Brazil","Cidade de Itabuna","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515617","NY00515617_01","H. S. Irwin; R. C. Barneby","1979","04","26","Bahia","Itabuna","-39.2803","-14.7858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1746756","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"A. H. Gentry","16350","South America","Peru","Road from Puerto Maldonado to Tambopata, 0-4 km from Puerto Maldonado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1980920' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746756","NY01746756_01",NA,"1976","01","25","Madre de Dios","Tambopata",NA,NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1746693","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"R. Romero-Castañeda","9286","South America","Colombia","Entre Sincelejo y Colaó.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1974413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746693","NY01746693_01","H. S. Irwin; R. C. Barneby","1962","12","12","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 19:41:00-03","NY","NYBG","1746680","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia",NA,NA,"P. A. Silverstone-Sopkin","1922","South America","Colombia","Cali, Universidad del Valle (Melendez), lote vacio frenta a Unicentro, a lo largo de Paso Ancho (Calle 13)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1973891' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746680","NY01746680_01","R. C. Barneby","1985","01","20","Valle del Cauca","Cali",NA,NA,"976","976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1746758","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia","(L.) H.S.Irwin & Barneby",NA,"D. N. Smith","2142","South America","Peru","Tocache Nuevo-Juanjul road, 89 km. from Tocache Nuevo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1980775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746758","NY01746758_01","R. C. Barneby","1982","07","23","San Martín","Mariscal Cáceres","-76.67","-7.72","810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 09:27:00-03","NY","NYBG","1746322","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia",NA,NA,"F. O. Zuloaga","2149","South America","Argentina","Parque Nacional Iguazú, entrada por Caburei","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746322","NY01746322_01",NA,"1984","05","05","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 13:29:00-03","NY","NYBG","1746320","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","obtusifolia",NA,"Senna obtusifolia",NA,NA,"T. M. Pedersen","12792","South America","Argentina","San Cayetano","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959328' target='other'> <mi>dwc_moreinfo</mi></a>","NY01746320","NY01746320_01",NA,"1980","02","28","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
