"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","individualCount","sex"
"11","2021-04-05 14:25:35-03","UNESC","CRI","14979","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Peixoto, AL","2010","04","13","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza. Gaspar Alto, Rua Hésio Silveira de Souza.","-49.050833","-27.000556","49º3'3''W","27º0'2''S","215","215","CRI014393","CRI014393","963","Florística IFFSC 637 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; comum no fragmento Habito: arbustiva; flor botão floral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:35-03","UNESC","CRI","14983","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Verdi, M","2010","10","14","Verdi, M.; Martins, E.M. & Veiga, O.N.","2010","08","18","Brasil","Santa Catarina","Itaiópolis","Moema. Moema.","-49.769444","-26.549444","49º46'10''W","26º32'58''S","796","796","CRI014392","CRI014392","5421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:35-03","UNESC","CRI","3303","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004825","CRI004825","1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:35-03","UNESC","CRI","3305","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004823","CRI004823","1918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:35-03","UNESC","CRI","11989","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Aline Votri Guislon & Guilherme Alves Elias","2016","09","19","Robson dos Santos; Vanilde Citadini-Zanette; Aline Votri Guislon; Peterson Teodoro Padilha & Daniela Pacheco","2016","09","09","Brasil","Santa Catarina","Criciúma","Mata da Satc.","-49.408611","-28.705278","49º24'31''W","28º42'19''S","24.5","24.5","CRI010135","CRI010135",NA,"Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:44-03","UNESC","CRI","11526","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","M. Verdi","2010","04","07","M. Verdi; N. L. de Souza, G. Klemz e D. H. Klettenberg","2010","04","07","Brasil","Santa Catarina","Armazém","São José dos Macacos/Mineração.","-48.959444","-28.2625","48º57'34''W","28º15'45''S","24","24","CRI004832","CRI004832","4250","Floresta Ombrófila Densa Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 15:16:32-03","UNESC","CRI","14971","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Peixoto, AL","2011","02","02","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","30","Brasil","Santa Catarina","Orleans","Barracão. Barracão.","-49.319167","-28.260833","49º19'9''W","28º15'39''S","314","314","CRI014395","CRI014395","4114","Florística IFFSC 119 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:35-03","UNESC","CRI","11411","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","M. Verdi","2010","11","24","M. Verdi; E. M. Martins e O. N. Veiga","2010","09","01","Brasil","Paraná","Ponta Grossa","Fortaleza/ Parque Estadual de Vila Velha.","-50.001111","-25.253611","50º0'4''W","25º15'13''S","881","881","CRI004831","CRI004831","5657","Floresta Ombrófila Mista Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:35-03","UNESC","CRI","808","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004828","CRI004828","1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","454356","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","R. Reitz",NA,NA,NA,"R. M. Klein","1955","02","10","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"350","350","NY00454356","NY00454356_01","1169","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598462' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","454360","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1966","04","05","Brazil","Paraná","Sao Tomé","Near airstrip of Fazenda Lagoa, S. of Rio Ivaí, ca. 15 km E. of Sao Tomé","-52.5906","-23.5381",NA,NA,"220","220","NY00454360","NY00454360_01","915","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598465' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","454358","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","R. Reitz",NA,NA,NA,"R. M. Klein","1956","06","15","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P.","-49.5178","-27.0569",NA,NA,"700","700","NY00454358","NY00454358_01","2094","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598464' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","454357","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","R. Reitz",NA,NA,NA,"R. M. Klein","1955","11","03","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"350","350","NY00454357","NY00454357_01","1753","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598463' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","454354","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","A. C. Cervi; A. L. Peixoto",NA,NA,NA,"A. C. Cervi","1997","09","16","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.97","-25.42",NA,NA,NA,NA,"NY00454354","NY00454354_01","6341","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598459' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","454355","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","R. Reitz",NA,NA,NA,"R. Reitz","1958","10","16","Brazil","Santa Catarina","Rio do Sul","Alto Matador, Rio do Sul","-49.563988","-27.247405",NA,NA,"800","800","NY00454355","NY00454355_01","7264","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598461' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","454359","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","R. Reitz",NA,NA,NA,"R. Reitz","1953","11","05","Brazil","Santa Catarina","Palhoça","Morro do Cavalo","-48.6678","-27.6456",NA,NA,"100","100","NY00454359","NY00454359_01","1215","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598460' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","454361","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1966","07","22","Brazil","Paraná","Sao Joao do Triunfo","Fazenda Sao Joao, W. of Sao Joao do Triunfo","-50.2972","-25.6833",NA,NA,"840","840","NY00454361","NY00454361_01","1905","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598466' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","454282","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","A. Peixoto",NA,NA,NA,"G. G. Hatschbach","1976","11","08","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356","-25.5842",NA,NA,NA,NA,"NY00454282","NY00454282_01","39166","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112251' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","454283","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1908","11","27","Brazil","Paraná","Ponta Grossa","Villa Velha","-50.012929","-25.234872",NA,NA,NA,NA,"NY00454283","NY00454283_01","7256","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112247' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","501075","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","M. C. Dias",NA,NA,NA,"O. C. Pavao","1998","11","20","Brazil","Paraná","Londrina","Londrina. Chacará no Patrimôniao Regina.","-51.1628","-23.3106",NA,NA,NA,NA,"NY00501075","NY00501075_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112249' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","454284","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1908","11","27","Brazil","Paraná","Ponta Grossa","Villa Velha","-50.012929","-25.234872",NA,NA,NA,NA,"NY00454284","NY00454284_01","7256","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112248' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","454280","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","S. F. Smith",NA,NA,NA,"O. dos S. Ribas","1990","03","04","Brazil","Paraná","Campo Largo","Taquara","-49.5281","-25.4586",NA,NA,NA,NA,"NY00454280","NY00454280_01","287","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112250' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","454279","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","A. C. Cervi",NA,NA,NA,"A. Dunaiski Jr.","1991","04","12","Brazil","Paraná","Curitiba","Capao do Jardim Botânico","-49.2731","-25.4281",NA,NA,NA,NA,"NY00454279","NY00454279_01","87","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112254' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","454285","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","A. Peixoto",NA,NA,NA,"G. G. Hatschbach","1973","10","21","Brazil","Paraná","Reserva","Reserva","-50.8506","-24.6506",NA,NA,NA,NA,"NY00454285","NY00454285_01","32944","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112253' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","454281","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","A. Peixoto",NA,NA,NA,"G. G. Hatschbach","1973","10","18","Brazil","Paraná","Pitanga","Borboletinha","-51.7614","-24.7572",NA,NA,NA,NA,"NY00454281","NY00454281_01","32851","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112252' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","25070","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","Dias, M.C.","1998",NA,NA,"Mostasso, L.","1997","09","13","Brasil","Paraná","Tibagi",NA,NA,NA,"9999","9999",NA,NA,"BOTU025070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","31298","PreservedSpecimen","Plantae","Salicaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Dias, M.C.","2000",NA,NA,"Dias, M.C.","2000","05","03","Brasil","Paraná","Ortigueira","Sítio Basílio",NA,NA,"9999","9999",NA,NA,"BOTU031298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:10:15-03","UNESP-IBB","BOTU","29364","PreservedSpecimen","Plantae","Siparunaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Mantovani, W.","2013","08","16","Bignotto, R.B.","2004","06","16","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"BOTU029364",NA,"324","Arbusto 2m, frutos verdes e maduros negros.; Coleção: Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:30-03","UFRJ","RFA","39402","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Valnice T. Rampin",NA,NA,NA,"M.A. Pizo","2003","08","31","Brasil","São Paulo","Itatiba","Sítio Moinho Velho","-46.733333","-22.95","46º44'W","22º57'S","800","800","RFA45965",NA,"52","Arbusto até 1,8 m de altura, interior de mata; flores amarelas-esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-24 17:10:51-03","UTFPR","DVPR","364","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","blumenaviana","Mollinedia blumenaviana","Perkins","Estevan, DA","2008",NA,NA,"?","2008","05","16","Brasil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"DVPR000364","DVPR000364","s.n.","Árvore 6 m, frutos verdes.","Magnoliophyta",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:10:51-03","UTFPR","DVPR","3167","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Brotto, ML","2014","09","09","Brotto, ML; Silva, JM; Mello, MCH","2014","08","27","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.4233","-24.5136","-48.4233","-24.5136","990","990","DVPR003167",NA,"1773","Árvore 3,5 m, flores esverdeadas.; Floresta Ombrófila Densa Montana","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:10:51-03","UTFPR","DVPR","6242","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Verdi, M","2010","04","26","Verdi, M; Souza, NL; Klemz, G","2010","03","30","Brasil","Santa Catarina","Barracão","Interior do fragmento.",NA,NA,NA,NA,"314","314","DVPR006242",NA,"4113","Arbusto.; Floresta Ombrófila Densa em estágio médio de regeneração.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-24 17:10:51-03","UTFPR","DVPR","3185","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Barboza, E","2014","11","19","Silva, JM; Cordeiro, J","2014","11","04","Brasil","Paraná","Piraquara","Caminho Trentino","-49.021","-25.3032","-49.021","-25.3032","900","900","DVPR003185",NA,"8667","Arbusto 3 m, flores alvas.; Beira da estrada","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-24 17:10:51-03","UTFPR","DVPR","6241","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Verdi, M","2010","03","30","Verdi, M; Klettenberg, DH; Klemz, G","2010","03","15","Brasil","Santa Catarina","Brusque do Sul","Interior do fragmento.",NA,NA,NA,NA,"309","309","DVPR006241",NA,"3978","Arbusto.; Floresta Ombrófila Densa em estágio médio de regeneração.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-24 17:10:51-03","UTFPR","DVPR","5658","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Brotto, ML","2016","11","22","Silva, JM; Bayeri, I; Noguchi, G","2015","11","22","Brasil","Paraná","Castro","PCH Rio Lapó. Fazenda Marumbi.","-50.0712","-24.4414","-50.0712","-24.4414","980","980","DVPR005658",NA,"9137","Arbusto com 2 m de altura, frutos verdes.; Floresta Ombrófila Mista.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:10:51-03","UTFPR","DVPR","6245","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Verdi, M","2010","10","14","Verdi, M; Martins, EM; Veiga, ON","2010","08","31","Brasil","Paraná","Ponta Grossa","Arenitos do Parque Estadual de Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,"896","896","DVPR006245",NA,"5605","Arbusto.; Floresta Ombrófila Mista em estágio avançado.","Magnoliophyta",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-24 17:10:51-03","UTFPR","DVPR","2822","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","clavigera","Mollinedia clavigera","Tul.","Estevan, DA","2016",NA,NA,"Souza, LRM; Torezan, JMD","2000","04","27","Brasil","Paraná","São Jerônimo da Serra","Área de cerrado ao lado da entrada para a Vila Nova","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"DVPR002822",NA,"s.n.","Arvoreta 2m, frutos imaturos verdes e maduros vermelhos.","Magnoliophyta",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
