"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","class","order"
"11","2017-11-24 14:11:52-02","UFLA","ESAL","29330","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Domingos, DQ; Furtado, CC","1354","2007","06","23","Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.986389","-21.344167",NA,"Epífita, crescendo em fenda de afloramento rochoso.; Campo Rupestre",NA,NA,NA,"Massensini Jr.; A.",NA,NA,NA,"-44.986389","-21.344167",NA,NA,NA,NA,NA
"12","2017-11-24 14:11:52-02","UFLA","ESAL","29331","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Domingos, DQ; Furtado, CC","1355","2007",NA,NA,"Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.986389","-21.344167",NA,"Epífita, crescendo em fenda de afloramento rochoso.; Campo Rupestre",NA,NA,NA,"Massensini Jr.; A.",NA,NA,NA,"-44.986389","-21.344167",NA,NA,NA,NA,NA
"13","2017-11-24 14:11:52-02","UFLA","ESAL","29332","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Domingos, DQ; Furtado, CC","1356","2007","05","25","Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.986389","-21.344167",NA,"Epífita, crescendo em fenda de afloramento rochoso.; Campo Rupestre",NA,NA,NA,"Massensini Jr.; A.",NA,NA,NA,"-44.986389","-21.344167",NA,NA,NA,NA,NA
"14","2017-11-24 14:11:52-02","UFLA","ESAL","29333","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Domingos, DQ; Furtado, CC","1357","2014","10","17","Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.986389","-21.344167",NA,"Epífita, crescendo em fenda de afloramento rochoso.; Campo Rupestre",NA,NA,NA,"Massensini Jr.; A.",NA,NA,NA,"-44.986389","-21.344167",NA,NA,NA,NA,NA
"15","2018-10-09 16:31:58-03","UFLA","ESAL","29949","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Mansanares, ME; Van den Berg, E; Domingos, D","2256","2011","05","09","Brasil","Minas Gerais","itutinga","Ponto 17, Afloramento próximo à estrada de terra para Carrancas.","-44.692417","-21.352333",NA,"Crescendo na beira do afloramento, no meio das gramíneas. Flores com corola amarelada.",NA,NA,NA,"van den Berg","2013","04","24","-44.692417","-21.352333",NA,NA,NA,NA,NA
"16","2018-08-29 16:33:22-03","UFLA","ESAL","30212","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Ventura, ASR","127","2016","08","18","Brasil","Minas Gerais","Lavras","Fazenda Bela Vista","-44.955472","-21.343389",NA,"Erva de 0,5m com flores amarelas; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,"-44.955472","-21.343389","1040","1040",NA,NA,NA
"17","2019-06-07 18:05:01-03","UFLA","ESAL","31060","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Martins, CPV; Arruda, IAC; Ribeiro, WS","450","2016","05","18","Brasil","Minas Gerais","Mindurí","Serra da Chapada das Perdizes, Ponto da Chapada das Perdizes.","-44.585556","-21.595",NA,"Erva rupícola; flores amarelas.; Afloramento Rochoso em área de Campo Rupestre",NA,NA,NA,"A. Massensini Jr",NA,NA,NA,"-44.585556","-21.595","1561","1561",NA,NA,NA
"18","2018-10-09 16:31:58-03","UFLA","ESAL","23211","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Menezes, CC","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva Boqueirão","-44.9171981811523","-21.4011001586914","16664","Doação Unilavr",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-11-24 14:11:52-02","UFLA","ESAL","22991","S","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) van den Berg","Argenta, JA","133",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914","16664","; 40cm; amarelas;",NA,NA,"auto","Pessoa, RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-10-09 16:31:58-03","UFLA","ESAL","12097","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Marlon Cristian Toledo Pereira","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serrinha","-44.999444","-21.245278",NA,"erva; 0,40; amarela;; campo rupestre",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278","9","9",NA,NA,NA
"21","2017-11-24 14:11:54-02","UFLA","ESAL","12099","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Lílian Faia Naves","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra da Bocaina",NA,NA,NA,"erva; ; amarela;",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,NA,NA,"9","9",NA,NA,NA
"22","2018-10-09 16:31:58-03","UFLA","ESAL","12119","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","?","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serrinha","-44.999444","-21.245278",NA,"erva; ; amarela;; campo rupestre",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"23","2018-10-09 16:31:58-03","UFLA","ESAL","16142","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Walfrides","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Prox. ao Poço Bonito","-44.999444","-21.245278",NA,"erva; ; amarela;",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"24","2018-10-09 16:31:58-03","UFLA","ESAL","16147","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Mariana C.S. Santos","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"erva; 0.40m; amarela;; floresta",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"25","2018-10-09 16:31:58-03","UFLA","ESAL","16666","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Lucas M. de Abreu","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"erva; 0.4m; amarela;; campo rupestre",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278","1","1",NA,NA,NA
"26","2018-10-09 16:31:58-03","UFLA","ESAL","19646","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Remy Toscang.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serrinha","-44.999444","-21.245278",NA,"erva; 0,40 cm; amarela;; campo rupestre",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"27","2018-10-09 16:31:58-03","UFLA","ESAL","8825","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","M. L. Gavilanes; B. Q. Silveira","3356",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"erva; 0,50; amarela;; campo rupestre",NA,NA,NA,"Cássio van den Berg",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"28","2017-11-24 14:11:54-02","UFLA","ESAL","8307","S","Plantae","Orchidaceae","Sophronitis","endsfeldzii","Sophronitis endsfeldzii","(Pabst.) van den Berg & M. W. Chase","Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Serra da Bocaian/Ingaí","-44.8711013793945","-21.3169002532959","16596","erva; 0,40; alaranjada;; campo rupestre",NA,NA,"auto","Cássio van den Berg",NA,NA,NA,NA,NA,"10","10",NA,NA,NA
"29","2019-10-07 09:19:53-03","UEFS","HUEFS","211250","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","endsfeldzii","Cattleya endsfeldzii","(Pabst) Van den Berg","van den Berg, C.","2304","2014","08","25","Brasil","Minas Gerais","Itutinga","Serra de Itutinga, ca. 3km da cidade, logo após a mineração de areia quartzítica.","-44.6577987670898","-21.2980995178223","24458",NA,"HUEFS0211250",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Lilianae","Asparagales"
