"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","dayIdentified","class","order","individualCount","typeStatus","fieldNumber","preparationType","relatedCatalogItem"
"49","2019-11-28 15:45:15-03","UFU","HUFU","39732","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Oliveira, G.C.","1529","2002","11","25","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223","HUFU00027419","HUFU00027419","auto","2019","09",NA,"Fazenda Estiva, A 10 km da BR 050, na altura do km 25.",NA,NA,NA,NA,"Herbácea ca. de 0,25 m.; Vereda.","30",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-28 15:45:15-03","UFU","HUFU","39736","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Oliveira, G.C.","1494","2002","11","25","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223","HUFU00027415","HUFU00027415","auto","2019","09",NA,"Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,NA,NA,"Herbácea ca. de 0,8 m.; Vereda.","30",NA,NA,NA,NA,NA,NA,NA
"51","2020-08-20 14:59:07-03","UFSC","FLOR","61859","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Ardissone, R.E.","403","2014","11","05","Brasil","Minas Gerais","Minas Gerais","-43.332222","-19.361944",NA,"FLOR0061859","FLOR0061859",NA,"2014","11",NA,"Serra do Cipó.","43º19'56''W","19º21'43''S",NA,NA,NA,"05",NA,"Poales",NA,NA,NA,NA,NA
"52","2020-08-20 14:59:07-03","UFSC","FLOR","61857","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Ardissone, R.E.","396","2014","11","03","Brasil","Minas Gerais","Minas Gerais","-43.551667","-19.256389",NA,"FLOR0061857","FLOR0061857",NA,"2014","11",NA,"Serra do Cipó.","43º33'6''W","19º15'23''S",NA,NA,NA,"03",NA,"Poales",NA,NA,NA,NA,NA
"53","2020-08-20 20:41:06-03","UFSC","FLOR","47697","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Trevisan, R.; Venturi, S.","1262","2012","12","01","Brasil","Santa Catarina","Urubici","-49.506389","-28.065278",NA,"FLOR0047697",NA,NA,"2012",NA,NA,"às margens da Estrada de acesso ao Morro da Igreja.","49º30'23''W","28º3'55''S","1365","1365","Planta faz parte do Projeto RefloraPossui amostra em sílica para estudos moleculares",NA,NA,"Poales",NA,NA,NA,NA,NA
"54","2020-08-20 14:59:07-03","UFSC","FLOR","66583","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Silva, C.R.M.; Vanzela, A.L.L.","123","2007","04","27","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","FLOR0066583","FLOR0066583","auto","2016","11",NA,"Serra do Cipó, UTM 7872886.",NA,NA,NA,NA,"Duplicata de ICN 152660","09",NA,"Poales",NA,NA,NA,NA,NA
"55","2020-08-20 14:59:07-03","UFSC","FLOR","66582","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Silva, C.R.M.; Vanzela, A.L.L.","122","2007","04","27","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","FLOR0066582","FLOR0066582","auto","2016","11",NA,"Serra do Cipó, UTM 7872886.",NA,NA,NA,NA,NA,"09",NA,"Poales",NA,NA,NA,NA,NA
"56","2020-08-20 14:59:07-03","UFSC","FLOR","61871","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Ardissone, R.E.; Weber, P.","203","2012","03","31","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","FLOR0061871","FLOR0061871","auto","2012","03",NA,"Parque do Cerrado.",NA,NA,NA,NA,NA,"31",NA,"Poales",NA,NA,NA,NA,NA
"57","2021-03-04 15:42:08-03","IF","SPSF","41985","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck.","A.Gil","R.Cielo-Filho & J.B.Baitello & C.R.Lima","940","2009","06","24","Brasil","SP","Itapeva","-49.081111","-24.073611",NA,NA,NA,NA,"2009","11","América do Sul","Estação Ecológica",NA,NA,"750","750","COLETA: Campo Sujo Úmido.;","30","Liliopsida","Poales",NA,NA,NA,NA,NA
"58","2021-02-08 12:51:22-03","UFRGS","ICN","153721","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Coelho, C","10406","2007","12","03","Brasil","MG","Ouro Branco","-43.684167","-20.488333",NA,"ICN00006966",NA,NA,NA,NA,"América do Sul","Serra do Ouro Branco área 3 20°29'18 5 S 43°41'3 8 W","-43.684167","-20.488333","1386","1386","Na água.",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:51:22-03","UFRGS","ICN","178611","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Silva Filho, PJS","Silva Filho, PJS; Pasini, E; Soares, ELC","2007","2014","01","30","Brasil","PR","Ponta Grossa","-50.008889","-25.220833",NA,"ICN00019556","ICN00019556",NA,"2014","07","América do Sul","Parque Estadual de Vila Velha","-50.008889","-25.220833",NA,NA,"Em campo úmido de encosta, enxarcado e com solo rico em matéria orgânica","28",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:51:22-03","UFRGS","ICN","145672","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Tannus, JLS","515","2001","12","13","Brasil","SP","Itirapina","-47.8199996948242","-22.25","22843","ICN00006965",NA,"auto",NA,NA,"América do Sul","Estação Ecológica de Itirapina (IF)",NA,NA,NA,NA,"Doação HRCB.; erva rasteira, até 0,1m, inflorescência castanha.; Em campo úmido, em solo saturado, ecossistema cerrado.",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:51:22-03","UFRGS","ICN","135264","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Ferreira, PMA","s.n.","2004","03","20","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","ICN00006969",NA,"auto",NA,NA,"América do Sul","CPCN Pró-Mata",NA,NA,NA,NA,"MPUC 10618",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:51:22-03","UFRGS","ICN","152558","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Trevisan, R","864","2007","11","19","Brasil","RS","São José dos Ausentes","-49.7975","-28.616389",NA,"ICN00006970",NA,NA,NA,NA,"América do Sul","Silveira Monte Negro. 28°36'59 4S 49°47'51 4W","-49.7975","-28.616389","1340","1340","em área úmida",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:51:22-03","UFRGS","ICN","152659","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Silva, CRM; Vanzela, ALL","122","2007","04","27","Brasil","MG",NA,NA,NA,NA,"ICN00006968",NA,NA,NA,NA,"América do Sul","Serra do Cipó - UTM 7872886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:51:22-03","UFRGS","ICN","152660","S","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Silva, CRM; Vanzela, ALL","123","2007","04","27","Brasil","MG",NA,NA,NA,NA,"ICN00006967",NA,NA,NA,NA,"América do Sul","Serra do Cipó - UTM 7872886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:03:26-03","IBt","SP","271950","S","Plantae",NA,"Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson","Simpson, DA","Harley, RM; Hind, DJN; Simão, R; Fothergill, JM","25305","1988","10","23","Brasil","Bahia","Rio de Contas","-41.966667","-13.533333",NA,"SP002966","SP002966",NA,"1993",NA,NA,"Pico das Almas, Vertente leste. Fazenda Silvina. 19 Km N-O da cidade. Cerrado de altitude, capoeira e cultivo","-41.966667","-13.533333","1420","1420","Erva crescendo em touceiras. Espigas castanho-escuro. Perto d'água",NA,NA,NA,NA,"Isotype",NA,NA,NA
"66","2020-10-22 10:12:44-03","IBt","SP","349894","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"Prata, AP","1152","2001","04","02","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,NA,NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-18 08:30:35-03","IBt","SP","349873","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; Konno, TUP; Alves, MV; Arruda, R; Carvalho, A; Vecchi, O; Pitta, P","1139","2001","04","02","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto","2009","06",NA,"Serra do Cipó, 2-3 km norte de Palácio",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-18 08:30:35-03","IBt","SP","349871","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; Konno, TUP; Alves, MV; Arruda, R; Carvalho, A; Vecchi, O; Pitta, P","1141","2001","04","02","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto","2008","05",NA,"Serra do Cipó, 2-3 km norte de Palácio",NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA
"69","2020-10-15 10:08:35-03","IBt","SP","339211","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"Prata, AP","566","1998","10","29","Brasil","Roraima","Boa Vista","-60.6733016967773","2.81972002983093","90031",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:03:26-03","IBt","SP","9167","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Boeckeler, JO","Loefgren, A","CGG146","1887","09","19","Brasil","São Paulo","Itapetininga","-48.0499992370605","-23.5900001525879","40712","SP002967","SP002967","auto","1890",NA,NA,"Chácara Gomes",NA,NA,NA,NA,"Palustre",NA,NA,NA,NA,"Isotype",NA,NA,NA
"71","2019-11-21 10:03:26-03","IBt","SP","346730","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; Moura, R; Silva, GJ","995","2000","09","28","Brasil","São Paulo","Itirapina","-47.8199996948242","-22.25","22843",NA,NA,"auto","2009","06",NA,"APA de Itirapina, trilha de acesso ao antigo aeroporto",NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA
"72","2020-11-19 09:28:59-03","IBt","SP","359917","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"Tannus, JLS","515","2001","12","13","Brasil","São Paulo","Itirapina","-47.8199996948242","-22.25","22843",NA,NA,"auto",NA,NA,NA,"Estação Ecológica de Itirapina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
