"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber"
"15","2021-03-01 16:38:42-03","UNICAMP","UEC","174419","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek",NA,"Souza, WS; Britez, RM","25196","1987","07","14",NA,"Brazil","São Paulo","Itu","Área de proteção ambiental",NA,"Trepadeira com frutos verdes, sobre Roupala; em floresta ciliar, próximo a represa.","UEC171772","UEC171772","-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA
"16","2020-04-22 16:23:22-03","UFPB","JPB","789","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek","Lima, R","S/C","JPB789",NA,NA,NA,"Southern America","Brasil","Estado Não Informado!",NA,NA,NA,"; DESC: Plantas escandente, árvore, folhas inteiras, alternas, flores pequenas não vistosas, branco-amareladas, infl. panicoladas","JPB000789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","09","20",NA,NA,NA
"17","2020-12-21 16:42:36-03","MBM","MBM","161746","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Pickel, D.B.","Pickel, D.B.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Ibitinga","Ibitinga",NA,NA,"MBM161746","MBM161746","-48.8199996948242","-21.75",NA,NA,NA,NA,NA,"25783","auto",NA,NA,NA,NA,NA,NA
"18","2015-09-05 12:07:17-03","MNHN","RECOLNAT_MNHN_P","P06789139","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06789139' target='other'> <mi>dwc_moreinfo</mi></a>","P06789139","P06789139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:21:27-03","UFPR","UPCB","27254","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reiss.","Smith, S.F.","Kirkibride Jr., J.H.",NA,"1981","02","26",NA,"Brasil","Distrito Federal","Brasília","Perto do rio das Salinas",NA,"Árvore, até 5m, flor verde. Margem da mata decídua sobre rochas calcáreas com solo orgânico delgado..",NA,NA,"-45.95","-15.516667","770","770","-45.95","-15.516667",NA,NA,NA,"1993","01","01",NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2294310","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek","Liesner, R. L.","Angel L. Cabrera","Cabrera 30355",NA,NA,NA,"South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-05-20 10:37:00-03","UFERSA","MOSS","1344","S","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Oliveira, O.F. de","Oliveira, O.F. de","1126","1980","06","18","América do Sul","Brasil","Rio Grande do Norte","Riacho de Santana","localidade São Bento, Seera de São José.",NA,"arbusto escandente; coletado em capoeira, solo pedregoso; frequente; fruto pardo.",NA,NA,"-38.391667","-6.277778","450","450","38W23'30","6S16'40",NA,NA,NA,"1980","12","01",NA,NA,NA
"22","2020-08-31 09:17:25-03","INPA","INPA","205847","S","Plantae","Dicotyledon Rosids","Rosales","Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Smith, SF","Kirkbride Junior, JH","3946","1981","02","26","Southern America","Brasil","Distrito Federal",NA,"Perto do rio das Salinas",NA,NA,"INPA0205847","INPA0205847 INPA0205847_e","-47.95","11.883333","770","770","-47.95","11.883333",NA,NA,NA,"1993",NA,NA,NA,NA,NA
"23","2017-11-24 14:12:16-02","UFLA","ESAL","5945","S","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","J. Y. Tamashiro","Pedro Henrique Dorizzotto","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Charqueada",NA,NA,"arbusto; 1,5; ;; cerrado",NA,NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA,NA,NA
"24","2021-01-26 13:57:52-03","IMA","MAC","8465","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","S.F.Smith.","J.H.Kirkbride Jr.","3946","1981","02","26",NA,"Brasil","Distrito Federal",NA,"Perto do rio das Salinas, Na margem de mata decídua sobra rochas calcáreas, solo orgânico delgado.",NA,"Árvore planta com ca. de 5m de alt. Flores verdes.; Cerrado.","MAC0008465","MAC0008465","-47.75","-15.75",NA,NA,"-47.75","-15.75",NA,NA,NA,"1993",NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","389925","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek",NA,"J. Novães","1011",NA,NA,NA,"South America - Neotropics","Brazil","Campinas",NA,NA,NA,NA,"US01875673","US01875673_01 US01875673_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"26","2020-09-12 05:00:02-03","US","US","3226114","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek",NA,"J. H. Kirkbride","3946","1981","2","26","South America - Neotropics","Brazil","Distrito Federal",NA,"Perto do Rio das Salinas.",NA,NA,"US01875705","US01875705_01 US01875705_02","-47.95","-15.52","770",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"27","2020-09-12 05:00:02-03","US","US","1484878","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek",NA,NA,"3039","1932","6","30","South America - Neotropics","Brazil","Pernambuco",NA,"Tapera.",NA,NA,"US01875706","US01875706_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"28","2019-11-13 11:29:38-03","USP","SPF","12917","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek","Hoehne, W","Hoehne, W","s.n.","1950","05","16",NA,"Brasil","São Paulo",NA,"Prx. Limeira.",NA,NA,"SPF00012917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-13 11:29:38-03","USP","SPF","171189","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek","Anônimo","Hoehne, W","s.n.","1933","02","28",NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,"SPF00171189",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"30","2019-11-13 11:29:39-03","USP","SPF","12875","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Lima, RB","Hoehne, W","s.n.","1951","03","27",NA,"Brasil","São Paulo",NA,"Prx. Limeira.",NA,NA,"SPF00012875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"31","2019-11-13 11:29:39-03","USP","SPF","82285","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Pickel, BJ","Pickel, BJ","s.n.","1949","04","20",NA,"Brasil","São Paulo","Ibitinga",NA,NA,NA,"SPF00082285",NA,"-48.8199996948242","-21.75",NA,NA,NA,NA,NA,"25783","auto","1952","06",NA,NA,NA,NA
"32","2019-11-13 11:29:39-03","USP","SPF","123681","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Godoi, JV","Godoi, JV","50","1991","03","27",NA,"Brasil","São Paulo","Mogi Guaçu",NA,NA,NA,"SPF00123681",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"39309","auto","1991","05",NA,NA,NA,NA
"33","2019-11-13 11:29:39-03","USP","SPF","123682","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek","Godoi, JV","Godoi, JV","54","1991","03","27",NA,"Brasil","São Paulo","Mogi Guaçu",NA,NA,NA,"SPF00123682",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"39309","auto","1991","05",NA,NA,NA,NA
"34","2019-10-07 09:36:32-03","UEFS","HUEFS","32167","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek",NA,"Hoehne, W.","SPF12917","1951","05","02",NA,"Brasil","São Paulo",NA,"Próx. a Limeira.",NA,NA,"HUEFS0032167","HUEFS0032167",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:36:32-03","UEFS","HUEFS","77909","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek",NA,"Vasconcellos, S.","SP18173","1901","03","10",NA,"Brasil","Minas Gerais","Paraibuna",NA,NA,NA,"HUEFS0077909","HUEFS0077909",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-09-04 18:49:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"37","2019-06-11 13:28:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides",NA,"RRC ID Flag","Mello Barreto","7439","1933","4","13","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"-44","-18",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"7439"
"38","2019-09-04 19:55:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Gouania","inornata","Gouania inornata",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"39","2019-01-25 15:45:30-02","IAC","IAC","27056","S","Plantae",NA,NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek","J.C. Novaes","J.C. Novaes","s/nº",NA,NA,NA,NA,"Brasil","São Paulo","Campinas",NA,NA,"Planta doada por José de Campos Novaes",NA,NA,"-47.0608","-22.9056",NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-04 15:45:55-03","IF","SPSF","01545","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","inornata","Gouania inornata",NA,NA,"F.C.Fonseca",NA,"1932","03","26","América do Sul","Brasil","SP","Limeira","Colmeial Adail",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"-47.4000015258789","-22.5599994659424",NA,NA,NA,NA,"Magnoliopsida","20999","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-04 15:45:55-03","IF","SPSF","03295","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Gouania","inornata","Gouania inornata",NA,NA,"D.Bento Pickel",NA,"1949","04","20","América do Sul","Brasil","SP","Ibitinga","na mata",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"-48.8199996948242","-21.75",NA,NA,NA,NA,"Magnoliopsida","25783","auto",NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Gouania","acalyphoides","Gouania acalyphoides","Reissek",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia meridionali",NA,NA,NA,"P11P1N0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Gouania","inornata","Gouania inornata","Reissek",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
