"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"337","2019-11-01 15:05:35-03","UnB","UB","201699","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Melo, E; França, F","745","1992","06","21","Southern America","Brasil","Distrito Federal","Rio Preto, DF/MG, DF-285","-47.311111","-16.038333",NA,NA,NA,"Árvore, ramos escandentes. Flores creme-esverdeadas; Orla da mata ciliar",NA,NA,NA,"2014","07",NA,"-47.311111","-16.038333",NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-11-01 15:05:35-03","UnB","UB","203835","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ; Zanatta, MRV","3615","2013","05","23","Southern America","Brasil","Distrito Federal","Estrada chegando no Morro da Pedreira","-47.96","-15.51","766","766",NA,"Arvoreta 2,5m. Flor creme; Mata seca sempre verde, margem de córrego intermitente",NA,NA,"Brasília","2013",NA,NA,"-47.96","-15.51",NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-11-01 15:05:35-03","UnB","UB","35355","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Fonseca, ML","5903","2005","09","02","Southern America","Brasil","Goiás","APA Pouso Alto","-48.127861","-13.787861",NA,NA,NA,NA,NA,NA,"Colinas do Sul","2010","09",NA,"-48.127861","-13.787861",NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-11-01 15:05:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ","6514","2016","09","01","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Lindomar Reis","-49.296944","-14.206944","391","391",NA,"Árvore ca. 4 m de altura, botões florais verdes e flores passadas; Mata seca antropizada em borda de cerrado",NA,NA,"Alto Horizonte","2016","09",NA,"-49.296944","-14.206944",NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-01 15:05:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ","6358","2016","07","19","Southern America","Brasil","Minas Gerais","Estrada de terra saindo do distrito de Roças Novas chegando no hotel Tauá","-43.633889","-19.7675","1106","1106",NA,"Árvore ca. 6 m de altura, frutos imaturos verdes; Floresta estacional semidecidual",NA,NA,"Caeté","2016","07",NA,"-43.633889","-19.7675",NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-11-01 15:05:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ","8623","2018","06","25","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Bráulio","-49.282778","-14.196389","406","406",NA,"Árvore ca. 7 m de altura, tronco soltando pequenas placas espessas de ritidoma, flores brancas esverdeadas; Mata em borda de córrego intermitente",NA,NA,"Alto Horizonte","2018","06",NA,"-49.282778","-14.196389",NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-11-01 15:05:35-03","UnB","UB","146567","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Filgueiras, TS; Fonseca, ML; Kirkbride Junior, JH","3144","1994","11","10","Southern America","Brasil","Goiás","Ca. 10km E de Macedo","-48.4597015380859","-14.4738998413086",NA,NA,NA,"Árvore 5m. Frutos maduros, vermelhos.",NA,NA,"Niquelândia","2011","04",NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA
"344","2019-11-01 15:05:35-03","UnB","UB","184234","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Proença, CEB","Monteiro, JRB; Guarim Neto, G; Neto, LA","108","1984","08","17","Southern America","Brasil","Mato Grosso","Fazenda 20 de Dezembro","-55.749698638916","-15.460599899292",NA,NA,NA,"Árvore de ca. 8m de altura, caule esbranquiçado. Folhas ovadas. Flores com pétalas amarelas; Mata",NA,NA,"Chapada dos Guimarães","2012","11",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"345","2019-11-01 15:05:35-03","UnB","UB","786","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Irwin, HS; Fonsêca, FS; et al.","27343","1970","03","10","Southern America","Brasil","Minas Gerais","2km N de Joaquim Felício","-44.1721992492676","-17.7574996948242","650","650",NA,"D1,25M#. Corola e estames brancos.; Arbusto 2m. Flor branca; Mata de galeria cortada por cerrado.",NA,NA,"Joaquim Felício","1990",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"346","2019-11-01 15:05:35-03","UnB","UB","174318","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Ikemoto, E","05/4","2005","08","09","Southern America","Brasil","São Paulo","Parque Portugal, entorno da Lagoa principal.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 3 m, flores com pétalas esverdeadas.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"347","2019-11-01 15:05:35-03","UnB","UB","117477","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine-Capelo, FF","Ratter, JA","2161",NA,NA,NA,"Southern America","Brasil","Mato Grosso","Vale de Sonhos (c. 80km N of Aragarças on the Aragarças-Xavantina road)","-52.333333","-15.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.333333","-15.666667",NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-11-01 15:05:35-03","UnB","UB","130342","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Faria, JEQ","Pizo, MA","33","2002","11","10","Southern America","Brasil","São Paulo","Sítio Moinho Velho","-46.733333","-22.95",NA,NA,NA,"Frutos vermelhos.; Árvore 12m.; Mata atlântica",NA,NA,"Itatiba","2009",NA,NA,"-46.733333","-22.95",NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-01 15:05:35-03","UnB","UB","130343","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine-Capelo, FF","Irwin, HS","27318","1970","03","10","Southern America","Brasil","Minas Gerais","Ca. 3km E of Cantoni",NA,NA,NA,NA,NA,"Fruit green, become pinkish yellow and maturing black-violet.; Tree 6m.",NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-01 15:05:35-03","UnB","UB","130344","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Irwin, HS","26204","1970","02","06","Southern America","Brasil","Minas Gerais","Ca. 5km SE of Paracatu",NA,NA,NA,NA,NA,"Fruit dark green.; Shrub 1,5m.; Cerrado",NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-01 15:05:35-03","UnB","UB","117478","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Proença, CEB","Marimon, BS","233","1999","03",NA,"Southern America","Brasil","Mato Grosso","Córrego Bacaba","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,NA,NA,"Nova Xavantina",NA,NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA
"352","2019-11-01 15:05:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Hatschbach, G; et al.","62762","1995","05","14","Southern America","Brasil","Mato Grosso","Fazenda Salobrinha","-57.2275009155273","-15.3243999481201",NA,NA,NA,"Árvore 5m. Flor alva; Mata",NA,NA,"Porto Estrela","1995",NA,NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA
"353","2019-11-01 15:05:35-03","UnB","UB","169796","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Ikemoto, E","0564","2005","09","06","Southern America","Brasil","São Paulo","Parque Portugal, entorno da lagoa principal.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 5m; frutos imaturos verdes.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"354","2019-11-01 15:05:35-03","UnB","UB","174315","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Ikemoto, E","05/82","2005","09","23","Southern America","Brasil","São Paulo","Parque Portugal, entorno da Lagoa principal.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 7 m, frutos vermelhos e arredondados.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"355","2019-11-01 15:05:38-03","UnB","UB","160763","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Sobral, M","Stehmann, JR; Lima, FS","s.n.","1988","07","20","Southern America","Brasil","Minas Gerais","EPDA de PETI-CEMIG","-43.3622016906738","-19.826099395752",NA,NA,NA,"Árvore 8m. Flores senecendo.; Floresta",NA,NA,"São Gonçalo do Rio Abaixo","2005",NA,NA,NA,NA,"17525","auto",NA,NA,NA,NA,NA,NA
"356","2019-11-01 15:05:38-03","UnB","UB","130432","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Sobral, M","Hatschbach, G","30097","1972","08","09","Southern America","Brasil","Minas Gerais","Pico do Itambé",NA,NA,NA,NA,NA,"Flor alva.; Arbusto 2m.",NA,NA,"Antonio do Itambé","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-01 15:05:38-03","UnB","UB","191161","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2398","2012","02","20","Southern America","Brasil","Minas Gerais","Estação Ecológica de Peti, estrada chegando no mirante do Cruzeiro","-43.368056","-19.889722","811","811",NA,"Árvore ca. 6 m de altura, normalmente saindo ca. de 3 caules ou indivíduos juntos, caule com ritidoma acinzentado se soltando em placas grande, botão floral cinza, flor branca com pequenas manchas vermelhas (coletado material em sílica gel); Floresta",NA,NA,"São Gonçalo do Rio Abaixo","2012","02",NA,"-43.368056","-19.889722",NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-01 15:05:38-03","UnB","UB","191162","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2399","2012","02","20","Southern America","Brasil","Minas Gerais","Estação Ecológica de Peti, estrada chegando no mirante do Cruzeiro","-43.368056","-19.889722","811","811",NA,"Árvore ca. 6 m de altura, Caule acinzentado soltando placas de ritidoma, botão floral cinza (coletado material em sílica gel); Floresta estacional, solo arenoso",NA,NA,"São Gonçalo do Rio Abaixo","2012","02",NA,"-43.368056","-19.889722",NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-11-01 15:05:38-03","UnB","UB","216074","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","4250","2014","11","02","Southern America","Brasil","Minas Gerais","Estação ecológica de PETI/CEMIG, próximo a afloramento rochoso.","-43.368333","-19.890278","815","815",NA,"Arvoreta ca. 4 m de altura. Caule acinzentado soltando placas de ritidoma. Botões florais verdes.; Cerradão próximo a afloramento rochoso.",NA,NA,"São Gonçalo do Rio Abaixo","2014","11",NA,"-43.368333","-19.890278",NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-11-01 15:05:38-03","UnB","UB","174474","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Sobral, M","Pedralli, G; Perdigão, V; Stehmann, JR","RB411207","1988","10","11","Southern America","Brasil","Minas Gerais","EPDA -PETI. Fora da área.","-43.3622016906738","-19.826099395752",NA,NA,NA,"Árvore 8 metros de altura, fruto verde.; Interior do mato.",NA,NA,"São Gonçalo do Rio Abaixo","2005",NA,NA,NA,NA,"17525","auto",NA,NA,NA,NA,NA,NA
"361","2019-10-03 10:04:11-03","UFSCar","SORO","4157","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"677","1993","01","03",NA,"Brasil","São Paulo","B. Godinhos - área 2. Mata mesófiladecídua.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,"Piracicaba",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"362","2019-10-03 10:04:11-03","UFSCar","SORO","4295","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,NA,"1991","11","09",NA,"Brasil","São Paulo","Mata da Fazenda São João","-48.439998626709","-22.8799991607666",NA,NA,NA,"Árvore com cerca de 5m de alt.",NA,NA,"Botucatu",NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"363","2019-10-03 10:04:11-03","UFSCar","SORO","1145","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Vieira, A. C.; Belantoni, B. F.","69","2010","05","29",NA,"Brasil","São Paulo","UNIP","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,"Sorocaba",NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA
"364","2019-10-03 10:04:11-03","UFSCar","SORO","3343","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Bernacci,L.C.; Torres, R.B.; Simão, A.; João, E.L.; Lima, E.G.;Pinto, R.O.; Dechoum, M.S.; Pena Filho, J.; Vinciguerri, V.F.","3786","2004","06","18",NA,"Brasil","São Paulo","Distrito de Barão Geraldo","-48.346111",NA,NA,NA,NA,"Arvore cerca de 8m de altura; frutos em ínicio de desenvolvimento,",NA,NA,"Campinas",NA,NA,NA,"48°20'46W","23°30'56'S",NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-10-03 10:04:11-03","UFSCar","SORO","3096","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"60","2013","03","07",NA,"Brasil","São Paulo","Floresta Nacional de Ipanema","-47.6","-23.425278",NA,NA,NA,"Arvoreta coletada em Floresta Estacional Semidecidual, com 2,5m de altura.",NA,NA,"Iperó",NA,NA,NA,"47°36'00''W","23°25'31''S",NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-10-03 10:04:11-03","UFSCar","SORO","3345","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Torres,R.B.; Torres, R.B.; Simão, A.; João, E.L.; Lima, E.G.;Pinto, R.O.; Dechoum, M.S.; Pena Filho, J.; Vinciguerri, V.F.","3799","2004","07","01",NA,"Brasil","São Paulo","Distrito de Barão Geraldo","-41.840556","-23.515556",NA,NA,NA,"Árvore cerca de 6m de altura; frutos em ínicio de desenvolvimento",NA,NA,"Campinas",NA,NA,NA,"41°50'26W","23°30'56''S",NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-10-03 10:04:11-03","UFSCar","SORO","3344","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Torres,R.B.; Torres, R.B.; Simão, A.; João, E.L.; Lima, E.G.;Pinto, R.O.; Dechoum, M.S.; Pena Filho, J.; Vinciguerri, V.F.","1581","2005","08","24",NA,"Brasil","São Paulo","Condomínio Estância Paraíso II","-48.345",NA,NA,NA,NA,"Árvore 8m de alt, frutos imaturos e verdes.",NA,NA,"Campinas",NA,NA,NA,"48°20'42W","22,79°74'97'S",NA,NA,NA,NA,NA,NA,NA,NA
"368","2019-10-03 10:04:11-03","UFSCar","SORO","6534","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","A. Giaretta","Santos, M.F.; Lobão, A.Q.; Saavedra, M.M.; Fiaschi, P.","784","2012","01","09",NA,"Brasil","Rio de Janeiro","Reserva Biológica União. T1, ramal da Trilha Principal, acesso pela Estrada da Macuca. No sub-bosque da baixada, solo alagado.","-42.026167","-22.436361",NA,NA,NA,"Arvoreta, 4 m alt. Ramo imaturo verde, maduro vináceo. Bractéola amarelo-esverdeada. Hipanto amarelo, cálice alvo-esverdeado, pétalas e filetes alvos, anteras amarelas. Material armazenado em sílica-gel. Material prensado em álcool.",NA,NA,"Casimiro de Abreu","2016","07",NA,"42°1'34.2W","22°26'10.9S",NA,NA,NA,NA,NA,NA,NA,NA
"369","2019-10-03 10:04:11-03","UFSCar","SORO","6535","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","A. Giaretta","Santos, M.F.; Lobão, A.Q.; Saavedra, M.M.; Fiaschi, P.","804","2012","01","13",NA,"Brasil","Rio de Janeiro","Parque Nacional de Itatiaia. Trilha para a Cachoeira Bela Vista e os Três Picos. Na beira da Trilha, no sub-bosque da mata. Elev. 1168 m.","-44.607222","-22.434167",NA,NA,NA,"Arvoreta, 3 m alt. Ramo acinzentado. Pedicelo verde. Hipanto e cálice amarelo-esverdeados, pétalas e estames alvos. Material armazenado em sílica-gel.",NA,NA,"Itatiaia","2016","07",NA,"44°36'26W","22°26'3S",NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-12-05 14:48:38-03","UFSCar","SORO","7778","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","E.H.P.Barreto",NA,NA,"2014","08","20",NA,"Brasil","São Paulo","Isolada em beira de cerca.",NA,NA,NA,NA,NA,"Árvore, 8m alt., frutos.",NA,NA,"São Luiz do Paraitinga","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2019-10-03 10:04:11-03","UFSCar","SORO","7449","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.Kuntz","Árbocz, G.F.; et al.","4597","1997",NA,NA,NA,"Brasil","Mato Grosso",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,NA,NA,NA,"Cocalinho","2011","02","15",NA,NA,"293587","auto",NA,NA,NA,NA,NA,NA
"372","2019-10-03 10:04:11-03","UFSCar","SORO","7447","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.Kuntz",NA,"119","2002","12","20",NA,"Brasil","São Paulo","Bairro de Gordinhos, Guadra de mata dentro do canavial.","-47.6399993896484","-22.7199993133545",NA,NA,NA,"Árvore 3,0m de altura.",NA,NA,"Piracicaba","2011","02","15",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"373","2019-10-03 10:04:11-03","UFSCar","SORO","177","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Kortz, A. R.; Koch, I.","184","2007","09","13",NA,"Brasil","São Paulo","FACENS","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,"Sorocaba",NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA
"374","2019-10-03 10:04:11-03","UFSCar","SORO","7448","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.Kuntz",NA,"259","1994","12","19",NA,"Brasil","São Paulo","Fazenda Santa Izabel, margem esquerda do Rio Mogi-Guaçu.","-48.3199996948242","-21.25",NA,NA,NA,"Àrvore 15m, flores brancas.",NA,NA,"Jaboticabal","2011","02","15",NA,NA,"22420","auto",NA,NA,NA,NA,NA,NA
"375","2019-10-03 10:04:11-03","UFSCar","SORO","2616","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"714","1996","12","05",NA,"Brasil","São Paulo","Godinhos","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,"Piracicaba",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"376","2019-10-03 10:04:11-03","UFSCar","SORO","2524","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"2240","1998","05","14",NA,"Brasil","São Paulo","Haras Vanguarda","-47.310001373291","-22.9400005340576",NA,NA,NA,NA,NA,NA,"Monte Mor",NA,NA,NA,NA,NA,"12206","auto",NA,NA,NA,NA,NA,NA
"377","2019-10-03 10:04:11-03","UFSCar","SORO","5089","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Colleta, G.D.; Alves, F.M.","627","2012","05","15",NA,"Brasil","São Paulo","Mata ao lado da Faz. São João do Guarantã. Floresta Estacional semidecidual.","-48.9799995422363","-22.4599990844727",NA,NA,NA,"Árvore, 3m, frutos secos.",NA,NA,"Agudos",NA,NA,NA,NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA
"378","2019-12-05 14:48:38-03","UFSCar","SORO","7712","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","F.F.Mazine","Lohmann, C.E.O.; et al.","17","1992","07","20",NA,"Brasil","São Paulo","Reserva Biológica e Estação Experimental de Mogi Guaçu, mata do Casimiro.","-46.9421997070312","-22.372200012207",NA,NA,NA,"Arvoreta ca. 4m alt., flores de pétalas creme; esverdeadas.",NA,NA,"Mogi Guaçu","2019","09",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"379","2019-10-03 10:04:11-03","UFSCar","SORO","3317","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D. Legrand",NA,"Torres,R.B.; João, E.L.; Simão, A.; Espeleta,A.S.; Lorandi, A.C.","1541","2005","05","18",NA,"Brasil","São Paulo",NA,"-59.016667",NA,NA,NA,NA,"Mata estacional semidecidua, 650m.",NA,NA,"Campinas",NA,NA,NA,"59°01'W",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-10-03 10:04:11-03","UFSCar","SORO","674","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Kortz, A. R.; Koch, I.","269","2008","10","17",NA,"Brasil","São Paulo","campus UFSCar - Sorocaba, fragmento 4","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,"Sorocaba",NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA
"381","2019-10-03 10:04:11-03","UFSCar","SORO","624","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D. Legrand",NA,"Casali, M. F.; Gonçalves, P. K.","97","2008","09","12",NA,"Brasil","São Paulo","Floresta Nacional de Ipanema","-47.6800003051758","-23.3500003814697",NA,NA,NA,NA,NA,NA,"Iperó",NA,NA,NA,NA,NA,"17831","auto",NA,NA,NA,NA,NA,NA
"382","2021-03-03 15:27:58-03","MN","R-TIPOS","9100","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Glaziou, A.F.M.","1278","1866","05","23",NA,"Brasil","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R000009100","R000009100_001","Rio de Janeiro",NA,NA,NA,NA,NA,"57442","auto",NA,"Isotypus",NA,NA,NA,NA
"383","2020-08-20 20:40:26-03","UFSC","FLOR","24067","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaesk.","Sobral, M.","Hatschbach, G.; Hatschbach, M. & Zelma, F.J.","52049","1988","05","16",NA,"Brasil","Minas Gerais","Arredores.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"arbusto, 1m altura","FLOR0024067","FLOR0024067 FLOR0024067_1","Grão Mogol","1993",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"384","2015-11-27 10:17:30-02","UFMT","UFMT","42841","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Morais, F.F.; Silva, V.R.; Soares, J.S.","600","2014","09","01",NA,"Brasil","Mato Grosso","Assentamento Laranjeiras I - Província Serrana.","-57.6789016723633","-16.0706005096436",NA,NA,NA,"Arbórea apresenta frutos de coloração vermelha indeiscente.; Cerrado - área de nascente.",NA,NA,"Cáceres",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA
"385","2018-10-24 21:03:46-03","UFMT","UFMT","2821","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria, J.E.Q.","Monteiro, J.R.B.; Amorim Neto, L.; Ferreira, L.A.D.; Favalessa, O.","16","1984","04","20",NA,"Brasil","Mato Grosso","Fazenda 20 de Dezembro.","-55.749698638916","-15.460599899292",NA,NA,NA,"Árvore de mais ou menos 9m de altura. Folhas opostas, flores brancas na base do pecíolo, geralmente em nº 3 flores.; Mata.",NA,NA,"Chapada dos Guimarães","2018","07",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
