"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","order","typeStatus","continentOcean","preparationType","barcode","imagecode","stateProvince","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02239928","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"T. E. Almeida","788","2007","04","19","Brazil","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto. Chapada, Morro Redondo e adjacencias, próximo a ca. do Parque.","-43.3336","-18.2381",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495624' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY02239928","NY02239928_01","Minas Gerais","1593",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","809702","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"M. Wacket","158","1906",NA,NA,"Brazil",NA,"Serra do Mar",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807529' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY00809702","NY00809702_01","São Paulo",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1017147","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","P. H. Labiak E.",NA,NA,NA,"P. H. Labiak E.","4395","2008","01","09","Brazil","Itatiaia","Parque Nacional do Itatiaia. Trilha para a Cachoeira Itaporani.","-44.6194","-22.4283",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199800' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY01017147","NY01017147_01","Rio de Janeiro","1150","1150",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3824011","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"J. A. Steyermark","109503","1974","02","22","Venezuela",NA,"ESTADO BOLIVAR: MESETA DEL JAUA: CERRO JAUA: Cumbre, porción Sur-oeste; selva de galería al borde del tributario del Río Marajano.","-64.5694","4.8139",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105004' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY03824011","NY03824011_01","Bolívar","1750","1800",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1015616","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","P. H. Labiak E.; F. B. Matos",NA,NA,NA,"P. H. Labiak E.","4113","2007","07","13","Brazil",NA,"São Roque do Canaã. Alto Misterioso.","-40.7719","-19.8028",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108942' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY01015616","NY01015616_01","Espírito Santo","1130","1130",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1015625","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","P. H. Labiak E.; F. B. Matos",NA,NA,NA,"P. H. Labiak E.","4208","2007","07","18","Brazil","Castelo","Parque Estadual do Forno Grande.","-41.0972","-20.5211",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108964' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY01015625","NY01015625_01","Espírito Santo","1700","1700",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1017127","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","F. B. Matos",NA,NA,NA,"P. H. Labiak E.","4280","2008","01","06","Brazil","Sao José do Barreiro","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","-44.62","-22.7419",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199637' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY01017127","NY01017127_01","São Paulo","1450","1450",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","875261","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","A. Salino",NA,NA,NA,"A. Salino","5249","2000","04","15","Brazil","Catas Altas","Serra do Caraça, Parque Natural, na trilha para a Gruta do Padre Caio.","-43.4075","-20.0747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958113' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY00875261","NY00875261_01","Minas Gerais","1400","1400",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02711693","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"R. C. Forzza","4190","2006","05","17","Brazil","Lima Duarte","Parque Estadual do Ibitipoca. Mata ao lado da portaria. No chão da mata.","-43.793098449707","-21.8425006866455","30417",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2998315' target='other'> <mi>dwc_moreinfo</mi></a>","auto","Polypodiales",NA,"South America","sheet","NY02711693","NY02711693_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","809701","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"J. Miers","15",NA,NA,NA,"Brazil",NA,"Organ Mount., Vargem Marshes","-43.073169","-22.496706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807527' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY00809701","NY00809701_01 NY00809701_02 NY00809701_03","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1039003","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","A. C. Brade",NA,NA,NA,"A. C. Brade","19250","1948","08","12","Brazil","Castelo","Forno Grande","-41.1","-20.51667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479218' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY01039003","NY01039003_01","Espírito Santo",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3824006","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"J. A. Steyermark","128106","1983","01","26","Venezuela",NA,"Distrito Piar: Macizo del Chimantá. Sector centro-noreste del Chimantá-tepui, cabeceras orientales del Caño Chimantá. Across stream from campsite.","-62.15","5.3",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4104999' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY03824006","NY03824006_01","Bolívar","2000",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1184791","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","F. B. Matos",NA,NA,NA,"A. C. Brade","16361","1940","07","11","Brazil",NA,"Parque Nacional da Serra dos Orgaos. Pedra Roncador",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478896' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY01184791","NY01184791_01","Rio de Janeiro","1600","1600",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3824005","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"B. Maguire","33883","1952","12","17","Venezuela",NA,"Southwest slope forest and savannas, ptari-tepuí.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4104998' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY03824005","NY03824005_01","Bolívar","1600","2000",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3824013","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"B. K. Holst","3752","1987","03","29","Venezuela",NA,"Dist. Piar. Aparaman-tepui summit, in south central region, headwaters of Rio Churun.","-62.53","5.85",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105006' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY03824013","NY03824013_01","Bolívar","1700",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03824004","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"J. A. Steyermark","128106","1983","01","26","Venezuela",NA,"Distrito Piar: Macizo del Chimantá. Sector centro-noreste del Chimantá-tepui, cabeceras orientales del Caño Chimantá. Across stream from campsite.","-62.15","5.3",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4104984' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY03824004","NY03824004_01","Bolívar","2000",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2423341","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"C. M. Mynssen","863","2005","08","11","Brazil","Lima Duarte","Parque Estadual do Ibitipoca, estrada entre Lombada e Cruzeiro","-43.793098449707","-21.8425006866455","30417",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2695570' target='other'> <mi>dwc_moreinfo</mi></a>","auto","Polypodiales",NA,"South America","sheet","NY02423341","NY02423341_01","Minas Gerais","1100","1700",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3824009","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"J. A. Steyermark","124035","1981","01","13","Venezuela",NA,"Distrito Heres: Cerro Marutani, cumbre, selva siempre verde tupida en la altiplanicie cerca de la frontera Venezolana-Brasilera.","-62.5","3.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105002' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY03824009","NY03824009_01","Bolívar","1420",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","875262","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","A. Salino",NA,NA,NA,"A. Salino","5476","2000","05","26","Brazil","Araponga","Parque Esatdual da Serrra do Brigadeiro. Trilha para o Pico do Boné.","-42.5206","-20.6669",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958124' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY00875262","NY00875262_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","809704","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","A. F. Rojas Alvarado",NA,NA,NA,"P. T. Sano","H52347","1992","02","26","Brazil","Abaíra","Tijuquinho","-41.9","-13.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807531' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY00809704","NY00809704_01","Bahia","1700","1800",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","875263","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T.Moore","A. Salino",NA,NA,NA,"A. Salino","5443","2000","05","19","Brazil","Ouro Preto","Camarinhas.","-43.5081","-20.2878",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958133' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"South America","sheet","NY00875263","NY00875263_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:12-03","PUCPR","HUCP","16962","S","Plantae","Monilofita","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T. Moore","Kersten, RA","2004",NA,NA,"Ribas, OS; Silva, JM; Simon, GF","5782","2004","01","16","Brasil","Bocaiúva do Sul","Serra da Bacaina","-49.1150016784668","-25.2061004638672","61623",NA,"Topo do morro, interior úmido.","auto",NA,NA,NA,NA,"HUCP00000751","HUCP00000751","Paraná",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:25:56-03","UFBA","ALCB","82599","PreservedSpecimen","Plantae","Fern","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook.f. & Grev.) T. Moore","Ditrich, VA de O","2003",NA,NA,"Hatschbach, G; Hatschbach, M; Silva, JM","71425","2000","10","18","Brasil","Alfredo Chaves","Em barrancos sombrios da Floresta Atlântica","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto",NA,NA,"Southern America",NA,"ALCB001672","ALCB001672","Espírito Santo","900","900",NA,NA,NA,NA,NA
"34","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021241","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"Liesner RL; Carnevali G",NA,"1987","11","12","Venezuela",NA,"Terr. Fed. Amazonas, Dpto. Rio Negro: 2 km E and SE of San Carlos de Río Negro.","-67.05","1.85",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"Southern America",NA,"NL-U1021241","NL-U1021241",NA,NA,NA,"Pteropsida","-67.05","1.85",NA,NA
"35","2020-02-08 10:44:25-03","NBC","NL-BOTANY","U.1021242","PreservedSpecimen","Plantae",NA,"Lomariopsidaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"Holst BK",NA,"1987","03","29","Venezuela",NA,"Edo. Bolivar: Dist. Piar. Auyan-tepui, summit, in south central region, headwaters of Río Churun.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Polypodiales",NA,"Southern America",NA,"NL-U1021242","NL-U1021242",NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"36","2020-11-04 11:21:13-03","ESALQ","ESA","61457","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii",NA,"Dittrich, V.A.O.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22950.0","1999","05","20","Brasil","Abaíra","Catolés. Serra dos Cristais. 13o19'33,3S, 41o52'56,3W. 1600 m.s.m. Campo rupestre com mata ciliar no fundo do vale.","-41.6636009216309","-13.2496995925903","26531",NA,"Sobre rochas. Mata ciliar.","auto",NA,NA,NA,NA,"ESA061457",NA,"Bahia",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:35:17-03","IAP","PACA-AGP","79077","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T. Moore","A. Sehnem SJ","1973",NA,NA,"Sehnem, A.","9091","1967","02","03","Brasil",NA,"Serra do Itatiaia. parque",NA,NA,NA,NA,"Habitat: in silva",NA,"Polypodiales",NA,NA,NA,"PACA079077",NA,"RJ",NA,NA,"Filicopsida",NA,NA,NA,NA
"38","2019-08-27 13:35:17-03","IAP","PACA-AGP","79078","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T. Moore","Damazio",NA,NA,NA,"Damazio",NA,"1909","08","18","Brasil","Itacolomy",NA,NA,NA,NA,NA,"Herb VIC 3357&nf;ASSL 10410a",NA,"Polypodiales",NA,NA,NA,"PACA079078",NA,"MG",NA,NA,"Filicopsida",NA,NA,NA,NA
"39","2019-08-27 13:35:17-03","IAP","PACA-AGP","99706","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","langsdorfii","Elaphoglossum langsdorfii","(Hook. & Grev.) T. Moore","C. Steffens",NA,NA,NA,"C. Steffens","230","2004","08","22","Brasil",NA,"Tabaí, Morro Cabeça de Elefante.",NA,NA,NA,NA,"Em parede vertical sem substrato, com umidade. Ciófita. Habitat: rupícola",NA,"Polypodiales",NA,NA,NA,"PACA099706",NA,"RS",NA,NA,"Filicopsida",NA,NA,NA,NA
"40","2020-06-30 18:33:16-03","UFJF","CESJ","27153","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","L.C.N. Melo","2011","05",NA,"R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","931","1993","04","17","Brasil",NA,"Parque Estadual do Ibitipoca, Na Prainha, no paredão ao lado do Rio do Salto (uns 20m para chegar à Prainha) do lado direito, na fresta deste.",NA,NA,NA,NA,"Local úmido, protegito de luz. Saxícola. População.",NA,NA,NA,"América do Sul",NA,"CESJ027153",NA,"Minas Gerais","1360","1360",NA,NA,NA,NA,NA
"41","2019-11-21 14:52:23-03","UFJF","CESJ","58339","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore",NA,NA,NA,NA,"R.F. Novelino; F.R.G. Salimena","768","1990","10","14","Brasil",NA,"Serra do Cipó, Km 131, bifurcação Conceição - Morro do Pilar",NA,NA,NA,NA,"Dentro da mata ciliar, sobre tufos de musgos.",NA,NA,NA,"América do Sul",NA,"CESJ058339",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA
