"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-30 12:47:37-03","EAO","IAN","119393","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","Sucre, D","881","1965","11","23","Southern America","Brasil","Distrito Federal","Alagados do Zoobotânico.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Crescendo em alagado, embaixo da mata; flores brancas.","IAN119393",NA,"Brasília","Salas, RM; Sobrado, SV; Miguel, LM",NA,"2015","04","16","70570","auto",NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:47:37-03","EAO","IAN","162194","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","Plowman, T; Davidse, G","9082","1980","02","24","Southern America","Brasil","Pará","2 km, west of town along highway PA-287.","-49.2647018432617","-8.25778007507324","300","300",NA,"Herb long decumbent at base in roadside marsh with sedges dominant. Corolla white.","IAN162194",NA,"Conceição do Araguaia","Salas, RM; Sobrado, SV; Miguel, LM",NA,"2015","04",NA,"73105","auto",NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:47:37-03","EAO","IAN","162059","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","Plowman, T; Davidse, G; Rosa, NA; Rosario, C da S; Santos, MR dos","8349","1980","02","03","Southern America","Brasil","Tocantins","Road from highway BR-153 to Itaporã. 12km west of village of Presidente Kennedy. Fazenda Primavera, along Ribeirão Feínho. Growing in open water in flooded area along river.","-48.5060997009277","-8.5394401550293","400","500",NA,"Fruits green.","IAN162059",NA,"Presidente Kennedy","Salas, RM; Sobrado, SV; Miguel, LM",NA,"2015","04","16","33812","auto",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0158636","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Jansen-Jacobs MJ; Welle BJH ter; James V; Andrew R",NA,"1995","08","29","Southern America","Guyana","Rupununi District",NA,"-59.116667","2.9",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200158636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0158636",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-59.116667","2.9",NA,NA,NA
"15","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164497","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Jansen-Jacobs MJ; Welle BJH ter; Chanderbali A; Raghoenandan UPD; James V",NA,"1994","01","20","Southern America","Guyana","Rupununi District","Rupununi Distr., N of Shea, Camp 1.","-59.15","2.95",NA,NA,NA,"Savanna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164497 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164497",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-59.15","2.95",NA,NA,NA
"16","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164494","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","09","02","Southern America","Surinam",NA,"Sipaliwini savanna area near Brazilian frontier. West Sip. Sav. 4 Gebroeders creek.",NA,NA,NA,NA,NA,"Kawfutu swamp.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164494",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164495","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Oldenburger FHF; Norde R; Schulz JP",NA,"1969","01","03","Southern America","Surinam",NA,"Sipaliwini savanna area near Brazilian frontier. Little Sip. Sav.",NA,NA,NA,NA,NA,"Maurisie swamp. Open vegetation of Mauritia flexuosa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164495",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164496","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","10","15","Southern America","Surinam",NA,"Sipaliwini savanna area near Brazilian frontier. In Great Valley 2 km. N.W. of 4-Gebroeders Mts.",NA,NA,NA,NA,NA,"Kawfutu vegetation. Byttneria scabra, Pavonia sessiliflora, Sacciolepis myuros.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164496",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U.1573950","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Hassler E",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573950","NL-U1573950",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0028771",NA,NA
"20","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0005986","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Rombouts HE",NA,"1935","12","10","Southern America","Surinam",NA,"fluv. Sipaliwini sup., pr. Kamp XI",NA,NA,NA,NA,NA,"in savannis, Kreek<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005986",NA,NA,"Delprete PG","holotype",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"43930 A",NA,NA
"21","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0120078","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Oldenburger FHF; Norde R; Schulz JP",NA,"1970","02","01","Southern America","Surinam",NA,"Sipaliwini savanna area on Brazilian frontier.",NA,NA,NA,NA,NA,"Besides airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200120078 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0120078",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0120079","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Oldenburger FHF; Norde R; Schulz JP",NA,"1970","02","01","Southern America","Surinam",NA,"Sipaliwini savanna area on Brazilian frontier.",NA,NA,NA,NA,NA,"Besides airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200120079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0120079",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164499","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Donselaar J van",NA,"1966","08","27","Southern America","Surinam",NA,"Sipaliwini savanna.",NA,NA,NA,NA,NA,"Shallow water course. Floor with hummocks and channels.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164499",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164500","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Rombouts HE",NA,"1935","10","23","Southern America","Surinam",NA,"Fluv. Sipaliwini sup.",NA,NA,NA,NA,NA,"Savanna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164500",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164501","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Rombouts HE",NA,"1935","11","12","Southern America","Surinam",NA,"Fluv. Sipaliwini sup.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164501",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0164498","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Spermacoce","pulchristipula","Spermacoce pulchristipula","(Bremek.) Delprete","Jansen-Jacobs MJ; Welle BJH ter; Chanderbali A; Raghoenandan UPD; James V",NA,"1994","02","10","Southern America","Guyana","Rupununi District","Rupununi Distr., Shea Rock.","-59.15","2.816667",NA,NA,NA,"Savanna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164498 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164498",NA,NA,"Delprete PG",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-59.15","2.816667",NA,NA,NA
"27","2021-04-07 11:48:08-03","UFMS","CGMS","47623","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","F.M.R. Godoy; M.M. Morelli; P.P. Oliveira; S.R. Ramalho; V.J. Pott","13","2014","11","24",NA,"Brasil","Mato Grosso do Sul","Brejo antropizado próximo a entrada do Distrito de Piraputanga.","-55.5327778","-20.4725","159","159",NA,"Flor branca. Estípula mais desenvolvida. Habitat: Brejo antropizado profundidade 20 cm. Solo hidromórfico orgânico. Habito: Erva.","CGMS1077579",NA,"Aquidauana","V.J. Pott",NA,"2014","11","24",NA,NA,NA,"-55,5327778","-20,4725",NA,NA,NA
"28","2021-04-07 11:48:08-03","UFMS","CGMS","66072","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott","12056","2015","12","02",NA,"Brasil","Mato Grosso do Sul","Assentamento Santa Mônica. Lagoa, ao lado da sede da AGRAER.","-54.8858333","-20.6652778","333","333",NA,"Flor branca. Fruto verde, imaturo. Habitat: Margem úmida de lagoa, 0-2 cm de profundidade. Solo argiloso. Relevo vale em suave ondulado. Habito: Erva decumbente aquática emergente, 30-40 cm de altura. Esparsa.","CGMS1099033",NA,"Terenos","V.J. Pott",NA,"2015","12","02",NA,NA,NA,"-54,8858333","-20,6652778",NA,NA,NA
"29","2021-04-07 11:48:08-03","UFMS","CGMS","55445","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott","11080","2011","02","12",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Cláudia, ao longo do Rio Sucuriú, em frente ao pesqueiro, com passarela para o rio.","-52.1305556","-20.0330556","312","312",NA,"Flor branca. Fruto verde. Habitat: Lagoa marginal de leito abandonado, profundidade: 30 cm. Solo arenoso. Relevo plano. Habito: Erva aquática emergente de 80-90 cm de altura. Esparsa.","CGMS1085415",NA,"Inocência","V.J. Pott",NA,"2011","03","13",NA,NA,NA,"-52,1305556","-20,0330556",NA,NA,NA
"30","2021-04-07 11:48:08-03","UFMS","CGMS","32602","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","G.S.V. Duarte","103","2011","02","22",NA,"Brasil","Mato Grosso do Sul","Nascente Água Boa. Microbacia Água Boa.","-54.8333333","-22.2325","433","433",NA,NA,"CGMS1062028",NA,"Dourados","G.S.V. Duarte; V.J. Pott",NA,"2011","03","02",NA,NA,NA,"-54,8333333","-22,2325",NA,NA,NA
"31","2021-04-07 11:48:08-03","UFMS","CGMS","23631","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","S.N. Moreira; V.J. Pott","168","2008","04","01",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte, área de varjão próximo à ferrovia.","-54.79","-20.5566667","504","504",NA,"Flor branca. Fruto ausente. Habitat: Campo úmido de Vereda com buriti em domínio de Cerrado. Habito: Erva anfíbia.","CGMS1053044",NA,"Terenos","E.L. Cabral",NA,"2009",NA,NA,NA,NA,NA,"-54,79","-20,5566667",NA,NA,NA
"32","2021-04-07 11:48:08-03","UFMS","CGMS","65264","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","M.H. Silva; D.R. Fonseca; A.S. Rodrigues; V.J. Pott","9","2017","10","16",NA,"Brasil","Mato Grosso do Sul","Fazenda Harmonia, divisa com Parque Natural Municipal Templo dos Pilares. Buritizal próximo a Serra do Bom Jardim.","-53.7030556","-18.1180556","382","382",NA,"Flor branca. Fruto imaturo verde. Caule quadrado; estipula verde vinosa. Habitat: Campo úmido de vereda com buriti, antropizado pela presença de gado, em domínio de Cerrado. Solo hidromórfico argilo-arenoso. Habito: Erva anfíbia. 0,5","CGMS1098225",NA,"Alcinópolis","V.J. Pott",NA,"2017","10","16",NA,NA,NA,"-53,7030556","-18,1180556",NA,NA,NA
"33","2021-04-07 11:48:08-03","UFMS","CGMS","13670","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","7014","2004","04","07",NA,"Brasil","Mato Grosso do Sul","Fazenda Pedra Branca, lagoinha, próximo ao Rio Sucuriú.","-52.7836111","-19.2572222","430","430",NA,"Flor branca. Habitat: Mata de galeria e borda de lagoa com buritis (Mauritia flexuosa). Solo hidromórfico. Relevo plano. Habito: Erva aquática anfíbia, decumbente. 60-70 cm de altura.","CGMS1043121",NA,"Chapadão do Sul","V.J. Pott",NA,"2015","07","03",NA,NA,NA,"-52,7836111","-19,2572222",NA,NA,NA
"34","2021-04-07 11:48:08-03","UFMS","CGMS","48531","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott","8704","2006","02","08",NA,"Brasil","Mato Grosso do Sul","Salto do Taboco, Rio Taboco (proprietário Sr. Constantino), cerca de 14 km a sudoeste do Patrimônio de Taboco.","-55.2544444","-19.8305556","230","230",NA,"Flor branca. Habitat: Banco de rio assoreado de areia. Solo arenoso. Relevo plano. Mancha ocasional. Habito: Erva rasteira anfíbia. 0,20 - 0,40 m de altura.","CGMS1078486",NA,"Aquidauana","V.J. Pott",NA,NA,NA,NA,NA,NA,NA,"-55,2544444","-19,8305556",NA,NA,NA
"35","2021-04-07 11:48:08-03","UFMS","CGMS","65947","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott","10579","2009","08","15",NA,"Brasil","Mato Grosso do Sul","Pequena Central Hidroelétrica (PCH), Alto Sucuriú, Paraíso das Águas.","-52.9363889","-19.1677778","450","450",NA,"Flor branca. Habitat: Margem de lago de hidroelétrica. Solo arenoso. Relevo plano. Habito: Erva aquática epífita em baceiro (ilha de vegetação flutuante com subarbustos). Mancha ocasional.","CGMS1098908",NA,"Chapadão do Sul","V.J. Pott",NA,"2009","08","15",NA,NA,NA,"-52,9363889","-19,1677778",NA,NA,NA
"36","2021-04-07 11:48:08-03","UFMS","CGMS","48445","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott","10083","2008","02","26",NA,"Brasil","Mato Grosso do Sul","Fazenda Recanto da Siriema; varjão do Rio Pombo, 25 km a nordeste de Água Clara e 8,5 km da entrada na BR-262 (entrada a 17 km de Água Clara).","-52.6875","-20.3686111","382","382",NA,"Flor branca. Habitat: Transição entre campo úmido e mata de galeria. Habito: Erva anfíbia escandente. 0,40 - 0,50 m de altura.","CGMS1078410",NA,"Água Clara","V.J. Pott",NA,"2014","10","30",NA,NA,NA,"-52,6875","-20,3686111",NA,NA,NA
"37","2021-04-07 11:48:08-03","UFMS","CGMS","45975","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","A.K.D. Salomão; V.J. Pott; A. Pott","498","2007",NA,NA,NA,"Brasil","Mato Grosso do Sul","Reserva da Embrapa Gado de Corte.","-54.7252778","-20.4436111",NA,NA,NA,NA,"CGMS1075943",NA,"Campo Grande","V.J. Pott",NA,NA,NA,NA,NA,NA,NA,"-54,7252778","-20,4436111",NA,NA,NA
"38","2021-04-07 11:48:08-03","UFMS","CGMS","55186","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","V.J. Pott; A. Pott","11062","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Cláudia, ao longo do Rio Sucuriú, em frente ao pesqueiro, com pasarela para o rio.","-52.1288889","-20.0272223","315","315",NA,"Flor branca. Fruto verde. Habitat: Margem de córrego. Relevo plano. Habito: Erva aquática emergente de 50-60 cm de altura. Ocasional.","CGMS1085157",NA,"Inocência","V.J. Pott",NA,"2011","02","19",NA,NA,NA,"-52,1288889","-20,0272223",NA,NA,NA
"39","2021-04-07 11:48:08-03","UFMS","CGMS","20901","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","pulchristipula","Borreria pulchristipula","(Bremek.) Bacigalupo & E.L.Cabral","A. Guglieri; M.C. Pereira; T.H.D. Leandro; L.A. Verão","1622","2007","12","16",NA,"Brasil","Mato Grosso do Sul","Córrego Boa Sorte.","-54.8293991088867","-19.8316993713379",NA,NA,NA,"Flor branca.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coord.","CGMS1050308",NA,"Corguinho","V.J. Pott",NA,"2009","10","02","56513","auto",NA,NA,NA,NA,NA,NA
