"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"103","2020-12-21 16:38:18-03","MBM","MBM","3664","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Klein, R.","2988","1962","09","14","Southern America","Brazil","Santa Catarina","Papanduva","Lajeadinho","-50.144401550293","-26.3703002929688",NA,"MBM003664","MBM003664",NA,NA,NA,NA,NA,"49621","auto",NA,NA,NA,NA,NA
"104","2020-12-21 16:38:18-03","MBM","MBM","4803","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Tessmann, G.","s.n.","1952","08","03","Southern America","Brazil","Paraná","Curitiba","Ahú de Cima","-49.2731018066406","-25.4277992248535",NA,"MBM004803","MBM004803",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"105","2020-12-21 16:38:18-03","MBM","MBM","46074","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Kummrow, R.","1118","1976","07","31","Southern America","Brazil","Paraná","Curitiba","Santa Felicidade","-49.2731018066406","-25.4277992248535",NA,"MBM046074","MBM046074",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"106","2020-12-21 16:38:18-03","MBM","MBM","386668","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Engels, M.E.","2013","12","10",NA,"Epífita. Pseudobulbos e flolhas verdes. Folhas cilindricas. Flores alvas.; Floresta Ombrófila Mista.",NA,NA,"Barb. Rodr.","Engels, M.E.","1699","2013","09","25","Southern America","Brazil","Paraná","São José dos Pinhais","Resgate FLORA Linha de transmissão elétrica Curitiba a Joinville","-49.2064018249512","-25.5347003936768",NA,"MBM386668","MBM386668",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"107","2020-12-21 16:38:18-03","MBM","MBM","407655","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Valduga, E.","2012","09",NA,NA,"Epífita.; No interior da mata.",NA,NA,"Barb. Rodr.","Valduga, E.","434","2012","09","14","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva - Fazenda Pedro Hoffmann, Dalanhos.","-51.1794013977051","-29.1681003570557",NA,"MBM407655","MBM407655","780","780",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"108","2020-12-21 16:38:18-03","MBM","MBM","387317","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Michelon, C.",NA,NA,NA,NA,"Epífita, flores brancas.; Ecótono de Floresta Ombrófila Mista com Floresta estacional Semidecidual.",NA,NA,"Barb. Rodr.","Michelon, C.","1446","2012","07","12","Southern America","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556",NA,"MBM387317","MBM387317","520","750",NA,"-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:38:18-03","MBM","MBM","394286","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Ariati, V.","2014",NA,NA,NA,"Epífita, 5 cm, flores alvas.; Floresta Ombrófila Mista. Interior da mata.",NA,NA,"Barb. Rodr.","Lozano, E.D.; Ariati, V.; Barboza, E.; Cordeiro, J.; Ariati, V.; Barboza, E.; Cordeiro, J.","2771","2014","09","16","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Santo Inácio","-50.159278","-28.498556",NA,"MBM394286","MBM394286",NA,NA,NA,"-50.159278","-28.498556",NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:38:18-03","MBM","MBM","408468","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Barboza, E.","2017","03","31",NA,"Erva epífita; flor alva.; Floresta Estacional Semidecidual.",NA,NA,"Barb. Rodr.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9409","2016","09","09","Southern America","Brazil","Paraná","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333",NA,"MBM408468",NA,"550","550",NA,"-51.523056","-24.698333",NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:38:18-03","MBM","MBM","22856","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","30339","1972","09","13","Southern America","Brazil","Paraná","Inácio Martins",NA,"-51.0788993835449","-25.5711002349854",NA,"MBM022856","MBM022856",NA,NA,NA,NA,NA,"35964","auto",NA,NA,NA,NA,NA
"112","2020-12-21 16:38:18-03","MBM","MBM","27621","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Hatschbach, G.","32564","1973","09","23","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Barrozinho","-50.1618995666504","-25.0949993133545",NA,"MBM027621","MBM027621",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"113","2020-12-21 16:38:18-03","MBM","MBM","386668","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Engels, M.E.","2013","12","10",NA,"Epífita. Pseudobulbos e flolhas verdes. Folhas cilindricas. Flores alvas.; Floresta Ombrófila Mista.",NA,NA,"Barb. Rodr.","Engels, M.E.","1699","2013","09","25","Southern America","Brazil","Paraná","São José dos Pinhais","Resgate FLORA Linha de transmissão elétrica Curitiba a Joinville","-49.2064018249512","-25.5347003936768",NA,"MBM386668","MBM386668",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"114","2020-12-21 16:38:18-03","MBM","MBM","305417","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Bonin Junior, P.","2019",NA,NA,NA,"Epífita. Flor amarelo claro.; Ecótono entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.",NA,NA,"Barb. Rodr.","Bonin Junior, P.; Bittencourt, L.S.; Bittencourt, L.S.","660","2019","07","21","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"MBM305417","MBM305417",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"115","2020-12-21 16:38:18-03","MBM","MBM","424092","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Ariati, V.","2019","06",NA,NA,"Floresta Ombrófila Mista.",NA,NA,"Barb. Rodr.","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1628","2019","06","26","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"MBM424092",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"116","2020-12-21 16:38:18-03","MBM","MBM","119124","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","riograndensis","Capanemia riograndensis","Smith, L.B.",NA,NA,NA,NA,NA,NA,NA,"Pabst","Grazziotin, G.; et al.; et al.","3547","1987","11","07","Southern America","Brazil","Rio Grande do Sul","São Francisco do Sul","Cazuza Ferreira",NA,NA,NA,"MBM119124","MBM119124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2037","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,"Flores brancas.",NA,"Angiospermae","Barb.Rodr.","P.E. Leite S.J.","s.n.","1949","06",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,"002037",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"118","2015-10-02 03:47:20-03","MNHN","RECOLNAT_MNHN_P","P00749874","PreservedSpecimen",NA,"Orchidaceae","Capanemia","micromera","Capanemia micromera","Toscano",NA,NA,NA,NA,"P00749874 et P00436640 en mélange. P00436640 n'est pas de Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00749874' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Barb.Rodr.","s.c.",NA,"1880","6",NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","P00749874","P00749874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-10-02 14:47:05-03","MNHN","RECOLNAT_MNHN_P","P00441548","PreservedSpecimen",NA,"Orchidaceae","Quekettia","micromera","Quekettia micromera","Cogniaux",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441548' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Barb.Rodr.) Cogn.","Lindberg, G.A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,"hb","P00441548","P00441548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"542",NA,NA
"120","2017-10-02 14:47:05-03","MNHN","RECOLNAT_MNHN_P","P00441549","PreservedSpecimen",NA,"Orchidaceae","Quekettia","micromera","Quekettia micromera","Cogniaux",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441549' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Barb.Rodr.) Cogn.","Regnell, A.F.",NA,"1878","7","9",NA,"Brésil",NA,NA,"Brésil",NA,NA,"hb","P00441549","P00441549_01 P00441549_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1172",NA,NA
"121","2015-09-16 05:19:24-03","MNHN","RECOLNAT_MNHN_P","P00441550","PreservedSpecimen",NA,"Orchidaceae","Quekettia","micromera","Quekettia micromera",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441550' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Barb.Rodr.) Cogn.","Glaziou, A.",NA,"1888","6","21",NA,"Brésil",NA,NA,"Rio de Janeiro : Tijuca",NA,NA,"hb","P00441550","P00441550_01 P00441550_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17788",NA,NA
"122","2021-02-11 17:20:53-03","UFPR","UPCB","44685","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2001","06","18",NA,"Epífita a 4m do solo, sobre vacum (Alophyllus edulis), flores creme..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","1107","2001","06","18",NA,"Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"123","2021-02-11 17:20:53-03","UFPR","UPCB","44684","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2001","06","18",NA,"Epífita a 5m do solo, sobre guaviroveira (Campomanesia xanthocarpa), flores creme..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","1105","2001","06","18",NA,"Brasil","Paraná","Curitiba","Parque São Lourenço","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"124","2021-02-11 17:20:53-03","UFPR","UPCB","55440","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Kersten, R.","2004","01","01",NA,"Epífita. Floresta ombrófila msita aluvial sobre Arenito Furnas..",NA,NA,"(Kuntze) Schlecht.","Kersten, R.","937","2004","08","30",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"125","2021-02-11 17:20:53-03","UFPR","UPCB","59891","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Kersten, R.","2004","08","12",NA,"Epífita, flores creme..",NA,NA,"(Kuntze) Schlecht.","Kersten, R.","912","2004","08","12",NA,"Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,NA,NA,NA,NA,"22732","auto",NA,NA,NA,NA,NA
"126","2021-02-11 17:20:53-03","UFPR","UPCB","44456","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2001","06","17",NA,"Epífita a 7m do solo, sobre cedro-rosa (Cedrella fissilis), flores creme, em capão de floresta ombrófila mista..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","1109","2001","06","17",NA,"Brasil","Paraná","Curitiba","Bosque Municipal Jardim Saturno, bairro Santo Inácio","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"127","2021-02-11 17:20:53-03","UFPR","UPCB","44686","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2001","06","06",NA,"Epífita a 3m do solo, sobre guaviroveira vacum (Alophyllus edulis), flores creme, floresta mista aluvial..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","1104","2001","06","06",NA,"Brasil","Paraná","Curitiba","Bosque Portugal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"128","2021-02-11 17:20:53-03","UFPR","UPCB","43948","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2000","09","06",NA,"Epífita a 2,0m do solo com flores creme-esbranquiçadas, encontrada sobre vacum (Alophyllus edulis), comum no interior da Floresta Ombrófila Mista Aluvial..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","764","2000","09","06",NA,"Brasil","Paraná","Curitiba","Capão atrás do Setor de Ciências Biológicas, Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"129","2021-02-11 17:20:53-03","UFPR","UPCB","43985","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2001","06","22",NA,"Epífita a 10,0m do solo, sobre pimenteira (C. dinisii), com flores creme, em Floresta Ombrófila Mista Submontana..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","1109","2001","06","22",NA,"Brasil","Paraná","Curitiba","Capão do Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"130","2021-02-11 17:20:53-03","UFPR","UPCB","38634","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Giongo, C.","1999","01","01",NA,"Coletada sobre tronco de árvore..",NA,NA,"(Kuntze) Schlecht.","Marques, M.C.M.",NA,"1996","07","12",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"131","2021-02-11 17:20:53-03","UFPR","UPCB","43992","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Borgo, M.","2001","07","11",NA,"Epífita a 5,30m do solo, sobre guaviroveira (Campomanesia xanthocarpa)..",NA,NA,"(Kuntze) Schlecht.","Borgo, M.","1088","2001","07","11",NA,"Brasil","Paraná","Curitiba","Parque Barreirinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"132","2021-02-11 17:20:53-03","UFPR","UPCB","43416","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Kersten, R.","2001","04",NA,NA,"Epífita pouco comun na floresta ciliar do Barigüi, com fruto..",NA,NA,"(Kuntze) Schlecht.","Kersten, R.","415","2000","10",NA,NA,"Brasil","Paraná","Araucária","REPAR","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA
"133","2021-02-11 17:20:53-03","UFPR","UPCB","85852","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Smidt, E.C.","2011","04","29",NA,NA,NA,NA,"Barb.Rodr.","Klein, J.","72","2011","04","29",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"134","2021-02-11 17:20:53-03","UFPR","UPCB","63253","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Baptista, D.H.","2006","12","10",NA,"Floresta nas margens do rio Tibagi (Ilha Bowman)..",NA,NA,"Barb.Rodr.","Bonnet, A.","71285","2006","09","08",NA,"Brasil","Paraná","Tibagi","Epífita. Ecótono (FOM, FES e Savana).","-50.4136009216309","-24.5093994140625",NA,NA,NA,"712","712",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"135","2021-02-11 17:20:53-03","UFPR","UPCB","63280","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Bonnet, A.","2007","07","22",NA,"Refúgio de Vida Silvestre do Pinhão..",NA,NA,"Barb.Rodr.","Bonnet, A.","1120111","2007","07","22",NA,"Brasil","Paraná","Pinhão","Epífita. Floresta Ombrófila Mista.","-51.6596984863281","-25.6956005096436",NA,NA,NA,"1120","1120",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"136","2021-02-11 17:20:53-03","UFPR","UPCB","85609","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Smidt, E.C.",NA,NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"Barb. Rodr.","Klein, J.","72",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"137","2021-02-11 17:20:53-03","UFPR","UPCB","70080","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Mancinelli, W.S.","2010","08","07",NA,"Epífita, ocorrente em Floresta Ombrófila Mista..",NA,NA,"Barb.Rodr.","Mancinelli, W.S.","1277","2010","08","07",NA,"Brasil","Santa Catarina","Três Barras","Floresta Nacional","-50.3222007751465","-26.1063995361328",NA,NA,NA,NA,NA,NA,NA,NA,"22564","auto",NA,NA,NA,NA,NA
"138","2008-05-27 22:02:00-03","MO","MOBOT","1160212","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","J. T. Atwood (SEL)",NA,NA,NA,"4",NA,NA,NA,"(Kraenzl.) Schltr.","Elsa M. Zardini|Leongino Guerrero","Zardini 45396","1996","7","31","South America","Paraguay","San Pedro",NA,"Yaguarete Forest Systems (Sustainable Forest Systems site). Tall forest.","-56.17444","-23.79694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1072",NA,NA
"139","2010-11-13 04:25:00-02","MO","MOBOT","2480387","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis",NA,NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Roberto M. Klein","Klein 3032",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2014-03-29 22:04:00-03","MO","MOBOT","2514022","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis",NA,NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","A.L. Woolston","Woolston 1010",NA,NA,NA,"South America","Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2009-05-15 13:24:00-03","MO","MOBOT","2812237","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Pedro Jörgensen","Jörgensen 7408","1928","7","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2014-03-26 20:20:00-03","MO","MOBOT","2812338","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","E.A. Chistenson, Jul",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","I.M. Vavrek","Vavrek 663","1982","5","20","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycuí. Exp. sombra, vegetación bosque húmedo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2009-08-21 21:06:00-03","MO","MOBOT","2812520","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Stephen F. Smith",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Ronaldo Wasum|et al.","Wasum 3232","1987","9","12","South America","Brazil","Rio Grande do Sul",NA,"RS-Esmeralda-Fazenda da Guabiroba.",NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2009-08-24 12:06:00-03","MO","MOBOT","2812762","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Itaipú Binacional","Itaipú Binacional 794","1980","6","28","South America","Paraguay",NA,NA,"Dpto. A. Paraná-Pto. Palma. Bosque alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2009-08-24 12:06:00-03","MO","MOBOT","2812836","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","C.H. Dodson",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","Itaipú Binacional","Itaipú Binacional 342","1979","4","28","South America","Paraguay",NA,NA,"Dpto. A. Paraná-Rva. Limoy. Bosque alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2012-11-09 05:09:00-02","MO","MOBOT","2812838","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","G. Carnevali",NA,NA,NA,NA,NA,NA,NA,"(Kraenzl.) Schltr.","A. Bornmüller","Bornmüller 24918",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2008-05-27 22:02:00-03","MO","MOBOT","1003655","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,"4",NA,NA,NA,"Barb. Rodr.","Elsa M. Zardini|Leongino Guerrero","Zardini 42944","1995","6","21","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Arroyo Mboi. Gallery forest.","-56.12333","-23.80777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1011",NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","2233251","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Maevia N. Correa|et al.","Correa 10524","1992","7","12","South America","Argentina","Misiones","Iguazú","Parque Nac. Iguazú, a 5,5 km del cruce R al aeropuerto int. y RN 101. Picada del Palmital.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2017-08-25 05:21:00-03","MO","MOBOT","2409745","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Tressens, S. G., //",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Sara G. Tressens|H. A. Keller|Victor Maruñak|G.E. Pieszko|V. Revilla|F. Robledo|S. Valenzuela|O. Vebra","Tressens 5641","1996","8","23","South America","Argentina","Misiones","Guaraní","Predio Guaraní. Picada al arroyo Soberbio. En interior de selva","-54.205","-26.91638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2011-04-11 12:25:00-03","MO","MOBOT","2457224","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","L.L. Hauman","Hauman s.n.42",NA,NA,NA,"South America","Argentina","Misiones","Candelaria","trouvée à Profundidad","-55.7","-27.56666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2013-02-02 06:40:00-02","MO","MOBOT","2457243","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","L.R. Naboulet","Naboulet s.n.1","1920",NA,NA,"South America","Argentina","Misiones","Capital","dans les bois en galeries des rivières Pindapoy et Zaiman","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-08-02 09:24:00-03","MO","MOBOT","2457257","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,"1",NA,NA,NA,"Barb. Rodr.","L.L. Hauman","Hauman s.n.41","1918","2",NA,"South America","Argentina","Misiones","San Ignacio","au nord du Rio Ñacan-Guazú","-55.4333333","-27.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2015-01-25 12:14:00-02","MO","MOBOT","2812224","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","Anton Ghillány, Jan",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","M. Rossato","Rossato 4391","1988","9","16","South America","Brazil","Rio Grande do Sul",NA,"RS-Caxias do Sul-Ana Rech-Faxinal.",NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2009-09-23 09:53:00-03","MO","MOBOT","2813030","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","R. Vásquez",NA,NA,NA,"1",NA,NA,NA,"Barb. Rodr.","Timothy J. Killeen","Killeen 2707","1987","9","4","South America","Bolivia","Tarija",NA,"O'Connor Rancho Huayco, 8 km north of road to Villamontes, west of Entre Rios. Forest, heavily logged for Podocarpus and Juglans sp.","-64.25","-21.3333333",NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
