"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"31","2020-02-08 08:46:01-03","NBC","NL-BOTANY","L.4175118","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4175118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Barb.Rodr.","Pedersen TM",NA,"1984","08","28","Southern America","Argentina",NA,NA,"Plantae Argentinenses. Caranday-ty. Dep. San Miguel. Prov. Corrientes.",NA,NA,NA,"NL-L4175118","NL-L4175118",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:46:49-03","NBC","NL-BOTANY","L.1525788","PreservedSpecimen","Plantae","Orchidaceae","Quekettia","australis","Quekettia australis",NA,NA,NA,NA,NA,"au Waldstämmen.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1525788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Kraenzl.","Bornmüller A",NA,"1904","09","02","Southern America","Brazil","Rio Grande do Sul",NA,"Neu-Württemberg.",NA,NA,NA,"NL-L1525788","NL-L1525788",NA,NA,"isotype",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:46:49-03","NBC","NL-BOTANY","U 0005416","PreservedSpecimen","Plantae","Orchidaceae","Quekettia","australis","Quekettia australis",NA,NA,NA,NA,NA,"au Waldstämmen.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Kraenzl.","Bornmüller A",NA,"1904","09","02","Southern America","Brazil","Rio Grande do Sul",NA,"Neu-Württemberg.",NA,NA,NA,"NL-U0005416","NL-U0005416",NA,NA,"isotype",NA,NA,NA,NA,"Magnoliopsidae","47090",NA,NA,NA
"34","2021-03-31 13:40:42-03","MN","R","35812","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis","Pabst, G.F.J.","1960","08","25",NA,NA,NA,NA,"(Kraenzl.) Schltr.","s.col.",NA,"1874","09",NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"35","2016-02-02 14:38:42-02","BGBM","B","B 10 0247538","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,"as Quecketia australis; additional number on label: (=29); Flora von Süd-Brasilien (Rio Grande do Sul) <a href=http://herbarium.bgbm.org/object/B100247538 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Barb. Rodr.","A. Bornmüller","142","1904","09","02","Middle and South America","Brazil",NA,NA,"Rio Grande do Sul; Neu Württemberg: an Waldstämmen.",NA,NA,NA,"B100247538","B100247538",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-02-02 14:38:42-02","BGBM","B","B 10 0312875","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100312875 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Barb. Rodr.","Reitz & Klein","16.160","1963","09","12","Middle and South America","Brazil",NA,NA,"Campos Novos.",NA,NA,NA,"B100312875","B100312875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:48-03","IAP","PACA-AGP","71111","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Cult. no MUCS OMA 013.&nf;Coletada em 10111990 na mata do Faxinal e cultivada aguardando a floração. Habitat: Epífita em Araucaria Fenofase: flor Hábito: epífito","Magnoliophyta","Orchidales","Barb. Rodr.","Jasper, A.",NA,"1991","08","28",NA,"Brasil","RS","Caxias do Sul","Barragem do Faxinal","-51.1794013977051","-29.1681003570557",NA,"PACA071111",NA,"750","750",NA,NA,NA,"49662","auto","Liliatae",NA,NA,NA,NA
"38","2020-12-21 16:36:48-03","IAP","PACA-AGP","71161","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Labelo com parte terminal alargada. Habitat: Epífita próxima a Araucaria Fenofase: flor","Magnoliophyta","Orchidales","Barb. Rodr.","Jasper, A.",NA,"1991","10","03",NA,"Brasil","RS","Caxias do Sul","Barragem do Faxinal","-51.1794013977051","-29.1681003570557",NA,"PACA071161",NA,NA,NA,NA,NA,NA,"49662","auto","Liliatae",NA,NA,NA,NA
"39","2019-08-27 13:26:31-03","IAP","PACA-AGP","66875","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: Epífito de mata ciliar Fenofase: flor branca","Magnoliophyta","Orchidales","Barb. Rodr.","Reitz & Klein","16160","1963","09","12",NA,"Brasil","SC","Campos Novos",NA,"-51.2249984741211","-27.4016990661621",NA,"PACA066875",NA,"900","900",NA,NA,NA,"43319","auto","Liliatae",NA,NA,NA,NA
"40","2019-08-27 13:26:31-03","IAP","PACA-AGP","103277","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2014","04",NA,NA,"Hábito: epífita","Magnoliophyta","Orchidales","Barb. Rodr.","J. Brustulin","54","2008","02","28",NA,"Brasil","RS","Novo Hamburgo","Parque Municipal Henrique Luiz Roessler.","-51.115556","-29.681667",NA,"PACA103277",NA,NA,NA,NA,"51°06'56W","29°40'54S",NA,NA,"Liliatae",NA,NA,NA,NA
"41","2019-08-27 13:26:31-03","IAP","PACA-AGP","26685","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: In silva, epiphytica Fenofase: flor","Magnoliophyta","Orchidales","Barb. Rodr.","E. Friderichs",NA,"1944","08",NA,NA,"Brasil","RS","São Luiz","Cerro Largo",NA,NA,NA,"PACA026685",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"42","2019-08-27 13:26:31-03","IAP","PACA-AGP","37208","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: In araucarieto, epiphytica Fenofase: flor","Magnoliophyta","Orchidales","Barb. Rodr.","Emrich, K.",NA,"1948","02","07",NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,"PACA037208",NA,NA,NA,NA,NA,NA,"16452","auto","Liliatae",NA,NA,NA,NA
"43","2019-08-27 13:26:31-03","IAP","PACA-AGP","62020","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: In silva Fenofase: flor","Magnoliophyta","Orchidales","Barb. Rodr.","Camargo, O. R.","1890","1957","10","04",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"PACA062020",NA,NA,NA,NA,NA,NA,"19545","auto","Liliatae",NA,NA,NA,NA
"44","2019-08-27 13:26:31-03","IAP","PACA-AGP","6442","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: In silva epiphytica Fenofase: flor","Magnoliophyta","Orchidales","Barb. Rodr.","C. Orth SJ",NA,"1939","08","28",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"PACA006442",NA,NA,NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA,NA
"45","2019-08-27 13:26:31-03","IAP","PACA-AGP","7468","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C. R. Buzatto","2014","04",NA,NA,"Habitat: In silva campestri Fenofase: flor Hábito: epífito","Magnoliophyta","Orchidales","Barb. Rodr.","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"PACA007468",NA,NA,NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA,NA
"46","2019-08-27 13:26:31-03","IAP","PACA-AGP","66870","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: Beira do rio Fenofase: flor branca","Magnoliophyta","Orchidales","Barb. Rodr.","R.M. Klein","5495","1964","08","26",NA,"Brasil","SC","Irani","Iraní","-51.9016990661621","-27.0247001647949",NA,"PACA066870",NA,"900","900",NA,NA,NA,"13629","auto","Liliatae",NA,NA,NA,NA
"47","2019-08-27 13:26:31-03","IAP","PACA-AGP","66150","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","C.R. Buzatto","2008","12","01",NA,"Habitat: Epífita em Sebastiana Fenofase: flor branca Hábito: erva","Magnoliophyta","Orchidales","Barb. Rodr.","R. Klein","3061","1962","09","16",NA,"Brasil","SC","Porto União",NA,"-51.0783004760742","-26.2381000518799",NA,"PACA066150",NA,"750","750",NA,NA,NA,"41804","auto","Liliatae",NA,NA,NA,NA
"48","2016-09-01 11:57:59-03","FFCLRP","LBMBP","1242","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-07-05 11:14:14-03","FFCLRP","LBMBP","396","S","Plantae","Orchidaceae","Capanemia","micromera","Capanemia micromera","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:20:06-03","UNICAMP","UEC","140348","S","Plantae","Orchidaceae","Capanemia","australis","Capanemia australis",NA,NA,NA,NA,NA,"Data de floração: 05/05/2004.","Liliopsida",NA,"(Kraenzl.) Schltr.","Gonçalves, RS","8",NA,NA,NA,NA,"Brazil","São Paulo","Apiaí","Sítio São Lucas","-49.133333","-24.45",NA,"UEC064653","UEC064653",NA,NA,NA,"-49.133333","-24.45",NA,NA,NA,NA,NA,NA,NA
