"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","stateProvince","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"1171","2019-12-19 11:20:15-03","UFG","UFG","24295","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Delprete, P.; et al.","6849",NA,"Brasil",NA,NA,NA,"UFG0024295","1998","10","13",NA,"Goiás","-51.8102989196777","-16.9566993713379",NA,NA,NA,NA,"Cham. & Schltdl.","UFG0024295","Delprete, P.","Caiapônia",NA,NA,"77016","auto","1998","10","13",NA,NA,NA,NA,NA,NA,NA,NA
"1172","2019-12-19 11:20:15-03","UFG","UFG","26416","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"F. Bucci","993",NA,"Brasil",NA,NA,NA,"UFG0026416","1999","11","17",NA,"Goiás","-48.2200012207031","-13.5331001281738",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"P.G. Delprete","Minaçu",NA,NA,"54065","auto","2013","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"1173","2019-12-19 11:20:15-03","UFG","UFG","13220","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Ferreira, H.D.; Filho, T.S.","2050",NA,"Brasil",NA,NA,NA,"UFG0013220","1992","04","13",NA,"Goiás","-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,"Cham. & Schltdl.","UFG0013220","Delprete, P.","Niquelândia",NA,NA,"74171","auto","2006","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"1174","2019-12-19 11:20:15-03","UFG","UFG","24959","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Walter, B.M.T.; et al.","966",NA,"Brasil",NA,NA,NA,"UFG0024959","1991","12","10",NA,"Goiás","-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,"Cham. & Schltdl.","UFG0024959","Cabral, E.L.","Niquelândia",NA,NA,"74171","auto","1998","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"1175","2019-12-19 11:20:15-03","UFG","UFG","29744","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Soares, E.A.","574",NA,"Brasil",NA,NA,NA,"UFG0029744","2000","01","29",NA,"Tocantins","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,"Cham. & Schltdl.","UFG0029744","Delprete, P.","Porto Nacional",NA,NA,"77281","auto","2006","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"1176","2019-12-19 11:20:15-03","UFG","UFG","41021","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Delprete, P.G.; Gomes-Klein, V.L. & Pereira, I.M.","9514",NA,"Brasil",NA,NA,NA,"UFG0041021","2006","02","25","Distrito Taquaruçu","Tocantins","-48.3602981567383","-10.2128000259399","-48134.5","-10224.1667",NA,NA,"Cham. & Schltdl.","UFG0041021","Delprete, P.G.","Palmas",NA,NA,"62375","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","2019-12-19 11:20:15-03","UFG","UFG","29989","S","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Pereira, Z.V.; et al.","1385",NA,"Brasil",NA,NA,NA,"UFG0029989","2005","07","13","Parque das Várzeas do Rio Ivenhema-Pevri","Mato Grosso do Sul","-54.3025016784668","-22.4818992614746",NA,NA,NA,NA,"Cham. & Schltdl.","UFG0029989","Delprete, P.","Jateí",NA,NA,"85335","auto","2006","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"1178","2021-01-26 13:58:01-03","IMA","MAC","63994","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"GAGC; T.R.Silva; J.P.S.Santos","304",NA,"Brasil",NA,NA,"Mata Atlântica.","MAC0063994","2012","09","11",NA,"Sergipe","-38.236456","-10.853164","-38.236456","-10.853164",NA,NA,"Cham. & Schltdl.","MAC0063994","GAGC","Nossa Senhora do Soco",NA,NA,NA,NA,"2012","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"1179","2021-01-26 13:58:01-03","IMA","MAC","39886","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.I.L.Pinheiro; E.C.O. Chagas; J.W.A.Silva; M.C.S.Mota","672",NA,"Brasil",NA,NA,"Arbusto ca. 3 m.; Mata Atlântica.","MAC0039886","2009","05","01","Serra do Ouro.","Alagoas","-35.936994","-9.281314","-35.936994","-9.281314",NA,NA,"Cham. & Schltdl.","MAC0039886 MAC0039886_1","M.C.Pessoa","Matriz do Camaragibe",NA,NA,NA,NA,"2013","01","14",NA,NA,NA,NA,NA,NA,NA,NA
"1180","2021-01-26 13:58:01-03","IMA","MAC","14781","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"I.A.Bayma; M.A.B.L.Machado","667",NA,"Brasil",NA,NA,"Arbusto ca. de 1,5m de alt. Frutos imaturos verdes e maduros arroxeados.; Mata Atlântica","MAC0014781","2001","09","12","Usina Coruripe, Fazenda Santo Antônio A, Usina Coruripe, fazenda Santo Antônio A, mata em encosta.","Alagoas","-36.176119","-11.216725","-36.176119","-11.216725",NA,NA,"Cham. & Schltdl.","MAC0014781","E.C.O.Chagas","Coruripe",NA,NA,NA,NA,"2009","02","03",NA,NA,NA,NA,NA,NA,NA,NA
"1181","2021-01-26 13:58:01-03","IMA","MAC","17737","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"I.A.Bayma","577",NA,"Brasil",NA,NA,"Arvoreta ca. de 4m de alt., acúleo no sramos. Botões verdes.; Mata Atlântica em encosta","MAC0017737","2003","11","05","Usina Seresta, Rio Piauí, área degradada.","Alagoas","-36.544578","-9.954767","-36.544578","-9.954767",NA,NA,"Cham. & Schltdl.","MAC0017737","R.P.Lyra-Lemos","São Sebastião",NA,NA,NA,NA,"2003","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","2021-01-26 13:58:01-03","IMA","MAC","1821","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"S.M.M.Lucena","06",NA,"Brasil",NA,NA,"Arbusto. Flor branca. Frutos vinosos; Mata Atlântica","MAC0001821","1981","01","28","APA de Catolé - Fernão Velho., Serra do Catolé, solo argiloso humoso.","Alagoas","-35.795458","-9.55775","-35.795458","-9.55775",NA,NA,"Cham. & Schltdl.","MAC0001821","S.L.Jung","Satuba",NA,NA,NA,NA,"1981","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","2021-01-26 13:58:01-03","IMA","MAC","22890","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"S.Araújo","54",NA,"Brasil",NA,NA,"Arbusto ca. de 2m de altura. Frutos jovens verdes.; Mata Atlântica.","MAC0022890","2005","06","04","Parque Municipal.","Alagoas","-35.760308","-9.613247","-35.760308","-9.613247",NA,NA,"Cham. & Schltdl.","MAC0022890",NA,"Maceió",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","2021-01-26 13:58:01-03","IMA","MAC","2490","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"R.F.Rocha","460",NA,"Brasil",NA,NA,"Árvore; Restinga","MAC0002490","1983","03","15","Fazenda Batinga, solo bem drenado.","Alagoas","-36.414789","-10.384417","-36.414789","-10.384417",NA,NA,"Cham. & Schltdl.","MAC0002490","Barbosa","Piaçabuçu",NA,NA,NA,NA,"1999","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"1185","2021-01-26 13:58:01-03","IMA","MAC","26800","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"M.C.S.Mota","12780",NA,"Brasil",NA,NA,"Arbusto ca. 2 m. Flores cremes.; Mata Atlântica.","MAC0026800","2016","05","15","RPPN Cachoeira.","Alagoas","-36.422006","-9.566469","-36.422006","-9.566469",NA,NA,"Cham. & Schltdl.",NA,"M.C.S.Mota","Tanque D'Arca",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","2021-01-26 13:58:01-03","IMA","MAC","33516","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Chagas-Mota","541",NA,"Brasil",NA,NA,"Arbusto ca. 4 m de altura. Flores branco-róseas; Frutos verdes e arroxeados.; Floresta Pluvial Atlântica.","MAC0033516","2008","04","20","Serra Dois Irmãos, Margem do Rio Paraíba do Meio.","Alagoas","-36.306458","-9.384961","-36.306458","-9.384961",NA,NA,"Cham. & Schltdl.","MAC0033516","E.C.O.Chagas","Viçosa",NA,NA,NA,NA,"2008","04","25",NA,NA,NA,NA,NA,NA,NA,NA
"1187","2021-01-26 13:58:01-03","IMA","MAC","34162","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Chagas-Mota","1332",NA,"Brasil",NA,NA,"Arbusto ca. 1,6 m de altura. Frutos verdes e roxos. Flores róseas.; Mata Pluvial Atlântica.","MAC0034162","2008","09","20","Fazenda Aniceto.","Alagoas","-36.306458","-9.368494","-36.306458","-9.368494",NA,NA,"Cham. & Schltdl.","MAC0034162","E.C.O.Chagas","Viçosa",NA,NA,NA,NA,"2008","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"1188","2021-01-26 13:58:01-03","IMA","MAC","34860","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"P.A.de Souza","01",NA,"Brasil",NA,NA,"Arbusto.; Zona da Mata.","MAC0034860","2008","10","28",NA,"Alagoas","-36.306458","-9.368494","-36.306458","-9.368494",NA,NA,"Cham. & Schltdl.","MAC0034860","E.C.O.Chagas","Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","2021-01-26 13:58:01-03","IMA","MAC","3527","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"M.N.Rodrigues; et.al.","718",NA,"Brasil",NA,NA,"Árvore planta com ca. de 4m de alt. Flores cremes Frutos imaturos verdes.; Restinga","MAC0003527","1984","05","24","Próximo à Poça, solo arenoso.","Alagoas","-36.414789","-10.384417","-36.414789","-10.384417",NA,NA,"Cham. & Schltdl.","MAC0003527","M.R.V.Barbosa","Piaçabuçu",NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","2021-01-26 13:58:01-03","IMA","MAC","40038","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.I.L.Pinheiro; S.P.Gomes","825",NA,"Brasil",NA,NA,"Árvore ca. 7 m. Frutos verdes.; Mata Atlântica.","MAC0040038","2009","05","22","Fazenda Tabocal.","Alagoas","-35.936994","-9.281314","-35.936994","-9.281314",NA,NA,"Cham. & Schltdl.","MAC0040038","E.C.O.Chagas","Murici",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","2021-01-26 13:58:01-03","IMA","MAC","44010","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Chagas-Mota","5514",NA,"Brasil",NA,NA,"Arbusto ca. 3 m de altura. Flores cremes. Frutos verdes.; Mata Atlântica.","MAC0044010","2009","09","12","Lagoa do Pau.","Alagoas","-36.17615","-10.125","-36.17615","-10.125",NA,NA,"Cham. & Schltdl.","MAC0044010","E.C.O.Chagas","Coruripe",NA,NA,NA,NA,"2009","09","12",NA,NA,NA,NA,NA,NA,NA,NA
"1192","2021-01-26 13:58:01-03","IMA","MAC","44352","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Chagas-Mota; V.G.Ramalho","5856",NA,"Brasil",NA,NA,"Arbusto ca. 3 m de altura. Flores lilases.; Mata Atlântica.","MAC0044352","2009","10","03","Usina Seresta, Madeiras.","Alagoas","-36.359772","-9.908489","-36.359772","-9.908489",NA,NA,"Cham. & Schltdl.","MAC0044352","E.C.O.Chagas","Teotônio Vilela",NA,NA,NA,NA,"2009","10","03",NA,NA,NA,NA,NA,NA,NA,NA
"1193","2021-01-26 13:58:01-03","IMA","MAC","44656","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Chagas-Mota","6160",NA,"Brasil",NA,NA,"Arbusto ca. 3,5 m de altura. Flores róseas. Frutos verdes.; Mata Atlântica.","MAC0044656","2009","10","17","Sítio Santa Rosa.","Alagoas","-36.305839","-9.577389","-36.305839","-9.577389",NA,NA,"Cham. & Schltdl.","MAC0044656","E.C.O.Chagas","Maribondo",NA,NA,NA,NA,"2009","10","17",NA,NA,NA,NA,NA,NA,NA,NA
"1194","2021-01-26 13:58:01-03","IMA","MAC","52777","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Chagas-Mota; J.A.Rocha; A.S.Gomes","10867",NA,"Brasil",NA,NA,"Arbusto ca. 3 m de altura. Flores cremes. Frutos verdes.; Mata Atlântica.","MAC0052777","2011","07","02","Assentamento Pato Grande.","Alagoas","-36.079364","-9.241325","-36.079364","-9.241325",NA,NA,"Cham. & Schltdl.","MAC0052777","M.C.Pessoa","Branquinha",NA,NA,NA,NA,"2013","01","14",NA,NA,NA,NA,NA,NA,NA,NA
"1195","2021-01-26 13:58:01-03","IMA","MAC","53980","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"J.W.Alves-Silva; R.C.Pinto","1026",NA,"Brasil",NA,NA,"Arbusto ca. 4,5 m de altura. Flores diminutas, alvas. Frutos verdes.; Mata Atlântica.","MAC0053980","2011","08","12","Fazenda Riachão","Alagoas","-36.079364","-9.241325","-36.079364","-9.241325",NA,NA,"Cham. & Schltdl.","MAC0053980","F.A.A.Nepomuceno","Branquinha.",NA,NA,NA,NA,"2017","01","31",NA,NA,NA,NA,NA,NA,NA,NA
"1196","2021-01-26 13:58:01-03","IMA","MAC","6991","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"I.S.Moreira; M.N.Rodrigues","152",NA,"Brasil",NA,NA,"Arbusto planta com ca. de 2m de alt. Botões florais arroxeados, pétalas brancas, anteras amarelas. Frutos imaturos verdes e maduros roxos.; Restinga arbórea","MAC0006991","1988","07","13","APA de Santa Rita., Sítio Beir aMar, vegetação aberta sobre cordões litorâneos.","Alagoas","-35.893411","-9.697808","-35.893411","-9.697808",NA,NA,"Cham. & Schltdl.","MAC0006991","M.R.Barbosa","Marechal Deodoro",NA,NA,NA,NA,"2007","06","21",NA,NA,NA,NA,NA,NA,NA,NA
"1197","2021-01-26 13:58:01-03","IMA","MAC","7487","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"M.N.Rodrigues; R.P.Lyra-Lemos","1122",NA,"Brasil",NA,NA,"Arbusto; Botões florais cor vinho; Corola branca; Mata Atlântica","MAC0007487","1988","08","03","APA de Santa Rita., Próximo ao rio dos Remédios, em encosta de tabuleiro.","Alagoas","-35.795267","-9.643883","-35.795267","-9.643883",NA,NA,"Cham. & Schltdl.","MAC0007487","M.R.V.Barbosa","Coqueiro Sêco",NA,NA,NA,NA,"1999","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"1198","2021-01-26 13:58:01-03","IMA","MAC","1989","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"R.F.Rocha","193",NA,"Brasil",NA,NA,"Árvore; Restinga","MAC0001989","1982","03","17","Bonito, solo bem drenado.","Alagoas","-36.434398651123","-10.4055995941162",NA,NA,NA,NA,"Cham. & Schltdl.","MAC0001989","M.R.V.Barbosa","Piaçabuçu",NA,NA,"16123","auto","1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","2021-01-26 14:12:54-03","CPACT","ECT","2305","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.Kegler","376",NA,"Brasil",NA,NA,NA,"ECT0002305","1999","11","17","Vila Cristina - na orla da mata ciliar. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","Rio Grande do Sul","-51.180833","-29.161667","51º10'51''W","29º9'42''S","Embryophyta",NA,"Cham. & Schltdl.","ECT0002305","R.S.C.Magalhães","Caxias do Sul","783","783",NA,NA,"2017","01","18",NA,NA,NA,NA,NA,NA,NA,NA
"1200","2020-11-18 11:50:09-03","UERJ","HRJ","12575","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.F. Silva; V.C. Vilela (75)","1301",NA,"Brasil",NA,NA,NA,"HRJ00012635","2009","11","08","São José de Almeida.","Minas Gerais","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Cham. & Schltdl.",NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","2021-02-04 10:29:59-03","UFRPE","HST","837","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"S.Tavares","837",NA,"Brasil",NA,NA,"Árvores mais ou menos 3m. Flores com perfume leve, corola longa amareladas.","HST000837","1961","09","28","Margem da mata que começa num alto, logo acima de afloramento de calcareo, (dolomitico)","Pernambuco",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.C.Pessoa","Maranguape",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","2021-02-04 10:29:59-03","UFRPE","HST","16908","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.C.S. Almeida; G.H.Sampaio","s.n.",NA,"Brasil",NA,NA,"Arbusto ca. 1,95 m alt.; caule com 11 cm de circunferência, casca morta acizentada, poucas lenticelas; flores brancas, tetrâmeras, base arroxeada, estames amarelos e em número de quatro; fruto alongado vermelho quando maduro.","HST016908","2003","09","11",NA,"Pernambuco","-35.174944","-7.399306","35W10' 29,8 ''","07S23'57,5''",NA,NA,"Cham. & Schltdl.",NA,"M.C.Pessoa","Itambé","193","193",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","2021-02-04 10:29:59-03","UFRPE","HST","23190","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"K. Martins","195",NA,"Brasil",NA,NA,"Arvoreta ca.5 m. alt.; caule marrom escuro com presença de acúleos; folhas rígidas; flores rosa claro com quatro pétalas; frutos redondos, lilás escuro, brilhantes. Bastante frequente.","HST023190","2020","04","06",NA,"Bahia",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.","HST023190_v1 HST023190_v2","A.M.Miranda","Mata da São João",NA,NA,NA,NA,"2020","04","27",NA,NA,NA,NA,NA,NA,NA,NA
"1204","2021-02-04 10:29:59-03","UFRPE","HST","20096","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda; R.Barros","6669",NA,"Brasil",NA,NA,"Arbusto ca. 1,50 m alt.; caule marrom; flores creme-amareladas.","HST020096","2013","08","24",NA,"Bahia","-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"A.M.Miranda","Mata de São João",NA,NA,"47329","auto","2013","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"1205","2021-02-04 10:29:59-03","UFRPE","HST","20056","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda; R.Barros","6629",NA,"Brasil",NA,NA,"Arbusto ca. 1,70 m alt.; caule verde-amarronzado; folhas membranáceas; flores creme-amareladas; frutos imaturos verdes, na maturação arroxeados.","HST020056","2013","08","23",NA,"Bahia","-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"A.M.Miranda","Mata de São João",NA,NA,"47329","auto","2013","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"1206","2021-02-04 10:29:59-03","UFRPE","HST","20882","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda","6719",NA,"Brasil",NA,NA,"Arbusto ca. 2 m alt.; caule marrom; folhas membranáceas; flores creme.","HST020882","2014","08","18","baia de Todos os Santos","Bahia","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Cham. & Schltdl.","HST020882_v1 HST020882_v2","A.M.Miranda","Salvador",NA,NA,"26018","auto","2014","08","28",NA,NA,NA,NA,NA,NA,NA,NA
"1207","2021-02-04 10:29:59-03","UFRPE","HST","20883","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda","6713",NA,"Brasil",NA,NA,"Arbusto ca. 1,20 m alt.; caule verde; folhas membranáceas; flores alvas; frutos imaturos verdes.","HST020883","2014","08","18","baia de Todos os Santos","Bahia","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Cham. & Schltdl.","HST020883_v1 HST020883_v2","A.M.Miranda","Salvador",NA,NA,"26018","auto","2014","08","28",NA,NA,NA,NA,NA,NA,NA,NA
"1208","2021-02-04 10:29:59-03","UFRPE","HST","18107","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda; et al.","6195",NA,"Brasil",NA,NA,"Arbusto ca. 1,20 m alt., muito ramificado; caule verde-enegrecido; flores alvo-rosada.","HST018107","2010","08","17","bairro de Mussurunga","Bahia","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"A.M.Miranda","Salvador",NA,NA,"26018","auto","2010","09","01",NA,NA,NA,NA,NA,NA,NA,NA
"1209","2021-02-04 10:29:59-03","UFRPE","HST","21447","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"H.Adorno; et al.","s.n.",NA,"Brasil",NA,NA,"Arbusto ca. 3 m alt.; frutos enegrecidos.","HST021447","2015","05","25","Praia de Cabuçú","Bahia","-38.7686004638672","-12.7375001907349",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"A.M.Miranda","Saubara",NA,NA,"14104","auto","2015","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","2021-02-04 10:29:59-03","UFRPE","HST","9380","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"L.P.Félix","7123",NA,"Brasil",NA,NA,"Arbusto ramoso; ramos jovens acinzentado; flores com corola alva.","HST009380","1995","05","13","Fazenda Macacos","Paraíba","-35.247200012207","-6.82972002029419",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.C.Pessoa","Itapororoca",NA,NA,"12863","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","2021-02-04 10:29:59-03","UFRPE","HST","19054","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"L.R.M.Souza; E.M.Francisco","s.n.",NA,"Brasil",NA,NA,"Arbusto ca. 1,20 m alt.; botões florais esverdeados; flores amarelas; fruto verde amarronzado. Frequente.","HST019054","1996","12","04","Área de estudo","Paraná","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.R.C.Paiva","Teixeira Soares",NA,NA,"31767","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","2021-02-04 10:29:59-03","UFRPE","HST","14598","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"M.F.Carvalho","s.n.",NA,"Brasil",NA,NA,"Arbusto, ramificado, caule amarronzado, folhas membranáceas, flores com cálice verde, corola creme-alvacenta","HST014598","2004","03","23","Jardim Botanico do Curado","Pernambuco","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.C.Pessoa","Recife",NA,NA,"18865","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","2021-02-04 10:29:59-03","UFRPE","HST","12230","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"L.R.Silva","111",NA,"Brasil",NA,NA,"Arvore ca. 4,20 m alt.; caule jovem com espinho; flores com pétalas brancas.","HST012230","2004","07","22","Parque Arraial Velho do Bom Jesus (Sitio da Trindade)","Pernambuco","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.C.Pessoa","Recife",NA,NA,"18865","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","2021-02-04 10:29:59-03","UFRPE","HST","6369","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"L.P.Félix; et M.F.O.Pires","7789",NA,"Brasil",NA,NA,"Arbusto ramossimo, flores alvas.","HST006369","1997","05","27",NA,"Piauí","-42.1685981750488","-4.82777976989746",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.C.Pessoa","Campo Maior",NA,NA,"41673","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","2021-02-04 10:29:59-03","UFRPE","HST","12926","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda; et al.","5050",NA,"Brasil",NA,NA,"Arbusto ca. 1,50 m alt.; caule marrom; folhas levemente crassas; flores alvacentas.","HST012926","2005","03","04","fazenda Lagoa Grande","Piauí","-43.0224990844727","-6.76694011688232",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.R.Barbosa","Floriano",NA,NA,"78338","auto","2008","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","2021-02-04 10:29:59-03","UFRPE","HST","12893","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"A.M.Miranda; et al.","4895",NA,"Brasil",NA,NA,"Arbusto ca. 1,60 m alt.; caule marrom; folhas membranáceas; flores brancas; frutos imaturos verdes.","HST012893","2005","02","28","fazenda do Júnior","Piauí","-43.0633010864258","-5.97777986526489",NA,NA,NA,NA,"Cham. & Schltdl.",NA,"M.R.Barbosa","Palmeirais",NA,NA,"48667","auto","2008","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","2021-02-25 10:12:19-03","CVRD","CVRD","12098","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","obtusa","Chomelia obtusa",NA,"Folli, D.A.","6314","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Preciosa branca","CVRD012098","2009","03","18",NA,"ES","-40.087828","-19.144451","-40,087828","-19,144451","Magnoliophyta","Gentianales","Cham. & Schulecht.",NA,"Domingos A. Folli","Linhares","13","13",NA,NA,"2009","03","18","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
