"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount"
"11","2020-02-08 08:45:37-03","NBC","NL-BOTANY","L.1459933","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.",NA,"Hatschbach GG",NA,"1967","10","03","Southern America","Brazil",NA,NA,"Est. Paraná, Mun. Colombo, Rio Canguiri.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1459933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1459933","NL-L1459933",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"12","2019-02-15 11:32:32-02","IPA","IPA","22326","S","Plantae","Plantae",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Andrade, L.","Andrade, L.; Medeiros-Costa; Medeiros-Costa","130","1977","12","20","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Área projeto Suape. Estrada para Suape","-35.0349998474121","-8.28666973114014",NA,"Flores salmon, parte vegetativa ausente.","IPA0022326",NA,NA,NA,"1978","03","30","25282","auto",NA,NA,NA,NA
"13","2019-02-15 11:32:32-02","IPA","IPA","3560","S","Plantae","Plantae",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Pilger","Pickel, B.","1039",NA,NA,NA,"Southern America","Brasil","Pernambuco","Olinda",NA,"-34.8553009033203","-8.00889015197754",NA,"Cultivada.","IPA0003560",NA,NA,NA,"1929","03",NA,"7110","auto",NA,NA,NA,NA
"14","2019-02-15 11:32:32-02","IPA","IPA","262","S","Plantae","Plantae",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Vasconcellos Sobrinho","Vasconcellos Sobrinho","262","1936","12",NA,"Southern America","Brasil","Pernambuco",NA,"Terreno Silico-Arginosos.",NA,NA,NA,"Medicinal.","IPA0000262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:19-03","IAP","PACA-AGP","86571","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","Bastian, R.E.","Sehnem, A.","17090","1980","10","30",NA,"Brasil","RS","Esmeralda","prox. Res. Ecol.","-51.190299987793","-28.0536003112793",NA,"Habitat: in palude campestri","PACA086571",NA,"800","800","2017","05","30","38649","auto","Liliatae",NA,NA,NA
"16","2019-11-21 14:30:02-03","UFJF","CESJ","22595","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","J. Dutilh","L. Krieger; et al.","CESJ22595","1988","09","17","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,"Saxícola, flores vermelhas, estames vermelhos, anteras amarelo-esverdeadas, muito freqüentes.","CESJ022595","CESJ022595",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:30:02-03","UFJF","CESJ","50493","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","F.R.G. Salimena","R. C. L. Elias; M.G. Rezende; L. Gimenes","43","2008","04","30","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,"Rupícola. Pétalas laranjas. interior com raios verdes.","CESJ050493","CESJ050493",NA,NA,"2008","04",NA,"25710","auto",NA,NA,NA,NA
"18","2019-11-21 14:30:02-03","UFJF","CESJ","30119","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","J. Dutilh","A.N. Caiafa","s.n.","1998","05","15","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Linhares, Pedreira Santo Cristo.","-43.3502998352051","-21.7642002105713",NA,"Rupícula sobre gneiss.","CESJ030119","CESJ030119",NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"19","2020-06-30 18:31:49-03","UFJF","CESJ","24867","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","J. Dutilh","M. Eiterer; et al.","s.n.","1991","07","27","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Lombada, local arenoso misturada a terra preta, pequena população, flores vermelhas.","CESJ024867","CESJ024867",NA,NA,"1992","10","30","30417","auto",NA,NA,NA,NA
"20","2020-06-30 18:31:49-03","UFJF","CESJ","25532","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","S.M.S. Verardo","R.C. Oliveira; R.C. Forzza","s.n.","1991","11","02","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Próximo à Gruta dos Viajantes, no paredão de arenito, flores vermelho escuro.","CESJ025532","CESJ025532",NA,NA,"1992",NA,NA,"30417","auto",NA,NA,NA,NA
"21","2019-11-21 14:30:02-03","UFJF","CESJ","9278","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","J. Dutilh","L. Krieger; M. Sabino","CESJ9278","1970","09","27","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,"No campo arenoso.","CESJ009278","CESJ009278",NA,NA,"1992","10","30","30417","auto",NA,NA,NA,NA
"22","2019-11-21 14:30:02-03","UFJF","CESJ","186","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.",NA,"L. Krieger","CESJ186","1941",NA,NA,"América do Sul","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"Erva, flores vermelhas, nervuras verdes, sem cachos. Capoeirões úmidos.","CESJ000186","CESJ000186 CESJ000186_1",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"23","2019-08-20 09:59:00-03","UNICAMP","UEC","170472","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.",NA,"Dutilh, JHA; Oliveira, RS","s.n.","2008","08","14",NA,"Brazil","São Paulo","Atibaia","Captação de água. Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,"UEC010272","UEC010272",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA
"24","2019-08-20 09:59:00-03","UNICAMP","UEC","167091","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","Oliveira, RS","Oliveira, RS; Dutilh, JHA","115","2008","08","15",NA,"Brazil","São Paulo","Atibaia","Parque Municipal Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,"UEC040124","UEC040124",NA,NA,"2008","08",NA,"21675","auto",NA,NA,NA,NA
"25","2019-08-20 09:59:00-03","UNICAMP","UEC","170597","S","Plantae","Liliopsida",NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.",NA,"Dutilh, JHA","s.n.","2000","09","18",NA,"Brazil","São Paulo","São Paulo","Pico do Jaraguá.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC010161","UEC010161",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"26","2019-11-05 16:42:33-03","UFOP","OUPR","630","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","Badini, J.","Zurlo, M.A.","s.n.","1976",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,"Erva, flores verdes e vermelhas. Terreno cultivado",NA,NA,NA,NA,"1976","11","06","44599","auto",NA,NA,NA,NA
"27","2019-08-16 08:38:11-03","UTFPR","HCF","8329","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","M.G. Caxambu","M.G. Caxambu","2799","2009","10","17",NA,"Brasil","PR","Ponta Grossa","Arredores do Buraco do Padre","-49.975639","-25.179556",NA,"erva heliófita ca. 1 m, ereta, bulbosa. Flores vermelhas com interior verde. Próximo ao afloramento de basalto.",NA,NA,"908","908","2009","11","25",NA,NA,NA,"49°58'32,3 W","25°10'46,4 S",NA
"28","2019-08-16 08:38:11-03","UTFPR","HCF","14972","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","M.G. Caxambu","E.L. Siqueira","1200","2014","09","17",NA,"Brasil","PR","Ortigueira","Morro da Pedra Branca","-51.077667","-23.967028",NA,"erva ca. 0,60 m, heliófita. Flores vermelhas.",NA,NA,"1260","1260","2014","09","29",NA,NA,NA,"51°04'39,6 W","23°58'01,3 S",NA
"29","2019-08-16 08:38:11-03","UTFPR","HCF","8327","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","M.G. Caxambu","M.G. Caxambu","2797","2009","10","17",NA,"Brasil","PR","Palmeira","Rod. BR-277, Rio do Salto","-49.884361","-25.476722",NA,"erva heliófita, terrestre, bulbosa. Flores vermelhas com interior amarelo. Em afloramento arenítico junto a cachoeira.",NA,NA,"897","897","2009","11","25",NA,NA,NA,"49°53'03,7 W","25°28'36,2 S",NA
"30","2020-12-21 16:11:33-03","MBM","MBM","7891","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","psittacina","Amaryllis psittacina","Ker-Gawl","Ravenna, P.","Hatschbach, G.","19721","1968","09","15","Southern America","Brazil","Paraná","Contenda","Rodovia do Xisto","-49.5346984863281","-25.6756000518799",NA,"Do campo pedregoso, flor verde, ápice das tépalas vermelhas","MBM007891","MBM007891",NA,NA,"1968","12",NA,"22732","auto",NA,NA,NA,NA
"31","2020-12-21 16:11:34-03","MBM","MBM","7895","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Ravenna, P.","Hatschbach, G.","19784","1968","09","21","Southern America","Brazil","Paraná","Guarapuava","Lagoa Seca","-51.4580993652344","-25.395299911499",NA,"Orla do campo pedregoso. Flor verde, ápice tépalas vermelha","MBM007895","MBM007895",NA,NA,"1968","12",NA,"53832","auto",NA,NA,NA,NA
"32","2020-12-21 16:11:34-03","MBM","MBM","178692","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","12103","1980","11","06","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,"Nos afloramentos de arenito. Ornamental. Erva","MBM178692","MBM178692",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"33","2020-12-21 16:11:34-03","MBM","MBM","7902","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Ravenna, P.","Hatschbach, G.","19697","1968","09","12","Southern America","Brazil","Paraná","Balsa Nova","Barra do Rio Papagaios","-49.6356010437012","-25.5839004516602",NA,"Dos afloramentos de arenito. Flor verde com o ápice avermelhado","MBM007902","MBM007902",NA,NA,"1968","12",NA,"27346","auto",NA,NA,NA,NA
"34","2020-12-21 16:11:34-03","MBM","MBM","3772","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Ravenna, P.","Hatschbach, G.","17273","1967","10","03","Southern America","Brazil","Paraná","Colombo","Rio Canguiri","-49.2242012023926","-25.2917003631592",NA,"Campo, proximidades do brejo. Flor verde com ápice vermelho","MBM003772","MBM003772",NA,NA,"1968",NA,NA,"13536","auto",NA,NA,NA,NA
"35","2020-12-21 16:11:34-03","MBM","MBM","18346","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Ravenna, P.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","26687","1971","05","21","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa Cianorte","-52.6049995422363","-23.6632995605469",NA,"Flor lilás. Interior mata pluvial, bacia Rio Paraná","MBM018346","MBM018346",NA,NA,"1971",NA,NA,"32009","auto",NA,NA,NA,NA
"36","2020-12-21 16:11:34-03","MBM","MBM","176732","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Hatschbach, G.","Imaguire, N.","2557","1970","10","21","Southern America","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,"Em campo","MBM176732","MBM176732",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"37","2021-04-07 14:12:27-03","JBB","HEPH","21433","S","Plantae","Monocotyledon","Asparagales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","Amaral, A","Salles, AEH","3567","2005","01","18","Southern America","Brasil","Distrito Federal","Guará","Parque do Guará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 14:12:27-03","JBB","HEPH","20257","S","Plantae","Monocotyledon","Asparagales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","Amaral, A","Salles, AEH","2894","2003","12","23","Southern America","Brasil","Distrito Federal","Brasília","Colégio Agrícola","-47.9296989440918","-15.7797002792358",NA,"Coordenadas em UTM 017 0210357 8262455",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"39","2021-02-11 17:17:48-03","UFPR","UPCB","31865","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","Cervi, A.C.","Cervi, A.C.","6319","1997","09","10",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Caule bulboso. Flores com pétalas verdes e bordas avermelhadas. Do campo..",NA,NA,NA,NA,"1997","10",NA,"46557","auto",NA,NA,NA,NA
"40","2021-02-11 17:17:48-03","UFPR","UPCB","37243","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb..","Santos, E.P.","Santos, E.P.","754","1999","02","12",NA,"Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,"Erva rupícola, ± 60 cm, flores vermelhas. Campo rupestre de altitude..",NA,NA,"1300","1300","1999","02","12","41937","auto",NA,NA,NA,NA
"41","2021-02-11 17:17:48-03","UFPR","UPCB","34114","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb..","Hatschbach, G.","Santos, E.P.","391","1997","10","24",NA,"Brasil","Paraná","Quatro Barras","Serra do Capivari Grande","-49.0769004821777","-25.3656005859375",NA,"Erva com ca. de 50cm, rupícola, flores vermelhas com listras verdes. Campo de altitude, 1400m de altitude..",NA,NA,NA,NA,"1998","07","09","17116","auto",NA,NA,NA,NA
"42","2018-06-22 05:25:00-03","MO","MOBOT","3028819","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","psittacina","Amaryllis psittacina","Ker Gawl.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8716","1954",NA,NA,"South America","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí. Mata.",NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-06-22 05:25:00-03","MO","MOBOT","3029026","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","psittacina","Amaryllis psittacina","Ker Gawl.","L.B. Smith","Pe. Raulino Reitz","Reitz 7199","1950",NA,NA,"South America","Brazil","Santa Catarina",NA,"Brusque. Epífito, das matas.",NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-06-22 05:25:00-03","MO","MOBOT","3029190","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","psittacina","Amaryllis psittacina","Ker Gawl.","L.B. Smith","Pe. Raulino Reitz","Reitz 4893","1949",NA,NA,"South America","Brazil","Santa Catarina",NA,"Morro da Igreja, Bom Retiro. Rupestre.",NA,NA,NA,NA,NA,NA,"1860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-06-22 05:25:00-03","MO","MOBOT","3029334","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","psittacina","Amaryllis psittacina","Ker Gawl.","L.B. Smith","Pe. Raulino Reitz","Reitz 4932","1948",NA,NA,"South America","Brazil","Santa Catarina",NA,"Campos dos Padres, Bom Retiro. Terrestre no campo.",NA,NA,NA,NA,NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-19 11:16:56-03","UFG","UFG","5896","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Meerow, A.W.","Rizzo, J.A.; Barbosa, A.","5796","1970","12","11",NA,"Brasil","Goiás","Pirenópolis","Serra de Pireneus","-48.9592018127441","-15.852499961853",NA,NA,"UFG0005896","UFG0005896",NA,NA,"1994","02","16","40887","auto",NA,NA,NA,NA
"47","2016-06-27 16:09:27-03","UFPB","EAN","13175","S","Plantae",NA,NA,"Alliaceae","Hippeastrum","psitacinum","Hippeastrum psitacinum",NA,NA,NA,"12116","2008","01","03",NA,"Brasil","Paraíba","Conde",NA,"-34.9075","-7.25972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17858","auto",NA,NA,NA,NA
"48","2016-06-27 16:09:27-03","UFPB","EAN","10815","S","Plantae",NA,NA,"Alliaceae","Hippeastrum","psitacinum","Hippeastrum psitacinum","Herb",NA,"S. Pitrez; G. Trajano","587","2005","02","24",NA,"Brasil","Paraíba","Pedra de Santo Antônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-09-13 10:29:08-03","UFPB","EAN","10815","S","Plantae",NA,NA,"Alliaceae","Hippeastrum","psitacinum","Hippeastrum psitacinum","Herb.",NA,NA,"587",NA,NA,NA,NA,"Brasil","Paraíba","Pedra de Santo Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-06-27 16:09:27-03","UFPB","EAN","13175","S","Plantae",NA,NA,"Alliaceae","Hippeastrum","psitacinum","Hippeastrum psitacinum","Herb.",NA,NA,"12116","2008","01","03",NA,"Brasil","Paraiba","Conde",NA,"-34.9075","-7.25972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17858","auto",NA,NA,NA,NA
"51","2021-03-01 11:53:11-03","UFPE","UFP","66413","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Oliveira, M","Pinheiro, PM","49","2001","12","17",NA,"Brasil","Pernambuco","Chã Grande",NA,"-35.470444","-8.188611",NA,NA,"UFP066413",NA,"600","600",NA,NA,NA,NA,NA,NA,"-35.470444","-8.188611",NA
"52","2020-09-12 05:00:02-03","US","US","1954730","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"R. Reitz","2977","1948","12","21","South America","Brazil","Santa Catarina",NA,"Campo dos padres",NA,NA,NA,NA,"US00042664","US00042664_01","1800","1800",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"53","2020-09-12 05:00:02-03","US","US","2822107","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"G. Eiten & I. Mimura","5725","1964","10","14","South America - Neotropics","Brazil","São Paulo",NA,"9.2 km s and 0.8 km w of main plaza of city of san paulo",NA,NA,NA,NA,"US00042660","US00042660_01","600","600",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"54","2020-09-12 05:00:02-03","US","US","2449882","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"F. Segadas-Vianna","1120","1953",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Resende co.",NA,NA,NA,NA,"US00042661","US00042661_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"55","2020-09-12 05:00:02-03","US","US","2142652","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"R. Reitz","1824","1954","4","28","South America","Brazil","Santa Catarina",NA,"Marro da fazenda, itajai",NA,NA,NA,NA,"US00042662","US00042662_01","300","300",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
