"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-10-14 10:03:57-03","FURB","FURB","17569","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M.","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","763","2009","11","23",NA,"Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","660","660",NA,"Epífita IFFSC e578a (Acima de 4m), forófito 5. Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB08212","FURB08212",NA,"2016","11","19",NA,NA,NA,"-49.1394444","-27.0969444",NA,NA
"12","2020-10-14 10:03:57-03","FURB","FURB","29177","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M.","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2043","2009","11","23",NA,"Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","660","660",NA,"Florística IFFSC e578a (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; flor creme","FURB02687","FURB02687",NA,"2016","11","19",NA,NA,NA,"-49.1394444","-27.0969444",NA,NA
"13","2021-02-12 18:12:20-03","UFES","VIES","3009","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.",NA,"Milanezi, M.A.; Lorenzoni, D. & Vargas, L.C.","s.n.","1988","04","25",NA,"Brasil","Espírito Santo","Domingos Martins","Pedra Azul.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"VIES003009",NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA
"14","2019-08-16 08:40:23-03","UTFPR","HCF","10483","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","J. Cordeiro & P.Larocca","M.G. Caxambu","3929","2012","03","21",NA,"Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.446306","-24.514639","682","682",NA,"erva epífita, ciófila. Flores verdes. Forófito: Cabralea canjerana (Vell.) Mart. Meliaceae.",NA,NA,NA,"2013",NA,NA,NA,NA,NA,"52°26'46,7 W","24°30'52,7 S",NA,NA
"15","2020-12-21 16:38:15-03","MBM","MBM","395550","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Engels, M.E.","Engels, M.E.; Ferneda Rocha, L.C.; Buturi, C.; Ferneda Rocha, L.C.; Buturi, C.","1503","2013","08","25","Southern America","Brazil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Epífita. Caule e folhas verdes. Flores amareladas, lebelo amarelo e vináceo. Cultivada até florir.","MBM395550","MBM395550",NA,"2019","04","11","45291","auto",NA,NA,NA,NA,NA
"16","2020-12-21 16:38:15-03","MBM","MBM","285413","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Goldenberg, R.; Labiak, P.H.; Labiak, P.H.","590","2003","04","10","Southern America","Brazil","Paraná","Prudentópolis","Serra da Esperança, Alto da Serra da Esperança, perto de Morungava","-51.201667","-25.303056","930","930",NA,"Epífita a 1,5m, flores brancas, local sombreado.; Floresta secundária, beira de rio.","MBM285413",NA,NA,"2016","11","19",NA,NA,NA,"-51.201667","-25.303056",NA,NA
"17","2020-12-21 16:38:15-03","MBM","MBM","10711","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Hatschbach, G.","21449","1969","04","29","Southern America","Brazil","Paraná","Bituruna","Rio Iguaçu, Salto Grande","-51.5525016784668","-26.1613998413086",NA,NA,NA,"Epífita, flor creme.; Mata de galeria.","MBM010711",NA,NA,"2016","11","19","30743","auto",NA,NA,NA,NA,NA
"18","2020-12-21 16:38:15-03","MBM","MBM","51066","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Reitz, R.; Klein, R.M.; Klein, R.M.","6655","1958","04","07","Southern America","Brazil","Santa Catarina","Presidente Nereu","Sabiá","-49.3903007507324","-27.2772006988525","750","750",NA,"Epífito. Flor cor de palha.; Da mata.","MBM051066",NA,NA,"2016","11","19","21642","auto",NA,NA,NA,NA,NA
"19","2013-01-07 14:28:38-02","MNHN","RECOLNAT_MNHN_P","P00489232","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Restrepia","dusenii","Restrepia dusenii","A.Samp.",NA,"Dusén, P.",NA,"1909","4","27",NA,"Brésil",NA,NA,"Parana : Villa Velha",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489232' target='other'> <mi>dwc_moreinfo</mi></a>","P00489232","P00489232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8070",NA
"20","2015-09-04 15:56:20-03","MNHN","RECOLNAT_MNHN_P","P00489233","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Restrepia","dusenii","Restrepia dusenii","A.Samp.",NA,"Dusén, P.",NA,"1909","11","18",NA,"Brésil",NA,NA,"Parana : Carvalho",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489233' target='other'> <mi>dwc_moreinfo</mi></a>","P00489233","P00489233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9535",NA
"21","2015-09-04 19:05:23-03","MNHN","RECOLNAT_MNHN_P","P00489234","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Restrepia","dusenii","Restrepia dusenii","A.Samp.",NA,"Dusén, P.",NA,"1914","4","27",NA,"Brésil",NA,NA,"Parana : Villa Velha",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489234' target='other'> <mi>dwc_moreinfo</mi></a>","P00489234","P00489234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14767",NA
"22","2021-02-11 17:20:53-03","UFPR","UPCB","85604","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M.","Klein, J.","66",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Maquiné",NA,"-50.2071990966797","-29.6749992370605",NA,NA,NA,"Amostra conservada em solução de glicerina com álcool..","UPCB0028223","UPCB0028223",NA,"2016","11","19","28094","auto",NA,NA,NA,NA,NA
"23","2021-02-11 17:20:53-03","UFPR","UPCB","93454","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Imig, D.C. | Mantovani, G.A.","614","2018","05","07",NA,"Brasil","Santa Catarina","Praia Grande","Tilha dos Porcos","-49.9502983093262","-29.1966991424561",NA,NA,NA,"Floresta Ombrófila Densa Altamontana. Coletada em 04 de Janeiro de 2018 em paredão rochoso. Em cultivo na Casa de Vegetação do Depto de Botânica da UFPR, Curitiba/ PR. Epífita, flor creme. Amostra de DNA..","UPCB0042798","UPCB0042798",NA,"2018","05","07","21549","auto",NA,NA,NA,NA,NA
"24","2021-02-11 17:20:53-03","UFPR","UPCB","86926","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","cf. dusenii","Barbosella cf. dusenii","(Samp.) Schltr.","Toscano de Brito, A.L.V.","Toscano de Brito, A.L.V.","3516","2016","06","07",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,"Coletada e cultivada pelo Orquidário Eco-Orquídeas. Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,"2016","09","15","15567","auto",NA,NA,NA,NA,NA
"25","2021-02-11 17:20:53-03","UFPR","UPCB","47162","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schlecht.","Bolson, M.","Goldenberg, R.","590","2003","04","10",NA,"Brasil","Paraná","Prudentópolis","Alto da Serra da Esperança, perto de Morungava, 25°18'11S 51°12'06W","-51.201667","-25.303056",NA,NA,NA,"Epífita a 1,5m, flores brancas, local sombreado. Floresta secundária, beira de rio. Alt.: 930m s.n.m..","UPCB0028230","UPCB0028230",NA,"2016","11","19",NA,NA,NA,"-51.201667","-25.303056",NA,NA
"26","2021-02-11 17:20:53-03","UFPR","UPCB","93449","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Bolson, M.","524","2015","05","06",NA,"Brasil","Santa Catarina","Canoinhas",NA,"-50.494722","-26.0425",NA,NA,NA,"Coletada por Cleiton Geuster da CELESC. Doada por Jader Caetano em Abril/ 2015. Floresceu em cultivo na Casa de Vegetação do Depto de Botânica da UFPR, Curitiba/ PR. Epífita, flor creme. Amostra em álcool. Amostra de DNA. = M.Bolson","UPCB0042793","UPCB0042793",NA,"2015","05","06",NA,NA,NA,"-50.494722","-26.042500",NA,NA
"27","2021-02-11 17:20:53-03","UFPR","UPCB","93451","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Bolson, M.","619","2016","05","31",NA,"Brasil","Santa Catarina","Canoinhas",NA,"-50.484167","-26.0425",NA,NA,NA,"Coletada por Cleiton Geuster da CELESC. Doada por em Abril/ 2015. Floresceu em cultivo na Casa de Vegetação do Depto de Botânica da UFPR, Curitiba/ PR. Epífita, flor creme. Amostra em álcool. Amostra de DNA. = M.Bolson 524.","UPCB0042795","UPCB0042795",NA,"2016","05","31",NA,NA,NA,"-50.484167","-26.042500",NA,NA
"28","2021-02-11 17:20:53-03","UFPR","UPCB","93564","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","M. Bolson","Klingelfus, M.L.","116","2014",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, flor creme. Floresceu em cultivo no Orquidário Marcos Klingelfus, Pinhais/ PR. Amostra em ácool. Amostra de DNA.. Epífita, flor creme. Floresceu em cultivo no Orquidário Marcos Klingelfus, Pinhais/ PR. Amostra em ácool. Amos","UPCB0041752","UPCB0041752",NA,"2016","11","19",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:20:53-03","UFPR","UPCB","93908","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.)","Bolson, M.","Kollmann, L. | Brahim, C. A.","9502","2007","02","28",NA,"Brasil","Espito Santo","Santa Teresa","Penha, Sitio de R. Pizziolo.",NA,NA,NA,NA,NA,"Epifita na sombra, flores esverdeadas.","UPCB0042960","UPCB0042960",NA,"2016","11","19",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:20:53-03","UFPR","UPCB","52405","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M.","Reginato, M.","451","2005","05",NA,NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Epífita, flores alvas..","UPCB0028229","UPCB0028229",NA,"2016","11","19","12577","auto",NA,NA,NA,NA,NA
"31","2021-02-11 17:20:53-03","UFPR","UPCB","93450","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","M. Bolson & M. Machnicki-Reis","Bolson, M.","610","2016","03","23",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, Reservatório do Carvalho","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Floresceu em cultivo na Casa de Vegetação do Depto de Botânica da UFPR, Curitiba/ PR. Epífita, flor creme. Amostra em álcool. Amostra de DNA..","UPCB0042794","UPCB0042794",NA,"2016","11","10","12577","auto",NA,NA,NA,NA,NA
"32","2021-02-11 17:20:53-03","UFPR","UPCB","93448","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Santos, T.F. |Kersten, R. |Cardoso, A. | M. Gutiérrez, N.","334","2018","03","07",NA,"Brasil","Paraná","Piraquara","Morro do Vigia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Flores amarelas.","UPCB0042792","UPCB0042792",NA,"2018","03","07","12577","auto",NA,NA,NA,NA,NA
"33","2021-02-11 17:20:53-03","UFPR","UPCB","93447","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Santos, T.F.","144","2016","06","06",NA,"Brasil","Paraná","Morretes","Morro Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,"Coletada em Maio/ 2015. Floresceu em cultivo na Casa de Vegetação do Depto de Botânica da UFPR, Curitiba/ PR. Epífita, flor creme. Amostra em álcool. Amostra de DNA..","UPCB0042791","UPCB0042791",NA,"2016","06","06","30514","auto",NA,NA,NA,NA,NA
"34","2021-02-11 17:20:53-03","UFPR","UPCB","93909","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.)","Bolson, M.","Couto, D. R.","618","2008","06","29",NA,"Brasil","Espito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","750","750",NA,"Epifita, sepala dorsal verde/vinaceo; demais peças florais verdes. Vegetando sobre raiz de Paineira rupicula. Fragmento do Toti.Floresceu em cultivo.","UPCB0042941","UPCB0042941",NA,"2016","11","19","29430","auto",NA,NA,NA,NA,NA
"35","2021-02-11 17:20:53-03","UFPR","UPCB","3425","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Samp.) Schltr.","Bolson, M. & Machnicki-Reis, M.","Hatschbach, G.","8202","1961","08","30",NA,"Brasil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita, flor crem-esverdeada. Mata higrófila..","UPCB0028226","UPCB0028226",NA,"2016","11","10","30514","auto",NA,NA,NA,NA,NA
"36","2021-02-11 17:20:53-03","UFPR","UPCB","8192","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schlecht.","Bolson, M.","Hatschbach, G.","21449","1969","04","29",NA,"Brasil","Paraná","Bituruna","Rio Iguaçu, Salto Grande","-51.5525016784668","-26.1613998413086",NA,NA,NA,"Epífita, flor creme. Mata de galeria..","UPCB0028231","UPCB0028231",NA,"2016","11","19","30743","auto",NA,NA,NA,NA,NA
"37","2021-02-11 17:20:53-03","UFPR","UPCB","93452","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Bolson, M.","661","2014","06","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, local denominado Palácio","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Originally collected by Francisco Bicalho s.n., flowered in cultivation at Orquidário Frederico Carlos Hoehne, Instituto de Botânica de São Paulo, nr. 5089, 7 June 2014. Amostra em álcool. Amostra de DNA..","UPCB0042796","UPCB0042796",NA,"2014","06","07","26557","auto",NA,NA,NA,NA,NA
"38","2021-02-11 17:20:53-03","UFPR","UPCB","93453","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A. Samp.) Schltr.","Bolson, M.","Engels, M.E.","5923","2018","04","30",NA,"Brasil","Paraná","Adrianópolis","Vale do Ribeira, Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Epifita. Folhas verde escuras. Flores verde claras. Cultivada até Floração..","UPCB0042797","UPCB0042797",NA,"2018","05","02","49901","auto",NA,NA,NA,NA,NA
"39","2018-09-21 16:11:00-03","MO","MOBOT","2021769","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Samp.) Schltr.","M. Bolson (HRCB)","Per Dusén","Dusén 8070","1909","4","27","South America","Brazil","Paraná",NA,"Villa Velha.",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2017-07-31 11:14:00-03","MO","MOBOT","2813853","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Samp.) Schltr.","M.Bolson (UPCB/HRCB)","Per Dusén","Dusén 14767","1914","4","27","South America","Brazil","Paraná",NA,"Villa Velha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2016-05-06 10:10:00-03","MO","MOBOT","2021771","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Samp.) Schltr.",NA,"Carl A. Luer","Luer 11620","1986","5","23","South America","Brazil","São Paulo","Itararé","Bairro das Almas, collected by E.L.M. Catharino, August 1982, flowered in cultivation at the São Paulo Botanical Garden, #13069, 23 May 1986.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,"1"
"42","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","29086",NA,"Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","M. Bolson/10-01-2017","L. Kollmann","9502","2007","02","28",NA,"Brasil","Espírito Santo","Santa Teresa","Penha, Sítio do R. Pizziolo","-40.555833","-19.935",NA,NA,NA,"Epífita na sombra, flores esverdeadas.","MBML029086","MBML029086",NA,NA,NA,NA,NA,NA,NA,"40W33'21","19S56'6",NA,NA
"43","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","49336",NA,"Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","M. Bolson/10-01-2017","D.R. Couto","314","2006","06","16",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões - Afloramento rochoso do Toti","-41.544167","-20.939167","730","730",NA,"Holoepífita, flores verdes. Vegetando em raízes sombreadas de Pseudobombax sp.nov.","MBML049336","MBML049336",NA,NA,NA,NA,NA,NA,NA,"41W32'39","20S56'21",NA,NA
"44","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","38093",NA,"Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","M. Bolson/10-01-2017","D.R. Couto","618","2008","06","29",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","750","750",NA,"Epífita; sépalo dorsal verde/vináceo; demais peças florais verdes. Vegetando sobre raiz de Paineira rupícola. Fragmento do Toti. Floresceu em cultivo.","MBML038093","MBML038093",NA,NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2706112","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Barbosella","dusenii","Barbosella dusenii",NA,NA,"G. Hatschbach","21449","1969","4","29","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US00467270","US00467270_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2841280","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Barbosella","dusenii","Barbosella dusenii",NA,"Bolson, Monica","R. Reitz & R. M. Klein","6655","1958","4","7","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00467271","US00467271_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"47","2021-03-25 13:53:02-03","UNIVILLE","JOI","15287","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Mancinelli, W. S.","T.J. Cadorin","2341",NA,NA,NA,NA,"Brasil",NA,"Brasil","E 801 B.",NA,NA,NA,NA,NA,"; HABITO: Epífita","JOI015287",NA,NA,"2014","04","09",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-25 13:53:02-03","UNIVILLE","JOI","16586","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","W. S. Mancinelli","W. S. Mancinelli","1555","2016","06","08",NA,"Brasil","Paraná","Adrianópolis","Parque das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Púrpura translúcida, labelo verde.","JOI016586",NA,NA,"2016","06","08","49901","auto",NA,NA,NA,NA,NA
