"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","sex","infraspecificEpithet","typeStatus"
"11","2021-03-30 12:52:46-03","EAO","IAN","118463","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","Pabst, GFJ","Heringer, EP","9678","1964","05","28","Southern America","Brasil","Distrito Federal",NA,NA,"Planta pequena, de brejo, aberto, entre gramineas baixas.","IAN118463",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:00:50-03","UNICAMP","UEC","79151","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f.","Batista, JAN","Borba, EL","166","1996","01","06",NA,"Brazil","Minas Gerais","BR 265 km 314, Campo rupestre. Local alagado.",NA,"Flores esverdeadas.","UEC034390","UEC034390","940","940","Itutinga","-44.6577987670898","-21.2980995178223","2000","03","24458","auto","30",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:30-03","MBM","MBM","34469","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb. & Warm.","Pabst, G.","Hatschbach, G.; Anderson, W.; Gates, B.; Anderson, W.; Gates, B.","36427","1975","02","23","Southern America","Brazil","Minas Gerais","BR-259, subida para a Serra do Espinhaço",NA,NA,"MBM034469","MBM034469",NA,NA,"Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-01 14:26:01-03","JBB","HEPH","22293","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","Bianchetti, LB","Salles, AEH; Soares, ACA; Oliveira, MS; Azevedo, INC de; Jesus, FPR de","3948","2005","12","09","Southern America","Brasil","Distrito Federal","Sobradinho dos Melos",NA,NA,NA,NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","2006","02","70570","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-01 14:26:01-03","JBB","HEPH","22294","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","Bianchetti, LB","Salles, AEH; Soares, ACA; Oliveira, MS; Azevedo, INC de; Jesus, FPR de","3949","2005","12","09","Southern America","Brasil","Distrito Federal","Sobradinho dos Melos",NA,NA,NA,NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","2006","02","70570","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:44:37-03","UFMG","BHCB","132439","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb & Warm.",NA,"Batista, JAN; Bianchetti, LB","2725","2009","01","10","Southern America","Brasil","Distrito Federal","Fazenda Sucupira, RA-VIII, Núcleo Bandeirante, (Cenargen-Embrapa). Entre os bairros da Riacho Fundo e o Recanto das Emas, campos a direita da estrada pouco antes da ponte sobre o córrego do Riacho Fundo, em direção a fazenda",NA,"Erva terrestre, rara no local, em final de floração, flores verdes; Em campo limpo seco. Solo areno-argiloso, raso, seco, com cascalho sobre a superfície. Area queimada durante a seca.","BHCB001592","BHCB001592","1028","1028","Brasília","-48.009917","-15.90275","2009","01",NA,NA,"10","-48.009917","-15.90275",NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","1671518","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb. f.",NA,"Howard S. Irwin|et al.","Irwin 27958","1970","3","20","South America","Brazil","Minas Gerais","Infructescences to ca. 10 Cm. Tall. Open sandy places. Rocky summits and Intervening gallery forest, ca. 18 Km. E of diamantina",NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2010-10-07 15:27:00-03","MO","MOBOT","2826043","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb. f.","G.F.J. Pabst","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 12383","1966","2","9","South America","Brazil","Goiás","Chapada dos veadeiros. Locally common. Wet campo, Chapada dos Veadeiros, ca 15 km W of Veadeiros.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","2107344","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"N. C. Fassett","25560","1944","7","31","South America - Neotropics","Colombia","Santander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","2602049","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin, J. W. Grear, R. Souza & R. G. P. Santos","12383","1966","2","9","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","2602102","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin, R. G. P. Santos & R. Souza","11741","1966","1","18","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","2843202","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","27958","1970","3","20","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2602050","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin, J. W. Grear, R. Souza & R. G. P. Santos","13312","1966","3","2","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"24","2020-09-02 16:34:58-03","Cenargen","CEN","34452","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","962","1990","01","06",NA,"Brasil","DF","Fazenda Sucupira (Cenargen-Embrapa). Entre os bairros do Riacho Fundo e o Recanto das Emas. Área de campo a direita da pista um pouco antes da ponte sobre o córrego do Riacho Fundo.","Exsicatas","Erva terrestre, em campo limpo e campo sujo secos na base de encosta. Solo marrom, argiloso, em alguns trechos com algum cascalho sobre a superfície. Área anteriormente queimada. Rara, observados poucos exemplares. Em final de floração. Flores completamente verdes.","CEN00034452","CEN00034452",NA,NA,"BRASILIA","-47.9296989440918","-15.7797002792358","1999","12","70570","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"25","2020-09-02 16:34:58-03","Cenargen","CEN","18238","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","351","1992","11","26",NA,"Brasil","DF","Lago Norte. Área não ocupada entre a QL 7 e a QL 9.","Exsicatas","Observados 2 exemplares, crescendo em local não queimado.","CEN00018238","CEN00018238",NA,NA,"BRASILIA","-47.9296989440918","-15.7797002792358","1992","11","70570","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"26","2020-09-02 16:34:58-03","Cenargen","CEN","25436","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","634","1996","11","24",NA,"Brasil","DF","Setor de Mansões do Lago Norte, antes da MI-3, área próxima ao ponto de confluência do Ribeirão do Torto com o Lago Paranoá.","Exsicatas","Solo argiloso avermelhado, profundo. Área queimada durante à seca. Poucos exemplares, sempre esparsos. Exemplares maiores crescendo em áreas mais baixas do campo, solo argiloso, escuro na superfície, mais úmido e com cobertura graminosa mais alta e densa. Exemplares menores em áreas mais altas, solo as vezes com um pouco de cascalho sobre a superfície, mais seco e com cobertura graminosa mais baixa e rala. Doação Flora do Brasil - Brasília - Distrito Federal.","CEN00025436","CEN00025436",NA,NA,"BRASILIA","-47.9296989440918","-15.7797002792358","1996",NA,"70570","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"27","2020-09-02 16:34:58-03","Cenargen","CEN","14995","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","12","1989","11","04",NA,"Brasil","DF","Setor de Mansões do Lago Norte, próximo ao MI 2.","Exsicatas","Apenas 1 planta.","CEN00014995","CEN00014995",NA,NA,"BRASILIA","-47.9296989440918","-15.7797002792358","1989","11","70570","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"28","2020-09-02 16:34:58-03","Cenargen","CEN","46047","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1345","2002","12","23",NA,"Brasil","GO","Morro a direita da pista cerca de 4 km após a divisa DF-Goiás, após o cemitério da cidade, em frente a uma garagem de ônibus.","Unicata","Área anteriormente queimada, com a cobertura graminosa relativamente rala e baixa. Próximo ao final de floração. Brácteas, ovário e pedicelo verdes. Sépalos verdes, as margens discretamente esbranquiçadas. Pétalos e labelo verde claro a verde-amarelado nas flores mais velhas, a base discretamente esbranquiçada. Demais informações na Exsicata. Doação Flora do Brasil - Estado de Goiás.","CEN00046047","CEN00046047",NA,NA,"SANTO ANTONIO DO DESCOBERTO","-48.2550010681152","-15.9397001266479","2002","12","42587","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"29","2020-09-02 16:34:58-03","Cenargen","CEN","18235","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","348","1992","11","21",NA,"Brasil","DF","Setro de Mansões do Lago Norte.","Exsicatas","Observado cerca de 3 exemplares em floração. Dois em área anteriormente queimada, outro em área não queimada. Todos em final de floração.","CEN00018235","CEN00018235",NA,NA,"BRASILIA","-47.9296989440918","-15.7797002792358","1992","11","70570","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2020-09-02 16:34:58-03","Cenargen","CEN","51364","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1111","2000","12","21",NA,"Brasil","DF","Setor de Mansões do Lago Norte. Área a direita da pista no sentido para a Barragem do Paranoá, entre o Varjão (após o cór. Urubu) e a MI 3. Condomínio Privê Lago Norte I, quadra 1, conjunto L.","Exsicatas","Observado este único exemplar. Em final de floração. Sépalos verdes. Pétalos e labelo com a base mais clara e os segmentos verdes. Flora do Brasil - Distrito Federal - Brasília.","CEN00051364","CEN00051364",NA,NA,"BRASILIA","-47.9296989440918","-15.7797002792358","2000","12","70570","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"31","2019-07-09 12:46:52-03","F","FMNH-SEEDPLANTS","V0433367F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,"RRC ID Flag","H. S. Irwin et al.","11741","1966","1","18","South America","Brazil","Goiás",NA,NA,NA,"V0433367F","V0433367F_01 V0433367F_02",NA,NA,NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"11741",NA,NA,NA
"32","2019-07-09 12:46:50-03","F","FMNH-SEEDPLANTS","V0433366F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,"RRC ID Flag","H. S. Irwin","13312","1966","3","2","South America","Brazil","Goiás",NA,NA,NA,"V0433366F","V0433366F_01 V0433366F_02",NA,NA,NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"13312",NA,NA,NA
"33","2019-07-09 12:46:57-03","F","FMNH-SEEDPLANTS","V0433365F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin et al.","27958","1970","3","20","South America","Brazil",NA,NA,NA,NA,"V0433365F","V0433365F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"34","2019-07-09 12:46:52-03","F","FMNH-SEEDPLANTS","V0433368F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin et al.","12383","1966","2","9","South America","Brazil",NA,NA,NA,NA,"V0433368F","V0433368F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"35","2019-07-09 12:46:57-03","F","FMNH-SEEDPLANTS","V0433482F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina",NA,NA,"H. S. Irwin et al.","22698","1969","1","27","South America","Brazil",NA,NA,NA,NA,"V0433482F","V0433482F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"36","2019-11-01 15:15:25-03","UnB","UB","87530","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb. f. & Warm.","Pabst, GFJ","Irwin, HS","11741","1966","01","18","Southern America","Brasil","Goiás","Goiás, 20km ao SE de Goiás",NA,"Slender terrestrial herb, the inflorescence 25cm. Perianth yellow; Wet palces. Campo and cerrado, sandstone","UB0018722","UB0018722",NA,NA,"Goiás","-50.1403","-15.9344","1974",NA,NA,NA,NA,"-50.1403","-15.9344",NA,NA,NA,NA,NA,NA
"37","2019-11-01 15:15:25-03","UnB","UB","87537","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb. f. & Warm.","Pabst, GFJ","Heringer, EP","12773","1973",NA,NA,"Southern America","Brasil","Goiás","Chapada da Contagem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-05-06 12:01:20-03","UFU","HUFU","17594","S","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","Batista, J.A.N.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4982","1998","01","11",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Guarita de Sacramento, captação de água.",NA,"Terrestre, ca. 0,3m. Cálice, corola e coluna esverdeados.; Campo rupestre, 4 meses após queimada.","HUFU00030553","HUFU00030553",NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688","2000","02","57119","auto","24",NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","habitat in campis fertiliolibus ad Lagoa Santa prov. Minas Geraes .",NA,NA,NA,NA,NA,NA,"Lagoa Santa","-43.8897","-19.6272",NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:13:23-03","IBt","SP","369120","S","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","Rchb.f. & Warm.","Batista, JAN","Batista, JAN","1345","2002","12","23",NA,"Brasil","Goiás","Morro à direita da pista logo ca. 4 km após a divisa DF-GO, após o cemitério da cidade",NA,NA,NA,NA,NA,NA,"Santo Antonio do Descoberto","-48.2550010681152","-15.9397001266479","2002","12","42587","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-02 21:34:17-03","GH","HU-HERB","GH 01947811","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","culicina","Habenaria culicina","H. G. Reichenbach",NA,"H. S. Irwin, S. F. de Fonseca, R. Souza, R. Reis dos Santos & J. F. Ramos","27958","1970","3","20","South America","Brazil",NA,"ca. 18 km E. of Diamantina","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27958","undetermined",NA,NA
"42","2014-09-23 10:59:03-03","G","G","G00168695","S","Plantae",NA,NA,"Orchidaceae","Habenaria","setacea","Habenaria setacea var. depauperata","Cogn.","?","Glaziou, A. F. M.","22152",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Goias",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=137649&base=img&lang=en","G00168695","G00168695",NA,NA,NA,"-49.56972222","-15.81194444",NA,NA,NA,NA,NA,"-49.56972222","-15.81194444",NA,NA,NA,NA,"var. depauperata","TYPUS of Habenaria setacea var. depauperata Cogn."
