"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"491","2011-02-22 16:01:00-03","MO","MOBOT","3199583","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","R. Fortuna 99",NA,NA,NA,"J. Balcázar","1995","2","18","Bolivia","Santa Cruz","Manuel Maria Caballero","Saipina; Estancia Buenca Vista, 6 km NW del pueblo.","-64.6622222","-18.055",NA,NA,NA,NA,NA,"Balcázar S. 332","2400.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"492","2014-04-29 05:39:00-03","MO","MOBOT","2441312","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Fortunato, R. H.",NA,NA,NA,"Renée H. Fortunato|J.A. Greppi|Silvana Sede|S. Soto","2003","2","4","Argentina","Misiones","San Ignacio","2,6 km al W de Gendarmería en direcc. al Parque Prov. Teyú-Cuaré.","-55.65","-27.33333",NA,NA,NA,NA,NA,"Fortunato 8037","330.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2015-02-02 17:58:00-02","MO","MOBOT","2441318","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata striata",NA,NA,NA,NA,NA,"F. Bossi",NA,NA,NA,"Argentina","Misiones","San Ignacio","Teyú cuaré","-55.58333","-27.28333",NA,NA,NA,NA,NA,"Bossi 88",NA,NA,NA,NA,"South America",NA,"striata",NA,NA,NA,NA,NA,NA,NA
"494","2018-05-25 05:34:00-03","MO","MOBOT","1968127","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Rafael A. Toro","1927","11","1","Colombia","Antioquia","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,"Toro 770",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2008-05-27 22:02:00-03","MO","MOBOT","1002075","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","H. Adsersen",NA,NA,NA,"Henning Adsersen","1974","11","13","Ecuador","Galapagos",NA,"Pinta, Main crater",NA,NA,NA,NA,NA,NA,NA,"Adsersen 1199","550.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2010-03-16 11:20:00-03","MO","MOBOT","100261385","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","Foster's Catalog Note File",NA,NA,NA,"Henry H. Rusby",NA,NA,NA,"Bolivia",NA,NA,"Guanai",NA,NA,NA,NA,NA,NA,NA,"Rusby 2370","609.60000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"497","2011-06-09 17:27:00-03","MO","MOBOT","111281","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1992","6","17","Paraguay","Central",NA,"Estero del Ypoá Pindoty. Forest on slopes of Meseta.","-57.51666","-25.63333",NA,NA,NA,NA,NA,"Zardini 32032",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4","690"
"498","2008-05-27 22:02:00-03","MO","MOBOT","111289","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1992","5","18","Paraguay","Central",NA,"2.5 km W from entrance to Tavavory. Gallery forest.","-57.5","-25.5",NA,NA,NA,NA,NA,"Zardini 31585",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"2","681"
"499","2011-06-09 17:27:00-03","MO","MOBOT","111297","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1992","5","18","Paraguay","Central",NA,"2.5 km W from entrance to Tavavory. Patch of forest.","-57.5","-25.5",NA,NA,NA,NA,NA,"Zardini 31751",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4","684"
"500","2008-05-27 22:02:00-03","MO","MOBOT","111305","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1992","6","8","Paraguay","Central",NA,"Mariano Roque Alonso-Limpio: Surubí. 4 km NW from entrance to property. Inundated savanna with scattered trees.","-57.5","-25.11666",NA,NA,NA,NA,NA,"Zardini 31861",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"3","687"
"501","2009-12-23 06:59:00-02","MO","MOBOT","2187417","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.",NA,NA,NA,NA,"Karl Fiebrig",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiebrig 1280",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2011-12-22 05:01:00-02","MO","MOBOT","2212430","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.",NA,NA,NA,NA,"Teodoro Rojas","1917","4",NA,"Paraguay","Presidente Hayes",NA,"Loma Pora.",NA,NA,NA,NA,NA,NA,NA,"Rojas 2897",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2011-06-09 17:27:00-03","MO","MOBOT","91942","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1993","1","7","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. Between 11.5 km S of Villeta and Puerto Guyrati. Inundated savanna on clay soil.","-57.6","-25.6",NA,NA,NA,NA,NA,"Zardini 34507",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4","797"
"504","2008-05-27 22:02:00-03","MO","MOBOT","92169","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora","(Klein ex Willd.) Wight & Arn.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","1993","1","27","Paraguay","Central",NA,"Estero del Ypoá. Paraguari - Carapeguá. Savanna on area filled in with sandstones.","-57.16666","-25.68333",NA,NA,NA,NA,NA,"Zardini 34846",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4","801"
"505","2009-12-23 06:59:00-02","MO","MOBOT","2187418","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora glabrescens","Benth.",NA,NA,NA,NA,"Karl Fiebrig",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiebrig 6376",NA,NA,NA,NA,"South America",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA
"506","2009-12-23 06:59:00-02","MO","MOBOT","2187419","PreservedSpecimen","Plantae","Fabaceae","Galactia","tenuiflora","Galactia tenuiflora villosa","(Wight & Arn.) Benth.",NA,NA,NA,NA,"Karl Fiebrig",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiebrig 4224",NA,NA,NA,NA,"South America",NA,"villosa",NA,NA,NA,NA,NA,NA,NA
"507","2015-05-20 10:35:38-03","UFERSA","MOSS","8751","S","Plantae","Leguminosae-Pap.","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Sales, M.","2000","06","26","Brasil","Alagoas","Piranhas","Fazenda Baixa da Légua.","-37.686944","-9.553056","37W41'13","9S33'11","trepadeira herbácea; coletado na caatinha; solo argiloso; estandarte e alas liláses, vexilo branco.",NA,NA,"1129","625","625",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-08-31 09:16:02-03","INPA","INPA","244595","S","Plantae","Leguminosae-Pap","Galactia","striata","Galactia striata","(Jacq.) Urb.","Simon, MF","2011","12",NA,"Pereira-Silva, G da","2010","03","20","Brasil","Rondônia","Porto Velho","UHE Jirau, Margem direita do rio Madeira (cachoeira de Jirau).","-64.726389","-9.326944","-64.726389","-9.326944",NA,"INPA0244595","INPA0244595 INPA0244595_e INPA0244595_num","15059","85","85","Dicotyledon Rosids","Fabales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","2780",NA,"Plantae","Leguminosae Faboideae","Galactia","tenuiflora","Galactia tenuiflora","Wight & Asn.","A. M. Carvalho/Dez.1995",NA,NA,NA,"W. Boone","1984","05","29","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111","40W30'25","19S56'10","Trepadeira com frutos amadurecidos.","MBML002780","MBML002780","197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2017-11-24 14:10:51-02","UFLA","ESAL","14247","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","J. Y. Tamashiro",NA,NA,NA,"Carvalho, DA; Oliveira Filho, AT",NA,NA,NA,"Brasil","Paraíba","Mataraca","RIB.","-35.0511016845703","-6.60138988494873",NA,NA,"rastejante; ; ; verde; duna",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"15636","auto",NA,NA,NA,NA
"511","2020-02-19 08:13:15-03","UFG","UFG","19714","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Coradin, L.; Silva, G.P.; Lima, H.C.; et al.","1992","09","10","Brasil","Bahia","Brotos de Macaúbas","Nas proximidades da cidade de Lençois; margens do rio São José. Mata ciliar perturbada, solo arenoso.","-42.366667","-12.416667","-42.366667","-12.416667","Germoplasma obtido de 30 plantas. Mata ciliar perturbada.","UFG019714",NA,"8544","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-02-19 08:13:15-03","UFG","UFG","19713","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Coradin, L.","1987","08","29","Coradin, L.; Silva, G.P.; Costa, N.M.S.; et al.","1987","08","29","Brasil","Rio de Janeiro","Campos","Rodovia Campos - Divisa dos Estados: Rio de Janeiro - Espirito Santo; km 46, (20 km Sul da Divisa). Area de Mata.","-41.333333","-21.383333","-41.333333","-21.383333","Germoplasma obtido de 1 planta. Área de mata.","UFG019713",NA,"8321","140","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2021-01-26 13:54:46-03","IMA","MAC","12755","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Santos, MR dos","2007",NA,NA,"M.Sales","2000","08","29","Brasil","Alagoas","Olho D#?#Água do Casado","Faz. Capelinha, Serra da Múmia.","-37.842222","-9.530833","-37.842222","-9.530833","Trepadeira herbácea.; Caatinga.","MAC0012755",NA,"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2021-01-26 13:54:46-03","IMA","MAC","12752","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Santos, MR dos","2007",NA,NA,"M.Sales","2000","06","27","Brasil","Alagoas","Piranhas","Fazenda Baixa da Légua.","-37.686944","-9.553611","-37.686944","-9.553611","Trepadeira herbácea.; Caatinga.","MAC0012752",NA,"1129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2021-01-26 13:54:46-03","IMA","MAC","12794","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Santos, MR dos","2007",NA,NA,"S.Rocha","2000","06","27","Brasil","Alagoas","Piranhas","Fazenda Baixa da Légua.","-37.686944","-9.553611","-37.686944","-9.553611","Trepadeira.; Caatinga.","MAC0012794",NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2021-01-26 13:54:46-03","IMA","MAC","12843","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","L.P.Queiroz","2006",NA,NA,"I.A.Bayma","2000","06","27","Brasil","Alagoas","Piranhas","Fazenda Baixa da Légua.","-37.686944","-9.553611","-37.686944","-9.553611","Trepadeira. Flores róseas. Frutos imaturos verdes.; Caatinga arbórea.","MAC0012843",NA,"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2021-01-26 13:54:46-03","IMA","MAC","14170","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","Chagas-Mota","2008",NA,NA,"R.P.Lyra-Lemos","2001","01","18","Brasil","Alagoas","Estrela de Alagoas","Próximo a BR-316.","-36.770833","-9.383333","-36.770833","-9.383333","Trepadeira. Flores Lilases.; Caatinga.","MAC0014170",NA,"5390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2021-01-26 13:54:46-03","IMA","MAC","16158","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","L.P.Queiroz","2002",NA,NA,"R.P.Lyra-Lemos; et al.","2002","06","21","Brasil","Alagoas","Pão de Açúcar","Caminho para Ilha do Ferro, 2 Km depois do Riacho Grande.","-37.503611","-9.711111","-37.503611","-9.711111","Ttrepadeira. Flores cor de rosa. frutos maduros marrom-esverdeados.; Caatinga.","MAC0016158",NA,"6776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2021-01-26 13:54:46-03","IMA","MAC","4972","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","M.Ataíde","1981",NA,NA,"M.N.Rodrigues; et al.","1981","08","26","Brasil","Alagoas","Penedo","Al-110 a 19 km depois de Penedo, Em direção a Arapiraca.","-36.581925","-10.287233","-36.581925","-10.287233","Cipó. Flor lilás.; Mata em capoeira.","MAC0004972",NA,"782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2016-06-27 16:09:37-03","UFPB","EAN","2086","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,NA,"1959","04","19","Brasil","Paraíba","Araçagi","Caatinga","-35.3811","-6.85306",NA,NA,"Volúvel, flores rosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17618","auto",NA,NA,NA,NA
"521","2016-06-27 16:09:37-03","UFPB","EAN","8906","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,NA,"1995","07","29","Brasil","Paraíba","Itapororoca","Fazenda Macacos","-35.2472","-6.82972",NA,NA,"Volúvel, flores lilases, folhas jovens avermelhadas, depois verde.",NA,NA,"5966",NA,NA,NA,NA,NA,NA,NA,NA,"12863","auto",NA,NA,NA,NA
"522","2016-06-27 16:09:37-03","UFPB","EAN","5330","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","L. P. Félix","1990","07","30","L. P. Félix; E. S. Santana","1989","08","31","Brasil","Paraíba","Mamanguape","Cabeça de Boi, Sema II","-35.1261","-6.83861",NA,NA,"Volúvel, flores roxas.Habitat: Terrestre",NA,NA,"2174",NA,NA,NA,NA,NA,NA,NA,NA,"36853","auto",NA,NA,NA,NA
"523","2016-06-27 16:09:37-03","UFPB","EAN","9267","S","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.","L. P. Félix","1997","02","04","L. P. Félix; G. V. Dornelas","1996","07","27","Brasil","Paraíba","Mamanguape","Usina Monte Alegre","-35.1261","-6.83861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36853","auto",NA,NA,NA,NA
"524","2014-11-06 16:17:24-02","UFPB","EAN","7265","S","Plantae","Fabaceae","Galactia","striata","Galactia striata var. tenviflora","(Jacq.) Urb.",NA,NA,NA,NA,NA,"1982","09","01","Brasil","Ceará","Fortaleza","Seis Bocas","-38.5431","-3.71722",NA,NA,"Subarbusto delgado, flores violáceas.Habitat: Terrestre",NA,NA,"5231",NA,NA,NA,NA,NA,NA,"var. tenviflora",NA,"19924","auto",NA,NA,NA,NA
"525","2021-02-04 10:28:54-03","UFRPE","HST","15592","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Galactia","striata","Galactia striata","(Jacq.) Urb.","M.R. dos Santos","2007",NA,NA,"M. Sales","2000","06","27","Brasil","Alagoas","Piranhas",NA,"-37.7566986083984","-9.62360954284668",NA,NA,"Trepadeira herbácea. Estandarte e alas lilases, vexilo branco.","HST015592",NA,"1129","625","625",NA,NA,NA,NA,NA,NA,"32231","auto",NA,NA,NA,NA
"526","2021-02-04 10:28:54-03","UFRPE","HST","7663","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Galactia","striata","Galactia striata","(Jacq.) Urb.","A.M.Miranda","2018","08",NA,"L.P.Félix; et A.M.Miranda","1994","07","10","Brasil","Paraíba","Junco do Seridó",NA,"-36.7131004333496","-6.99666976928711",NA,NA,"Volúvel; ramos verde-arroxeados; folhas subconcolores; flores de cálice verde-arroxeado, corola roxa.","HST007663",NA,"6611",NA,NA,NA,NA,NA,NA,NA,NA,"19304","auto",NA,NA,NA,NA
"527","2021-02-04 10:28:54-03","UFRPE","HST","12784","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Galactia","striata","Galactia striata","(Jacq.) Urb.","L.P. de Queiroz","2006","05",NA,"A.M.Miranda; et al.","2005","03","04","Brasil","Piauí","Floriano","fazenda Lagoa Grande","-43.0224990844727","-6.76694011688232",NA,NA,"Subarbusto; caule verde-amarronzado; folhas membranáceas; flores lilás.","HST012784",NA,"5024",NA,NA,NA,NA,NA,NA,NA,NA,"78338","auto",NA,NA,NA,NA
"528","2021-02-04 10:28:54-03","UFRPE","HST","12829","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Galactia","striata","Galactia striata","(Jacq.) Urb.","L.P. de Queiroz","2007","11",NA,"A.M.Miranda; et al.","2005","02","28","Brasil","Piauí","Palmeirais","fazenda Galápagos","-43.0633010864258","-5.97777986526489",NA,NA,"Subarbusto de ramos escandente; caule verde; folhas membranáceas; flores roxas; frutos imaturos verdes.","HST012829",NA,"4905",NA,NA,NA,NA,NA,NA,NA,NA,"48667","auto",NA,NA,NA,NA
"529","2021-02-25 10:12:04-03","CVRD","CVRD","5421","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata"," (Jacq.) Urb.","Gwilym P. Lewis","2014","03","17","Folli, D.A.","1996","05","02","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"Nos fundos da área do cajú <ll>dwc_commonname:</ll> Feijão rosa","CVRD005421","CVRD005421","2732",NA,NA,"Magnoliophyta","Fabales","América do Sul",NA,NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA
"530","2021-03-01 11:54:10-03","UFPE","UFP","47205","PreservedSpecimen","Plantae","Fabaceae-Papi.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Queiroz, LP de","2007","03","22","Córdula, E; Lucena, MFA; Pinheiro, K; Maciel, JR","2006","05","30","Brasil","Pernambuco","Mirandiba",NA,"-38.722222","-8.068056","-38.722222","-8.068056","Liana herbácea, folha levemente veludosa, flor lilás.; Liana herbácea, folha levemente veludosa, flor lilás.; Caatinga arbórea densa, solo derivado de cristalino","UFP047205",NA,"67","500","500",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2021-03-01 11:54:10-03","UFPE","UFP","63163","PreservedSpecimen","Plantae","Fabaceae-Papi.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Pinheiro, K","2010","05","20","Pinheiro, K","2008","04","30","Brasil","Pernambuco","Mirandiba",NA,"-38.793389","-8.034917","-38.793389","-8.034917","Trepadeira de flor branca e fruto piloso.; Trepadeira de flor branca e fruto piloso.; Caatinga arbustiva densa. Litólico com drenagem.","UFP063163",NA,"422","517","517",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2021-03-01 11:54:10-03","UFPE","UFP","93","PreservedSpecimen","Plantae","Fabaceae-Papi.","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Ducke; Lima, A","1952","08","25","Brasil","Pernambuco","Aldeia",NA,NA,NA,NA,NA,"Flor rósea.; Flor rósea.","UFP000093",NA,"124",NA,NA,NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2021-03-01 11:54:10-03","UFPE","UFP","718","PreservedSpecimen","Plantae","Fabaceae-Papi.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Cowan, RS","1961",NA,NA,"Hatschbach, G","1961","04","06","Brasil","Paraná","Guaíra",NA,"-54.2557983398438","-24.0799999237061",NA,NA,"Liana, flor lilás. Da matinha seca sobre os lageados pedregosos das margens.; Liana, flor lilás. Da matinha seca sobre os lageados pedregosos das margens.","UFP000718",NA,"7914",NA,NA,NA,"Fabales",NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA
"534","2021-03-01 11:54:10-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Fabaceae-Papi.","Galactia","striata","Galactia striata","(Jacq.) Urb.","Cowan, RS","1961",NA,NA,"Hatschbach, G","1961","04","06","Brasil","Paraná","Guaíra",NA,"-54.2557983398438","-24.0799999237061",NA,NA,"Liana, flor lilás. Da matinha seca sobre os lageados pedregosos das margens.; Liana, flor lilás. Da matinha seca sobre os lageados pedregosos das margens.",NA,NA,"7914",NA,NA,NA,"Fabales",NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA
"535","2019-08-02 10:21:26-03","CPATSA","HTSA","3050","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"Paula-Souza, J.; Lieberg, S. & Cella, A.C.","2009","07","15","Brasil","Bahia","Remanso","Entrada da cidade na BR 235, vindo de Casa Nova.","-42.0814018249512","-9.62166976928711",NA,NA,"Volúvel, flores róseas, frutos imaturos verdes.; Terreno abandonado em caatinga.",NA,NA,"10090",NA,NA,NA,NA,NA,NA,NA,NA,"75033","auto",NA,NA,NA,NA
"536","2020-09-12 05:00:02-03","US","US","2894621","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"S. A. Renvoize, M. Wilmot-Dear & F. Zuloaga","1978","10","11","Argentina","Misiones",NA,"Candelaria, Cerro Cora",NA,NA,NA,NA,NA,"US02342451","US02342451_01","3008","200",NA,NA,"Rosales","South America",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"537","2020-09-12 05:00:02-03","US","US","2923702","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"T. C. Plowman, G. Davidse, N. A. Rosa, C. S. Rosário & M. R. Santos","1980","1","31","Brazil","Goiás",NA,"Municipio Presidente Kennedy: road from highway BR-153 to Itapora, 12 km. west of village of Presidente Kennedy, Fazenda Primavera along Ribeirao Feinho","-48.62","-3.42",NA,NA,NA,"US02342433","US02342433_01","8125","400","500",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"538","2020-09-12 05:00:02-03","US","US","2730310","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"F. R. Fosberg","1964","1","24","Ecuador","Colón",NA,"Galapagos Islands, Indefatigable Island, Academy Bay, lower part of trail to Bella Vista",NA,NA,NA,NA,NA,"US02342485","US02342485_01","44717","10","20",NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"539","2020-09-12 05:00:02-03","US","US","1471023","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"E. Pérez Arbeláez","1935","7",NA,"Colombia","Nariño",NA,"(Cundinsen) [interpreted]",NA,NA,NA,NA,NA,"US02342373","US02342373_01","465","500",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"540","2020-09-12 05:00:02-03","US","US","1484943","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"E. P. Killip","1922","9","14","Colombia","Valle del Cauca",NA,"Department of El Valle, Calima, on Rio Calima, Cordillera Occidental",NA,NA,NA,NA,NA,"US02342376","US02342376_01","11242a",NA,NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"541","2020-09-12 05:00:02-03","US","US","1549684","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"S. Venturi","1928","12","2","Argentina","Tucuman",NA,"Departamento Burruyacu, Cerro del Campo.",NA,NA,NA,NA,NA,"US02342460",NA,"7682","800",NA,NA,"Rosales","South America",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"542","2020-09-12 05:00:02-03","US","US","1564284","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"L. Bermudez",NA,NA,NA,"Colombia","Valle del Cauca",NA,"Vereda de Sanchez, paso de La Bolsa, Municipio de Jamundi, Valle",NA,NA,NA,NA,NA,"US02342423","US02342423_01","38","975",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"543","2020-09-12 05:00:02-03","US","US","2533885","PreservedSpecimen","Plantae","Fabaceae","Galactia","striata","Galactia striata","(Jacq.) Urb.",NA,NA,NA,NA,"I. L. Wiggins","1964","1","26","Ecuador","Colón",NA,"Isla Santa Cruz, Galapagos Islands, in Transition Zone along Old Trail from Academy Bay toward Bella Vista",NA,NA,NA,NA,NA,"US02342483",NA,"18388","80",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
