"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","county","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"49","2020-08-20 14:59:29-03","UFSC","FLOR","9937","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","cingulata","Aulonemia cingulata","McClure & L.B.Smith",NA,"Souza, M.L.; Reis, A.; Zanin, A.; Meruvia, M.Y.L. & Andrade, A.","844","1985","10","10",NA,"Brasil","Santa Catarina","Próximo da Fazenda Renaux-Hering, Guabiruba.",NA,NA,NA,"Bambuseae herbácea (segundo M. Lizarazu).","FLOR0009937",NA,"Greco, T.h.","2014","02",NA,NA,"-49.0661010742188","-26.9193992614746",NA,NA,"Blumenau","34291","auto",NA,NA,NA
"50","2020-08-20 20:41:26-03","UFSC","FLOR","4692","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Bresolin, A.","1288","1977","07","08",NA,"Brasil","Santa Catarina","Cachoeira do Peri, Pântano do Sul, Ilha de Santa Catarina.","350","350",NA,"escandente, 8 a 10m altura","FLOR0004692",NA,"Smith, L.B.","1980",NA,NA,NA,"-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis","27000","auto",NA,NA,NA
"51","2020-08-20 14:59:37-03","UFSC","FLOR","4385","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure","Isotypus","Reitz, R.; Klein, R.M.","9679","1960","05","14",NA,"Brasil","Santa Catarina","Garapuvu, Vista Alegre.","30","30",NA,"Isotypus Aulonemia cingulata.","FLOR0004385",NA,"McClure, F.A.","2011","12","07",NA,"-49.61669921875","-29.113899230957",NA,NA,"Sombrio","16515","auto",NA,NA,NA
"52","2021-02-08 12:53:14-03","UFRGS","ICN","133213","S","Plantae","Monocotyledon",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Krieger, PL","10500","1971","04","04","América do Sul","Brasil","RJ",NA,NA,NA,NA,"doação UFJF.",NA,NA,"Pereira, RM",NA,NA,NA,NA,"-41.9449996948242","-22.5268993377686",NA,NA,"Rio das Ostras","17620","auto",NA,NA,NA
"53","2021-02-08 12:53:14-03","UFRGS","ICN","153540","S","Plantae","Monocotyledon",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Schmidt, R; Molz, M","1492","2007","04","02","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"Schmidt, R",NA,NA,NA,NA,"-50.9249992370605","-29.6135997772217",NA,NA,"Araricá","9007","auto",NA,NA,NA
"54","2021-02-08 12:53:14-03","UFRGS","ICN","153539","S","Plantae","Monocotyledon",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Schmidt, R; Molz, M","1482","2007","02","02","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"Schmidt, R",NA,NA,NA,NA,"-50.9249992370605","-29.6135997772217",NA,NA,"Araricá","9007","auto",NA,NA,NA
"55","2021-02-08 12:53:14-03","UFRGS","ICN","190425","S","Plantae","Monocotyledon",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Schmidt, R; Ene, J","s.n.","2009","08","28","América do Sul","Brasil","RS",NA,NA,NA,NA,"Fértil; Subbosque",NA,NA,"Schmidt, R",NA,NA,NA,NA,"-50.9249992370605","-29.6135997772217",NA,NA,"Araricá","9007","auto",NA,NA,NA
"56","2021-02-08 12:53:14-03","UFRGS","ICN","153545","S","Plantae","Monocotyledon",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Schmidt, R","s.n.","2007","08","01","América do Sul","Brasil","RS","mato do porf. Luis Baptista",NA,NA,NA,"Beira de mata",NA,NA,"Schmidt, R",NA,NA,NA,NA,"-49.8497009277344","-29.3694000244141",NA,NA,"Dom Pedro de Alcântara","7549","auto",NA,NA,NA
"57","2021-02-08 12:53:14-03","UFRGS","ICN","152186","S","Plantae","Monocotyledon",NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B. Sm.) McClure",NA,"Longhi-Wagner, HM; Schmidt, R","10305","2007","04","17","América do Sul","Brasil","RS","Mato dos Macacos",NA,NA,NA,"Em floresta alta.",NA,NA,NA,NA,NA,NA,NA,"-49.934700012207","-29.3649997711182",NA,NA,"Morrinhos do Sul","12766","auto",NA,NA,NA
"58","2020-08-26 10:50:28-03","MCN-FZBRS","HAS","1876","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Colanthelia","cf. cingulata","Colanthelia cf. cingulata",NA,NA,"Callegari, S.M.","271","1975","05",NA,NA,"Brasil","Rio Grande do Sul","Estrada para o Morro Belizário",NA,NA,NA,"mato alagado","HAS0001876",NA,"Schimidt, R.",NA,NA,NA,NA,"-49.7268981933594","-29.3353004455566",NA,NA,"Torres","20837","auto",NA,NA,NA
"59","2019-11-21 10:15:09-03","IBt","SP","20356","S","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Hoehne, FC","s.n.","1927","05","17",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SP042602","SP042602","Greco, T","2012","03","29",NA,"-44.1996994018555","-20.1432991027832",NA,NA,"Brumadinho","26639","auto",NA,NA,NA
"60","2019-11-21 10:15:09-03","IBt","SP","415366","S","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Schmidt, R; Molz, M","1482","2007","02","02",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"SP042599","SP042599","Schmidt, R","2008",NA,NA,NA,"-50.9249992370605","-29.6135997772217",NA,NA,"Araricá","9007","auto",NA,NA,NA
"61","2021-02-11 09:24:59-03","IBt","SP","256288","S","Plantae",NA,NA,"Poaceae","Colanthelia","cingulata","Colanthelia cingulata","(McClure & L.B.Sm.) McClure",NA,"Bernacci, LC","24307","1991","05","01",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.060001373291","-22.8999996185303",NA,NA,"Campinas","23900","auto",NA,NA,NA
