"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"343","2021-03-04 15:42:15-03","IF","SPSF","27521","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"J.A.Pastore & C.Moura","2001","01","05","Brasil","SP","São Vicente","Parque Estadual Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,"885",NA,NA,NA,"25482","auto","Magnoliophyta","Zingiberales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"344","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"345","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"?",NA,NA,NA,"?",NA,NA,"In insula Cayenne",NA,NA,NA,NA,NA,NA,"herb. Par.",NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Sello, HL",NA,NA,NA,"Brazil","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"347","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Poiteau, PA",NA,NA,NA,"?",NA,NA,"Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Wullschlaegel, HR",NA,NA,NA,"Surinam",NA,NA,"prov. Para ad plantationem Ouverucartet",NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","523",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"349","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Mikan, JC",NA,NA,NA,"?",NA,NA,"Ad Aquaeductum",NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","1623",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"351","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","8982",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"352","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Mikan, JC",NA,NA,NA,"Brazil",NA,NA,"Ad Aquaeductum",NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"353","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"(floribus flavis)",NA,"P03P3N0006","2718",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"354","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Kappler, A",NA,NA,NA,"Brazil","Pará",NA,"In silvis distr. Para",NA,NA,NA,NA,NA,NA,"(fl. rubris)",NA,"P03P3N0006","1427",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"355","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Poiteau, PA",NA,NA,NA,"French Guiana",NA,NA,"Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0006","s.n.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"356","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","pulverulenta","Heliconia pulverulenta","Lindl.",NA,"?",NA,NA,NA,"?",NA,NA,"In Indiae occidentalis insula Dominica?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","pulverulenta","Heliconia pulverulenta","Lindl.",NA,"?",NA,NA,NA,"?",NA,NA,"In America tropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","pulverulenta","Heliconia pulverulenta","Lindl.",NA,"?",NA,NA,NA,"?",NA,NA,"In America tropica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Heliconiaceae","Heliconia","pulverulenta","Heliconia pulverulenta","Lindl.",NA,"?",NA,NA,NA,"?",NA,NA,"In Indiae occidentalis insula Dominica?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-02-08 12:51:50-03","UFRGS","ICN","191141","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Verdi, M","Mancino, LC","2010","09","30","Brasil","RS","Morrinhos do Sul","Pixirica","-49.930278","-29.316944","-49.930278","-29.316944",NA,NA,"mata arenosa de baixada",NA,NA,"s.n.",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-09-17 10:40:59-03","UEPA","MFS","008394","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi.",NA,"Macedo, EG","2018","10","11","Brasil","Pará","Ananindeua","Granja Modelo (SEMMA)","-48.392778","-1.378889","-48.392778","-1.378889",NA,NA,"Erva, com cerca de 1,0m de altura, folhas apresentando cera, influorescencia ereta, com cerca de 15cm de comprimento, coloraçao vermelha, presença de bracteas na cor alaranjada, filotaxia alterna.","MFS008394","MFS008394 MFS008394_e","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-12-01 09:01:44-03","MCN-FZBRS","HAS","100205","PreservedSpecimen","Plantae","Musaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygd.","Magalhães, R. G. et Glufke, C.","Magalhães, R.G.","1998","12",NA,"Brasil","Rio Grande do Sul","Dom Pedro de Alcântara","Toca do Gambá.","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Projeto Pró-Guaíba Flores vermelhas com amarelo.","HAS0100205",NA,"67",NA,NA,NA,"7549","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2021-02-18 08:30:36-03","IBt","SP","8004","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Hoehne, FC","1922","10","02","Brasil","São Paulo",NA,"Piassaguera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-11-21 10:07:04-03","IBt","SP","11010","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Kirizawa, M","Loefgren, A","1894","05","17","Brasil","São Paulo","Cubatão","Brejo, Piassaguera.","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"Herb. alta 4m, fol. 1,2-0,3, fl. flava, bract. cor.","SP009370","SP009370","CGG2486","1986","04","09","15123","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-11-21 10:07:04-03","IBt","SP","441504","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Catharino, ELM","Shirasuna, RT","2008","07","08","Brasil","São Paulo","São Paulo","Lote 4, Parelheiros, Bororé Rodoanel Mário Covas, Trecho Sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"1510","2010","06",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-11-21 10:07:04-03","IBt","SP","225647","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Cordeiro, I; et al.","1988","10","24","Brasil","São Paulo",NA,"Entre Salesópolis e Caraguatatuba. Estrada de manutençao do oleoduto da Petrobrás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-07-16 10:05:37-03","IBt","SP","287925","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Nakagomi, MY","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.841667","-24.900556","-47.841667","-24.900556",NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-07-16 10:05:37-03","IBt","SP","290562","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Rodrigues, RR","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,NA,NA,NA,"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-08-13 18:02:11-03","IBt","SP","293981","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Leitão Filho, HF","1996","01","30","Brasil","São Paulo","Ubatuba",NA,"-44.852778","-23.3525","-44.852778","-23.3525",NA,NA,NA,NA,NA,"34531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-11-21 10:07:04-03","IBt","SP","212809","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Romaniuc Neto, S; et al.","1986","10","02","Brasil","Rondônia","Jaru",NA,"-62.4664001464844","-10.4388999938965",NA,NA,NA,NA,NA,NA,NA,"496",NA,NA,NA,"100388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2019-11-21 10:07:04-03","IBt","SP","237932","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Cordeiro, I; et al.","1988","08","24","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"478",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2019-11-21 10:07:04-03","IBt","SP","209339","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Melo, MMRF","1982","08","17","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"435","2002",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2019-11-21 10:07:04-03","IBt","SP","205865","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Barros, F","1985","12","03","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"1218","2002",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-11-21 10:07:04-03","IBt","SP","200786","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Muniz, CFS","1982","10","27","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"449",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-11-21 10:07:04-03","IBt","SP","216444","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Cordeiro, I; Kirizawa, M; Webster, GL","1986","10","14","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso, próximo ao rio Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"362",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-11-21 10:07:04-03","IBt","SP","198546","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Forero, E; Lopes, EA; Jung, SL; Melo, MMRF; Barros, F","1980","10","07","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Restinga","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"8558",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2019-11-21 10:07:04-03","IBt","SP","205370","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Kirizawa, M","1985","10","31","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"1546","2002",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-11-21 10:07:04-03","IBt","SP","210050","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Macedo, ICC; Barros, F; Romaniuc Neto, S","1985","07","10","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"84","2002",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-11-21 10:07:04-03","IBt","SP","210333","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Kirizawa, M","1986","06","10","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"1650","2002",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-11-21 10:07:04-03","IBt","SP","238359","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Gomes da Silva, SJ; Barros, F","1990","05","10","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-11-21 10:07:04-03","IBt","SP","234368","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Mamede, MCH; Andreata, R","1988","10","18","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Alto do Morro Jacareú","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"98",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2019-11-21 10:07:04-03","IBt","SP","237518","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Sugiyama, M; et al.","1989","10","24","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Marujá, caminho para a praia de Tapera","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"820",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2019-11-21 10:07:04-03","IBt","SP","235239","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Mamede, MCH; et al.","1989","06","20","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Morro do Marujá","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"173",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-07-16 10:05:37-03","IBt","SP","287912","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Bernacci, LC","1995","01","09","Brasil","São Paulo","Colômbia",NA,"-48.6800003051758","-20.1700000762939",NA,NA,NA,NA,NA,NA,NA,"951",NA,NA,NA,"31319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2019-11-21 10:07:04-03","IBt","SP","246604","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Godoi, JV; Ferreira, S","1991","01","10","Brasil","São Paulo","Cubatão","Calçada do Lorena. Alto da Serra","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-08-13 18:02:11-03","IBt","SP","297658","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Marzola, ELC","1994","12","21","Brasil","São Paulo","Cubatão","Parque Caminhos do Mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,"205",NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-07-16 10:05:37-03","IBt","SP","287926","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Souza, VC","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,NA,"8996",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2019-11-21 10:07:04-03","IBt","SP","244733","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Romaniuc Neto, S; Toledo, CB","1988","04","01","Brasil","São Paulo","Ibiúna",NA,"-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,NA,NA,NA,"976",NA,NA,NA,"43112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-07-16 10:05:37-03","IBt","SP","287923","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Baitello, JB","1995","07","21","Brasil","São Paulo","Ibiúna","Parque Estadual de Jurupará","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,NA,NA,NA,"777",NA,NA,NA,"43112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2019-11-21 10:07:04-03","IBt","SP","244577","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Cordeiro, I; et al.","1990","05","16","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"625",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2019-11-21 10:07:04-03","IBt","SP","214976","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Kirizawa, M; et al.","1987","01","13","Brasil","São Paulo","Itapevi","Viveiro da Roselândia","-46.9300003051758","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"1823",NA,NA,NA,"12129","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2019-11-21 10:07:04-03","IBt","SP","214982","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Kirizawa, M; et al.","1987","01","13","Brasil","São Paulo","Itapevi","Viveiro da Roselândia","-46.9300003051758","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"1814",NA,NA,NA,"12129","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2019-11-21 10:07:04-03","IBt","SP","214980","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Kirizawa, M; et al.","1987","01","13","Brasil","São Paulo","Itapevi","Viveiro da Roselândia","-46.9300003051758","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"1817",NA,NA,NA,"12129","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2020-10-22 10:13:08-03","IBt","SP","346866","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Tomasulo, PLB","1992","08","30","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,"132",NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2020-07-16 10:05:37-03","IBt","SP","287914","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Bernacci, LC","1994","05","17","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,"197",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2020-07-02 08:40:08-03","IBt","SP","277208","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Cordeiro, I","1994","06","22","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"1523",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-11-21 10:07:04-03","IBt","SP","205145","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Kirizawa, M; Lopes, EA","1985","11","06","Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"1563",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-11-21 10:07:04-03","IBt","SP","11009","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kirizawa, M","Usteri, A","1906","08","12","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"s.n.","1986","04","09","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-11-21 10:07:04-03","IBt","SP","199267","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kirizawa, M","Kirizawa, M; et al.","1984","10","16","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Local úmido, próximo de riacho, bráctea vermelha, tépalas verde amareladas, antera amarelo limão, no local bastante Euterpe e Geonoma",NA,NA,"1326","1986","04","09","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2019-11-21 10:07:04-03","IBt","SP","30997","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kirizawa, M","Lemos, C","1933","09","25","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Inflorescência vermelha",NA,NA,"s.n.","1986","04","09","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
