"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"351","2014-04-30 12:56:00-03","MO","MOBOT","3137924","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.v.d. Werff","Julio A. Lombardi|A. Salino|J.R. Stehmann","Lombardi 5014","2003","1","29","South America","Brazil","Minas Gerais",NA,"São Goncalo do Rio Abaixo-MG. Estacão Ambiental de Peti-CEMIG, estrada para o Mirante do Cruzeiro.","-43.36833","-19.88944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2014-12-13 22:26:00-02","MO","MOBOT","3138157","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.v.d. Werff","R.C. da Mota","Mota 1171","2000","12","17","South America","Brazil","Minas Gerais",NA,"Catas Altas: Serra do Caraca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2011-03-03 13:42:00-03","MO","MOBOT","3138728","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.v.d. Werff","Julio A. Lombardi","Lombardi 4545","2002","2","19","South America","Brazil","Minas Gerais",NA,"São Goncalo do Rio Preto-MG. Parque Estadual do Rio Preto, trilha do alojamento até o Córrego das Eguas. 21'53W.","-43.34333","-18.12222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2014-04-30 13:52:00-03","MO","MOBOT","3141365","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.v.d. Werff","Julio A. Lombardi|A. Salino|R.C. da Mota|T.E. Almeida|P.L. Viana","Lombardi 5672","2004","11","29","South America","Brazil","Minas Gerais",NA,"Almenara-MG. Fazenda Limoeiro.",NA,NA,NA,NA,NA,NA,"836.00000000","720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2016-04-12 05:45:00-03","MO","MOBOT","3141639","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.v.d. Werff","Leonardo M. Versieux|et al.","Versieux 69","2001",NA,NA,"South America","Brazil","Minas Gerais",NA,"Lima: RPPN Mata do Jambreiro. Centro de Educacão Ambiental da MBR.","-43.8822223","-19.9847222",NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"356","2008-05-27 22:02:00-03","MO","MOBOT","3141751","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.v.d. Werff","J.M. Silva","Silva 3777","2003","10","27","South America","Brazil","Paraná",NA,"Guaricana (Mun. São José dos Pinhais).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2008-05-27 22:02:00-03","MO","MOBOT","3432076","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H. van der Werff","A.O. Moraes","Moraes 282","2006","8","25","South America","Brazil","Bahia",NA,"Morro do Chapéu: Subida do tombador. Vegetação antropizada.","-40.86111","-11.67527",NA,NA,NA,NA,"953.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2008-05-27 22:02:00-03","MO","MOBOT","3434145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H. van der Werff","J.M. Silva","Silva 4722","2006","3","8","South America","Brazil","Paraná",NA,"Jardim Botânico (Mun. Curitiba). Capão com araucária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2008-05-27 22:02:00-03","MO","MOBOT","3434156","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H. van der Werff","O.S. Ribas","Ribas 7028","2005","10","26","South America","Brazil","Paraná",NA,"Colônia João XXIII (Mun. Bocaiúva do Sul). Margem da estrada. Floresta ombrófila densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2008-05-27 22:02:00-03","MO","MOBOT","3434334","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H. van der Werff","O.S. Ribas","Ribas 7181","2006","4","10","South America","Brazil","Paraná",NA,"Serra Ibitiraquire, trilha para o Pico Caratuva (Mun. Campina Grande do Sul). Encosta do morro; encosta atlântica da Serra do Mar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2008-05-27 22:02:00-03","MO","MOBOT","53780","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","R. Vasquez (AMAZ)","Martín E. Timaná","Timaná 1859","1991","6","28","South America","Peru","Madre de Dios","Tambopata","Las Piedras. Cusco Amazónico, Inventario Permanente. Plantas en trocha de cazadores.","-69.05","-12.48333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","5"
"362","2020-11-10 04:40:00-03","MO","MOBOT","100874492","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Pedro L. R. de Moraes|H. van der Werff|Lukas H. Daneu","Moraes 4403","2014","12","6","South America","Brazil","Bahia","Itacaré","RPPN Capitão.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,"1"
"363","2020-11-10 04:40:00-03","MO","MOBOT","100874520","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Pedro L. R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4652","2015","1","25","South America","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,"1"
"364","2020-11-10 04:40:00-03","MO","MOBOT","100874546","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Pedro L. R. de Moraes|H. van der Werff","Moraes 4870","2015","2","21","South America","Brazil","Minas Gerais","Ouro Preto","Estrada para Antonio Pereira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,"1"
"365","2020-11-10 04:40:00-03","MO","MOBOT","100878676","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Pedro L. R. de Moraes|H. van der Werff","Moraes 4876","2015","2","21","South America","Brazil","Minas Gerais","Ouro Preto","Estrada para Antonio Pereira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,"1"
"366","2015-10-22 10:02:57-02","UNIOESTE","UNOP","5019","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Werff, H. van der","Silva, J.M.; Costa, E.F.; Costa, E.F.","4722","2006","03","08",NA,"Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,"Árvore 11m, flor creme. Capão com araucária.",NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"367","2020-07-10 09:46:37-03","MBML","MBML-HERBARIO","8900",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","cf. nutans","Ocotea cf. nutans","(Nees) Mez","J. Rohwer/Set.2011","L. Kollmann; E. Bausen & W. Pizziolo","822","1998","10","28",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"Mata de encosta. Arvoreto 6m. DAP 7cm. Fuste 5m. Flores brancas.","MBML008900","MBML008900",NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","39834",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","P. Moraes/Set.2011","A. M. Assis; A. P. Fontana, K. F. O. Faria, C. Esgario, Valdemar Pagung","1123","2005","11","27",NA,"Brasil","Espírito Santo","Santa Leopoldina","Propriedade Família Balbino - Timbuí Seco","-40.584444","-20.043611",NA,"Arbusto 3 m. Frutos verdes. Encosta. Afloramento rochoso. Moitas arbustivo/herbáceas e Mata baixa sobre solo raso.","MBML039834","MBML039834",NA,NA,"40W35'4","20S2'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","51910",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","J. Gurtler/2018","R.G.B. Silva; J.L. Costa Lima","746","2017","03","21",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante","-40.432778","-18.7825",NA,"Árvore ca de 5m alt., folha verde. Inflorescência amarelada. Habitat: Floresta estacional semidecidual","MBML051910","MBML051910","170","170","40W25'58","18S46'57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","6061",NA,"Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H. Van der Werff/Nov.1990","P. C. Vinha","809","1990","05","07",NA,"Brasil","Espírito Santo","Vitória","Reserva Ecológica de Camburi","-40.3377990722656","-20.3194007873535",NA,"Árvore com 7,00m.","MBML006061","MBML006061",NA,NA,NA,NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA
"371","2021-01-09 21:48:35-03","UNICENTRO","HUCO","2048","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Brotto, M.L.","Martins, E.; et al.; et al.","3","2010","10","15",NA,"Brasil","Paraná","Imbituva","Fazenda Lageado","-50.6044006347656","-25.2299995422363",NA,"Com flor e fruto; DESC: Com flor e fruto","HUCO002048",NA,NA,NA,NA,NA,NA,"2017","08","15","24222","auto",NA,NA,NA,NA,NA
"372","2021-03-15 09:30:43-03","UFRB","HURB","3131","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Ness) Mez","J.B. Baitello","Cervi, A.C.","3070","1990","04","03",NA,"Brasil","Paraná","Curitiba","Centro Politécnico, em capão;","-49.2731018066406","-25.4277992248535",NA,NA,"HURB000003131",NA,NA,NA,NA,NA,NA,"1997","12","15","25180","auto",NA,NA,NA,NA,NA
"373","2021-03-04 11:05:32-03","UFRB","HURB","3092","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Ness) Mez","J.B. Baitello","Souza, L.R.M.",NA,"1998","07","21",NA,"Brasil","Paraná","Ventania","Fazenda Santa Inês; borda da água","-50.2428016662598","-24.2458000183105",NA,NA,"HURB000003092",NA,NA,NA,NA,NA,NA,"1999","01","18","32424","auto",NA,NA,NA,NA,NA
"374","2020-06-15 15:30:57-03","UNESP-RC","HRCB","23589","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez",NA,"Mello-Silva",NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí","Serra do Japi, trilha do mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"375","2020-06-15 15:30:57-03","UNESP-RC","HRCB","57703","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","van der Werff, H.","Folli, D.A.","831","1989","01","09",NA,"Brasil","Bahia","Porto Seguro","Reserva Florestal de Porto Seguro - CVRD","-39.0647010803223","-16.4496994018555",NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 19m, fuste 12m, cap fuste 53,09cm, diâmetro copa 3m. Fruto imaturo verde, seiva incolor, descamação em placas. <ll>dwc_commonname:</ll> canela lopes",NA,NA,NA,NA,NA,NA,NA,"1996","05","21","68835","auto",NA,NA,NA,NA,NA
"376","2020-06-15 15:30:57-03","UNESP-RC","HRCB","67955","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Ness) Mez","Moraes, P.L.R.","Grillo, R. M. M.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"377","2020-06-15 15:30:57-03","UNESP-RC","HRCB","47356","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Lombardi","6605","2007","05","18",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.935778","-23.230444",NA,"Arbusto ca. 1,2m, folhas cartáceas, flores creme, frutos imaturos verdes.",NA,NA,"985","985","46º56'08.8W","23º13'49,6S",NA,"2009","06","30",NA,NA,NA,NA,NA,NA,NA
"378","2020-06-15 15:30:57-03","UNESP-RC","HRCB","47403","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Lombardi","6652","2007","05","19",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.933333","-23.216667",NA,"Árvore ca. 6m, folhas cartáceas, cúpula verde-ocre, frutos imaturos verdes.",NA,NA,"1000","1000","46º56'W","23º13'S",NA,"2009","06","30",NA,NA,NA,NA,NA,NA,NA
"379","2020-06-15 15:30:57-03","UNESP-RC","HRCB","48965","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.L.R.","Lombardi","7025","2007","12","04",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.935778","-23.230444",NA,"Arbusto ca. 2m, folhas cartáceas, cúpula vermelha, frutos imaturos verdes, maduros pretos.",NA,NA,"850","850","46º56'08.8W","23º13'49,6S",NA,"2009","06","30",NA,NA,NA,NA,NA,NA,NA
"380","2020-06-15 15:30:57-03","UNESP-RC","HRCB","50292","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Santos, L.B.","72","2008","09","16",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.935778","-23.230556",NA,"Arbusto, 2m de altura, ramo liso e brilhante, folhas cartáceas, frutos imaturos verdes.",NA,NA,"1020","1020","46º56'08.8W","23º13'50S",NA,"2009","06","30",NA,NA,NA,NA,NA,NA,NA
"381","2020-06-15 15:30:57-03","UNESP-RC","HRCB","54466","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Popovkin, A.V.","642","2009","12","23",NA,"Brasil","Bahia","Entre Rios","Imbé","-38","-12.05",NA,"Tree 5m. Fruits green.",NA,NA,NA,NA,"38º00'W","12º03'S",NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-06-15 15:30:57-03","UNESP-RC","HRCB","54467","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2680","2009","07","14",NA,"Brasil","Bahia","Jacobina","Cachoeira Véu de Noiva","-40.511667","-11.176111",NA,"Árvore 3m. Flores amareladas.",NA,NA,"670","670","40º30'42W","11º10'34S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-06-15 15:30:57-03","UNESP-RC","HRCB","54485","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Popovkin, A.V.","668","2010","02","24",NA,"Brasil","Bahia","Entre Rios","Fazenda Rio do Negro","-38","-12.05",NA,"Tree 5m. Fruits green.",NA,NA,NA,NA,"38º00'W","12º03'S",NA,"2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55016","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2678","2009","07","14",NA,"Brasil","Bahia","Jacobina","Cachoeira Véu de Noiva","-40.511667","-11.176111",NA,"Árvore 2m. Flores amareladas.",NA,NA,"670","670","40º30'42W","11º10'34S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55018","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2688","2009","07","15",NA,"Brasil","Bahia","Jacobina","Cachoeira do Anibal","-40.493889","-11.203333",NA,"Árvore, 2,5m. Flores amarelas.",NA,NA,"479","479","40º29'38W","11º12'12S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55019","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2687","2009","07","15",NA,"Brasil","Bahia","Jacobina","Cachoeira dos Alves","-40.505833","-11.0925",NA,"Árvore 3m. Flores amareladas.",NA,NA,"521","521","40º30'21W","11º05'33S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55020","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2679","2009","07","14",NA,"Brasil","Bahia","Jacobina","Cachoeira Véu de Noiva","-40.511667","-11.176111",NA,"Árvore, 2,5m. Flores amareladas.",NA,NA,"670","670","40º30'42W","11º10'34S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55021","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2681","2009","07","14",NA,"Brasil","Bahia","Jacobina","Cachoeira Véu de Noiva","-40.501111","-11.331389",NA,"Árvore 5m. Flores amareladas.",NA,NA,"650","650","40º30'04W","11º19'53S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55022","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2683","2009","07","14",NA,"Brasil","Bahia","Jacobina","Cachoeira Véu de Noiva","-40.498889","-11.333889",NA,"Árvore 2m. Flores amareladas.",NA,NA,"688","688","40º29'56W","11º20'02S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-06-15 15:30:57-03","UNESP-RC","HRCB","45143","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Lombardi","6457","2006","10","19",NA,"Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.083333","-23.2",NA,"Arvoreta tombada, folhas coriáceas, cúpula vermelha, frutos imaturos verdes, maduros pretos.",NA,NA,"1020","1020","46º05'W","23º12'S",NA,"2009","06","30",NA,NA,NA,NA,NA,NA,NA
"391","2020-06-15 15:30:57-03","UNESP-RC","HRCB","55017","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P.","Moraes, P.L.R. de","2692","2009","07","15",NA,"Brasil","Bahia","Jacobina","Paulista","-40.445556","-11.006667",NA,"Árvore 3m. Flores amarelas.",NA,NA,"482","482","40º26'44W","11º00'24S",NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-06-15 15:30:57-03","UNESP-RC","HRCB","33119","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","van der Werff, H.","Silva, J.M.","1966","1997","09","18",NA,"Brasil","Paraná","Tijucas do Sul","Matulão, Rio do Fojo","-49.1988983154297","-25.9281005859375",NA,"Árvore, 10m, fruto esverdeado.",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"25228","auto",NA,NA,NA,NA,NA
"393","2018-10-09 16:31:35-03","UFLA","ESAL","24489","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P","Cândido, ES; Scalon, VR; Silva, JL; de","201","2009","09","04",NA,"Brasil","Minas Gerais","Mariana","P.E.Itacolomi, Serrinha","-43.4160995483398","-20.377799987793",NA,"Doação OUPR 24; Subarbusto, 90cm. Frutos vinhos-avermelhados. Sépalas enegrecidas. Local úmido.; Campo rupestre quartzítico",NA,NA,NA,NA,NA,NA,NA,"2011","12",NA,"33524","auto",NA,NA,NA,NA,NA
"394","2017-11-24 14:11:11-02","UFLA","ESAL","13024","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","L.Cézanne","Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,"árvore; 8,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA
"395","2019-06-10 10:10:57-03","FZB-BH","BHZB","7634","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans",NA,"Rezende, SG.","Rezende, S.G.","2651","2008","05","07",NA,"Brasil","MG","Barão de Cocais","Mina de Gongo Soco, região da barragem","-43.603056","-19.974722",NA,"BHCB 123760. Doada pela SETE Soluções Consultoria. Lat. 19° 58' 29'' S; Long. 43° 36' 11'' O; 868m. Outro coletor: Pena, FSR. & Neves, GS. & Mendes, MS.",NA,NA,"868","868","43W 36' 11''","19S 58' 29''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-06-10 10:10:57-03","FZB-BH","BHZB","11347","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans",NA,NA,"Rezende, S.G.","5096","2015","07","29",NA,"Brasil","MG","Mariana","Região do distrito de Camargos","-43.4160995483398","-20.377799987793",NA,"unicata",NA,NA,"800","800","43° 23' 00''","20 °15' 49''",NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"397","2019-06-10 10:10:57-03","FZB-BH","BHZB","7199","S","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans",NA,NA,"Rezende, S.G et al.","2494","2008","02","25",NA,"Brasil","MG","Mariana","Região da Mina de Fabrica Nova","-43.432222","-20.197222",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 123602. Outros coletores: Mendes, M.S. Pena, F.S.R. Neves, G.S. Lat: 20º 11' 50 S, Long: 43º 25' 56 W; Alt: 1011 m.",NA,NA,"1011","1011","43W 25' 56","20S 11' 50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2021-02-04 10:27:48-03","UFRPE","HST","19597","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","P.Moraes","A.V.Popovkin","642","2009","12","23",NA,"Brasil","Bahia","Entre Rios","Imbé","-38","-12.05",NA,"Tree 5 m; frut green.","HST019597",NA,NA,NA,"38W0'","12S3'",NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA
"399","2021-02-04 10:27:48-03","UFRPE","HST","17875","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","H.Van Der Werf, P.L.R.de Moraes","B.Stannard; M.L.Guedes, E.Woodgyver","PCD 2621","1996","03","29",NA,"Brasil","Bahia","Jacobina","Cachoeira do Aníbal","-40.495833","-11.201111",NA,"Arbusto ca. 2 m alt.; folhas discolores; frutos imaturos verdes e maduros vináceos. Ocasional.","HST017875",NA,"980","980","40W29'45''","11S12'4''",NA,"2009","09","02",NA,NA,NA,NA,NA,NA,NA
"400","2021-02-25 10:12:40-03","CVRD","CVRD","2129","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Henk van der Werff","Folli, D.A.","831","1989","01","09","América do Sul","BRASIL","BA","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Canela lopes","CVRD002129",NA,NA,NA,NA,NA,"Magnoliopsida","1996","05","21","68835","auto",NA,NA,NA,NA,NA
"401","2021-03-01 11:47:22-03","UFPE","UFP","65526","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, PLR","Souza, JAN; Chagas, MA","294","2008","11","30",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.971014","-7.705731",NA,"Árvore aprox. 2,9m de altura. Frutos arredondados.","UFP065526",NA,"100","100","-34.971014","-7.705731",NA,"2014","02","13",NA,NA,NA,NA,NA,NA,NA
"402","2021-03-01 11:47:22-03","UFPE","UFP","70702","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","nutans","Ocotea nutans","(Nees) Mez","Moraes, P","Fontana, AP; Carvalho-Sobrinho, J; Araújo, JR; et al.","6347","2010","01","26",NA,"Brasil","Bahia","Jacobina",NA,"-40.502861","-11.332306",NA,"Arbusto, aprox. 3m. frutos imaturos verdes com cálice avermelhado.; Caatinga.","UFP070702",NA,"631","631","-40.502861","-11.332306",NA,"2014","02","12",NA,NA,NA,NA,NA,NA,NA
