"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"12","2021-03-24 17:10:04-03","UFES","SAMES","5503","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Coelho,R.; Ribeiro,I.O.;Giaretta,A.O.;Monteiro,M.M.;Lopes,L.C.M.","32","2009","07","05",NA,"Brasil","Espírito Santo","Bairro Liberdade. Área entre cordoes com vegetaçao de mata inundavel.Estrada de terra adjacente à uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus - Guriri.",NA,"Com frutos verdes. Habito: Liana","SAMES05503",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-24 17:10:04-03","UFES","SAMES","8045","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","M. Ribeiro","Tressmann,L.K.; Ribeiro,I.F.;Weider,V.;Silva,T.;Menezes,L.F.T.","13","2017","07","28",NA,"Brasil","Espírito Santo","Estação da Petrobras, Jazida Inhambú.",NA,"Frutos roxos, caule espinhoso, trepadeira, fruto carnoso; na carpoteca. Habitat: Floresta de Mussununga Habito: Mussununga","SAMES08045",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"2019","-398777778.0","-188947222.0","56510","auto","05","23",NA,NA,NA,NA,NA
"14","2021-03-24 17:10:04-03","UFES","SAMES","5502","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Giaretta,A.O.","162","2008","01","10",NA,"Brasil","Espírito Santo","Mata Alta de tabuleiros - entrada ao lado do posto Petrobrás, próximo ao km 78 da br 101.",NA,"Flores creme e frutos enegrecidos. Habito: Liana","SAMES05502",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-24 17:10:04-03","UFES","SAMES","5464","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","M. Ribeiro","Pereira,O.J.; Menezes,L.F.T.;Martins,R.F.A.;Giaretta,A.O.","7468","2007","03","29",NA,"Brasil","Espírito Santo","Degredo. Vegetação de restinga. Mata de cordão arenoso não inundável. Sítio do Chiquinho (Fazenda Ralph).",NA,"Frutos verdes, base do caule avermelhado.","SAMES05464",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2019",NA,NA,"48094","auto","05","23",NA,NA,NA,NA,NA
"16","2019-08-20 10:01:49-03","UNICAMP","UEC","149393","S","Plantae","Liliopsida",NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Torres, RB","Torres, RB; Figueiredo, N; Oliveira, AR","67","1986","10","30",NA,"Brazil","São Paulo","Estação Ecológica de Angatuba. Mata Secundária.",NA,"Trepadeira. Flores esverdeadas. Japecanga.","UEC006795","UEC006795","Angatuba","-48.586833","-23.710997",NA,NA,"1988","-48.586833","-23.710997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:01:49-03","UNICAMP","UEC","17453","S","Plantae","Liliopsida",NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Andreata, RHP","Davis, PH; Giulietti, AM; et al.","D.60500","1976","09","03",NA,"Brazil","São Paulo","Santos-Santo Andre road., Rain forest.",NA,"Woody climber.","UEC006796","UEC006796","Paranapiacaba",NA,NA,"800","800","1985",NA,NA,NA,NA,"01","31",NA,NA,NA,NA,NA
"18","2020-04-27 16:11:45-03","UFES","VIES","37045","S","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1629","2013","02","02",NA,"Brasil","Espírito Santo","Parque Estadual de Mata das Flores.",NA,NA,"VIES037045","VIES037045","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"2013",NA,NA,"23588","auto","04","20",NA,NA,NA,NA,NA
"19","2020-04-27 16:11:45-03","UFES","VIES","37046","S","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1544","2012","12","17",NA,"Brasil","Espírito Santo","Parque Estadual de Mata das Flores.",NA,NA,"VIES037046","VIES037046","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"2013",NA,NA,"23588","auto","04","20",NA,NA,NA,NA,NA
"20","2020-04-27 16:11:45-03","UFES","VIES","27609","S","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Andreata, R.","Farney, C.; Araújo, D.S.D.; Menezes, L.F.T.; Ribeiro, R.D. & Silva, J.C.","4780","2007","07","06",NA,"Brasil","Espírito Santo","Lajinha.",NA,NA,"VIES027609","VIES027609","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"2012",NA,NA,"41644","auto","02","13",NA,NA,NA,NA,NA
"21","2015-09-03 20:02:51-03","MNHN","RECOLNAT_MNHN_P","P02060636","PreservedSpecimen",NA,NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02060636' target='other'> <mi>dwc_moreinfo</mi></a>","P02060636","P02060636_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-03 20:02:51-03","MNHN","RECOLNAT_MNHN_P","P02060637","PreservedSpecimen",NA,NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02060637' target='other'> <mi>dwc_moreinfo</mi></a>","P02060637","P02060637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-03 20:02:51-03","MNHN","RECOLNAT_MNHN_P","P02060638","PreservedSpecimen",NA,NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02060638' target='other'> <mi>dwc_moreinfo</mi></a>","P02060638","P02060638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","3029756","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Regina Andreata","SUCRE","SUCRE 5233","1969","6","9","South America","Brazil",NA,"Estado da Guauabara, mata alagdica do lado monte da Pedra de Stainha, Restinga de Jacarepajuá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-10-06 11:15:00-03","MO","MOBOT","613833","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","J. R. Botina-P. (CUVC)","Ariane L. Peixoto|et al.","Peixoto 3467","1985","2","4","South America","Brazil","Espírito Santo","Santa Tereza, Estrada de Sta. Tereza a Nova Lombardia, sitio do Sr. Alcebiades. Alt. 700 a 750 m.",NA,NA,NA,NA,NA,"-40.6","-19.91666","700.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,"85-21","2",NA,NA,NA
"26","2020-08-31 09:20:05-03","INPA","INPA","140090","S","Plantae","Monocotyledon","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Andreata, RHP","Sucre, D","5233","1965","06","09","Southern America","Brasil","Rio de Janeiro","Mata alagadiça do lado norte da Pedra de Itaúna, Restinga de Jacarepaguá.",NA,NA,"INPA0140090","INPA0140090 INPA0140090_e",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","1705",NA,"Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","H.Q.B.Fernandes & Demuner/2000","W. Boone","797","1985","10","01",NA,"Brasil","Espírito Santo","Penha, Propriedade do Tabajará",NA,"Cipó, folha com pecíolo castanho, inflorescência bege-esverdeada, ciófilo, mata.","MBML001705",NA,"Santa Teresa","-40.5625","-19.951667",NA,NA,NA,"40W33'45","19S57'6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","30723",NA,"Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","R. H. P. Andreata/2010","J. Rossini; L. C. Rossini","640","2007","05","31",NA,"Brasil","Espírito Santo","Mata Fria, Terreno do Sr. João Loss, após fábrica da polpa de frutas.",NA,"Liana a 1,5 m. Frutos roxos.","MBML030723",NA,"Santa Teresa","-40.7","-19.931111",NA,NA,NA,"40W41'60","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","30914",NA,"Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","R. H. P. Andreata/2010","R.R. Vervloet; V. Demuner, E. Bausen","3138","2007","08","02",NA,"Brasil","Espírito Santo","Santa Luzia. Firmino",NA,"Liana, frutos imaturos de cor verde, maduros de cor vinho.","MBML030914",NA,"Governador Lindenberg","-40.463333","-19.275833","350","350",NA,"40W27'48","19S16'33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","37999",NA,"Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","A. M. Assis/28-03-2008","A. M. Assis; Valdir G. Demuner","1350","2008","01","25",NA,"Brasil","Espírito Santo","Fazenda do Ouvidor - Usina Paineiras. Fragmento 125 ha (altitude 20-100 m). Acesso pela Rodovia ES-490, entrada à esquerda, 2,5 km após o trevo da SAFRA, em direção à Marataízes",NA,"Liana. Flores avermelhadas. Interior da Mata. Fundo de vale. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML037999",NA,"Itapemirim","-41.045556","-20.931667",NA,NA,NA,"41W2'44","20S55'54",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","8787",NA,"Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","H.Q.B.Fernandes & Demuner/2000","L. Kollmann; E. Bausen & W. Pizziolo","1179","1998","12","02",NA,"Brasil","Espírito Santo","São Lourenço, Mata Fria",NA,"Mata de encosta. Trepadeira caída. Frutos verdes.","MBML008787",NA,"Santa Teresa","-40.683611","-19.931111",NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","9570",NA,"Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","R. H. P. Andreata/2010","L. Kollmann; E. Bausen & W. Pizziolo","1722","1999","01","27",NA,"Brasil","Espírito Santo","São Lourenço, Mata Fria",NA,"Trepadeira no sol. Frutos verdes.","MBML009570",NA,"Santa Teresa","-40.683611","-19.931111",NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-25 10:11:30-03","CVRD","CVRD","6003","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Regina Helena P. Andreata","Folli, D.A.","3250","1998","09","19","América do Sul","BRASIL","ES","Área RFL 133/98",NA,"<ll>dwc_commonname:</ll> Japecanga roxa","CVRD006003","CVRD006003","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2000",NA,NA,"48094","auto","01","23",NA,NA,"Liliopsida",NA,NA
"34","2021-02-25 10:11:30-03","CVRD","CVRD","10900","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Paula-Souza, J. & Paciencia, M.","Paciencia, M.B.","2336","2006","04","06","América do Sul","BRASIL","ES","Taxonomia de Campo USP, UNICAMP, ESAlq",NA,"liana de 2,30m alt; frutos imaturos verdes <ll>dwc_commonname:</ll> Japecanga roxa","CVRD010900",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2006",NA,NA,"48094","auto","04","14",NA,NA,"Liliopsida",NA,NA
"35","2021-02-25 10:11:30-03","CVRD","CVRD","12003","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Domingos A. Folli","Folli, D.A.","6213","2008","10","20","América do Sul","BRASIL","ES",NA,NA,"Coleta de Solo <ll>dwc_commonname:</ll> Japecanga roxa","CVRD012003",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2008",NA,NA,"48094","auto","10","20",NA,NA,"Liliopsida",NA,NA
"36","2021-02-25 10:11:30-03","CVRD","CVRD","11534","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Valeriano, D.D.","Rando, J.G.","215","2006","04","08","América do Sul","BRASIL","ES","Taxonomia de Campo USP, UNICAMP, ESAlq",NA,"Liana. Frutos imaturos verdes <ll>dwc_commonname:</ll> Japecanga roxa","CVRD011534",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2006",NA,NA,"48094","auto","04","08",NA,NA,"Liliopsida",NA,NA
"37","2021-02-25 10:11:30-03","CVRD","CVRD","15327","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Domingos A. Folli","Folli, D.A.","7384","2015","07","24","América do Sul","BRASIL","MG",NA,NA,"<ll>dwc_commonname:</ll> Japecanga roxa","CVRD015327","CVRD015327","Nanuque","-40.3539009094238","-17.8391990661621","220","220","2015",NA,NA,"46980","auto","07","24",NA,NA,"Liliopsida",NA,NA
"38","2020-09-12 05:00:02-03","US","US","3348175","PreservedSpecimen","Plantae",NA,"Liliales","Liliaceae (Smilacaceae)","Smilax","spicata","Smilax spicata","Vell.",NA,"G. M. Barroso","4827","1977","1","8","South America - Neotropics","Brazil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro",NA,NA,"US01327078","US01327078_01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"1","Monocotyledonae",NA,NA
"39","2021-03-15 18:30:10-03","USP","SPF","64967","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","colossea","Smilax colossea","Toledo",NA,"Hoehne, FC","s.n.","1918","03","04",NA,"Brasil","São Paulo","Alto da Serra",NA,"Voluvel vel scandente, fl. verm. est. alvos.","SPF00064967",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,"isotype",NA
"40","2020-07-23 12:22:56-03","CEPLAC","CEPEC","138871","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata",NA,"R. Andreata","C. Farney","4780",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"CONCEIÇÃO DA BARRA","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-07-23 12:22:56-03","CEPLAC","CEPEC","38404","PreservedSpecimen","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata",NA,"R. P. Andreata","D. Sucre","5233","1969","06","09",NA,"Brasil","Rio de Janeiro","Ao N da Pedra de Itauna. Restinga de Jacarepagua.",NA,NA,NA,NA,"saquarema","-42.5102996826172","-22.9200000762939",NA,NA,NA,"0*0'0","0*0'0","17036","auto",NA,NA,NA,NA,NA,NA,"13/01/1986"
"42","2021-03-04 15:42:04-03","IF","SPSF","45353","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","R.T.Polisel","R.T.Polisel & N.M.Ivanauskas & M.C.Assis & R.P.M.Souza & R.Esteves","1030","2006","08","04","América do Sul","Brasil","SP","P.E.C.J",NA,"COLETA: Trepadeira. Material-testemunho das coletas de mestrado de Rodrigo Trassi Polisel.; GEOGRAFIA: Trilha da cachoeira, área de fitossociologia (SAD 69, Zona 23k).;",NA,NA,"Campos do Jordão","-45.590833","-22.738889",NA,NA,"2006",NA,NA,NA,NA,"11","30",NA,NA,"Liliopsida",NA,NA
"43","2021-03-04 15:42:04-03","IF","SPSF","07808","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata",NA,NA,"J.R.Guillaumon",NA,"1981","05","20","América do Sul","Brasil","SP","Usina Itatinga",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Serra do Mar&nf;;",NA,NA,"Bertioga","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,"Liliopsida",NA,NA
"44","2021-03-04 15:42:04-03","IF","SPSF","28344","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Smilacaceae","Smilax","spicata","Smilax spicata",NA,NA,"J.A.Pastore & C.Moura","1082","2001","08","17","América do Sul","Brasil","SP","P.E.Xixová-Japuí",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira, mata de encosta&nf;;",NA,NA,"São Vicente","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,"Liliopsida",NA,NA
"45","2019-11-21 10:19:21-03","IBt","SP","1588","S","Plantae",NA,NA,"Smilacaceae","Smilax","colossea","Smilax colossea","Toledo","Toledo, JF","Hoehne, FC","s.n.","1918","03","04",NA,"Brasil","São Paulo","Alto da Serra",NA,"Vol·vel escandente. Masculina, flor vermelha, estames alvos&nf;= Smilax spicata Vell., Andreata, R.H.P., 7/1980","SP003005","SP003005","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"1944",NA,NA,"27258","auto","11","21",NA,NA,NA,"Holotype",NA
"46","2021-02-18 08:31:31-03","IBt","SP","7389","S","Plantae",NA,NA,"Smilacaceae","Smilax","colossea","Smilax colossea","Toledo",NA,"Kuhlmann, M","s.n.","1946","02",NA,NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-05-07 17:16:20-03","IBt","SP","266204","S","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Lima, HC","3563","1989","04","21",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-30 07:49:01-03","IBt","SP","442434","S","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.",NA,"Villagra, BLP","326","2010","09",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:19:21-03","IBt","SP","369266","S","Plantae",NA,NA,"Smilacaceae","Smilax","spicata","Smilax spicata","Vell.","Kirizawa, M","Kirizawa, M","3462","2004","03","25",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,"Mata de encosta pluvial, trilha dos palmiteiroa, perto do rio entre dois morros, local úmido, escandente, sem gavinhas na parte inferior de caule tetrágono, alado, aculeado, folhas carnosas, verde escuras",NA,NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"2004",NA,NA,"27258","auto","03","30",NA,NA,NA,NA,NA
