"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","fieldNumber","preparationType","typeStatus","individualCount","infraspecificEpithet"
"11","2020-12-21 16:15:12-03","MBM","MBM","185957","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.","1964","10","09","Southern America","Brazil","Campo Largo",NA,"MBM185957",NA,NA,"Hatschbach, G.",NA,NA,NA,"537","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762","53742","auto",NA,NA,NA,NA,NA
"12","2020-12-21 16:15:12-03","MBM","MBM","185962","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.; et al.; et al.","1964","11","19","Southern America","Brazil","Capão da Imbuia",NA,"MBM185962",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"959","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"13","2020-12-21 16:15:12-03","MBM","MBM","185963","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.","1974","11","08","Southern America","Brazil","Capão da Imbuia",NA,"MBM185963",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"5439","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"14","2020-12-21 16:15:12-03","MBM","MBM","185965","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.; et al.; et al.","1966","11",NA,"Southern America","Brazil","Pinheirinho",NA,"MBM185965",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"2049","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"15","2020-12-21 16:15:12-03","MBM","MBM","30076","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Kummrow, R.","1974","01","30","Southern America","Brazil","Rio Atuba",NA,"MBM030076","MBM030076",NA,"Hatschbach, G.",NA,NA,NA,"199","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"16","2020-12-21 16:15:12-03","MBM","MBM","184498","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Poliquesi, C.B.; Silva, J.M.; Silva, J.M.","1995","10","12","Southern America","Brazil","Passo do Pupo",NA,"MBM184498","MBM184498",NA,"Hatschbach, G.",NA,NA,NA,"475","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","auto",NA,NA,NA,NA,NA
"17","2020-12-21 16:15:12-03","MBM","MBM","7127","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hatschbach, G.","1967","10","03","Southern America","Brazil","Rio Canguiri",NA,"MBM007127","MBM007127",NA,"Hatschbach, G.",NA,NA,NA,"17271","Paraná","Colombo","-49.2242012023926","-25.2917003631592","13536","auto",NA,NA,NA,NA,NA
"18","2020-12-21 16:15:12-03","MBM","MBM","185958","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.","1967","10","09","Southern America","Brazil","Capão da Imbuia",NA,"MBM185958",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"2586","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"19","2020-12-21 16:15:12-03","MBM","MBM","185960","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.; et al.; et al.","1964","10","16","Southern America","Brazil","Capão da Imbuia",NA,"MBM185960",NA,NA,"Hatschbach, G.",NA,NA,NA,"568","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"20","2020-12-21 16:15:12-03","MBM","MBM","185964","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.","1975","10","17","Southern America","Brazil","Capão da Imbuia",NA,"MBM185964",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"6071","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"21","2020-12-21 16:15:12-03","MBM","MBM","185967","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.; et al.; et al.","1966","10","10","Southern America","Brazil","Capão da Imbuia",NA,"MBM185967",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"1877","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"22","2020-12-21 16:15:12-03","MBM","MBM","26986","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hatschbach, G.","1972","10","31","Southern America","Brazil","Johanisdorf",NA,"MBM026986","MBM026986",NA,"Hatschbach, G.",NA,NA,NA,"30593","Paraná","Lapa","-49.7158012390137","-25.7696990966797","49965","auto",NA,NA,NA,NA,NA
"23","2020-12-21 16:15:12-03","MBM","MBM","8833","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hatschbach, G.","1968","10","31","Southern America","Brazil","Fazenda Padre Inácio",NA,"MBM008833","MBM008833",NA,"Cabrera, A.L.; Zardini",NA,NA,NA,"20156","Paraná","Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA
"24","2020-12-21 16:15:12-03","MBM","MBM","310293","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Silva, J.M.; Barboza, E.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.","2005","11","10","Southern America","Brazil","Fazenda Santa Rita","Xilopodífera, capítulo amarelo. Campo recém queimado","MBM310293","MBM310293",NA,"Nakajima, J.","2009","09",NA,"4467","Paraná","Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:15:12-03","MBM","MBM","290066","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Silva, J.M.; Lucas, E.; Sakuragui, C.M.; Lucas, E.; Sakuragui, C.M.","2003","10","28","Southern America","Brazil","Recanto dos Papagaios",NA,"MBM290066","MBM290066",NA,"Hatschbach, G.",NA,NA,NA,"3785","Paraná","Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA
"26","2020-12-21 16:15:12-03","MBM","MBM","113647","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hatschbach, G.; Souza, A.; Souza, A.","1986","11","28","Southern America","Brazil","Rod. BR-277, Rio Papagaios",NA,"MBM113647","MBM113647",NA,"Hatschbach, G.",NA,NA,NA,"50833","Paraná","Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:15:12-03","MBM","MBM","159588","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Buffrem, A.; Ziller, S.R.; Ziller, S.R.","1992","12","04","Southern America","Brazil","Próximo ao Rio Iraí",NA,"MBM159588","MBM159588",NA,"Hatschbach, G.",NA,NA,NA,"12","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:15:12-03","MBM","MBM","185966","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Dombrowski, L.T.","1978","08","17","Southern America","Brazil","Lagoa Dourada",NA,"MBM185966",NA,NA,"Dombrowski, L.T.",NA,NA,NA,"9668","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:15:12-03","MBM","MBM","395738","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","11","03","Southern America","Brazil","Rodovia BR 277, margem da rodovia","Folhas verdes claras. Escapo verde se tornando gradativamente acastanhado. Capítulos amarelos.; Campo.","MBM395738","MBM395738",NA,"Barboza, E.","2015","04","14","1875","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586","14684","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:15:12-03","MBM","MBM","39756","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hatschbach, G.","1946","10","20","Southern America","Brazil","Borda do Campo, Passo do Cercado",NA,"MBM039756","MBM039756",NA,"Barroso, G.M.",NA,NA,NA,"535","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375","17116","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:15:12-03","MBM","MBM","27005","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hatschbach, G.","1972","11","15","Southern America","Brazil","Roseira",NA,"MBM027005","MBM027005",NA,"Hatschbach, G.",NA,NA,NA,"30632","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto",NA,NA,NA,NA,NA
"32","2015-09-04 05:58:05-03","MNHN","RECOLNAT_MNHN_P","P02412552","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Riedel","1826","9","1",NA,"Brasil","Brasilia, R. Pardo. Brasil, América do Sul",". . 147 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412552' target='other'> <mi>dwc_moreinfo</mi></a>","P02412552","P02412552_01",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"512","hb",NA,NA,NA
"33","2015-09-04 05:59:54-03","MNHN","RECOLNAT_MNHN_P","P02412756","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hassler, E.",NA,NA,NA,NA,"Paraguai","In regione cursus superioris fluminis Jejui guazú. Paraguai",". Sept. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412756' target='other'> <mi>dwc_moreinfo</mi></a>","P02412756","P02412756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4660","hb",NA,NA,NA
"34","2015-09-04 05:59:54-03","MNHN","RECOLNAT_MNHN_P","P02412757","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Hassler, E.",NA,NA,NA,NA,"Paraguai","Iter ad Yerbales montium Sierra de Maracayú, In regione cursus superioris fluminis Jejui guazú. Paraguai",". s.d. Reçu le 2 octobre 1960 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412757' target='other'> <mi>dwc_moreinfo</mi></a>","P02412757","P02412757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4660","hb",NA,NA,NA
"35","2015-09-04 05:59:54-03","MNHN","RECOLNAT_MNHN_P","P02412762","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Balansa|Benjamin","1880","3","25",NA,"Paraguay","Cordillère de Péribebuy, dans les prés un peu humides.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412762' target='other'> <mi>dwc_moreinfo</mi></a>","P02412762","P02412762_01",NA,"Bueno",NA,NA,NA,NA,"Cordillera",NA,"-57.05358","-25.46435",NA,NA,NA,"hb",NA,NA,NA
"36","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412774","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Fiebrig, K.","1903","2","3",NA,"Paraguai","Links vom Piribebuy and sanlish von Tobatí, Serrania nordlish von Tal de Y aqui Guazú. Paraguai","Plantae Paraguayenses. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412774' target='other'> <mi>dwc_moreinfo</mi></a>","P02412774","P02412774_01",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"847","hb",NA,NA,NA
"37","2015-10-27 23:50:42-02","MNHN","RECOLNAT_MNHN_P","P02412780","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Balansa, B.","1876","4","1",NA,"Paraguay","Caaguazu, dans les campos","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412780' target='other'> <mi>dwc_moreinfo</mi></a>","P02412780","P02412780_01 P02412780_02",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"807 a","hb","syntype",NA,NA
"38","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412781","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Balansa, B.","1876","4","1",NA,"Paraguay","Caaguazu, dans les campos","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412781' target='other'> <mi>dwc_moreinfo</mi></a>","P02412781","P02412781_01 P02412781_02",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"807 a","hb","syntype",NA,NA
"39","2015-10-27 23:51:44-02","MNHN","RECOLNAT_MNHN_P","P02412786","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Balansa, B.","1874","9","9",NA,"Paraguay","Itape, dans les prairies","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412786' target='other'> <mi>dwc_moreinfo</mi></a>","P02412786","P02412786_01 P02412786_02",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"807","hb","syntype",NA,NA
"40","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412787","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Balansa, B.","1874","9","9",NA,"Paraguay","Itape, dans les prairies","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412787' target='other'> <mi>dwc_moreinfo</mi></a>","P02412787","P02412787_01 P02412787_02",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"807","hb","syntype",NA,NA
"41","2015-09-04 06:18:44-03","MNHN","RECOLNAT_MNHN_P","P02488982","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Saint-Hilaire, A. de","1816","1","1",NA,"Brésil","Brésil, Province de Saint-Paul. Brasil, América do Sul","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . No. 1324. 4o. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02488982' target='other'> <mi>dwc_moreinfo</mi></a>","P02488982","P02488982_01",NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1482","hb",NA,NA,NA
"42","2015-09-04 06:18:44-03","MNHN","RECOLNAT_MNHN_P","P02488991","PreservedSpecimen",NA,NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Gaudichaud","1833","1","1",NA,"Brésil","Province de Rio-Grande","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02488991' target='other'> <mi>dwc_moreinfo</mi></a>","P02488991","P02488991_01",NA,"Bueno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","hb",NA,NA,NA
"43","2021-02-11 17:18:02-03","UFPR","UPCB","3047","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Moreira Filho, H.","1955","10",NA,NA,"Brasil",NA,"Planta melífera, floração em outubro. Beira da estrada de ferro..",NA,NA,NA,"Barroso, G.M.","1961","01","01","60","Paraná","Araucária","-49.4103012084961","-25.5930995941162","21346","auto",NA,NA,NA,NA,NA
"44","2021-02-11 17:18:02-03","UFPR","UPCB","88047","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Engels, M. E. | Lozano, E. D.","2013","09","03",NA,"Brasil","Rodovia BR 277, margem da rodovia.","Folhas verdes claras. Escapo verde se tornando gradativamente acastanhado. Capítulos amarelos. Campo..",NA,NA,NA,"Barboza, E.","2015","04","14","1875","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586","14684","auto",NA,NA,NA,NA,NA
"45","2021-02-11 17:18:02-03","UFPR","UPCB","3062","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Braga, R.","1960","10","11",NA,"Brasil","Barigui do Portão","Herbácea, capítulos amarelos..",NA,NA,NA,"Barroso, G.M.","1961","01","01","1590","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"46","2021-02-11 17:18:02-03","UFPR","UPCB","3206","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Lange, R.B.","1959","10","03",NA,"Brasil","Colônia Orleans","Campo sujeito a queimas periódicas..",NA,NA,NA,"Barroso, G.M.","1959","01","01","1318","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA
"47","2021-02-11 17:18:02-03","UFPR","UPCB","60902","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Kozera, C.","2005","10","13",NA,"Brasil","Ponte dos Arcos.","Herbácea com folhas rosuladas, flores amarelo-ouro, campo hidromórfico..",NA,NA,NA,"Hatschbach, G.","2006","01","01","2419","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602","27346","auto",NA,NA,NA,NA,NA
"48","2019-04-25 09:47:00-03","MO","MOBOT","1409575","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Elsa M. Zardini|S. Ramírez B.","1999","9","23","South America","Paraguay","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.",NA,NA,NA,NA,"John Pruski (US), 2001",NA,NA,NA,"Zardini 51283","Canindeyú",NA,"-55.28","-24.1836111",NA,NA,"1178",NA,NA,"4",NA
"49","2019-04-25 09:47:00-03","MO","MOBOT","1408822","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Elsa M. Zardini|S. Ramírez B.","1999","9","23","South America","Paraguay","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.",NA,NA,NA,NA,"John Pruski (US), 2003",NA,NA,NA,"Zardini 51230","Canindeyú",NA,"-55.28","-24.1836111",NA,NA,"1178",NA,NA,"4",NA
"50","2020-09-12 05:00:02-03","US","US","1280958","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","acaulis","Calea acaulis","Baker in Mart.","P. K. Dusén","1909","10","14","South America","Brazil","Serrinha, in campo.",NA,"US03340129","US03340129_01",NA,NA,NA,NA,NA,"8553","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","3404650","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","acaulis","Calea acaulis","Baker in Mart.","E. M. Zardini & S. Benítez","1999","9","23","South America","Paraguay","Canendiyu, Mbaracayu Natural Reserve administered by Fundacion Moises Bertoni: Aguara Nu, cerrado. [interpreted]",NA,"US01791714","US01791714_01",NA,NA,NA,NA,NA,"51283",NA,NA,"-55.28","-24.1836",NA,NA,NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","1098672","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","acaulis","Calea acaulis","Baker in Mart.","K. Fiebrig","1909",NA,NA,"South America","Paraguay","In regione fluminis Alto Paraná.",NA,"US03340130","US03340130_01",NA,NA,NA,NA,NA,"5931","Alto Parana",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","1803408","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","acaulis","Calea acaulis","Baker in Mart.","B. Balansa",NA,NA,NA,"South America","Paraguay",NA,NA,"US00124364",NA,NA,NA,NA,NA,NA,"807",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype","1",NA
"54","2020-09-12 05:00:02-03","US","US","1424264","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","acaulis","Calea acaulis","Baker in Mart.","Edwall","1900","11","29","South America - Neotropics","Brazil","Sao Bernardo & S. Caulo, Museu Paulista.",NA,"US01791715","US01791715_01",NA,NA,NA,NA,NA,"16823",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","3404647","PreservedSpecimen","Plantae","Dicotyledonae","Asterales","Asteraceae","Calea","acaulis","Calea acaulis","Baker in Mart.","E. M. Zardini & S. Benítez","1999","9","23","South America","Paraguay","Canendiyu, Mbaracayu Natural Reserve administered by Fundacion Moises Bertoni: Aguara Nu, cerrado. [interpreted]",NA,"US01791713","US01791713_01",NA,NA,NA,NA,NA,"51230",NA,NA,"-55.28","-24.1836",NA,NA,NA,NA,NA,"1",NA
"56","2019-11-13 11:16:11-03","USP","SPF","181304","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Balansa, B","1876","04",NA,NA,"Paraguai",NA,NA,"SPF00181304",NA,NA,"Hassler, E",NA,NA,NA,"807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:16:11-03","USP","SPF","31399","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","acaulis","Calea acaulis","Baker","Moreira Filho, H","1955","10",NA,NA,"Brasil",NA,NA,"SPF00031399",NA,NA,"Pruski, J","1987","10",NA,"60","Paraná","Araucária","-49.4103012084961","-25.5930995941162","21346","auto",NA,NA,NA,NA,NA
