"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","locality","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"836","2020-12-21 16:34:33-03","MBM","MBM","310380","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","2005","12","14","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM310380","MBM310380","4544","Colônia João XXIII",NA,NA,"61623","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"837","2020-12-21 16:34:32-03","MBM","MBM","104488","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Ferrucci, S.F.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"MBM104488","MBM104488","344","13km W de Curitiba, Rod. BR-277",NA,NA,"53742","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"838","2020-12-21 16:34:33-03","MBM","MBM","40693","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"MBM040693","MBM040693","11852","Bugre",NA,NA,"53742","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"839","2020-12-21 16:34:32-03","MBM","MBM","270089","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Cruz, J.","1988","11","11","Brazil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"MBM270089","MBM270089","174","Parque Ecológico Paulo Gorski",NA,NA,"47841","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"840","2020-12-21 16:34:33-03","MBM","MBM","68911","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"MBM068911","MBM068911","43356","Carambeí",NA,NA,"50779","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"841","2020-12-21 16:34:33-03","MBM","MBM","299772","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Andrade, P.R.P.",NA,NA,NA,"Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM299772","MBM299772","s.n.","Hotel Betânia",NA,NA,"13536","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"842","2020-12-21 16:34:32-03","MBM","MBM","208963","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Kozera, C.",NA,NA,NA,"Kozera, C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM208963","MBM208963","438","Parque Barigui",NA,NA,"25180","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"843","2020-12-21 16:34:32-03","MBM","MBM","2679","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"MBM002679","MBM002679","15397","General Carneiro",NA,NA,"33284","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"844","2020-12-21 16:34:32-03","MBM","MBM","169811","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Carvalho, P.",NA,NA,NA,"Brazil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"MBM169811","MBM169811","76","Colégio Estadual Florestal de Irati",NA,NA,"47271","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"845","2020-12-21 16:34:32-03","MBM","MBM","144452","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Kricum, S.D.P.; Kricum, S.D.P.",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM144452","MBM144452","951","Vila Becker",NA,NA,"28404","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"846","2020-12-21 16:34:33-03","MBM","MBM","28244","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,NA,NA,"MBM028244","MBM028244","26449","Estrada Marmeleiro - Campo Erê",NA,NA,"27396","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"847","2020-12-21 16:34:33-03","MBM","MBM","305085","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","1981","04","23","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM305085","MBM305085","12506","Fazenda Santa Rita",NA,NA,"35166","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"848","2020-12-21 16:34:33-03","MBM","MBM","296981","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Dunaiski Jr.; A.; A.","2004","06","03","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM296981","MBM296981","2352","Campus II da FIES",NA,NA,"12577","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"849","2020-12-21 16:34:33-03","MBM","MBM","294297","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Ribas, O.S.; Silva, J.M.; Costa, E.F.; Silva, J.M.; Costa, E.F.","2004","01","09","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM294297","MBM294297","5747","Morro do Canal",NA,NA,"12577","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"850","2020-12-21 16:34:32-03","MBM","MBM","133675","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM133675","MBM133675","733","Buraco do Padre",NA,NA,"46557","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"851","2020-12-21 16:34:33-03","MBM","MBM","279321","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Ribas, O.S.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","2003","02","20","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM279321","MBM279321","5033","Fazenda Santana",NA,NA,"46557","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"852","2020-12-21 16:34:32-03","MBM","MBM","182957","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM182957","MBM182957","815","Estrada da Graciosa",NA,NA,"17116","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"853","2020-12-21 16:34:32-03","MBM","MBM","271024","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Brade, A.C.",NA,NA,NA,"Tessmann, G.","1947","12","11","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM271024","MBM271024","2733","Florestal",NA,NA,"17116","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"854","2020-12-21 16:34:32-03","MBM","MBM","225475","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"MBM225475","MBM225475","997","Itaperuçu",NA,NA,"37352","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"855","2020-12-21 16:34:33-03","MBM","MBM","56266","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Santa Helena","-54.3328018188477","-24.8603000640869",NA,NA,NA,NA,"MBM056266","MBM056266","40523","Rio São Francisco",NA,NA,"23937","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"856","2020-12-21 16:34:32-03","MBM","MBM","241706","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Garrote, V.",NA,NA,NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM241706","MBM241706","s.n.","Rio Tibagi",NA,NA,"56988","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"857","2020-12-21 16:34:32-03","MBM","MBM","16945","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM016945","MBM016945","25935","Rod. BR-468, Rio Itararé",NA,NA,"25228","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"858","2020-12-21 16:34:32-03","MBM","MBM","242420","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Carneiro, J.",NA,NA,NA,"Brazil","Paraná","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"MBM242420","MBM242420","776","Rio das Águas Claras",NA,NA,"32424","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"859","2020-12-21 16:34:33-03","MBM","MBM","351531","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wasum, R.; et al.","2009",NA,NA,"Magrini, S.","2009","04","08","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","MBM351531","MBM351531","8","Mato Santovitto","No interior da mata",NA,"49662","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"860","2020-12-21 16:34:32-03","MBM","MBM","173313","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Wasum, R.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"MBM173313","MBM173313","10542","Floresta Nacional I",NA,NA,"76715","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"861","2020-12-21 16:34:32-03","MBM","MBM","260379","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Wasum, R.",NA,NA,NA,"Wasum, R.","2000","03","15","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"MBM260379","MBM260379","513","Rod. RS-235",NA,NA,"76715","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"862","2020-12-21 16:34:32-03","MBM","MBM","225461","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM225461","MBM225461","1846","Morro da Ressacada",NA,NA,"27253","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"863","2020-12-21 16:34:33-03","MBM","MBM","391799","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens","Miq.","Brotto, M.L.","2014","08","20","Schwirkowski, P.","2013","11","15","Brazil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"MBM391799","MBM391799","29A","Serra Alta, atrás da Condorplast","Floresta Ombrófila Mista, em pastagem.",NA,"23090","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"864","2020-12-21 16:34:34-03","MBM","MBM","394497","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Cordeiro, J.","2014","12","29","Jenheski, C.; Breyer, E.; Breyer, E.","2013","11","27","Brazil","Paraná","Bituruna","-51.679778","-26.03875","-51.679778","-26.03875","1017","1017","MBM394497","MBM394497","s.n.",NA,NA,"cinerascens",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"865","2020-12-21 16:34:34-03","MBM","MBM","418504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Meyer, F.S.","2019","01",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2019","01",NA,"Brazil","Santa Catarina","Capão Alto","-50.513056","-27.941111","-50.513056","-27.941111",NA,NA,"MBM418504",NA,"2554","FL - Fazenda Limitão","Arbusto ca. 2,5 metros. Folhas discolores, claras na face abaxial. Panícula de glomérulos; flores com coloração creme.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","cinerascens",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"866","2020-12-21 16:34:34-03","MBM","MBM","225556","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Motta, J.T.",NA,NA,NA,"Motta, J.T.",NA,NA,NA,"Brazil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"MBM225556","MBM225556","1470","Campo do Saco",NA,"cinerascens","23696","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"867","2020-12-21 16:34:34-03","MBM","MBM","225543","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Braga, R.",NA,NA,NA,"Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"MBM225543","MBM225543","s.n.","Araucária",NA,"cinerascens","21346","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"868","2020-12-21 16:34:34-03","MBM","MBM","225547","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"MBM225547","MBM225547","2079","Fazendinha",NA,"cinerascens","21346","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"869","2020-12-21 16:34:34-03","MBM","MBM","320156","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Kauano, E.E.","2003","04","28","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"MBM320156","MBM320156","49","Chácara Paiquerê",NA,"cinerascens","27346","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"870","2020-12-21 16:34:34-03","MBM","MBM","225486","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Goldenberg, R.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"MBM225486","MBM225486","10889","Tamanduá",NA,"cinerascens","27346","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"871","2020-12-21 16:34:33-03","MBM","MBM","223100","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Poliquesi, C.B.; Abe, L.M.; Poliquesi, C.B.; Abe, L.M.",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM223100","MBM223100","2301","Serra de Santana",NA,"cinerascens","61623","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"872","2020-12-21 16:34:34-03","MBM","MBM","40689","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Smith, L.B.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM040689","MBM040689","8822","Campo Mourão",NA,"cinerascens","28572","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"873","2020-12-21 16:34:33-03","MBM","MBM","133683","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"MBM133683","MBM133683","2941","Rio Iapó",NA,"cinerascens","50779","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"874","2020-12-21 16:34:34-03","MBM","MBM","23944","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,"MBM023944","MBM023944","30806","Clevelândia, 2km L",NA,"cinerascens","30860","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"875","2020-12-21 16:34:34-03","MBM","MBM","40665","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Contenda","-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,"MBM040665","MBM040665","5147","Areia Branca dos Andrade",NA,"cinerascens","22732","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"876","2020-12-21 16:34:34-03","MBM","MBM","225555","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Contenda","-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,"MBM225555","MBM225555","13930","Contenda",NA,"cinerascens","22732","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"877","2020-12-21 16:34:34-03","MBM","MBM","225553","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Contenda","-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,"MBM225553","MBM225553","13940","Contenda",NA,"cinerascens","22732","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"878","2020-12-21 16:34:34-03","MBM","MBM","29706","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM029706","MBM029706","33550","Bairro Alto",NA,"cinerascens","25180","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"879","2020-12-21 16:34:34-03","MBM","MBM","313066","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Cordeiro, J.",NA,NA,NA,"Nascimento, D.S.; Cordeiro, J.; Cordeiro, J.","2005","01","26","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM313066","MBM313066","114","Jardim Botânico Municipal",NA,"cinerascens","25180","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"880","2020-12-21 16:34:34-03","MBM","MBM","38457","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM038457","MBM038457","37376","Uberaba de Baixo",NA,"cinerascens","25180","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"881","2020-12-21 16:34:34-03","MBM","MBM","225550","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Motta, J.T.",NA,NA,NA,"Britez, R.M.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM225550","MBM225550","2032","Umbará",NA,"cinerascens","25180","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"882","2020-12-21 16:34:34-03","MBM","MBM","84944","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM084944","MBM084944","47111","Vila Sofia",NA,"cinerascens","25180","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"883","2020-12-21 16:34:33-03","MBM","MBM","20398","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM020398","MBM020398","28296","Santo Agostinho",NA,"cinerascens","46666","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"884","2020-12-21 16:34:33-03","MBM","MBM","157768","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Vicentini, A.; Ziller, S.R.; Ziller, S.R.",NA,NA,NA,"Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM157768","MBM157768","94","Rio Iraí",NA,"cinerascens","12577","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"885","2020-12-21 16:34:33-03","MBM","MBM","188537","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Cruz, J.M.; Cruz, J.M.",NA,NA,NA,"Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM188537","MBM188537","1580","Serra Piramirim",NA,"cinerascens","12577","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"886","2020-12-21 16:34:33-03","MBM","MBM","127851","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Jaster, C.B.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM127851","MBM127851","99","Rio Tibagi, Fazenda Ipê",NA,"cinerascens","46557","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"887","2020-12-21 16:34:34-03","MBM","MBM","71503","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Forero, E.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM071503","MBM071503","3765","Rodovia do Café, 9km E de Vila Velha",NA,"cinerascens","46557","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"888","2020-12-21 16:34:34-03","MBM","MBM","87792","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Kummrow, R.",NA,NA,NA,"Brazil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"MBM087792","MBM087792","2446","Rod. BR-277",NA,"cinerascens","14684","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"889","2020-12-21 16:34:33-03","MBM","MBM","209336","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cinerascens","Miconia cinerascens cinerascens","Miq.","Hatschbach, G.",NA,NA,NA,"Tiepolo, G.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"MBM209336","MBM209336","585","Caverna do Bromado",NA,"cinerascens","37352","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
