"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class"
"11","2015-09-05 04:09:55-03","MNHN","RECOLNAT_MNHN_P","P05092308","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A.St.-Hil.",NA,"Hatschbach, G.|Silva, J.M.|Hatschbach, M.",NA,"1990","10","19",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional Chapada dos veadeiros, entre São Jorge e Rio Preto","-47.5099983215332","-14.1324996948242",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092308' target='other'> <mi>dwc_moreinfo</mi></a>","P05092308","P05092308_01","44724","auto",NA,NA,"54781",NA,NA,NA,NA,NA,NA,NA
"12","2013-01-20 20:24:00-02","MO","MOBOT","3157752","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A. St.-Hil.","T.B. Cavalcanti","Taciana B. Cavalcanti|et al.","Cavalcanti 2267","1997",NA,NA,"South America","Brazil","Minas Gerais",NA,"SE. BRasil. Entroncamento Vazante-Coranmandel. MG-188 km 38. Serra da Carcaca. Chapadao.","-47.08333","-18.11777","990.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2013-06-29 06:07:00-03","MO","MOBOT","3157970","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A. St.-Hil.","T.B. Cavalcanti","Taciana B. Cavalcanti|Shirley A. Graham|G.P. da Silva","Cavalcanti 2269","1997",NA,NA,"South America","Brazil","Minas Gerais",NA,"Serra do Piloes, Estrada vicinal Chapadao. Piloes, km 50, na descida da serra. Cerrado de altitude sobre solo pedregoso.47'08'87 W. 17'50'79'S.",NA,NA,"1098.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-03-24 10:24:00-03","MO","MOBOT","3395253","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A. St.-Hil.",NA,"Taciana B. Cavalcanti|et al.","Cavalcanti 2266","1997","4","20","South America","Brazil","Minas Gerais",NA,"Entroncamento Vazante-Coranmandel, MG-188, Km 38. Serra da Carcaca Chapadoa Solo Lateritico","-47.0833333","-18.1177778","990.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"15","2020-08-14 14:07:00-03","MO","MOBOT","101180039","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides macrocalyx","T.B. Cavalc.",NA,"J.F.B. Pastore|A. Amaral-Santos|R.M. Harley","Pastore 1851","2007","3","14","South America","Brazil","Goiás","Alto Paraíso de Goiás","Estrada entre Distrito de São Jorge e Colinas do Sul.","-47.8905555","-14.2211111","774.00000000",NA,NA,NA,NA,NA,NA,NA,"macrocalyx","Isotype",NA,"1",NA,NA,NA,NA,NA,NA
"16","2020-02-19 08:13:20-03","UFG","UFG","60446","S","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A.St. Hil.","T.B. Cavalcante","J.F.B. Pastore; E. Suganuma","1907","2007","04","09",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-17.888889","-14.219444",NA,NA,NA,NA,"UFG0060446","UFG0060446",NA,NA,NA,NA,NA,NA,"2007","05","01","-17.888889","-14.219444",NA
"17","2020-09-02 16:31:34-03","Cenargen","CEN","27020","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A.St.-Hil.","T. B. Cavalcanti","Taciana Barbosa Cavalcanti","2266","1997","04","22",NA,"Brasil","MG","COROMANDEL","Entroncamento Vazante-Coramandel, MG-188, km 38. Serra da Carcaça. Chapadão.","-47.2002983093262","-18.4733009338379","990","990","Exsicatas","Ramos ferrugíneos. Folhas glaucas, craspedódromas, nervuras central amarela-clara. Pétalas rosa-magenta, 31-35 estames. Tubo floral esverdeado, nítido. Apêndices verde-escuros, patentes a suberetos. Ocorrendo simpatricamente com D. oblongus e Diplusodon (Cavalcante et al, 2267).","CEN00027020","CEN00027020","60859","auto",NA,NA,NA,"5","1997","04",NA,"-4708333.0","-1811778.0",NA
"18","2020-09-02 16:31:34-03","Cenargen","CEN","27023","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A.St.-Hil.","T. B. Cavalcanti","Taciana Barbosa Cavalcanti","2269","1997","04","22",NA,"Brasil","MG","GUARDA-MOR","Serra do Pilões. Estrada vicinal Chapadão-Pilões, km 50, na descida da serra.","-47.0983009338379","-17.7707996368408","1098","1098","Exsicatas","Folhas glaucas. Ramos vináceos. Flores com 44 estames. Tubo floral verde. Bractéolas vináceas. Flores de 5-7 cm diam.","CEN00027023","CEN00027023","39223","auto",NA,NA,NA,"6","1997","04",NA,"-4715750.0","-1785528.0",NA
"19","2020-09-02 16:31:34-03","Cenargen","CEN","27021","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. kielmeyeroides","A.St.-Hil.","T. B. Cavalcanti","Taciana Barbosa Cavalcanti","2267","1997","04","22",NA,"Brasil","MG","COROMANDEL","Entroncamento Vazante-Coramandel, MG-188, km 38. Serra da Carcaça. Chapadão.","-47.083333","-18.117777","990","990","Exsicatas","Ramos ferrugíneos. Folhas não glaucas, nervuras eucamptódromas. Apêndices longos, fruto não constricto no ápice. Ca. 25 estames Ocorrendo simpatricamente com D. kielmeyeroides e D. oblongus.","CEN00027021","CEN00027021",NA,NA,"var. kielmeyeroides",NA,NA,"6","2018","04",NA,"-47.083333","-18.117777",NA
"20","2020-09-02 16:31:34-03","Cenargen","CEN","101940","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. kielmeyeroides","A.St.-Hil.","T. B. Cavalcanti","Adriana Assis Arantes","956","2008","04","05",NA,"Brasil","GO","CATALAO","Serra do Facão.","-47.9463996887207","-18.1658000946045",NA,NA,"Exsicatas","Doação Universidade Federal de Uberlândia. Herbário nº 52849.","CEN00101940","CEN00101940","94621","auto","var. kielmeyeroides",NA,NA,"1","2017","06",NA,NA,NA,NA
"21","2020-09-02 16:31:34-03","Cenargen","CEN","70997","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","A.St.-Hil.","T. B. Cavalcanti","José Floriano Barêa Pastore","1907","2007","04","09",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Estrada entre Distrito de São Jorge e Colinas do Sul.","-47.888888","-14.219444","790","790","Exsicatas","Cálice com dentes petalóides, flores grandes folhas parecidas com Kielmeyera. Frutos verde-vináceos por vezes. PARATIPO","CEN00070997","CEN00070997",NA,NA,"var. macrocalyx",NA,NA,"13","2007","05",NA,"-47.888888","-14.219444",NA
"22","2020-09-02 16:31:34-03","Cenargen","CEN","78202","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","A.St.-Hil.","T. B. Cavalcanti","José Floriano Barêa Pastore","1851","2007","03","14",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Estrada entre Distrito de São Jorge e Colinas do Sul.","-47.890555","-14.221111","774","774","Exsicatas","HOLOTYPUS. Flores relativamente grandes, liláses (da mesma cor que as flores de Diplusodon burchellii).","CEN00078202","CEN00078202",NA,NA,"var. macrocalyx","HOLOTYPUS",NA,"4","2007","05",NA,"-47.890555","-14.221111",NA
"23","2020-09-02 16:31:38-03","Cenargen","CEN","89281","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","A.St.-Hil.","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","3985","2014","04","05",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Margem da estrada de São Jorge para Colinas do Sul.","-47.510277","-14.131944","953","953","Exsicatas","Campo rupestre com muita Vellozia. Botão verde. Doação Universidade de Brasília - Herbário UB, Brasil - Goiás.","CEN00089281","CEN00089281",NA,NA,"var. macrocalyx",NA,NA,"1","2015","06",NA,"-47.510277","-14.131944",NA
"24","2020-09-02 16:31:38-03","Cenargen","CEN","80005","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","A.St.-Hil.","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","1307","2011","07","17",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Brasil - Goiás - Alto Paraiso de Goiás - Margem da estrada entre Alto Paraiso de Goiás e São Jorge, Cerrado ralo pedregoso.","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas","HERBÁRIO UB - Goiás.","CEN00080005","CEN00080005","44724","auto","var. macrocalyx",NA,NA,"1","2015","06",NA,NA,NA,NA
"25","2021-03-15 18:28:08-03","USP","SPF","202700","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides macrocalyx","T.B.Cavalc.","Cavalcanti, TB","Pastore, JFB","1851","2007","03","14",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada entre Distrito de São Jorge e Colinas do Sul.","-47.890556","-14.221111","774","774",NA,"Arbusto com ca. de 50 cm alt.; Campo sujo, seco. Solo arenoso, coberto de pedras brancas (quartzo).","SPF00202700",NA,NA,NA,"macrocalyx","isotype",NA,NA,"2007","05",NA,"-47.890556","-14.221111",NA
"26","2020-12-02 09:07:21-03","UNITINS","HUTO","7484","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides macrocalyx","T.Cavalcanti",NA,"Pastore, J.F.B.","3","2007","04","09",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada entre distrito São Jorge e Colinas do Sul. Relevo inclinado. Solo arenoso com pedras de quartzo branco","-47.888889","-14.219444","790","790",NA,"Subarbusto com xilopódio com cerca de 1,20 m de altura. Cálice com dentes petalóides. Flores grandes, rosa/lilás. Frutos verde-vináceos.; Campo sujo","HUTO007484",NA,NA,NA,"macrocalyx",NA,NA,NA,NA,NA,NA,"-47.888889","-14.219444",NA
"27","2020-07-24 09:17:28-03","UEFS","HUEFS","119602","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","T.B.Cavalc.","T.B.Cavalcanti","Pastore, J.F.B.","1907","2007","04","09",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada entre povoado de São Jorge (Alto Paraíso) e Colinas do Sul.","-47.888889","-14.219444","790","790",NA,"Campo sujo.","HUEFS0119602","HUEFS0119602_e1",NA,NA,"var. macrocalyx",NA,NA,NA,"2007","05",NA,"47W53'20''","14S13'10''","Rosanae"
"28","2019-10-07 09:34:03-03","UEFS","HUEFS","234499","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","T.B.Cavalc.","T.B.Cavalcanti","Pastore, J.F.B.","1907","2007","04","09",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada entre Distrito de São Jorge e Colinas do Sul.","-17.888889","-14.219444","790","790",NA,"Campo sujo.","HUEFS0234499","HUEFS0234499",NA,NA,"var. macrocalyx","Parátipo",NA,NA,"2007","05",NA,"17W53'20''","14S13'10''","Rosanae"
"29","2019-10-07 09:34:03-03","UEFS","HUEFS","184009","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","T.B.Cavalc.","T.B.Cavalcanti","Faria, J.E.Q.","1307","2011","07","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Margem da estrada entre Alto Paraíso de Goiás e São Jorge.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Cerrado ralo pedregoso.","HUEFS0184009","HUEFS0184009","44724","auto","var. macrocalyx",NA,NA,NA,"2013","07",NA,NA,NA,"Rosanae"
"30","2019-09-04 19:40:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides",NA,NA,"A. Saint-Hilaire",NA,"1816",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"31","2019-11-01 15:02:29-03","UnB","UB","170301","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides macrocalyx","T.B.Cavalc.","Cavalcanti, TB","Faria, JEQ; Silva Júnior, MC; Cazella, FM; Araújo, LM; Oliveira, PFD","1307","2011","07","17","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Margem da estrada entre Alto Paraíso de Goiás e São Jorge","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Arbusto ca. 0,6 m de altura, frutos velhos marrons; Cerrado ralo pedregoso",NA,NA,"44724","auto","macrocalyx",NA,NA,NA,"2013","07",NA,NA,NA,NA
"32","2019-11-01 15:02:29-03","UnB","UB","204181","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides macrocalyx","T.B.Cavalc.","Cavalcanti, TB","Faria, JEQ; Melo, MS; Oliveira, DE; Mendoza, M","3966","2014","04","05","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Margem da estrada entre Alto Paraíso de Goiás e São Jorge","-47.4805","-14.1037","990","990",NA,"Arbusto 1,2m. Flor magenta com anteras amarelas. Fruto imaturo verde; Cerrado rupestre, úmido",NA,NA,NA,NA,"macrocalyx",NA,NA,NA,"2015","07","06","-47.4805","-14.1037",NA
"33","2020-01-09 09:12:38-03","FMM","FMM","2412","MachineObservation","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides var. macrocalyx","T.B.Cavalc.",NA,NA,NA,"2017","09","29",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.739756","-14.114578",NA,NA,NA,"Hábito: Subarbusto; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM02412","FMM02412_v1 FMM02412_v2 FMM02412_v3 FMM02412_v4 FMM02412_v5",NA,NA,"var. macrocalyx",NA,NA,NA,NA,NA,NA,"47°44'23.12W","14°6'52.48S",NA
"34","2017-09-11 17:10:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A.St.-Hil.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in altissima planitie, vulgo Chapadão, provinciciarum Minas Geraes et Goyaz",NA,NA,NA,NA,NA,NA,NA,"P13P2N0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-03 13:40:38-03","IBt","SP","452730","S","Plantae",NA,NA,"Lythraceae","Diplusodon","kielmeyeroides","Diplusodon kielmeyeroides","A.St.-Hil.",NA,"Arantes, AA","SF-956","2008","04","05",NA,"Brasil","Goiás","Catalão",NA,"-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,NA,NA,"94621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
