"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","132540","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","G. Gardner","449",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Serra dos Orgaos.","-43.073169","-22.496706","sheet","Comm. am. Shuttleworth. 1838. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132540","NY00132540_01",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","132541","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","G. Gardner","449","1836",NA,NA,"South America","Brazil","Rio de Janeiro","Serra dos Orgaos.","-43.073169","-22.496706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132541","NY00132541_01",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:10:05-03","UNESP-IBB","BOTU","22600","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Amaral Jr., A.","530","1999","04","12",NA,"Brasil","Mato Grosso do Sul",NA,"-52.277694","-21.643833",NA,"arbusto 3m de altura, frutos verdes","BOTU022600",NA,"Bataguassu",NA,NA,NA,NA,NA,NA,"52°16'39,7w","21°38'37,8s",NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:51-03","UFRJ","RFA","25459","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","4","2000","10","27",NA,"Brasil","Rio de Janeiro","Vale dos Peões","-42.329167","-22.350278",NA,"Árvore, 6m de altura, 33cm de DAP, folha verde discolor, flor verde, comum no local","RFA29116",NA,"Lumiar","815","815","M. Gomes",NA,NA,NA,"42º19'45''W","22º21'1''S","2000","12","01",NA,NA,NA
"15","2020-11-13 09:20:51-03","UFRJ","RFA","25080","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","(492) 21/28","2000","08","18",NA,"Brasil","Rio de Janeiro","5º distrito","-43.45","-22.3675",NA,"Árvore, 12m de altura, 52cm de DAP, folha verde discolor, comum no local","RFA29111",NA,"Nova Friburgo","600","600","M. Gomes",NA,NA,NA,"43º26'60''W","22º22'3''S","2000","10","15",NA,NA,NA
"16","2020-11-13 09:20:51-03","UFRJ","RFA","25228","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","F. M. de B. Pereira","41/32","2000","09","13",NA,"Brasil","Rio de Janeiro","1º distrito, Fazenda Serra do Capim","-42.875833","-22.163056",NA,"Arbusto, 3m de altura, 7cm de DAP, folha verde, fruto verde, rara no local","RFA29112",NA,"São José do Vale do Rio Preto","993","993","M. Gomes",NA,NA,NA,"42º52'33''W","22º9'47''S","2000","10","15",NA,NA,NA
"17","2020-11-13 09:20:51-03","UFRJ","RFA","25408","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","(601) 33/45","2000","10","24",NA,"Brasil","Rio de Janeiro","5º distrito de Lumiar, Vale dos Peões","-42.334722","-22.3625",NA,"Árvore, 3,5m de altura, 15cm de DAP, folhas discolores verdes, frutos imaturos verdes, maduro alaranjado, botões com cálice verde e corola branca, comum no local","RFA29113",NA,"Nova Friburgo","700","700","M. Gomes",NA,NA,NA,"42º20'5''W","22º21'45''S","2000","12","01",NA,NA,NA
"18","2020-11-13 09:20:51-03","UFRJ","RFA","25864","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","17/55","2000","12","03",NA,"Brasil","Rio de Janeiro","Distrito de Piabetá","-43.126389","-22.574444",NA,"Árvore, 8m de altura, 18cm de DAP,Folha verde discolor, comum no local","RFA29115",NA,"Magé","350","350","M.Gomes",NA,NA,NA,"43º7'35''W","22º34'28''S","2001","01","17",NA,NA,NA
"19","2020-11-13 09:20:51-03","UFRJ","RFA","26216","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","jun-65","2001","01","19",NA,"Brasil","Rio de Janeiro","Distrito de Macaé de Cima/Lumiar, Estrada Mury Lumiar","-42.406389","-22.355278",NA,"Árvore, 9m delatura, 30cm de DAP, folha discolor verde, fruto laranja, comum no local. Fruto na Carpoteca","RFA29114",NA,"Nova Friburgo","800","800","M. Gomes",NA,NA,NA,"42º24'23''W","22º21'19''S","2001","03","23",NA,NA,NA
"20","2020-11-13 09:20:51-03","UFRJ","RFA","26573","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Flávio Brito Pereira","34/68","2001","01","27",NA,"Brasil","Rio de Janeiro","3º distrito","-42.848056","-22.093056",NA,"Arbusto, 3m de altura, 5cm de DAP, folha verde, fruto amarelo, comum no local","RFA29110",NA,"Sapucaia","774","774","M. Gomes",NA,NA,NA,"42º50'53''W","22º5'35''S","2001","03","23",NA,NA,NA
"21","2020-11-13 09:20:51-03","UFRJ","RFA","27138","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","61/79","2001","03","13",NA,"Brasil","Rio de Janeiro","Flor das Andorinhas",NA,NA,NA,"Arbusto, 3m de altura, 15cm de DAP, folha discolor verde, fruto verde imaturo e maduro, comum no local","RFA29117",NA,"Lumiar","600","600","M. Gomes",NA,NA,NA,"42º21'63''W","22º21'80''S","2001","04","20",NA,NA,NA
"22","2020-11-13 09:20:51-03","UFRJ","RFA","27153","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","ago-76","2001","03","03",NA,"Brasil","Rio de Janeiro","Distrito de Piabetá, Estrada do Matão","-43.123611","-22.571667",NA,"Arbusto, 2m de altura, 12cm de DAP, folha verde discolor, fruto verde, comum no local","RFA29107",NA,"Magé","300","300","M. Gomes",NA,NA,NA,"43º7'25''W","22º34'18''S","2001","08","01",NA,NA,NA
"23","2020-11-13 09:20:51-03","UFRJ","RFA","27606","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","27/88","2001","04","16",NA,"Brasil","São Paulo","Sertão da Joaquina","-44.265833","-22.811667",NA,"Erva, 2m de altura, 5cm de DAP, folha discolor verde, fruto imaturo verde, comum no local","RFA29118",NA,"Bananal","950","950","M. Gomes",NA,NA,NA,"44º15'57''W","22º48'42''S","2001","05","04",NA,NA,NA
"24","2020-11-13 09:20:51-03","UFRJ","RFA","29748","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","24/135","2001","12","19",NA,"Brasil","Rio de Janeiro","8º distrito/Sana, Cabeceira do Sana","-42.168056","-22.2575",NA,"Árvore, 9m de altura, 42cm de DAP, folha discolor verde, fruto verde, flor branca, comum no local","RFA29106",NA,"Macaé","500","500","Mário Gomes",NA,NA,NA,"42º10'5''W","22º15'27''S","2002","03","26",NA,NA,NA
"25","2020-11-13 09:20:51-03","UFRJ","RFA","29844","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","F. B. Pereira","62/137","2001","12","31",NA,"Brasil","Rio de Janeiro","Distrito de Lídice","-44.179444","-22.8525",NA,"Arbusto, 6m de altura, 11cm de DAP, folha verde, caule verde, raiz marrom, flor branca, fruto verde, comum na região","RFA29119",NA,"Rio Claro","634","634","Mário Gomes",NA,NA,NA,"44º10'46''W","22º51'9''S","2002","01","15",NA,NA,NA
"26","2020-11-13 09:20:51-03","UFRJ","RFA","26957","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","40/75","2001","02","19",NA,"Brasil","Rio de Janeiro","Flor da Montanha","-42.365833","-22.373333",NA,"Arbusto, 4m de altura, 10cm de DAP, folha discolor verde, comum no local","RFA29109",NA,"Lumiar","700","700","M. Gomes",NA,NA,NA,"42º21'57''W","22º22'24''S","2001","09","20",NA,NA,NA
"27","2020-11-13 09:20:51-03","UFRJ","RFA","26725","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","A. Quinet","51/69","2001","02","02",NA,"Brasil","Rio de Janeiro","Macaé de Cima","-42.408611","-22.358056",NA,"Árvore, 5m de altura, 30cm de DAP, folhas discolores verdes, fruto laranja, comum no local Habitat: Mata Atlântica Habito: Árvore","RFA29108",NA,"Lumiar","970","970","M.Gomes",NA,NA,NA,"42º24'31''W","22º21'29''S","2001","04","05",NA,NA,NA
"28","2021-03-30 12:48:05-03","EAO","IAN","130291","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Irwin, HS; Souza, R","17118","1966","06","13","Southern America","Brasil","Mato Grosso","Gallery forest, ca. 25km S. of Xavantina.",NA,NA,NA,"Shrub, ca.2.5m tall; fruit green.","IAN130291",NA,NA,"400","400","Steyermark, JA",NA,NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA
"29","2020-01-20 14:40:50-03","UPM","MACK","2994","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","G. A. Vergara","5","2015","10","04",NA,"Brasil","SP","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,"Franco da Rocha",NA,NA,"J. A. C. Curado","12135","auto",NA,NA,NA,"2017",NA,NA,NA,NA,NA
"30","2020-01-20 14:40:50-03","UPM","MACK","662","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","J. P. Coelho","s/n","1946","10","02",NA,"Brasil","SP","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"São Paulo",NA,NA,"Pickel","53584","auto",NA,NA,NA,"1955","03",NA,NA,NA,NA
"31","2020-02-08 09:26:21-03","NBC","NL-BOTANY","L.1079293","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","U.P.",NA,NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,"-53.733333","-26.533333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079293","NL-L1079293",NA,NA,NA,NA,NA,NA,NA,"-53.733333","-26.533333",NA,NA,NA,"Magnoliopsidae","Uw20203",NA
"32","2020-11-04 11:18:34-03","ESALQ","ESA","80744","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","550.0","2002","04","20",NA,"Brasil","São Paulo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.Coleta em borda da mata.",NA,"-240.675",NA,"Árvore, ca. de 4m de altura. Frutos imaturos verdes e maduros alaranjados; sementes translúcidas.","ESA080744","ESA080744","São Miguel Arcanjo",NA,NA,"Jung-Mendaçolli, S.L. & Rodrigues, R.R.",NA,NA,NA,"-47,968,889","-240,675",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:18:34-03","ESALQ","ESA","15934","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Souza, V.C. et al.","6216.0","1994","06","05",NA,"Brasil","São Paulo",NA,"-49.1399993896484","-24.3099994659424",NA,NA,"ESA015934",NA,"Bom Sucesso de Itararé",NA,NA,"Jung-Mendaçolli, S.L.","14955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:18:34-03","ESALQ","ESA","106275","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Matozinhos, C.N.",NA,"2005","04","01",NA,"Brasil","São Paulo",NA,"-48.3600006103516","-24.0900001525879",NA,NA,"ESA106275",NA,"Ribeirão Grande",NA,NA,"Bazarian, S.V.","25028","auto",NA,NA,NA,"2007",NA,NA,NA,NA,NA
"35","2020-11-04 11:18:34-03","ESALQ","ESA","104544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Aguiar, O.T.","1060.0","2002","03","14",NA,"Brasil","São Paulo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104544","ESA104544","São Miguel Arcanjo",NA,NA,"Aguiar, O.T.","27904","auto",NA,NA,NA,"2002","03","17",NA,NA,NA
"36","2020-11-04 11:18:34-03","ESALQ","ESA","109915","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29388.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109915","ESA109915","Sete Barras",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:18:34-03","ESALQ","ESA","129142","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Colletta, G.D.","1558.0","2014","05","15",NA,"Brasil","São Paulo","Plantarum","-47.2900009155273","-22.7700004577637",NA,"Árvore","ESA129142",NA,"Nova Odessa",NA,NA,"Colletta, G.D. & Flores, T.B.","8440","auto",NA,NA,NA,"2014",NA,NA,NA,NA,NA
"38","2020-11-04 11:18:34-03","ESALQ","ESA","128630","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Bettinardi, M.L.","20.0","2013","04","01",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé","-47.50978","-24.10233",NA,"Frutos amarelos e verdes","ESA128630",NA,"Tapiraí","254","254","F. G. Florido",NA,NA,NA,"-47.50978","-24.10233","2013","04","28",NA,NA,NA
"39","2020-11-04 11:18:34-03","ESALQ","ESA","68260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Oliveira, A.A.; Passold, A.J.; Nogueira, L.; Matteo, B.C.; Giarola, N.; Fonseca, M.G.; Gandolfi, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3675.0","2000","04","24",NA,"Brasil","São Paulo","Estrada Usaca em torno da represa Casa Grande da Sabesp - Planalto Paulistano. Floresta Ombrófila Densa de Planalto, com perturbação",NA,NA,NA,"Frutos imaturos verdes. Árvore com cinco metros de altura.","ESA068260","ESA068260","Mogi das Cruzes - estrada Usaca","800","800","Jung-Mendaçolli, S.L.",NA,NA,NA,"-45,959,444","-23,654,722",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:18:34-03","ESALQ","ESA","34058","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Franciosi, E.R.N. et al.","26.0","1996","12","16",NA,"Brasil","São Paulo",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA034058","ESA034058","Cunha",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:18:34-03","ESALQ","ESA","97339","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Rocca, M.A.","116.0","2004","10","25",NA,"Brasil","São Paulo",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA097339","ESA097339","Sete Barras",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:18:34-03","ESALQ","ESA","109633","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29248.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109633","ESA109633","Sete Barras",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:18:34-03","ESALQ","ESA","109869","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30264.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109869","ESA109869","Sete Barras",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:18:34-03","ESALQ","ESA","62481","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","Sztutman, M. et al.","159.0","1999","01","07",NA,"Brasil","São Paulo",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA062481","ESA062481","Cananéia",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:32:26-03","IAP","PACA-AGP","81589","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","G. Martinelli","13443","1989","08","01",NA,"Brasil","RJ","Paratimirim, Ilha da Cotia, Floresta Atlântica","-44.7131004333496","-23.2178001403809",NA,"ao nível do mar, árvore com 9 m, saxícola, folhas discolores, frutos amarelos c/sementes hialinas e arilo laranja, qd. imaturos os frutos são de cor verde externamente. Habitat: na beira do mar Hábito: árvore","PACA081589",NA,"Parati",NA,NA,"M. Gomes","34470","auto",NA,NA,NA,"1996","09","19","Magnoliatae",NA,NA
"46","2020-02-12 18:56:21-03","UFJF","CESJ","27661A","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","G.F. Árbocz","357","1994","05","06","América do Sul","Brasil","São Paulo","Fazenda Intervales, caminho da sede para a Fazenda Barra Grande",NA,NA,NA,"N.v.: Laranja de macacoPlanta nativa, frutífera. Árvore ca. 6m, 12-15cm DAP, frutos verdes. Frutificação em set-out.","CESJ27661A",NA,NA,NA,NA,"H.F. Leitão Filho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:44:29-03","UFJF","CESJ","43961","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Posoqueria","acutifolia","Posoqueria acutifolia","Mart.","C.N. Matozinhos","s.n.","2005","04",NA,"América do Sul","Brasil",NA,NA,NA,NA,NA,NA,"CESJ043961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
