"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"14","2019-11-21 14:30:16-03","UFJF","CESJ","48409","PreservedSpecimen","Plantae","Angiosperma",NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","G. Hatschbach","O.S. Ribas; J. Cordeiro; J.M. Silva; F. Marinero","7218","América do Sul","Brasil","Paraná","Serra Ibitiraquire - Pico Caratuva",NA,"Herbacea,1m alt.,capitulo creme. Em matinha nebular do alto do morro. Alt. aprox. 1700m.","CESJ048409","CESJ048409","2006","04","10","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"2006",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"15","2019-08-20 10:02:51-03","UNICAMP","UEC","124565","S","Plantae","Magnoliopsida",NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Lucas, D","Meireles, LD","949",NA,"Brazil","Minas Gerais","Monte Verde, Afloramento do Platô",NA,"Erva sobre substrato úmido, glomérulos creme-esverdeados.","UEC057029","UEC057029","2002","03","10","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"2017","08",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"16","2019-08-20 10:02:51-03","UNICAMP","UEC","124560","S","Plantae","Magnoliopsida",NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Lucas, D","Meireles, LD","875",NA,"Brazil","Minas Gerais","Monte Verde, Pedra Redonda",NA,"Erva até 1,5m, flores creme-esverdeadas.","UEC087160","UEC087160","2002","01","26","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"2017","08",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"17","2021-03-16 17:50:07-03","UCS","HUCS","31278","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Lucas, D.","Ribas, O.S.","s.n.",NA,"Brasil","Paraná","Serra Ibitiraquire - Pico Caratuva",NA,"Herbário MBM; matinha nebular do alto do morro",NA,NA,"2006","04","10","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"2016","10","13",NA,NA,"55154","auto",NA,NA,NA,NA,NA
"18","2019-08-16 08:38:15-03","UTFPR","HCF","10232","S","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","J. Cordeiro & P.Larocca","M.G. Caxambu","3685",NA,"Brasil","PR","Morro Alpino (Morro da EMBRATEL)",NA,"erva heliófita, ca. 1,60m. Flores alvas.",NA,NA,"2012","02","02","Campina Grande do Sul","-48.822194","-25.1275","1.4","1.4","2013",NA,NA,"48°49'19,9 W","25°07'39 S",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:12:11-03","MBM","MBM","15056","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban",NA,"Lindeman, J.; Haas, H.; Haas, H.","s.n.","Southern America","Brazil","Paraná","Estrada da Graciosa, Boa Vista",NA,NA,"MBM015056","MBM015056","1967","02","23","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"20","2020-12-21 16:12:11-03","MBM","MBM","384836","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Cordeiro, J.; Larocca, P.","Caxambu, M.G.","3685","Southern America","Brazil","Paraná","Serra do Capivari, Morro Alpino (Morro da EMBRATEL)",NA,"Erva heliófita, ca. 1,6m. Flores alvas.; Floresta Ombrófila Densa Altomontana. Relevo montanhoso.","MBM384836","MBM384836","2012","02","02","Campina Grande do Sul","-48.822194","-25.1275","1400","1400","2013",NA,NA,"-48.822194","-25.1275",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:12:11-03","MBM","MBM","385851","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Larocca, P.","Larocca, P.; Felitto, G.; Felitto, G.","64","Southern America","Brazil","Paraná","Serra do Ibitiraquire, Morro Camapuã",NA,"Herbácea, 70 cm, inflorescências esverdeadas","MBM385851","MBM385851","2013","03","02","Campina Grande do Sul","-48.85745","-25.254475","1680","1680","2013",NA,NA,"-48.85745","-25.254475",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:12:11-03","MBM","MBM","385851","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Larocca, P.","Larocca, P.; Felitto, G.; Felitto, G.","64","Southern America","Brazil","Paraná","Serra do Ibitiraquire, Morro Camapuã",NA,"Herbácea, 70 cm, inflorescências esverdeadas","MBM385851","MBM385851","2013","03","02","Campina Grande do Sul","-48.85745","-25.254475","1680","1680","2013",NA,NA,"-48.85745","-25.254475",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:12:11-03","MBM","MBM","405510","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Lucas, D.","Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3332","Southern America","Brazil","Paraná","Serra do Ibitiraquire, Morro Tucum",NA,"Herbácea, 80 cm, flores creme, campo limpo.; Campo de Altitude.","MBM405510","MBM405510","2016","04","21","Campina Grande do Sul","-48.846889","-25.2565",NA,NA,"2016",NA,NA,"-48.846889","-25.2565",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:12:11-03","MBM","MBM","157787","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Pedersen, T.M.","Hatschbach, G.; Campos, E.R.; Campos, E.R.","55658","Southern America","Brazil","Paraná","Usina Hidrelétrica Parigot de Souza, cota 800",NA,NA,"MBM157787","MBM157787","1991","07","17","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:12:11-03","MBM","MBM","9723","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Constance, L.","Hatschbach, G.","21223","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,"MBM009723","MBM009723","1969","03","06","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"26","2020-12-21 16:12:11-03","MBM","MBM","35950","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban",NA,"Hatschbach, G.","8262","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,"MBM035950",NA,"1961","08","06","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:12:11-03","MBM","MBM","2442","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Constance, L.","Hatschbach, G.","16352","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,"MBM002442","MBM002442","1967","04","14","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:12:11-03","MBM","MBM","244086","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urban","Hatschbach, G.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","3075","Southern America","Brazil","Paraná","Serra Ibitiraquire, Morro Tucum",NA,NA,"MBM244086","MBM244086","2000","02","03","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"29","2019-11-01 15:27:55-03","PUC-RIO","FCAB","2613","PreservedSpecimen","Plantae",NA,"Angiospermae","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Diober Lucas","P.E. Leite S.J.","s.n.",NA,"Brasil","São Paulo",NA,NA,NA,"002613",NA,"1945","04",NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"2017","10","09",NA,NA,"21048","auto",NA,NA,NA,NA,NA
"30","2015-10-10 00:25:53-03","MNHN","RECOLNAT_MNHN_P","P00834341","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Sao Paulo : Campos de Bocaima, au bord des ruisseaux","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00834341' target='other'> <mi>dwc_moreinfo</mi></a>","P00834341","P00834341_01","1876","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","8237",NA,NA
"31","2015-10-10 00:26:14-03","MNHN","RECOLNAT_MNHN_P","P00834342","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Sao Paulo : Campos de Bocaima, au bord des ruisseaux","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00834342' target='other'> <mi>dwc_moreinfo</mi></a>","P00834342","P00834342_01","1876","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","8237",NA,NA
"32","2015-09-04 04:29:33-03","MNHN","RECOLNAT_MNHN_P","P03253787","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","Brésil.( Minas Gerais), Ayuruoca, an Serra Frio.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03253787' target='other'> <mi>dwc_moreinfo</mi></a>","P03253787","P03253787_01","1886","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16090",NA,NA
"33","2015-09-04 04:29:33-03","MNHN","RECOLNAT_MNHN_P","P03253788","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","Brésil. Minas Gerais. Ayuruoca au Serra Frio.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03253788' target='other'> <mi>dwc_moreinfo</mi></a>","P03253788","P03253788_01","1886","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16090",NA,NA
"34","2015-09-04 04:29:33-03","MNHN","RECOLNAT_MNHN_P","P03253789","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Hatschbach, G.",NA,NA,"Brasil","Paraná","Serra Capivari Grande.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03253789' target='other'> <mi>dwc_moreinfo</mi></a>","P03253789","P03253789_01",NA,NA,NA,"Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"35","2021-01-15 17:51:35-03","UFMG","BHCB","61008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Hoehne, W","s.n.","Southern America","Brasil","São Paulo","Brooklyn Paulista",NA,"Brejo alagado","BHCB057736","BHCB057736","1949","01","28","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2020","11",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"36","2017-10-17 10:43:00-02","MO","MOBOT","101004672","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Auguste F.M. Glaziou","Glaziou 8237","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2018-06-22 05:25:00-03","MO","MOBOT","2454155","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 10728","South America","Brazil","Santa Catarina","Rancho Queimado. Serra da Boa Vista",NA,NA,NA,NA,"1961","1","24",NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2535234","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Reitz & Klein, --","10728","South America","Brazil","Santa Catarina","Serra da Boa Vista, São José.",NA,NA,"US03076716","US03076716_01","1961","1","24",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2535235","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"Reitz & Klein, --","10728","South America","Brazil",NA,NA,NA,NA,"US03076717","US03076717_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","2571000A","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"G. Hatschbach","16352","South America","Brazil","Paraná","Mun. Antonina, Serra Capivari Grande.",NA,NA,"US03076714","US03076714_01","1967","4","14",NA,NA,NA,"500","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2571001A","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.",NA,"G. Hatschbach","16352","South America","Brazil","Paraná","Mun. Antonina, Serra Capivari Grande.",NA,NA,"US03076715","US03076715_01","1967","4","14",NA,NA,NA,"500","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"42","2019-12-09 17:29:18-03","UFPR","EFC","7390","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Tramujas, A.P.","Roderjan, C.V.; Tramujas, A.P.","1411",NA,"Brasil","Paraná","Pico Capivari Grande",NA,"Herbácea 60 cm frequente em campo altomontano a 1530 m s.n.m. Flores creme. (p. 4, NE, 37g., Orgânico).","EFC007390",NA,"1997","05","22","Campina Grande do Sul","-48.8215","-25.1377",NA,NA,"1997","06","30","-48.8215","-25.1377",NA,NA,NA,NA,NA,NA,NA
"43","2019-12-09 17:29:18-03","UFPR","EFC","17336","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Tramujas, A.P.","Tramujas, A.P.","833",NA,"Brasil","Paraná","Serra do Ibitiraquire - morro Cotia",NA,"Herbácea 1m, frutos maduros. Frequente em Refúgio Vegetacional Altomontano a 1.400m s.n.m, solo orgânico 1m","EFC017336",NA,"1997","06","21","Campina Grande do Sul","-48.8304","-25.3036","1400","1400","1997","06","21","-48.8304","-25.3036",NA,NA,NA,NA,NA,NA,NA
"44","2019-12-09 17:29:18-03","UFPR","EFC","7409","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Hatschbach, G.","Tramujas, A.P.","783",NA,"Brasil","Paraná","Pico Capivari Grande",NA,"Herbácea caméfita 85 cm, frequente em campo altomontano a 1667 m s.n.m. Solo Orgânico, SE, 70g. Flores secas.","EFC007409",NA,"1997","05","08","Campina Grande do Sul","-48.8215","-25.1377",NA,NA,"1997","07","01","-48.8215","-25.1377",NA,NA,NA,NA,NA,NA,NA
"45","2019-12-09 17:29:18-03","UFPR","EFC","7597","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Tramujas, A.P.","Roderjan, C.V.; Tramujas, A.P.","1434",NA,"Brasil","Paraná","Pico Capivari Grande",NA,"Frequente em campo de altitude herbáceo, crista N, encosta NE e NW, 1.450 m a.n.m. Flores secas em umbela.","EFC007597",NA,"1997","10","23","Campina Grande do Sul","-48.8215","-25.1377",NA,NA,"1997","11","11","-48.8215","-25.1377",NA,NA,NA,NA,NA,NA,NA
"46","2019-12-09 17:29:18-03","UFPR","EFC","13855","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Vieira, R.S.","Vieira, R.S.; Brotto, M.L.","726",NA,"Brasil","Paraná","Serra do Capivari - morro Capivari Grande",NA,"Herbácea em meio ao campo altomontano. Com fruto.","EFC013855",NA,"2015","04","16","Campina Grande do Sul","-48.4919","-25.0906","1600","1600","2015","04","23","-48.4919","-25.0906",NA,NA,NA,NA,NA,NA,NA
"47","2019-12-09 17:29:18-03","UFPR","EFC","2646","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Hatschbach, G.","Kuniyoshi, Y.S.; Struminski, E.",NA,NA,"Brasil","Paraná","Serra dos Órgãos",NA,NA,"EFC002646",NA,"1991","07","04","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"48","2019-11-13 11:14:43-03","USP","SPF","12336","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","Hoehne, W","Hoehne, W","s.n.",NA,"Brasil","São Paulo","Brooklin Paulista.",NA,NA,"SPF00012336","SPF00012336 SPF00012336_1 SPF00012336_2","1949","01","27","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"49","2019-10-07 09:10:49-03","UEFS","HUEFS","146759","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Eryngium","koehneanum","Eryngium koehneanum","Urb.","D.Lucas","Ribas, O.S.","7218",NA,"Brasil","Paraná","Serra Ibitiraquire, Pico Caratuva.",NA,NA,"HUEFS0146759","HUEFS0146759","2006","04","10","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"2017","07",NA,NA,NA,"55154","auto","Asteranae",NA,NA,NA,NA
"50","2019-09-04 18:41:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apiaceae","Eryngium","koehneanum","Eryngium koehneanum",NA,NA,"A. Glaziou","8237","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
