"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","640375","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3237","1985","08","11","South America","Brazil","Paraíba",NA,"Municipio de Borborema. 7 km ao Sul de Borborema ao longo da estrada de terra que leva a Piloes","-35.63","-6.83","480","480","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640375","NY00640375_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","640386","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. A. Sarmento",NA,"1961","08",NA,"South America","Brazil","Pernambuco",NA,"On roadsides, 2 mi. west of Caruaru",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640386","NY00640386_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","640370","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. A. Sarmento",NA,"1961","08",NA,"South America","Brazil","Pernambuco",NA,"2 mi. west of Caruaru",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640370","NY00640370_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","640337","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","M. de F. Agra","1737","1993","03","28","South America","Brazil","Paraíba","Patos","Na descida para a cidade","-37.2797","-7.0244",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640337","NY00640337_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","640323","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","G. G. Hatschbach","62055","1995","03","14","South America","Brazil","Minas Gerais","Buritizeiro","Rod. BR-365, próximo ao km 204","-44.9619","-17.3511",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640323","NY00640323_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","640315","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3016","1984","11","17","South America","Brazil","Bahia","Ibotirama","10 km ao norte de Ibotirama estrada rumo a Morpara. Margem direita do Sao Francisco","-43.17","-12.08","430","430","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640315","NY00640315_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","640374","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3271","1985","08","13","South America","Brazil","Paraíba",NA,"Municipio de Belem. Sitio a 4 km ao Sul da ciudade na estrada que leva a Guarabira","-35.5","-6.63","190","190","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640374","NY00640374_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","640387","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","D. J. Rogers","385","1961","02","25","South America","Brazil","Pernambuco",NA,"Gloria do Goitá, Fazenda S. Antonia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640387","NY00640387_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","640318","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3340","1985","08","22","South America","Brazil","Bahia","Miguel Calmon","9 km oa sul da ciudade ao longo da estrada de asfalto BA-421 que leva a Jacobina","-40.58","-11.47","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640318","NY00640318_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01081495","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","Grupo Pedra do Cavalo","1091",NA,NA,NA,"South America","Brazil","Bahia",NA,"Trecho superior do R. Jacuipe. Cachoeira/Bahia - Vale dos Rios, Paragua/ Jacuipe.","-39.08","-12.53","40","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1231361' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081495","NY01081495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1028421","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","D. J. Rogers","409","1961","03","05","South America","Brazil","Ceará",NA,"Near Crato, on hillside, on road down from chapada to valley.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183604' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028421","NY01028421_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","640368","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3363","1985","08","24","South America","Brazil","Bahia","Wenceslau Guimaraes","2 km ao sul de Teolandia oa longo da Rodovia BR-101 rumo a Itabuna","-39.5","-13.62","260","260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640368","NY00640368_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","640317","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3301","1985","08","18","South America","Brazil","Pernambuco","Pombos","Bem em frente a entrada da ciudade ao longo da rodovia R-232 rumo a Caruaru","-35.38","-8.17","180","180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640317","NY00640317_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1065528","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. B. Marcon","22","1995","03","10","South America","Brazil","Pernambuco","Ibimirim","Estrada Ibimirim-Petrolândia","-37.6903","-8.5408",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065528","NY01065528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","640319","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3278","1985","08","14","South America","Brazil","Paraíba",NA,"Municipio de Mari. Casa da Sra. Severina Nascimento na zona urbana da ciudade","-35.3","-7.08","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640319","NY00640319_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","640378","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3213","1985","08","09","South America","Brazil","Rio Grande do Norte",NA,"Municipio Cerro Cora. Serra de Santana 38 km a Nordeste de Currais Novos próximo de Lagoa Nova","-36.47","-6.12","720","720","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640378","NY00640378_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 05:41:00-03","NY","NYBG","1431686","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis glaziovii","(Müll.Arg.) Allem","W. E. Broadway","66","1913","06","12","South America","Trinidad and Tobago",NA,NA,"Scarborough. Tobago.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668330' target='other'> <mi>dwc_moreinfo</mi></a>","NY01431686","NY01431686_01",NA,"glaziovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","640388","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","D. J. Rogers","394","1961","03","02","South America","Brazil","Pernambuco",NA,"Near Caruaru, on roadside, west of town","-36","-8.25",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640388","NY00640388_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","640366","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","J. L. Zarucchi","4077","1985","08","10","South America","Colombia","Bolívar","Cartagena","Ca. 2 km S of Arroyo de Piedra",NA,NA,"20","20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640366",NA,"H. Cuadros V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","640377","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3294","1985","08","16","South America","Brazil","Pernambuco",NA,"Municipio de Barreiros. Zona urbana da ciudade- exatamente em frente ao posto da policia rodoviaria estadual","-35.18","-8.87","10","10","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640377","NY00640377_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","640385","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","J. C. de Moraes Vasconcelos","2084","1959","04","20","South America","Brazil","Paraíba",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640385","NY00640385_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1065529","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. P. S. Gomes","324","1996","03","09","South America","Brazil","Pernambuco","Buíque","Fazenda Laranjeiras.","-37.1542","-8.625","799","799","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065529","NY01065529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1028419","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","2892","1992","11","08","South America","Brazil","Minas Gerais","Monte Azul","2 km ao Norte de Monte Azul na BR-122 trecho Monte Azul - Espinosa.","-42.83","-14.92","685","685","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028419","NY01028419_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","640321","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3026","1984","11","18","South America","Brazil","Bahia","Ibotirama","34 km a oeste de Ibotirama ao longo da BR-242 rumo a Barreiras","-43.5","-12.13","510","510","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640321","NY00640321_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1065495","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","M. L. S. Guedes","7019","2000","03","01","South America","Brazil","Bahia","Remanso","km 5, Monte Pedregoso, Campo Alegre de Lourdes, que liga Pilão Arcado a Remanso","-42.9139","-9.5939",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065495","NY01065495_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","640379","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3327","1985","08","21","South America","Brazil","Bahia","Campo Formoso","3 km ao Sul da ciudade na estrada que leva a Antonio Golçalves","-40.3","-10.55","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640379","NY00640379_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","640320","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3303","1985","08","18","South America","Brazil","Pernambuco","Gravatá","Serra das Russas 5 km a oeste de Pombos ao longo da Rodovia BR-232 rumo a Caruaru","-35.43","-8.17","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640320","NY00640320_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","777952","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","K. C. Costa","368","2002","03","23","South America","Brazil","Pernambuco","Betânia","Betânia/Floresta. Rabeca","-34.9503","-8.0128","520","520","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777952","NY00777952_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","640367","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","A. C. Allem","3368","1985","08","26","South America","Brazil","Bahia","Eunápolis","Quintal nos fundos da Pousada de Eunápolis","-39.58","-16.38","160","160","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=448662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640367","NY00640367_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1145789","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","carthagenensis","Manihot carthagenensis","(Jacq.) Müll.Arg.","B. S. Amorim","243","2008","03","09","South America","Brazil","Pernambuco","Mirandiba","Caminho para Fazenda Terra Nova.","-38.7294","-8.12028",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145789","NY01145789_01","M. L. L. Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
