"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","identifiedBy","county","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","3893675","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","J. A. Steyermark","114557","1977","10","12","South America","Venezuela","Depto. Tucupita along road between Tucupita and La Horqueta.","-60.0681","9.0533","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4177044' target='other'> <mi>dwc_moreinfo</mi></a>","NY03893675","NY03893675_01","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3893671","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","B. Maguire","22719","1944","04","05","South America","Suriname","Charlesburg Rift, 3 km. north of Paramaribo.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4177040' target='other'> <mi>dwc_moreinfo</mi></a>","NY03893671","NY03893671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3893670","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","W. H. Camp","3610","1943","06","06","South America","Ecuador","Coastal plain, in the vicinity of Naranjito.","-79.436768","-2.178331","37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4177039' target='other'> <mi>dwc_moreinfo</mi></a>","NY03893670",NA,"Guayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","822310","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","P. Fiaschi","1446","2003","04","02","South America","Brazil","Estação Experimental Gregório Bondai.","-39.25","-16.13",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822310","NY00822310_01","Bahia","R. C. Moran","Belmonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3893663","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","K. M. Redden","5066","2006","10","08","South America","Guyana","Miners Camp below Aruwai Falls near topside Peaima. Disturbed clearing with weedy herbs on river abutting forest.","-60.57994","6.37503","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4177032' target='other'> <mi>dwc_moreinfo</mi></a>","NY03893663",NA,"Cuyuni-Mazaruni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3893657","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","J.-J. de Granville","15555","2002","08","13","South America","French Guiana","Crique Cabassou, Ile de Cayenne","-54.3","4.9","2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4177026' target='other'> <mi>dwc_moreinfo</mi></a>","NY03893657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","807594","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","P. Salzmann","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=6090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807594","NY00807594_01","Bahia","R. M. Lloyd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","807595","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","P. Salzmann","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=6091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807595","NY00807595_01","Bahia","R. M. Lloyd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","807597","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","G. G. Hatschbach","51520","1987","08","26","South America","Brazil","Itaunas.","-39.7319","-18.5933","3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=6094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807597","NY00807597_01","Espírito Santo","A. R. Smith","Conceiçao da Barra","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","807599","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","T. H. Hollowell","592","2001","10","21","South America","Guyana","Waini Peninsula.","-59.74","8.3775","10","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=6143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807599","NY00807599_01","Barima-Waini","G. S. McKee",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3893666","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Collector unknown","s.n.",NA,NA,NA,"South America",NA,"South America",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4177035' target='other'> <mi>dwc_moreinfo</mi></a>","NY03893666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-28 12:39:00-03","NY","NYBG","807598","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides",NA,"B. J. Pickel","2259","1931","10",NA,"South America","Brazil","Tapera.","-35.18","-8.12",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=6121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807598","NY00807598_01","Pernambuco","R. M. Lloyd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","807589","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","D. S. D. de Araújo","2122","1978","07","12","South America","Brazil","Lagoa Feia, Canal da Flecha onde sai da Lagoa.","-41.362634","-22.025609",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807589","NY00807589_01","Rio de Janeiro",NA,"Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:10-03","UFRJ","RFA","38508","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Machado, N.C.; Konno, T.U.P","105","2010","05","21",NA,"Brasil","PARNA Restinga de Jurubatiba.","-41.241944","-22.103611",NA,NA,NA,"RFA33503",NA,"Rio de Janeiro",NA,"Quissamã",NA,"41º14'31''W","22º6'13''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:10-03","UFRJ","RFA","39210","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Soares, A.R.; Nocchi, N.",NA,"2009","05",NA,NA,"Brasil","PARNA Restinga de Jurubatiba, Lagoa de Cabiúnas.","-41.7868995666504","-22.3708000183105",NA,NA,NA,"RFA34265",NA,"Rio de Janeiro","L. Sylvestre","Macaé",NA,NA,NA,"2017","47209","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-07-03 08:32:01-03","UNEMAT","TANG","674","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Koch, AK; Araújo-Silva, LE","66","2008","06","11",NA,"Brasil",NA,NA,NA,NA,NA,"20-30cm, erva submersa fixa ou flutuante fixa ou emergente, aquático","TANG000000674",NA,"Rondônia",NA,"Ji - Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-19 15:45:40-03","UNEB","HUNEB","11071","PreservedSpecimen","Plantae","Pteridophyta","Florideophycidae","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Santos, J.S.","ALCB 74244","2006","08","12",NA,"Brasil","Litoral Sul, Garapuá.","-39.033333","-13.483333",NA,NA,NA,"HUNEB0011071",NA,"Bahia",NA,"Cairú",NA,"39W2'0''","13S29'0''",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:51:02-03","EAO","IAN","80012","PreservedSpecimen","Plantae","Fern",NA,"Pteridaceae","Ceratopteris","froesii","Ceratopteris froesii","Brade","Fróes, RL","29906","1953","06","15","Southern America","Brasil","Campos gerais de Andorinhas; região do Araguaia.",NA,NA,NA,NA,"Planta nas fendas das pedras em lugar umido.","IAN080012",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotipo",NA,NA,NA,NA,NA
"29","2021-03-30 12:51:02-03","EAO","IAN","181006","PreservedSpecimen","Plantae","Fern",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Nunes, JL; Costa, JM","61","2003","10","04","Southern America","Brasil","Parque Ambiental de Belém, floresta tropical perenifólia, terrestre de solo alagado, encontrado na margem do córrego em local aberto.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN181006",NA,"Pará","Pietrobom, MR","Belém",NA,NA,NA,"2003","48462","auto",NA,NA,"10",NA,NA,NA,NA
"30","2019-10-09 11:26:11-03","UFBA","ALCB","05113","PreservedSpecimen","Plantae","Fern",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Lordêlo, RP","56-209","1956","02","22","Southern America","Brasil","Recôncavo Sul, Tanque do Engenho Chaves, Caraípe","-39.083333","-12.833333",NA,NA,NA,"ALCB001182","ALCB001182","Bahia","Guedes, ML","São Felipe",NA,"-39.083333","-12.833333","1981",NA,NA,NA,NA,"11",NA,NA,NA,NA
"31","2019-10-09 11:26:11-03","UFBA","ALCB","05114","PreservedSpecimen","Plantae","Fern",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Lordêlo, RP","56-208","1956","03",NA,"Southern America","Brasil","Recôncavo Sul","-39.083333","-12.833333",NA,NA,"planta nactante.","ALCB001183","ALCB001183","Bahia","Pinto, GCP","São Felipe",NA,"-39.083333","-12.833333","1956",NA,NA,NA,NA,"03",NA,NA,NA,NA
"32","2019-10-09 11:26:11-03","UFBA","ALCB","74244","PreservedSpecimen","Plantae","Fern",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Santos, JS; Guedes, ML; Rigueira, D; Tosto, MG","157","2006","08","12","Southern America","Brasil","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,"Terrestre. Fronde dimorfica crassa. Folhas férteis e estéreis. Sectas. Folhas estéreis de cor avermelhada; Mussununga.","ALCB001181","ALCB001181","Bahia","Guedes, ML","Cairu",NA,"-39.033333","-13.483333","2006",NA,NA,NA,NA,"10",NA,NA,NA,NA
"33","2020-02-08 10:44:37-03","NBC","NL-BOTANY","U.1031354","PreservedSpecimen","Plantae",NA,"Polypodiales","Parkeriaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Raynal-Roques AM",NA,"1978","03","14","Southern America","French Guiana",NA,"-53.816667","5.633333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1031354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1031354","NL-U1031354",NA,"Raynal-Roques AM",NA,NA,"-53.816667","5.633333",NA,NA,NA,"Pteropsida",NA,NA,"U 0096274",NA,NA,NA
"34","2021-01-14 15:33:18-03","MN","R","218832","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Kosten, S.; Lacerot, G.",NA,"2005","11","06",NA,"Brasil",NA,"-5.5781","-35.4856",NA,NA,NA,NA,NA,"Rio Grande do Norte","Donza, A.",NA,NA,"-5,5781","-35,4856","2006",NA,NA,NA,NA,"08",NA,"15",NA,NA
"35","2021-01-14 15:33:18-03","MN","R","218831","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Kosten, S.; Lacerot, G.",NA,"2005","10","09",NA,"Brasil",NA,"-5.3726","-35.3781",NA,NA,NA,NA,NA,"Rio Grande do Norte","Paz, J. & Circuncisão, D.",NA,NA,"-5,3726","-35,3781","2006",NA,NA,NA,NA,"08",NA,"15",NA,NA
"36","2021-01-14 15:33:18-03","MN","R","218833","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Kosten, S.; Lacerot, G.",NA,"2005","11","06",NA,"Brasil",NA,"-5.5781","-35.4856",NA,NA,NA,NA,NA,"Rio Grande do Norte","Bove, C.P.",NA,NA,"-5,5781","-35,4856","2006",NA,NA,NA,NA,"10",NA,"19",NA,NA
"37","2020-11-19 10:24:35-03","CPAP","CPAP","15344","PreserverdSpecimen","Plantae",NA,NA,"Parkeriaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pott, A.","7728","1996","03","19",NA,"Brasil","40Km N de Cáceres, Barra do rio Ixú, rio Paraguai; Pantanal","-57.527778","-15.754167","130",NA,"Erva aquática submersa fixa. FLOR: . FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Abundante. AMBIENTE: Planície de inundação fluvial. SUBSTRATO: solo argiloso. RELEVO: plano deprimido.",NA,NA,"MT",NA,"Cáceres","130","57°31'40'' W","15°45'15'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:24:35-03","CPAP","CPAP","15580","PreserverdSpecimen","Plantae",NA,NA,"Parkeriaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pott, V. J.","3064","1996","03","01",NA,"Brasil","Estrada MT-040/361 de Santo Antonio do Leverger a Barão do Melgaço; Sub-região de Poconé; Pantanal","-55.921389","-15.984444","120",NA,"Erva aquática emergente. FLOR: . FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Área de inundação de rio, entre mata ciliar e aterro de estrada. SUBSTRATO: solo areno-siltoso. RELEVO: plano deprimido.",NA,NA,"MT","A. Salino","Santo Antonio do Leverger","120","55°55'17'' W","15°59'04'' S","1999",NA,NA,NA,NA,"10",NA,NA,NA,NA
"39","2019-02-15 11:49:02-02","IPA","IPA","7807","S","Plantae","Plantae",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","1174","1954","09","20","Southern America","Brasil","em vala úmida de água salobra.","-35.1478004455566","-8.897780418396",NA,NA,NA,"IPA0007807",NA,"Pernambuco","Brade, A.C.","São José da Coroa Grande",NA,NA,NA,"1956","13319","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:49:02-02","IPA","IPA","85900","S","Plantae","Plantae",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Leite, M.S.","157","2006","09","19","Southern America","Brasil","Engenho Curtume, Rio Pirangi, área de inundação próxima a nascente do bananal.","-35.839444","-8.802222",NA,NA,"Pteridófiata aquática anfíbia nas margens e submersa no rio em meio a Limnocharis flava (Limnochariataceae) e Aeschynomene sensitiva (Fabaceae). Poucos indivíduos. População estéril.","IPA0085900",NA,"Pernambuco","Leite, M.S.","Maraial",NA,"-35.839444","-8.802222","2006",NA,NA,NA,NA,"09",NA,"19",NA,NA
"41","2019-02-15 11:49:02-02","IPA","IPA","91359","S","Plantae","Plantae",NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Sousa, B.M.","49","2014","11","28","Southern America","Brasil","Fazenda Riacho da Serra., Reservatório. Na BR 230.","-35.315556","-7.183611",NA,NA,"Herbáceo. Planta emergente.; Aquático.","IPA0091359",NA,"Paraíba","Sousa, B.M.","Sobrado",NA,"-35.315556","-7.183611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:36:15-03","IAP","PACA-AGP","69666","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Hatschbach, G.","51520","1987","08","26",NA,"Brasil","Conceição da Barra",NA,NA,NA,NA,"planta terrícola. Habitat: em depressões brejosas Hábito: ereta Ecossistema: MATA ATLANTICA","PACA069666",NA,"ES","A. R. Smith","Itaunas",NA,NA,NA,"1988",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:36:15-03","IAP","PACA-AGP","89681","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Sehnem, A.","11160",NA,NA,NA,NA,"Brasil",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Sem data de coleta; planta aquática e cultivada; HASU 3324.","PACA089681",NA,"RS","A. Sehnem SJ","São Leopoldo",NA,NA,NA,NA,"10287","auto","Filicopsida",NA,NA,NA,NA,NA,NA
"44","2019-10-25 11:40:07-03","IECOS","HBRA","5503","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","D. P. O. Lima","73","2010","07","20","América do Sul","Brasil","Península de Ajuruteua, Salinas dos Roques, na 6ª ilha","-46.66394444","-0.93091667",NA,"exsicata","Anfíbia em local encharcado.","HBRA0006985","HBRA0006985","Pará","M. R. Pietrobom, D. P. O. Lima","Bragança",NA,"-46.66394444","-0.93091667","2010",NA,NA,NA,NA,"07",NA,"20",NA,NA
"45","2019-10-25 11:40:07-03","IECOS","HBRA","3477","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","M. R. Pietrobom","6864","2006","11","17","América do Sul","Brasil","Varador do meio","-50.18147222","1.68875",NA,"exsicata","Aquática, margem do Varador.&nf;Apoio: IBAMA-AP / ARPA / FUNBIO","HBRA0007295","HBRA0007295","Amapá","M. R. Pietrobom","Amapá",NA,"-50.18147222","1.68875000","2007",NA,NA,NA,NA,"01",NA,"31",NA,NA
"46","2019-10-25 11:40:07-03","IECOS","HBRA","9420","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","U. Mehlig","1675","2015","06","24","América do Sul","Brasil","Fernandes Belo, restinga da vila Apeu-Salvador. Campo estreito entre um cordão de dunas e o manguezal, solo úmido","-46.19413889","-0.91688889",NA,"exsicata",NA,"HBRA0004939","HBRA0004939","Pará","D. P. O. Lima, U. Mehlig","Viseu",NA,"-46.19413889","-0.91688889","2015",NA,NA,NA,NA,"06",NA,"24",NA,NA
