"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","01055046","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","T. B. Cavalcanti","1996","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179068' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055046","2124","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Goiás","Ipameri","Bacia de inundação do AHE Corumba","-48.1594","-17.7219","NY01055046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01055050","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","G. Pereira-Silva","1993","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055050","1906","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Goiás","Caldas Novas","Margem direita do Rio Corumba; proximo a estaçao de Regua S. 0.9; fazenda do Helio","-48.5","-17.78","NY01055050_01",NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01055020","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","C. Lage","1938","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179032' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055020","s.n.","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Distrito Federal","Brasília","Horto Ph n° 727","-47.9294","-15.7797","NY01055020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","605556","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","G. F. J. Pabst","1962","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605556","7093","Magnoliophyta","Fabales","Vogel","G. M. Barroso","Minas Gerais",NA,"Km. 221 da BR-7, inter Feizlandia et Tres Marias.",NA,NA,"NY00605556_01",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","605567","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","W. Hoehne","1951","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605567","s.n.","Magnoliophyta","Fabales","Vogel",NA,"São Paulo","Jales","Pastos do Pontal.","-50.54","-20.2603","NY00605567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","605543","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","A. H. Gentry","1985","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605543","49278","Magnoliophyta","Fabales","Vogel","A. H. Gentry","São Paulo",NA,"SP-304 between Piracicaba and Americana, Km. 188.","-47.5","-22.75","NY00605543_01",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","605551","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","L. Riedel","1833","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605551","1554","Magnoliophyta","Fabales","Vogel","H. C. de Lima",NA,NA,"Hemgy[?] Rio de Janeiro a Sao Paulo.",NA,NA,"NY00605551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01041565","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","F. A. Bisby","1973","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179110' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041565","1283","Magnoliophyta","Fabales","Vogel",NA,"Mato Grosso","Cuiabá","Stream-bed, near University of Mato Grosso. Cuiaba","-56.0967","-15.5961","NY01041565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01055000","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","H. S. Irwin","1969","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055000","24592","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 60 km north of Veadeiros","-47.5167","-13.5744","NY01055000_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","605547","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","E. Pereira","1965","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605547","10178","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Minas Gerais",NA,"Três Marias e Joao Pinheiro.",NA,NA,"NY00605547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01041563","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","B. Dubs","1996","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179107' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041563","2188","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Mato Grosso",NA,"Serra das Araras, Vão Grande",NA,NA,"NY01041563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","605545","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","A. F. M. Glaziou","1888","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605545","17595","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Rio de Janeiro",NA,"Nona Friburgo. Grandarbre [?].",NA,NA,"NY00605545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","777409","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","V. C. Souza","1994","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777409","5339","Magnoliophyta","Fabales","Vogel","G. P. Lewis","Bahia","Caetité","Localidade de Café Baiano, 9 km E de Caetité em direçao a Brumado","-42.4347","-14.1144","NY00777409_01 NY00777409_02",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","605544","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","U. Pastore","1986","03","22","South America","Brazil","sheet",NA,"Convênio IBGE/ELETROSUL. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605544","55","Magnoliophyta","Fabales","Vogel","J. D. C. A. Ferreira","São Paulo",NA,"Mun. Cuiabá Paulista, 3 km Leste Córrego Agua Sumida.","-52.35","-22.2","NY00605544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01055021","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","B. Dubs","1987","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055021","501","Magnoliophyta","Fabales","Vogel","B. Dubs","Mato Grosso do Sul",NA,"Fazenda Salina, Pantanal do Rio Negro","-56.17","-19.5","NY01055021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","778672","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","L. Passos","2000","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778672","399","Magnoliophyta","Fabales","Vogel","M. L. S. Guedes","Bahia",NA,"Pilão Arcado: Estrada de Espinheiro.","-42.55","-9.88","NY00778672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01041554","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","S. L. M. Moore","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041554","492","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Mato Grosso",NA,"Iter Matogrossense",NA,NA,"NY01041554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02704119","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","Neves, D. M.","2013","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990754' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704119","1429","Magnoliophyta","Fabales","Vogel",NA,"Minas Gerais","Joanésia","5km west of Joanesia.","-42.748333","-19.147778","NY02704119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01055047","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","G. Pereira-Silva","1992","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179071' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055047","1157","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Goiás","Niquelândia","3 km sudoeste da sede da Fazenda Agua Quente; Região de Garimpo.","-48.97","-14.63","NY01055047_01",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01041557","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","G. F. J. Pabst","1962","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179095' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041557","7093","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Minas Gerais",NA,"km 221 da BR-7, inter Felilandia et Tres Marias, C-7",NA,NA,"NY01041557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01054997","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","H. S. Irwin","1964","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179018' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054997","5374","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Distrito Federal","Brasília","Ca. 50 km E of Brasilia.","-47.9294","-15.7797","NY01054997_01",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","605550","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","S. Romaniuc Neto","1992","04","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605550","1291","Magnoliophyta","Fabales","Vogel","L. P. de Queiroz","São Paulo","Moji-Guaçu","Reserva Biologica e Estaçao Experimental de Moji-Guaçu.",NA,NA,"NY00605550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01054998","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","H. S. Irwin","1964","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179020' target='other'> <mi>dwc_moreinfo</mi></a>","NY01054998","5950","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Distrito Federal","Brasília","Parque Municipal do Gama, ca. 20 km S of Brasília.","-48.0638","-16.01719","NY01054998_01",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01055049","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","B. M. T. Walter","1996","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179077' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055049","3028","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Goiás","Uruaçu","Estrada de terra da GO-237 P/ a Faz. Ponte Alta (Ouro Fino, etc.), próximo a sede da Fazenda Ouro Fino. Área de influência do AHE Serra da Mesa.","-48.95","-14.58","NY01055049_01",NA,"390","390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","605557","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","C. A. Cid Ferreira","1985","10","10","South America","Brazil","sheet",NA,"Convênio CNPQ/NSF (INPA-MPEG-NEW YORK BOTANICAL GARDEN). <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605557","6388","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Mato Grosso","Santa Terezinha","Faz. Uniao, a 05 km da cidade.","-50.58","-10.67","NY00605557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","605559","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","S. de Souza Silva","1996","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00605559","71","Magnoliophyta","Fabales","Vogel","R. C. Barneby","Goiás","Santa Terezinha de Goiás","Próximo a Mandinópolis.","-49.75","-14.5","NY00605559_01",NA,"410","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01041592","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans elegans","E. P. Heringer","1980","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01041592","5470","Magnoliophyta","Fabales","Vogel","H. C. de Lima","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","NY01041592_01","elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
