"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-11-13 09:20:27-03","UFRJ","RFA","10484","PreservedSpecimen","Plantae","Ochnaceae","Quiina","glaziovii","Quiina glaziovii","G.G. Hatschbach","17457","1967","10","18",NA,"Brasil",NA,NA,"Árvore de 15 m de altura., tronco com 36 cm de diâmetro, flor amarelo-claro.","RFA10394",NA,NA,"Engl.","G.G. Hatschbach","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"12","2020-11-13 09:20:27-03","UFRJ","RFA","8366","PreservedSpecimen","Plantae","Ochnaceae","Quiina","glaziovii","Quiina glaziovii","G.G. Hatschbach","15293","1963","11","29",NA,"Brasil",NA,NA,"Arvoreta de flor creme esverdeada","RFA27518",NA,NA,"Engl.","G.G. Hatschbach","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"13","2021-03-30 12:47:22-03","EAO","IAN","126829","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Lemos, D","s.n.","1922","12","08","Southern America","Brasil",NA,NA,NA,"IAN126829","Dicotiledônea",NA,"Engl.","Schneid, JV","São Paulo",NA,"Alto da Serra.",NA,NA,NA,NA,NA,"1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:47:22-03","EAO","IAN","126830","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","s.n.","1942","11","07","Southern America","Brasil",NA,NA,NA,"IAN126830","Dicotiledônea",NA,"Engl.","Schneid, JV","São Paulo",NA,"Estação Biológica do Alto da Serra.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:47:22-03","EAO","IAN","126831","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","2830","1950","01","13","Southern America","Brasil",NA,NA,NA,"IAN126831","Dicotiledônea",NA,"Engl.","Schneid, JV","São Paulo",NA,"Paranapiacaba. Estação Biológica do Alto da Serra.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:47:22-03","EAO","IAN","126832","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Handro, O","39799","1938","10","24","Southern America","Brasil",NA,NA,"Árvore com flores amarelentas e aromáticas.","IAN126832","Dicotiledônea",NA,"Engl.","Rocha, AES","São Paulo",NA,"Alto da Serra. Mata da Estação Biológica.",NA,NA,NA,NA,NA,"2017","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:47:22-03","EAO","IAN","126833","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","2830","1948","03","18","Southern America","Brasil",NA,NA,NA,"IAN126833","Dicotiledônea",NA,"Engl.","Schneider, JV","São Paulo",NA,"Estação Biológica do Alto da Serra do Paranapiacaba.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:47:22-03","EAO","IAN","32107","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Markgraf, F","3104",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN032107","Dicotiledônea",NA,"Engl.","Schneider, JV","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN032107 IAN032107_e","1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:47:22-03","EAO","IAN","32108","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ducke, A","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN032108","Dicotiledônea",NA,"Engl.","Schneider, JV","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN032108 IAN032108_e","1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:47:22-03","EAO","IAN","32108a","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ducke, A","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN32108a","Dicotiledônea",NA,"Engl.","Schneider, JV","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN32108a IAN32108a_e","1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:22-03","EAO","IAN","37166","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Araújo, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,"(Herb. Jard.Bot.R.Janº23651)","IAN037166","Dicotiledônea",NA,"Engl.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"IAN037166 IAN037166_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:22-03","EAO","IAN","50657","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","s.n.","1948","03","18","Southern America","Brasil",NA,NA,NA,"IAN050657","Dicotiledônea",NA,"Engl.","Schneid, JV","São Paulo",NA,"Paranapiacaba.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:47:22-03","EAO","IAN","50659a","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","s.n.","1950","01","13","Southern America","Brasil",NA,NA,NA,"IAN50659a","Dicotiledônea",NA,"Engl.","Rocha, AES","São Paulo",NA,"Paranapiacaba.",NA,NA,NA,NA,NA,"2017","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:47:22-03","EAO","IAN","93850","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Glaziou, AFM","6197","1896","05","27","Southern America","Brasil",NA,NA,NA,"IAN093850","Dicotiledônea",NA,"Engl.","Schneider, JV","Goiás",NA,NA,NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA,"isotipo",NA,NA,NA,NA
"25","2021-04-08 17:43:26-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","s.n.","1948","03","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotiledônea",NA,"Engl.","Schneid, JV","São Paulo",NA,"Paranapiacaba.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:43:26-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","2830","1948","03","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotiledônea",NA,"Engl.","Schneider, JV","São Paulo",NA,"Estação Biológica do Alto da Serra do Paranapiacaba.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:43:26-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Kuhlmann, M","s.n.","1942","11","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotiledônea",NA,"Engl.","Schneid, JV","São Paulo",NA,"Estação Biológica do Alto da Serra.",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:47:22-03","EAO","IAN","115955","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Brade, AK","17480","1945","02","20","Southern America","Brasil",NA,NA,NA,"IAN115955","Dicotiledônea",NA,"Engl.","Schneid, JV","Rio de Janeiro","Itatiaia","Maromba, nova picada.","-44.5633010864258","-22.4960994720459","1300","1300",NA,"1998","09",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"29","2021-03-30 12:47:22-03","EAO","IAN","42512","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Góes, OC; Alves, O","84","1948",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN042512","Dicotiledônea",NA,"Engl.","Schneider, JV","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,"1998","08",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:47:22-03","EAO","IAN","37167","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Andrade, N de","72",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN037167","Dicotiledônea",NA,"Engl.","Schneider, JV","São Paulo","São Paulo","Alto da Serra.","-46.6300010681152","-23.5400009155273",NA,NA,"IAN037167 IAN037167_e","2000",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:47:22-03","EAO","IAN","50658","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Handro, O","s.n.","1938","10","24","Southern America","Brasil",NA,NA,"Árvore com flores amareladas e aromáticas.","IAN050658","Dicotiledônea",NA,"Engl.","Rocha, AES","São Paulo","São Paulo","Alto da Serra.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2017","11","24",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"32","2019-10-09 11:23:14-03","UFBA","ALCB","133221","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Gomes, FS","1696","2013","03","25","Southern America","Brasil",NA,NA,"Folhas coriáceas discolores, estípulas interpeciolares, foliáceas. 187.1, parcela 03.","ALCB052824","Dicotyledon",NA,"Engl.","Gomes, FS","Bahia","Belmonte",NA,"-39.238611","-15.894444",NA,NA,"ALCB052824","2013","12",NA,"-39.238611","-15.894444",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:23:14-03","UFBA","ALCB","88046","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","832","2001","09","28","Southern America","Brasil",NA,NA,"Individuo nº 682 DAP. 6 cm . Material estéril.&nf;; Sob influência fluvial sazonal. Projeto Mata Atlântica Nordeste- Subprojeto estudos ecologicos em Mata ciliar no Sul da Bahia, Rebio de Una.","ALCB042563","Dicotyledon",NA,"Engl.","Jardim, JG","Bahia","Una","Litoral Sul, Reserva Biologica de Una trilha do Rio Maruim","-39.0675","-15.167778","40","40",NA,"2001","10",NA,"-39.0675","-15.167778",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:56:55-03","NBC","NL-BOTANY","L.2392042","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Smith LB; Reitz R; Klein RM",NA,"1956","11","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2392042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2392042",NA,"Malpighiales","Engl.",NA,NA,NA,"Santa Catarina. Mun. Itajai: Itajai to Limoeira.",NA,NA,NA,NA,"NL-L2392042",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 09:56:55-03","NBC","NL-BOTANY","L.2392043","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Reitz R; Klein RM",NA,"1959","10","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2392043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2392043",NA,"Malpighiales","Engl.",NA,NA,NA,"Plantas de Santa Catarina. Mata da Companhia Hering, Bom Retiro, Blumenau.",NA,NA,NA,NA,"NL-L2392043",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 09:56:55-03","NBC","NL-BOTANY","L.2392044","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach GG",NA,"1967","10","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2392044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2392044",NA,"Malpighiales","Engl.",NA,NA,NA,"Rio do Cedro (Mun. Guaraquecaba) Parana.",NA,NA,NA,NA,"NL-L2392044",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 09:56:55-03","NBC","NL-BOTANY","L.2392045","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach GG",NA,"1967","12","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2392045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2392045",NA,"Malpighiales","Engl.",NA,NA,NA,"Est. Parana (Brasil). Mun. Guaratuba. Serra de Ararquara.",NA,NA,NA,NA,"NL-L2392045",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 09:56:55-03","NBC","NL-BOTANY","L.2392046","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach GG",NA,"1962","12","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2392046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2392046",NA,"Malpighiales","Engl.",NA,NA,NA,"Est. Parana (Brasil). Mun. Guaratuba. Pedra Branca de Araraquara.",NA,NA,NA,NA,"NL-L2392046",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 09:56:55-03","NBC","NL-BOTANY","U.1532942","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Lindeman JC; Haas JH de",NA,"1967","08","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1532942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1532942",NA,"Malpighiales","Engl.","Lindeman JC","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1532942",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0137211",NA,NA
"40","2020-02-08 09:56:55-03","NBC","NL-BOTANY","U.1532943","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ducke A",NA,"1928","10","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1532943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1532943",NA,"Malpighiales","Engl.",NA,NA,NA,"Rio de Janeiro ad urbem in silvis circa montem Corcovado.",NA,NA,NA,NA,"NL-U1532943",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 09:56:55-03","NBC","NL-BOTANY","WAG.1255202","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach GG",NA,"1978","12","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1255202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1255202",NA,"Malpighiales","Engl.",NA,NA,NA,"Rio Pequeno (mun. Antonina) Paraná.",NA,NA,NA,NA,"NL-WAG1255202",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 09:56:55-03","NBC","NL-BOTANY","WAG.1255203","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Hatschbach GG",NA,"1966","11","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1255203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1255203",NA,"Malpighiales","Engl.",NA,NA,NA,"Parana. Rio Ipiranga.",NA,NA,NA,NA,"NL-WAG1255203",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-11-04 11:17:56-03","ESALQ","ESA","29441","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ivanauskas, N.M. et al.","996.0","1996","01","25",NA,"Brasil",NA,NA,NA,"ESA029441","Magnoliophyta",NA,NA,NA,"São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029441",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:17:56-03","ESALQ","ESA","123814","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Souza, V.C. ; Flores, T.B.","34915.0","2013","04","30",NA,"Brasil",NA,NA,"Árvore, ca. 8 m alt. Vegetativo.","ESA123814","Magnoliophyta",NA,NA,"Souza, V.C.","São Paulo","Tapiraí","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.","-47.5","-23.9599990844727",NA,NA,"ESA123814","2013",NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:17:56-03","ESALQ","ESA","107944","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Santos, M.B.","57.0","2005","03","25",NA,"Brasil",NA,NA,NA,"ESA107944","Magnoliophyta",NA,NA,NA,"São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA107944",NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"46","2020-11-04 11:17:56-03","ESALQ","ESA","29038","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ivanauskas, N.M.","476.0","1995","10","18",NA,"Brasil",NA,NA,NA,"ESA029038","Magnoliophyta",NA,NA,NA,"São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"47","2020-11-04 11:17:56-03","ESALQ","ESA","29037","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Ivanauskas, N.M.","572.0","1995","11","22",NA,"Brasil",NA,NA,NA,"ESA029037","Magnoliophyta",NA,NA,NA,"São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029037",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"48","2020-11-04 11:17:56-03","ESALQ","ESA","51532","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Borges, A. et al.",NA,"2005","04","03",NA,"Brasil",NA,NA,NA,"ESA051532","Magnoliophyta",NA,NA,"Borges, A.","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"ESA051532",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"49","2020-11-04 11:17:56-03","ESALQ","ESA","50462","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","57.0","2005","03","25",NA,"Brasil",NA,NA,"Árvore.Frutos alaranjados, 10 m alt.","ESA050462","Magnoliophyta",NA,NA,NA,"São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha da Água Grande/Ressurgência. Floresta Ombrófila Densa Baixo Montana pouco degradada sobre afloramento de calcário","-48.0999984741211","-24.5200004577637","400","400",NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"50","2020-11-04 11:17:56-03","ESALQ","ESA","128675","PreservedSpecimen","Plantae","Quiinaceae","Quiina","glaziovii","Quiina glaziovii","Flores, T.B.","1836.0","2013","03","28",NA,"Brasil",NA,NA,NA,"ESA128675","Magnoliophyta",NA,NA,NA,"São Paulo","Tapirai","Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","-47.55755","-24.16651",NA,NA,"ESA128675_1 ESA128675_2",NA,NA,NA,"-47.55755","-24.16651",NA,NA,NA,NA,NA,NA,NA
