"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","451912","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","F. J. Fernández Casas","FC4077","1980","10","South America","Paraguay","Amambay","Parque Nacional de Cerro Corá, cerca la casa forestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451912",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00982166","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","R. Kral","75397","1988","10","South America","Brazil","Minas Gerais","First high meadow on Cerro Cabral by rd Joaquim Felicio-Armazin de Lage","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982166","NY00982166_01","R. C. Barneby","30",NA,NA,NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","451916","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","G. Gardner","2092","1840",NA,"South America","Brazil","Piauí",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00982167","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","M. Macedo","1510","1980","04","South America","Brazil","Mato Grosso","Uncultivated plot, Rondonópolis","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982167","NY00982167_01","R. Callejas Posada","08","Rondonópolis","-54.6356","-16.4708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00982168","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","R. R. de Santos","R1251","1968","05","South America","Brazil","Mato Grosso","5 km S of the Base Camp of the Expedition. Base Camp close to the Xavantina - São Felix road.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982168","NY00982168_01",NA,"02",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00982169","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","G. Eiten","4160","1962","04","South America","Brazil","Maranhão","Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 25 km south of Lorêto. About 350 meters N of main house of Fazenda Santa Rita on trail to Faz. Trabalhosa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982169","NY00982169_01",NA,"07","Lorêto","-45.1411018371582","-7.08444023132324","300","300","79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00982165","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","W. R. Anderson","11217","1975","02","South America","Brazil","Mato Grosso do Sul","Near highway BR 257, ca. 58 km W of São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982165","NY00982165_01",NA,"06","Bataguaçú","-52.55","-21.67","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","5004","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata grandiflora","Benth.","G. Gardner","2099",NA,NA,"South America","Brazil","Piauí","Prope Oeiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00005004","NY00005004_01",NA,NA,"Oeiras","-42.1308","-7.0256",NA,NA,NA,NA,"grandiflora","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","5022","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata grandiflora","Benth.","G. Gardner","2099",NA,NA,"South America","Brazil","Piauí","Prope Oeiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00005022","NY00005022_01",NA,NA,"Oeiras","-42.1308","-7.0256",NA,NA,NA,NA,"grandiflora","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","5005","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","G. Gardner","2098",NA,NA,"South America","Brazil","Piauí","Prope Oeiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=468038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00005005","NY00005005_01",NA,NA,"Oeiras","-42.1308","-7.0256",NA,NA,NA,NA,"marginata","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","5006","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","G. Gardner","2098",NA,NA,"South America","Brazil","Piauí",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=468039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00005006","NY00005006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"marginata","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:34-03","UNESP-IBB","BOTU","14347","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Bicudo, L.R.H.","952","1986","04",NA,"Brasil","São Paulo",NA,NA,"Sépalas verde-escuro, quilha verde, alas alaranjadas, com estrias avermelhadas, sem odor","BOTU014347",NA,NA,"15","Botucatu","-43.284722","-22.8",NA,NA,NA,NA,NA,NA,"43°17'05w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:41:12-03","EAO","IAN","144865","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Santos, RR dos; Souza, R","1251","1968","05","Southern America","Brasil","Mato Grosso","5 km S of the Base Camp Expedition, close to the Xavantina-São Felix road. Growing cerrado formation by the roadside.",NA,"Herb-shrub, 1,5m tall. Flowers yellow.","IAN144865",NA,NA,"02",NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:41:12-03","EAO","IAN","159043","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Neves, MP das; Rodrigues, IA","189","1982","10","Southern America","Brasil","Pará","Ilha do Marajó, Rio do Saco, Fazenda Bom Jardim, Sr. Eduardo Ribeiro.",NA,"Subarbusto, com fruto. Forrageira.","IAN159043",NA,"Cordeiro, MR","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:41:12-03","EAO","IAN","227","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Gardner, A","2092",NA,NA,"Southern America","Brasil","Piauí",NA,NA,NA,"IAN000227","IAN000227_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:12-03","EAO","IAN","149983","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","Coradin, L","508","1975","06","Southern America","Brasil","Pará","Martins Pinheiro, Campina do Mangaba.",NA,"Planta de 1m. Flor amarela. Pétalas com estrias de coloração violácea.","IAN149983",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"marginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:12-03","EAO","IAN","37975","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","Black, GA","3489","1948","11","Southern America","Brasil","Pará","Estrada de Salvaterra para Jubim, praia. Ilha de Marajó.",NA,"Erva, flor amarela, habito de tumbole weed.","IAN037975","IAN037975 IAN037975_e IAN037975_e1","Rudd, VE","13",NA,NA,NA,NA,NA,NA,NA,"marginata",NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:12-03","EAO","IAN","74678","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","Fróes, RL","27869","1952","05","Southern America","Brasil","Pará","Estrada de Rodagem para Vigia, campo natural, terreno encharcado.",NA,"Erva, 1 metro.","IAN074678",NA,"Rudd, VE","16",NA,NA,NA,NA,NA,NA,NA,"marginata",NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:41:12-03","EAO","IAN","159127","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Neves, MP das; Rodrigues, IA","287","1982","10","Southern America","Brasil","Pará","Retiro Santo Antonio da Fazenda recreio. Campo de várzea.",NA,"Subarbusto, com fruto. Forrageira.","IAN159127",NA,"Cordeiro, MR","23","Cachoeira do Arari","-48.9632987976074","-1.01138997077942",NA,NA,"66242","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:41:12-03","EAO","IAN","159087","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Neves, MP das; Rodrigues, IA","236","1982","10","Southern America","Brasil","Pará","Boa vista, fim da estrada. Campo de várzea.",NA,"Subarbusto, com fruto. Forrageira.","IAN159087",NA,"Cordeiro, MR","23","Salvaterra","-48.5167007446289","-0.75333297252655",NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:12-03","EAO","IAN","158986","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Neves, MP das; Rodrigues, IA","113","1982","10","Southern America","Brasil","Pará","Joanes, Porto do IDESP. Campo de terra firme.",NA,"Subarbusto, com fruto. Forrageira.","IAN158986",NA,"Cordeiro, MR","23","Salvaterra","-48.5167007446289","-0.75333297252655",NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:12-03","EAO","IAN","159074","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Neves, MP das; Rodrigues, IA","221","1982","10","Southern America","Brasil","Pará","Passagem Grande, Boa Vista 01 km da Estrada salvaterra. Campo de terra firme.",NA,"Subarbusto, com fruto. Forrageira.","IAN159074",NA,"Cordeiro, MR","23","Salvaterra","-48.5167007446289","-0.75333297252655",NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:12-03","EAO","IAN","170438","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","Bastos, MNC; Cordeiro, MR","2055","1995","06","Southern America","Brasil","Pará","Campo cerrado, morro 3.",NA,"Sub-arbusto prostrado; flores alaranjadas.","IAN170438",NA,NA,"15","São Geraldo do Araguaia","-48.5550003051758","-6.40055990219116",NA,NA,"72333","auto","marginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:41:12-03","EAO","IAN","38096","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata marginata","Benth.","Black, GA","3604","1948","11","Southern America","Brasil","Pará","Ilha do Marajó.",NA,"Erva; ramificação aberta; flor amarela. Ruderal.","IAN038096","IAN038096 IAN038096_e","Rudd, VE","17","Soure","-48.5233001708984","-0.716666996479034",NA,NA,"69952","auto","marginata",NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:41:12-03","EAO","IAN","84275","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Black, GA","16886","1954","09","Southern America","Brasil","Pará","Ilha de Colares, Sítio Horizonte.",NA,"Anual, flor amarela.","IAN084275",NA,"Antunes, LLC","29","Vigia","-48.1417007446289","-0.858332991600037",NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:15:03-03","UFBA","ALCB","62809","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Guedes, ML; Xavier, AB; Queiroz, EP","10434","2003","08","Southern America","Brasil","Bahia","Nordeste, no Tabuleiro",NA,"de ca. 1 m de altura. Folhas membranáceas. Flores amarelas. Fruto craspédio imaturo verde. Ocasional.","ALCB028657","ALCB028657","Guedes, ML","16","Ribeira do Pombal","-38.533333","-10.833333",NA,NA,NA,NA,NA,NA,"-38.533333","-10.833333","2003","09",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:15:03-03","UFBA","ALCB","94607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","6798","2009","10","Southern America","Brasil","Bahia","Nordeste, Muro",NA,"escandente. Flores amarelas.; beira de rio seco.","ALCB028659","ALCB028659","Queiroz, LP de","18","Jeremoabo","-38.301111","-10.195833","376","376",NA,NA,NA,NA,"-38.301111","-10.195833","2010","03",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:15:03-03","UFBA","ALCB","120647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Ramos, G; Turma de Sistemática de Espermatófitas","106","2015","05","Southern America","Brasil","Bahia","Orquidário natural.",NA,"1 m. Corola amarela, guias de nectar marrons. Cálice castanho. Frutos verdes. Folíolos concolores.; Campo rupestre","ALCB028658","ALCB028658","Ramos, G","29","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"98143","auto",NA,NA,NA,NA,"2015","06",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:15:03-03","UFBA","ALCB","129488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Gomes, LA; Vasconcelos, L; Santos, E","889","2012","05","Southern America","Brasil","Sergipe","Mapa do Cipó: Proximidades do Rio da Mata.",NA,"Com cerca de 50 cm. Flores com brácteas vináceas e flores amarelas.; Mata Atlântica.","ALCB047013","ALCB047013","Gomes, LA","29","Siriri","-37.1128005981445","-10.6038999557495",NA,NA,"15098","auto",NA,NA,NA,NA,"2012","06",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:11:19-03","NBC","NL-BOTANY","L 0018474","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Gardner G",NA,"1839","01","Southern America","Brazil","Piauí","Brazil, Piauhyprope Oeiras",NA,"In silvis arenosis.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200018474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0018474","NL-L0018474",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,"Magnoliopsidae","403353",NA,NA,NA,NA,NA
"41","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1254130","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Santos RR de; Souza R; Ferreira A",NA,"1968","05","Southern America","Brazil",NA,"Flora of Mato Grosso. 5 km S of the Base Camp of the Expedition. Base camp close to the Xavantina-Sao Felix road.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1254130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1254130","NL-U1254130",NA,"02",NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:11:19-03","NBC","NL-BOTANY","L 0018475","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","marginata","Aeschynomene marginata grandiflora","Benth.","Gardner G",NA,"1839","01","Southern America","Brazil",NA,"Brazil, Piauhy.",NA,"In locis siccis saxosus prope Oeiras<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200018475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0018475","NL-L0018475",NA,"01",NA,NA,NA,NA,NA,NA,NA,"grandiflora","isotype",NA,NA,NA,NA,"Magnoliopsidae","403354",NA,NA,NA,NA,NA
"43","2020-11-04 11:08:11-03","ESALQ","ESA","81034","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Souza, V.C.","28925.0","2002","07",NA,"Brasil","Pernambuco",NA,NA,NA,"ESA081034","ESA081034","Antunes, L.C.C.","20","Gravatá","-35.5647010803223","-8.20110988616943",NA,NA,"19146","auto",NA,NA,NA,NA,"2017","03",NA,NA,"16",NA,NA,NA,NA
"44","2020-11-04 11:08:11-03","ESALQ","ESA","100055","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata",NA,"Carboni, M.","360.0","2006","04",NA,"Brasil","São Paulo",NA,NA,NA,"ESA100055","ESA100055","Tozzi, A.M.","11","Bauru","-49.060001373291","-22.3099994659424",NA,NA,"29186","auto",NA,NA,NA,NA,"2006","08",NA,NA,"14",NA,NA,NA,NA
"45","2020-11-04 11:08:11-03","ESALQ","ESA","32053","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","marginata","Aeschynomene marginata","Benth.","Souza, V.C. ; Souza, J.P.","11302.0","1996","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA032053","ESA032053","Fernandes, A.","06","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,"40412","auto",NA,NA,NA,NA,"1997","11",NA,NA,"17",NA,NA,NA,NA
