"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","identifiedBy","year","month","day","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2015-09-05 07:33:09-03","MNHN","RECOLNAT_MNHN_P","P04829282","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Villanova","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04829282' target='other'> <mi>dwc_moreinfo</mi></a>","P04829282","P04829282_01",NA,NA,NA,NA,NA,NA,NA,NA,"1882","3","21",NA,NA,NA,NA,NA,"13796",NA,NA,NA
"12","2016-11-14 15:47:19-02","MNHN","RECOLNAT_MNHN_P","P04829283","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","Vilanova","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04829283' target='other'> <mi>dwc_moreinfo</mi></a>","P04829283","P04829283_01",NA,NA,NA,NA,NA,NA,NA,NA,"1882","11","21",NA,NA,NA,NA,NA,"13796",NA,NA,NA
"13","2015-09-05 07:33:09-03","MNHN","RECOLNAT_MNHN_P","P04829281","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Mosén",NA,NA,"Brasil","São Paulo",NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04829281' target='other'> <mi>dwc_moreinfo</mi></a>","P04829281","P04829281_01","Santos","-46.3300018310547","-23.9599990844727","26836",NA,NA,"auto",NA,"1875","4","1",NA,NA,NA,NA,NA,"2811",NA,NA,NA
"14","2015-09-05 07:33:09-03","MNHN","RECOLNAT_MNHN_P","P04829277","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Bresil. Rio Jan. serra da Estrella","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04829277' target='other'> <mi>dwc_moreinfo</mi></a>","P04829277","P04829277_01","Petrópolis","-43.1786003112793","-22.5049991607666","36524",NA,NA,"auto",NA,"1874","11","14",NA,NA,NA,NA,NA,"7602",NA,NA,NA
"15","2020-12-11 11:34:36-03","UFMG","BHCB","103681","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","Schotl. & Hook.f.",NA,"Vidal, CV","418","Southern America","Brasil","Minas Gerais","Estação Ecológica de Acauã",NA,"Arbóreo; Floresta Semidecidual","BHCB041300",NA,"Leme do Prado","-42.6925010681152","-17.0832996368408","17527",NA,NA,"auto",NA,"2006","09","18",NA,NA,"2018","09","17",NA,NA,NA,NA
"16","2020-12-11 11:34:36-03","UFMG","BHCB","185978","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Gontijo, FD","359","Southern America","Brasil","Minas Gerais",NA,NA,"Arbóreo; Frutificação; Próximo à estrada, altura 4m; Floresta estacional semidecidual","BHCB185978",NA,"Conceição do Mato Dentro","-43.255814","-19.191808",NA,NA,NA,NA,NA,"2014","10","06","-43.255814","-19.191808","2018","09","17",NA,NA,NA,NA
"17","2020-09-02 16:22:55-03","Cenargen","CEN","46548","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Herbário J. de Saldanha",NA,NA,"Brasil",NA,"Brasil - Rio Santo Antonio perto do Rio Douro","Exsicatas","Museu Nacional Rio de Janeiro. Cat. geral nº 63.846","CEN00046548","CEN00046548",NA,NA,NA,NA,NA,NA,NA,"R. G. Barbosa-Silva","1878","10","17",NA,NA,"2018","12",NA,NA,"1",NA,NA
"18","2020-09-02 16:22:55-03","Cenargen","CEN","46549","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Auguste François Marie Glaziou",NA,NA,"Brasil","RJ","Vila Nova","Exsicatas","Museu Nacional - Rio de Janeiro Cat. geral nº 63.848","CEN00046549","CEN00046549","RIO DE JANEIRO","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","R. G. Barbosa-Silva","1892","05","09",NA,NA,"2018","12",NA,NA,NA,NA,NA
"19","2020-09-02 16:22:55-03","Cenargen","CEN","86096","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Pedro Luis R. de Moraes","1225",NA,"Brasil","SP","Faz. Intervales - Núcleo Saibadela.","Exsicatas","Doação do Herbarium Rioclarense - HRCB","CEN00086096","CEN00086096","SETE BARRAS","-47.9199981689453","-24.3799991607666","34059",NA,NA,"auto","R. G. Barbosa-Silva","1995","12","09",NA,NA,"2018","12",NA,NA,NA,NA,NA
"20","2019-10-07 09:30:02-03","UEFS","HUEFS","234676","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Gomes, J.A.M.A.","461",NA,"Brasil","São Paulo","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba).",NA,"Floresta Ombrófila Densa Submontana.","HUEFS0234676","HUEFS0234676 HUEFS0234676_e1","Ubatuba","-15","-23",NA,"350","350",NA,"R.G.Barbosa-Silva","2008","02","07","15W","23S","2018","09",NA,NA,NA,"Rosanae",NA
"21","2019-10-07 09:30:02-03","UEFS","HUEFS","234014","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Silva, S.J.G.da","140",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, mata próxima ao alojamneto.",NA,NA,"HUEFS0234014","HUEFS0234014 HUEFS0234014_e1","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,NA,"auto","R.G.Barbosa-Silva","1990","12","13",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"22","2019-10-07 09:30:02-03","UEFS","HUEFS","234010","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Silva, S.J.G.da","65",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande.",NA,"Mata de encosta.","HUEFS0234010","HUEFS0234010 HUEFS0234010_e1","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,NA,"auto","R.G.Barbosa-Silva","1990","09","21",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"23","2019-10-07 09:30:02-03","UEFS","HUEFS","201938","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Moraes, P.L.R.de","1225",NA,"Brasil","São Paulo","Faz. Intervales-N. Saibadela.",NA,"Mata Atlântica","HUEFS0201938","HUEFS0201938 HUEFS0201938_e1","Sete Barras","-47.9199981689453","-24.3799991607666","34059",NA,NA,"auto","R.G.Barbosa-Silva","1995","12","09",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"24","2019-10-07 09:30:02-03","UEFS","HUEFS","234011","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Barros, F.de","1696",NA,"Brasil","São Paulo","Ilha do cardoso, Morro Três Irmãos, próximo rio Perequê.",NA,NA,"HUEFS0234011","HUEFS0234011 HUEFS0234011_e1","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","R.G.Barbosa-Silva","1989","08","06",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"25","2019-10-07 09:30:02-03","UEFS","HUEFS","231551","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Giaretta, A.O.","716",NA,"Brasil","Espírito Santo","Reserva Biológica de Sooretama. Porção oeste, trilha do rio sul.",NA,"Floresta de tabuleiro.","HUEFS0231551","HUEFS0231551 HUEFS0231551_e1","Sooretama","-40.0978012084961","-19.1968994140625","33715",NA,NA,"auto","R.G.Barbosa-Silva","2010","01","19",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"26","2019-11-22 16:09:03-03","UEFS","HUEFS","214551","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,NA,"7297",NA,"Brasil","Bahia","Estrada BA 418.",NA,"Mata Ciliar.","HUEFS0214551","HUEFS0214551 HUEFS0214551_01 HUEFS0214551_e1","Caravelas","-39.341389","-17.635833",NA,NA,NA,NA,"R.G.Barbosa-Silva","2014","11","08","39W20'29''","17S38'9''","2018","09",NA,NA,NA,"Rosanae",NA
"27","2019-10-07 09:30:02-03","UEFS","HUEFS","231855","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Hernandez, M.I.M.","30119",NA,"Brasil","Rio de Janeiro","Condominio das Laranjeiras.",NA,NA,"HUEFS0231855","HUEFS0231855 HUEFS0231855_e1","Parati","-44.65","-23.316667",NA,NA,NA,NA,"R.G.Barbosa-Silva","1993","11","15","44W39'","23S19'","2018","09",NA,NA,NA,"Rosanae",NA
"28","2019-10-07 09:30:02-03","UEFS","HUEFS","231856","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Urbanetz, C.","241",NA,"Brasil","São Paulo","Fazenda Folha Larga, Trilja da Vitoria.",NA,NA,"HUEFS0231856","HUEFS0231856 HUEFS0231856_01 HUEFS0231856_e1","Cananéia","-47.916667","-24.883333",NA,"30","155",NA,"R.G.Barbosa-Silva","2003","11","18","47W55'","24S53'","2018","09",NA,NA,NA,"Rosanae",NA
"29","2020-03-13 15:43:50-03","UEFS","HUEFS","233015","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Barbosa-Silva, R.G.","1034",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia.",NA,"Floresta ombrófila densa submontana.","HUEFS0233015",NA,"Santa Teresa","-40.535833","-19.973889",NA,"830","830",NA,NA,"2018","05","12","40W32'9''","19S58'26''",NA,NA,NA,NA,NA,"Rosanae",NA
"30","2019-10-07 09:30:02-03","UEFS","HUEFS","233974","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Barbosa-Silva, R.G.","751",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca. Trilha Paineiras-Mirante da Freira.",NA,"Floresta ombrófila montana.","HUEFS0233974","HUEFS0233974 HUEFS0233974_e1","Rio de Janeiro","-43.264444","-22.963056",NA,"580","580",NA,"R.G.Barbosa-Silva","2017","04","17","43W15'52''","22S57'47''","2018","09",NA,NA,NA,"Rosanae",NA
"31","2019-10-07 09:30:02-03","UEFS","HUEFS","234013","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Melo, M.R.F.","1044",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Mata de Planície, às margens do rio Verde, próxima ao alojamneto.",NA,NA,"HUEFS0234013","HUEFS0234013 HUEFS0234013_e1","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,NA,"auto","R.G.Barbosa-Silva","1994","11","21",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"32","2019-10-07 09:30:02-03","UEFS","HUEFS","234012","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Barros, F.de","1563",NA,"Brasil","São Paulo","Ilha do cardoso, próximo morro da captação, margem do rio Perequê.",NA,NA,"HUEFS0234012","HUEFS0234012 HUEFS0234012_e1","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","R.G.Barbosa-Silva","1988","09","08",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"33","2019-10-07 09:30:02-03","UEFS","HUEFS","71676","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Saldanha","R63846",NA,"Brasil","Rio de Janeiro","Rio Santo Antonio Perto de Rio",NA,NA,"HUEFS0071676","HUEFS0071676 HUEFS0071676_e1","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","R.G.Barbosa-Silva","1978","10","17",NA,NA,"2018","09",NA,NA,NA,"Rosanae",NA
"34","2019-10-07 09:30:02-03","UEFS","HUEFS","231050","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Tameirão Neto, E.","5497",NA,"Brasil","Minas Gerais",NA,NA,"Campo rupestre sobre formação quartzítica.","HUEFS0231050","HUEFS0231050 HUEFS0231050_e1","Conceição do Mato Dentro",NA,"-19.163611",NA,"845","845",NA,"R.G.Barbosa-Silva","2013","11","28","43W17'70''","19S9'49''","2018","09",NA,NA,NA,"Rosanae",NA
"35","2019-10-07 09:30:02-03","UEFS","HUEFS","235437","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Barbosa-Silva, R.G.","876",NA,"Brasil","Minas Gerais","Serra da Serpentina.",NA,"Floresta Estacional montana. Com solo arenoso e afloramento de quartzito.","HUEFS0235437","HUEFS0235437 HUEFS0235437_e1","Morro do Pilar","-43.286667","-19.161944",NA,"970","970",NA,"R.G.Barbosa-Silva","2017","09","07","43W17'12''","19S9'43''","2018","09",NA,NA,NA,"Rosanae",NA
"36","2019-10-07 09:30:02-03","UEFS","HUEFS","235438","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Barbosa-Silva, R.G.","880",NA,"Brasil","Minas Gerais","Serra da Serpentina.",NA,"Floresta Estacional montana sob solo argiloso.","HUEFS0235438","HUEFS0235438 HUEFS0235438_e1","Conceição do Mato Dentro","-43.259444","-19.1875",NA,"915","915",NA,"R.G.Barbosa-Silva","2017","09","07","43W15'34''","19S11'15''","2018","09",NA,NA,NA,"Rosanae",NA
"37","2019-10-07 09:30:02-03","UEFS","HUEFS","235452","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Barbosa-Silva, R.G.","881",NA,"Brasil","Minas Gerais","Serra da Serpentina.",NA,"Floresta estacional montana sob solo argiloso.","HUEFS0235452","HUEFS0235452 HUEFS0235452_e1","Conceição do Mato Dentro","-43.259444","-19.1875",NA,"916","916",NA,"R.G.Barbosa-Silva","2017","09","07","43W15'34''","19S11'15''","2018","09",NA,NA,NA,"Rosanae",NA
"38","2019-10-07 09:30:02-03","UEFS","HUEFS","231051","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Tameirão-Neto, E.","5496",NA,"Brasil","Minas Gerais",NA,NA,"Campo rupestre sobre formação quartzítica.","HUEFS0231051","HUEFS0231051 HUEFS0231051_e1","Conceição do Mato Dentro",NA,"-19.163611",NA,"845","845",NA,"R.G.Barbosa-Silva","2013","11","28","43W17'70''","19S9'49''","2018","09",NA,NA,NA,"Rosanae",NA
"39","2019-09-04 18:20:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis",NA,NA,"J. C. Mikan","s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"40","2018-05-14 17:36:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis",NA,NA,"C. W. H. Mosén","s.n.","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"-49","-22",NA,NA,NA,NA,"RRC ID Flag","1874","12","1",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"41","2015-03-07 08:44:20-03","F","FMNH-SEEDPLANTS","V0186826F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0186826F","V0186826F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"42","2019-01-23 11:08:09-02","F","FMNH-SEEDPLANTS","V0054111F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Parinari","pohlii","Parinari pohlii",NA,"Isotype","J. B. E. Pohl","3609","South America","Brazil",NA,NA,NA,NA,"V0054111F","V0054111F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"43","2019-01-23 11:08:10-02","F","FMNH-SEEDPLANTS","V0054115F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Petrocarya","brasiliensis","Petrocarya brasiliensis",NA,"Isotype","H. W. Schott","4222","South America","Brazil",NA,NA,NA,NA,"V0054115F","V0054115F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"44","2019-03-06 15:36:06-03","IAC","IAC","27722","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"F. Barros & R.T.Ninomia","1696",NA,"Brasil","São Paulo","Ilha do Cardoso, morro Três Irmãos, próximo rio Pereque",NA,NA,NA,NA,"Cananéia","-47.9267","-25.0147",NA,NA,NA,NA,"R.G. Barbosa-Silva","1989","07","06","-47.9267","-25.0147","2018","09","21",NA,NA,NA,NA
"45","2019-03-06 15:36:06-03","IAC","IAC","31985","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"N.M. Ivanauskas","756",NA,"Brasil","São Paulo","IAC, Estação Experimental",NA,"coordenadas do material: 24°36#?#30S, 47°53#?#06W",NA,NA,"Pariquera-Açu","-47.885","-24.6",NA,NA,NA,NA,"R.G. Barbosa-Silva","1996","03","31","-47.885000","-24.600000","2018","09","21",NA,NA,NA,NA
"46","2019-03-06 15:36:06-03","IAC","IAC","43198","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz; M. Siqueira; V.S. Ramos & E. Furlan","3491",NA,"Brasil","São Paulo","Próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Zézinho, indivíduo Z 47.2",NA,NA,NA,NA,"Ibiúna","-47.091717","-23.761081",NA,NA,NA,NA,"R.G. Barbosa-Silva","2000","11","07","-47.091717","-23.761081","2018","09","21",NA,NA,NA,NA
"47","2019-03-06 15:36:06-03","IAC","IAC","50303","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","473",NA,"Brasil","São Paulo","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,"subparcela 71, indivíduo I 1455",NA,NA,"Ubatuba","-45.083511","-23.367009",NA,NA,NA,NA,"R.G. Barbosa-Silva","2008","11","11","-45.083511","-23.367009","2018","09","21",NA,NA,NA,NA
