"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","823065","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"J. C. Lindeman","4717","1967","03","08","Brazil","Paraná",NA,"Fazenda Reserva ca. 85 km SW of Guarapuava. Slope forest towards Rio Iguaçú.","-52.0758963","-25.9309469",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823065",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","685811","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"O. Handro","s.n.","1936","07","03","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685811",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","413362","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"G. G. Hatschbach","48663","1984","11","06","Brazil","Espírito Santo","Domingos Martins","Córrego Jacy","-40.6592","-20.3633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413362",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","885546","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"P. K. H. Dusén","9525","1910","02","20","Brazil","Paraná","Ponta Grossa","App.","-50.1617","-25.095",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885546",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","685808","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","26496","1971","02","25","Brazil","Paraná","Guarapuava","Turvo","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685808",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02098547","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"J. G. Jardim","4789","2005","12","10","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção a serra. Trilha margeando a encosta da Serra vertente W.","-39.5361","-14.7703",NA,NA,"650","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474925' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098547","NY02098547_01","Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","685812","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"O. Handro","s.n.","1936","07","03","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685812",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00907477","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"M. M. M. Lopes","740","2006","05","23","Brazil","Bahia","Almadina","Serra do Corcovado. 9.8 km ao SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058",NA,NA,"650","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907477","NY00907477_01","Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","685815","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"R. Reitz","1142","1953","11","02","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685815",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","685805","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L. B. Smith",NA,NA,NA,"R. Reitz","7307","1958","10","17","Brazil","Santa Catarina","Rio do Sul","Serra do Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685805",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","685798","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"R. Reitz","7938","1958","11","25","Brazil","Santa Catarina","Rio do Sul","Serra do Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685798",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","685806","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","HH-17509","1967","10","19","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba, Rio do Cedro","-48.3289","-25.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820687' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685806",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","685814","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"R. Reitz","2207","1954","10","14","Brazil","Santa Catarina","Blumenau","Mata da Cia. Hering, Blumenau","-49.082834","-26.926032",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685814",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","685809","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L. B. Smith",NA,NA,NA,"L. B. Smith","7543","1956","11","12","Brazil","Santa Catarina","Ibirama","Horto Flroestal, Ibirama","-49.5178","-27.0569",NA,NA,"450","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685809",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","777988","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","I. Cordeiro",NA,NA,NA,"I. Cordeiro","2371","2000","11","21","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha dos Tropeiros","-45.4097","-23.6203",NA,NA,"140","140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777988",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","685799","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"R. Reitz","8589","1959","03","13","Brazil","Santa Catarina","Rio do Sul","Alta Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685799",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","685801","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","J. A. Lombardi",NA,NA,NA,"M. Kuhlmann","4615","1959","06","18","Brazil","São Paulo","Salesópolis","Boracéia, Estação Biológica","-45.886229","-23.65179",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685801",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1182841","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","A. Piratininga",NA,NA,NA,"R. R. Guedes-Bruni","2234","1991","08","29","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraiso.","-42.883","-22.483",NA,NA,"140","140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182841","NY01182841_01","Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","685802","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"G. Martinelli","12254","1987","10","05","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecologica Minicpal de Macaé de Cima, Nascente do Rio das Flores.","-42.05","-22",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685802",NA,"Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1145433","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata","Urb.","A. M. W. Mennega",NA,NA,NA,"J. C. Lindeman","4923","1967","03","16","Brazil","Paraná","Guarapuava","Forest on morro North of Barbaquá","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317035' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145433","NY01145433_01","Magnoliophyta","Proteales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:20:54-03","UFRJ","RFA","9066","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L.B. Smith",NA,NA,NA,"G.G. Hatschbach","17509","1967","10","19","Brasil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"50","50","Árvore de 8m, tronco com 30cm de diâmetro. Flor alva","RFA27885",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"32","2020-11-13 09:20:54-03","UFRJ","RFA","9313","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Eliana Ramos","2011",NA,NA,"G.G. Hatschbach; P. Occhioni","21672","1969","06","25","Brasil","Paraná","São Mateus do Sul","Tezoura","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Árvore 20 m de altura; tronco 70 cm diam. Fruto amarelado","RFA28017",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"33","2020-11-13 09:20:54-03","UFRJ","RFA","19725","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","L.B. Smith",NA,NA,NA,"G.G. Hatschbach","26496","1971","02","25","Brasil","Paraná","Guarapuava","Turvo","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Árvore 8 m, ramos frágeis, flores alvas; esporádica","RFA16539",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA
"34","2020-06-29 11:32:29-03","UFRJ","RFA","7016","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata","Urb.","L. B. Smith","1956",NA,NA,"Reitz S. Klein","2207","1954","10","14","Brasil","Santa Catarina","Blumenau","Mata da Cia; Hering","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Arvoreta de flor branca, fruto imaturo verde","RFA26713",NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"35","2020-11-24 17:11:02-03","UTFPR","DVPR","3157","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.","Motta, JT","2014","09","09","Brotto, ML; Silva, JM; Mello, MCH","1768","2014","08","27","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.4301","-24.5137","-48.4301","-24.5137","950","950","Árvore 16 m, flores brancas.; Floresta Ombrófila Densa Montana","DVPR003157",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:11:02-03","UTFPR","DVPR","3126","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","P.; Bonnin jr.","2014","07","28","Silva, JM; Motta, JT; Barboza, E","8557","2014","05","20","Brasil","Paraná","Guaratuba","Torre da Embratel","-48.5518","-25.5145","-48.5518","-25.5145","855","855","Árvore 6 m, frutos amarelos.; Floresta Ombrófila Densa","DVPR003126",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:11:02-03","UTFPR","DVPR","5710","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Brotto, ML","2016","11","22","Silva, JM; Brotto, ML; Völtz, RR","9450","2016","09","28","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.4305","-24.5135","-48.4305","-24.5135","902","902","Árvore com 12 m de altura, flor de cor alva.; Floresta Ombrófila Densa Montana.","DVPR005710",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-19 15:45:02-03","UNEB","HUNEB","9685","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Mattos-Silva, L.A.","4224","2000","10","06","Brasil","Bahia","Caravelas","Km 16 da Rodovia Caravelas/Alcobaça.","-39.224722","-17.620833","39W13'29''","17S37'15''",NA,NA,NA,"HUNEB0009685",NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"39","2021-03-30 12:33:03-03","EAO","IAN","103786","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.","Kuhlmann, JG",NA,NA,NA,"Pessoal do Horto Florestal","1060","1928","01","03","Brasil","Rio de Janeiro",NA,"Mata da fábrica Carioca, perto da sede do horto florestal.",NA,NA,NA,NA,NA,NA,"Árvore.","IAN103786",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:33:03-03","EAO","IAN","103787","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.","Kuhlmann, JG",NA,NA,NA,"Pessoal do Horto Florestal","2229","1927","10","18","Brasil","Rio de Janeiro",NA,"Mata do Rocha Miranda, perto da sede do horto florestal.",NA,NA,NA,NA,NA,NA,"Árvore de até 10m de altura, flor alva.","IAN103787",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:03-03","EAO","IAN","39957","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.",NA,NA,NA,NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN039957",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:03-03","EAO","IAN","81339","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","brasiliensis","Meliosma brasiliensis","Urb.",NA,NA,NA,NA,"Glaziou, AFM","17729",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN081339",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:33:03-03","EAO","IAN","39956","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","glaziovii","Meliosma glaziovii","Urb.",NA,NA,NA,NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN039956",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:33:03-03","EAO","IAN","81337","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","glaziovii","Meliosma glaziovii","Urb.",NA,NA,NA,NA,"Glaziou, AFM","13131",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN081337",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:33:03-03","EAO","IAN","81334","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN081334",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:33:03-03","EAO","IAN","39953","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata","Urb.",NA,NA,NA,NA,"sc","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN039953",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:33:03-03","EAO","IAN","81333","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sinuata","Meliosma sinuata","Urb.",NA,NA,NA,NA,"Glaziou, AFM","16407",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN081333",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-11 00:16:29-03","UFBA","ALCB","75981","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","Guedes, ML","2020","07","10","Lopes, MMM; Paixão, JL da; Gomes, LCJ; Santos, B","667","2006","05","21","Brasil","Bahia","Barro Preto","Litoral Sul, Serra da Pedra Lascada, 13,7 Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra","-39.202778","-14.770278","-39.202778","-14.770278",NA,NA,"ca 30m. alt. Folhas subcoriáceas, discolores. Flores intensamente perfumadas; cálice verde; corala branca. Flores em álcool.","ALCB021544","ALCB021544","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:24:16-03","UFBA","ALCB","86080","PreservedSpecimen","Plantae","Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urban","Hatschbach, G","2007",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","6133","2007","11","08","Brasil","Paraná","Morretes","Colônia Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"8 m. Flor alva.","ALCB021202","ALCB021202 ALCB021202_1","Dicotyledon",NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
