"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","4016328","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"F. W. Pennell","4412","1918","02","25","South America","Colombia","Bolívar",NA,"Cascada Chorron, south of Antizales.",NA,NA,"2000","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322810' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016328","NY04016328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","815831","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","I. A. Valdespino","N. Contreras","313","1990","05","08","South America","Colombia","Antioquia","Guatapé","Vereda Santa Rita, finca Montepinar. Bosque #3.","-75.17","6.25","1850","1850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815831","NY00815831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4016318","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"B. Maguire","28554","1949","01","21","South America","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque). Upper montane forest between lower and upper escarpments, north slopes North Mountain.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322798' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016318","NY04016318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02058369","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","R. C. Moran","M. S. Jaimes-Roncancio","157","2013","12","10","South America","Colombia","Antioquia","Urrao","Parque Nacional Natural Las Orquídeas, sector Calles arriba, sitio El Macho, cuenca del río Calles, margen izquierda.","-76.23097","6.52461","1700","1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2421482' target='other'> <mi>dwc_moreinfo</mi></a>","NY02058369","NY02058369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","815829","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","R. M. Tryon","A. C. Brade","18285","1946","05","17","South America","Brazil","Santa Catarina",NA,"Limoeiro, Sta. Maria.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815829","NY00815829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","815832","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","I. A. Valdespino","N. Contreras","313","1990","05","08","South America","Colombia","Antioquia","Guatapé","Vereda Santa Rita, finca Montepinar. Bosque #3.","-75.17","6.25","1850","1850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815832","NY00815832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","04016321","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"E. P. Killip","7944","1922","07","01","South America","Colombia","Cauca",NA,"La Gallera, Micay Valley. Cordillera Occidental.",NA,NA,"1900","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322801' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016321","NY04016321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4016337","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"W. D. Rodríguez-Duque","5149","2005","02","19","South America","Colombia","Antioquia",NA,"Mpio. La Estrella. Camino hada el Alto El Romeral.","-75.68167","6.13847","2650","2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322819' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02642194","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"P. H. Labiak E.","4584","2008","02","13","South America","Brazil","Espírito Santo","Castelo","Localidade de Bateias. Floresta Ombrófila Densa Altomontana. Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964288' target='other'> <mi>dwc_moreinfo</mi></a>","NY02642194","NY02642194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","815828","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","R. M. Tryon","A. C. Brade","9390","1929","09","23","South America","Brazil","Rio de Janeiro","Teresópolis","Varzea.","-42.9656","-22.4122",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815828","NY00815828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4016336","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"H. H. Rusby","145","1885",NA,NA,"South America","Bolivia","La Paz",NA,"Yungas",NA,NA,"1829",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322818' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016336","NY04016336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4016324","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"H. H. Rusby","145","1885",NA,NA,"South America","Bolivia","La Paz",NA,"Yungas",NA,NA,"1829",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322806' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016324","NY04016324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4016323","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"J. A. Steyermark","109840","1974","02","28","South America","Venezuela","Bolívar",NA,"MESETA DEL JAUA: CERRO JAUA: Cumbre, porción Sur-oeste; Este del campamento, selva de árboles promedio de 20-25 metros de alto, Este del tributario del Río Marajano.","-64.5694","4.8139","1810","1880","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322805' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016323","NY04016323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4016332","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"C. Acosta-Arteaga","20","1973","03","31","South America","Colombia","Cundinamarca",NA,"Entre San Miguel y La Aguadita.",NA,NA,"2300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322814' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016332","NY04016332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4016338","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"W. D. Rodríguez-Duque","5149","2005","02","19","South America","Colombia","Antioquia",NA,"Mpio. La Estrella. Camino hada el Alto El Romeral.","-75.68167","6.13847","2650","2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322820' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4016314","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"B. Maguire","37369","1954","01","24","South America","Venezuela","Amazonas",NA,"Cerro de la Neblina, Rio Yatua. East of Camp 3.",NA,NA,"1600",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4322794' target='other'> <mi>dwc_moreinfo</mi></a>","NY04016314","NY04016314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:43:21-03","NBC","NL-BOTANY","U.1007416","PreservedSpecimen","Plantae",NA,"Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Acosta-Arteaga CE",NA,"1974","03","24","Southern America","Colombia",NA,NA,"En barranco boscoso humedo, con helechos arborescentes. Colombia. Cundinamarca: Mun. de Granada, km 37 de la carretera a Fusagasuga. 400 m. abajo de la Quebrada Agua Bonita.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1007416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1007416","NL-U1007416","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0002096","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.Tryon",NA,"Linda Albert de Escobar; Alicia Uribe, Javier Vallejo","5042","1985","4","19",NA,"Colombia","Antioquia",NA,"Mpio. de Guatape. Vereda Santa Rita. Finca Montepinar.","-75.16227","6.23407","1850",NA,NA,"Helecho terrestre de soros cafes que crece al borde del bosque.",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:52:03-03","UFJF","CESJ","56987","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","A. Salino","A. Salino; G. Heringer; D.S. Lara; P.L. Giorgini; J.J.Andrade","11027","2006","05","23","América do Sul","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, entre 1150 e 1600m de altitude; 20º03'02,0 S, 42º04'40,4 W.","-42.0013999938965","-20.1238994598389",NA,NA,NA,"Floresta ombrófila densa montana em área de vales e interflúvios. Terrestre no interior de mata. Prensado em álcool.","CESJ056987",NA,NA,"2006","05","37999","auto",NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:52:03-03","UFJF","CESJ","3242","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","V.A.O. Dittrich","A.C. Brade; A.B. Pereira; A.P. Duarte","18285","1946","05","17","América do Sul","Brasil","Espírito Santo","Limoeiro","Santa Maria",NA,NA,NA,NA,NA,NA,"CESJ003242",NA,NA,"2018","12",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:52:03-03","UFJF","CESJ","57773","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","A. Salino","A. Salino; R.C. Mota; N.F.O. Mota; P.H.A. Melo","9236","2003","10","10","América do Sul","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, fazenda Duas Barras, próximo à divisa com o estado da Bahia.","-40.057611","-16.404583","750","750",NA,"Floresta Ombrófila Densa Montana, entre 750-850m de altitude. Terrestre na mata; caule reptante.","CESJ057773",NA,NA,"2003","10",NA,NA,"-40.057611","-16.404583",NA,NA,NA,NA
"34","2020-12-21 16:22:42-03","MBM","MBM","34732","PreservedSpecimen","Plantae",NA,NA,"Dennstaedtiaceae","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) Tryon","Acosta-Arteaga, C.E.","Acosta-Arteaga, C.E.","207","1974","03","24","Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM034732","MBM034732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-02-15 15:38:08-02","MNHN","RECOLNAT_MNHN_P","P00882314","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1868","5","22",NA,"Brésil",NA,NA,"Alto Macahé, Pica de Trannin",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00882314' target='other'> <mi>dwc_moreinfo</mi></a>","P00882314","P00882314_01",NA,NA,NA,NA,NA,NA,NA,"2313",NA,NA,NA
"36","2017-04-05 11:25:57-03","MNHN","RECOLNAT_MNHN_P","P00882315","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1870","3","13",NA,"Brésil",NA,NA,"Trannin (Nova Frib.), Alto Macahé.",NA,NA,NA,NA,"hb","2/2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00882315' target='other'> <mi>dwc_moreinfo</mi></a>","P00882315","P00882315_01",NA,NA,NA,NA,NA,NA,NA,"4387",NA,NA,NA
"37","2017-12-25 18:57:44-02","MNHN","RECOLNAT_MNHN_P","P01214353","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","Labiak","Glaziou, A.",NA,"1870","3","13",NA,"[Brésil]",NA,NA,"[chez] Trainnin",NA,NA,NA,NA,"hb","reçu le 6 novembre 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01214353' target='other'> <mi>dwc_moreinfo</mi></a>","P01214353","P01214353_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-12-25 18:57:44-02","MNHN","RECOLNAT_MNHN_P","P01214354","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","Labiak","Glaziou, A.",NA,"1870","3","13",NA,"[Brésil]",NA,NA,"[chez] Trainnin",NA,NA,NA,NA,"hb","reçu le 6 novembre 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01214354' target='other'> <mi>dwc_moreinfo</mi></a>","P01214354","P01214354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-03 18:05:35-03","MNHN","RECOLNAT_MNHN_P","P01519974","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"[Glaziou], A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"hb","avec P00882314 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01519974' target='other'> <mi>dwc_moreinfo</mi></a>","P01519974","P01519974_01 P01519974_02",NA,NA,NA,NA,NA,NA,NA,"45",NA,NA,NA
"40","2015-09-03 18:05:36-03","MNHN","RECOLNAT_MNHN_P","P01519975","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1870","3","13",NA,"Brésil",NA,NA,"Trannin (Nova Frib.), Alto Macahé.",NA,NA,NA,NA,"hb","1/2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01519975' target='other'> <mi>dwc_moreinfo</mi></a>","P01519975","P01519975_01",NA,NA,NA,NA,NA,NA,NA,"4387",NA,NA,NA
"41","2015-09-03 18:05:36-03","MNHN","RECOLNAT_MNHN_P","P01519976","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1870","3","13",NA,"Brésil",NA,NA,"Trannin (Nova Frib.), Alto Macahé.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01519976' target='other'> <mi>dwc_moreinfo</mi></a>","P01519976","P01519976_01",NA,NA,NA,NA,NA,NA,NA,"4387",NA,NA,NA
"42","2015-09-03 18:05:36-03","MNHN","RECOLNAT_MNHN_P","P01519977","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon",NA,"Glaziou, A.",NA,"1870","3","13",NA,"Brésil",NA,NA,"Trannin (Nova Frib.), Alto Macahé.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01519977' target='other'> <mi>dwc_moreinfo</mi></a>","P01519977","P01519977_01",NA,NA,NA,NA,NA,NA,NA,"4387",NA,NA,NA
"43","2017-12-25 18:57:44-02","MNHN","RECOLNAT_MNHN_P","P01537217","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Blotiella","lindeniana","Blotiella lindeniana","(Hook.) R.M.Tryon","Labiak","Gardner",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01537217' target='other'> <mi>dwc_moreinfo</mi></a>","P01537217","P01537217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
