"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"1387","2020-11-12 16:59:56-03","UEL","FUEL","36439","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeaefolia","Coussarea hydrangeaefolia","Mantovani, W",NA,"Brasil",NA,NA,NA,NA,"936","1980","08","07","Tracheophyta","Gentianales","(Benth.) Benth. & Hook.","Mantovani, W","São Paulo","Reserva Biológica da Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Mogi Guaçu","39309","auto",NA,NA,"1981",NA,NA,NA,NA,NA,NA
"1388","2020-11-12 16:59:56-03","UEL","FUEL","36440","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeaefolia","Coussarea hydrangeaefolia","Romaniuc Neto, S; et al.",NA,"Brasil",NA,NA,NA,NA,"1288","1992","04","07","Tracheophyta","Gentianales","(Benth.) Benth. & Hook.","Gomes, M","São Paulo","Reserva Biológica de Mogi-Guaçu, Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Mogi Guaçu","39309","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA
"1389","2019-11-01 15:08:56-03","UnB","UB","10596","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Soares-Silva, LH; Farias, R; Carvalho, JA","Southern America","Brasil",NA,NA,"D 35 Caule cinza escuro com placas pequenas, esfoliante; suber branco fibroso.; Árvore 11m. Fruto verde.; Mata de galeria.",NA,"1186","2002","01","11","Dicotyledoneae",NA,"Benth. & Hook.f.","Soares-Silva, LH; Oliveira, PFD; Santiago, AG","Goiás","Camping Portal da Chapada","-47.5995","-14.164667","1164","1164",NA,NA,"Alto Paraíso de Goiás",NA,NA,"-47.5995","-14.164667","2011","05",NA,NA,NA,NA,NA
"1390","2019-11-01 15:08:57-03","UnB","UB","12945","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Prance, GT; Silva, NT","Southern America","Brasil",NA,NA,".",NA,"59409","1964","10","14","Dicotyledoneae",NA,"Benth. & Hook.f.","Steyermark, JA","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","2019-11-01 15:08:57-03","UnB","UB","12949","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","Southern America","Brasil",NA,NA,".",NA,"26810","1970","03","03","Dicotyledoneae",NA,"Benth. & Hook.f.","Steyermark, JA","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","2019-11-01 15:08:57-03","UnB","UB","12950","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Ratter, JA; Castro, RA","Southern America","Brasil",NA,NA,".",NA,"143","1967","07","22","Dicotyledoneae",NA,"Benth. & Hook.f.","Kirkbride Junior, JH","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","2019-11-01 15:08:57-03","UnB","UB","12951","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Ratter, JA; Ramos, J","Southern America","Brasil",NA,NA,".",NA,"450","1967","08","23","Dicotyledoneae",NA,"Benth. & Hook.f.","Kirkbride Junior, JH","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","2019-11-01 15:08:57-03","UnB","UB","12952","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Ratter, JA; Santos, RR; Souza, R; Castro, RA; Andrelinho","Southern America","Brasil",NA,NA,".",NA,"1972","1968","06","25","Dicotyledoneae",NA,"Benth. & Hook.f.","Kirkbride Junior, JH","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","2019-11-01 15:08:57-03","UnB","UB","94009","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Soares-Silva, LH; Farias, R; Carvalho, JA","Southern America","Brasil",NA,NA,"OBS.: Nome popular de informante local.; Árvore 7m. Fruto imaturo verde.; .",NA,"1320","2002","03","13","Dicotyledoneae",NA,"Benth. & Hook.f.","Soares-Silva, LH","Goiás","Camping Portal da Chapada","-47.632833","-14.164667","1164","1164",NA,NA,"Alto Paraíso de Goiás",NA,NA,"-47.632833","-14.164667",NA,NA,NA,NA,NA,NA,NA
"1396","2019-11-01 15:08:57-03","UnB","UB","12948","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","cornifolia","Coussarea cornifolia","Kirizawa, M; Morretes, BL","Southern America","Brasil",NA,NA,".",NA,"524","1979","11","23","Dicotyledoneae",NA,"Benth. & Hook.f.","Kirizawa, M","São Paulo",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"Pirassununga","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","2019-11-01 15:08:58-03","UnB","UB","12891","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Paulo","Southern America","Brasil",NA,NA,".",NA,"9","1984","11","21","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1398","2019-11-01 15:08:57-03","UnB","UB","109966","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Irwin, HS; Souza, R; Santos, RR","Southern America","Brasil",NA,NA,"Bracts dark purple.; Shrub 1m; Shade of gallery forest.",NA,"11860","1966","01","20","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Goiás","Serra Dourada, ca. 30km E of Goiás Velho","-50","-14","650","650",NA,NA,NA,NA,NA,"-50","-14","2007",NA,NA,NA,NA,NA,NA
"1399","2019-11-01 15:08:57-03","UnB","UB","109971","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Kirkbride Junior, JH","Southern America","Brasil",NA,NA,"Árvore 10m; Cerradão.",NA,"5102","1982","11","24","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Goiás","Fazenda Lagoa Santa, ca. 7.5km WSW de Padre Bernardo","-48.35","-15.2",NA,NA,NA,NA,NA,NA,NA,"-48.35","-15.2","2007",NA,NA,NA,NA,NA,NA
"1400","2019-11-01 15:08:57-03","UnB","UB","111291","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Cezare, CHG; Souza-Silva, S; Raimundo, R","Southern America","Brasil",NA,NA,"Arbusto 4m. Fruto verde claro a amarelo claro.; Mata de Galeria não indundável (degradada), borda. Topologia: Suave ondulado.",NA,"95","2007","09","26","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Goiás","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","-48.021","-16.6803","769","769",NA,NA,"Luziânia",NA,NA,"-48.021","-16.6803","2009",NA,NA,NA,NA,NA,NA
"1401","2019-11-01 15:08:58-03","UnB","UB","12904","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Laura, VA; Martin, PS","Southern America","Brasil",NA,NA,"Arbusto 50 cm, estipulas interpeciolares, flores brancas.; Cerradão.",NA,"9","1986","11","07","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","São Paulo","Fazenda de ensino e pesquisa da UNESP-CAMPUS de Ilha Solteira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"1402","2019-11-01 15:08:58-03","UnB","UB","12907","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Tiritan, O; Paiva, M","Southern America","Brasil",NA,NA,"Cerradão.",NA,"244","1990","10","25","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS; Pereira, MS","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","06","02",NA,NA,NA,NA
"1403","2019-11-01 15:08:58-03","UnB","UB","14659","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Brito, DS; Gomes, BM; Proença, CEB","Southern America","Brasil",NA,NA,"Casca acinzentada, casca viva creme; Árvore 6m. Fruto verde.; Mata úmida.",NA,"176","2001","02","09","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Parque Recreativo e Reserva Ecológica do Gama","-48.101944","-16.082222",NA,NA,NA,NA,"Brasília",NA,NA,"-48.101944","-16.082222",NA,NA,NA,NA,NA,NA,NA
"1404","2019-11-01 15:08:58-03","UnB","UB","13000","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Gottsberger, IS; Campos, CJ","Southern America","Brasil",NA,NA,".",NA,"13-4774","1974","07","04","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1405","2019-11-01 15:08:58-03","UnB","UB","145462","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Fonseca, ML; Oliveira, FCA; Silva Filho, AP; Oliveira, VC","Southern America","Brasil",NA,NA,"Folhas cartáceas, discolores.; Arvoreta heliófita 3m altura. Frutos imaturos cor verde.; Solo argilo- arenoso. Relevo pouco ondulado. Vegetação: cerrado",NA,"6207","2009","07","09","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Fonseca, ML","Tocantins","Bacia do Tocantins. Sub-bacia: Santa Tereza (T-2, área 1, ponto 4b)","-48.705833","-12.763333","324","324",NA,NA,"Jaú do Tocantins",NA,NA,"-48.705833","-12.763333","2009","07","09",NA,NA,NA,NA
"1406","2019-11-01 15:08:58-03","UnB","UB","179319","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Oliveira, RC; Gomes, AS; Giotto, AC; Santana, S; Rabelo, BS","Southern America","Brasil",NA,NA,"Árvore de subbosque.; Arvoreta 2,5m, fruto alvo.; Sub bosque.",NA,"2700","2011","11","01","Dicotyledoneae",NA,"(Benth.) Müll.Arg.",NA,"Goiás","RPPN Serra do Tombador.","-47.833333","-13.641111","76","76",NA,NA,"Cavalcante",NA,NA,"-47.833333","-13.641111",NA,NA,NA,NA,NA,NA,NA
"1407","2019-11-01 15:08:58-03","UnB","UB","192218","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rizzo, JA","Southern America","Brasil",NA,NA,"Arbusto 5m.; corola branca.; Cerrado com matas ciliares e água no interior. Solo arenoso.",NA,"9253","1973","09","08","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete","Tocantins",NA,NA,NA,NA,NA,NA,NA,"Couto Magalhães",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"1408","2019-11-01 15:08:58-03","UnB","UB","194704","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Fernandes, MH; et al.","Southern America","Brasil",NA,NA,"Arvoreta. Flor amarela; Mata de galeria inundável. Relevo plano. Solo hidromórfico",NA,"175","2012","07","19","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Walter, BMT; Fernandes, MH","Distrito Federal","Fazenda Santa Cecília. Núcleo Rural Rajadinha II","-47.645556","-15.758889","945","945",NA,NA,"Brasília",NA,NA,"-47.645556","-15.758889","2013","01",NA,NA,NA,NA,NA
"1409","2019-11-01 15:08:58-03","UnB","UB","212743","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM","Southern America","Brasil",NA,NA,"Foto (exsicata); Arbusto, 1,5m; Mata ciliar. Solo argiloso-arenoso",NA,"RE806","2012","10","05","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Faria, JEQ","Goiás","Fazenda Canadá (MCFCEA)","-50.0942","-17.7331","512","512",NA,NA,"Edéia",NA,NA,"-50.0942","-17.7331","2012",NA,NA,NA,NA,NA,NA
"1410","2019-11-01 15:08:58-03","UnB","UB","44228","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bucci, FFB","Southern America","Brasil",NA,NA,"Árvore 4m.",NA,"1977","2003","08","30","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Goiás",NA,"-49.063056","-16.329722",NA,NA,NA,NA,"Campo Limpo de Goiás",NA,NA,"-49.063056","-16.329722","2008",NA,NA,NA,NA,NA,NA
"1411","2019-11-01 15:08:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Marinho, MAO","Southern America","Brasil",NA,NA,"Conglomerado MA-255. Subunidade 3. Subparcela 10. indivíduo 15. F8; Arbusto; altura em m: 2,00; base reta; Floresta ombrófila aberta, solo argiloso e pedregoso",NA,"IFN-2556313.10","2018","05","30","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Maranhão","Cajazeiras","-43.559995","-3.780008","60","60",NA,NA,"Chapadinha",NA,NA,"-43.559995","-3.780008","2018","09","20",NA,NA,NA,NA
"1412","2019-11-01 15:08:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Silva, RM","Southern America","Brasil",NA,NA,"Conglomerado MA-687. Subunidade 2. Subparcela 1. indivíduo 2. F8; Árvore; DAP em cm: 4,1; altura em m: 5,50; base reta; casca acinzentada por fora, amarelo- esverdeado por dentro, fina, lisa,; Área de floresta estacional semi-decídual em estágio avan",NA,"IFN-6872282.1","2018","01","05","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Maranhão","Porta da Serra","-45.899987","-6.840005","433","433",NA,NA,"Fortaleza dos Nogueira",NA,NA,"-45.899987","-6.840005","2018","09","17",NA,NA,NA,NA
"1413","2019-11-01 15:08:58-03","UnB","UB","12915","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Ramos, PCM","Southern America","Brasil",NA,NA,".",NA,"CIPLAN548","1987","11","25","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Proença, CEB","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,"2000","10",NA,NA,NA,NA,NA
"1414","2019-11-01 15:08:57-03","UnB","UB","110123","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Heringer, EP; et al.","Southern America","Brasil",NA,NA,"Folhas glabras.; Árvore. Flor branca; Mata ciliar.",NA,"5715","1980","11","13","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","2019-11-01 15:08:57-03","UnB","UB","110128","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Heringer, EP; et al.","Southern America","Brasil",NA,NA,"Casca alva; folha coriácea esclerofila; fruto adiantado.; Árvore pequena; .",NA,"1373","1979","05","11","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Barragem São Bartolomeu barra do Córrego Taboquinha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","2019-11-01 15:08:57-03","UnB","UB","110125","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Irwin, HS; Soderstrom, TR","Southern America","Brasil",NA,NA,"Tree 6m x 8cm. Fruto green.; Gallery forest.",NA,"5674","1964","08","27","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Ca. 30km S of Brasília on road to Belo Horizonte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","2019-11-01 15:08:57-03","UnB","UB","110124","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Prance, GT; Silva, NT","Southern America","Brasil",NA,NA,"Tree 5m x 20cm. Fruto green.; Cerrado.",NA,"59057","1964","09","19","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Cia Fercal, 30km east of Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","2019-11-01 15:08:58-03","UnB","UB","216721","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Kuhlmann, MP","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 7 m, fruto amarelado maduro, uma semente.; Mata de Galeria",NA,"307","2014","10","23","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Kuhlmann, MP","Distrito Federal","ESECAE","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,"2014","10","23",NA,NA,NA,NA
"1419","2019-11-01 15:08:57-03","UnB","UB","110133","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Belém, RP","Southern America","Brasil",NA,NA,"Árvore 5m. Flor branca; Mata da encosta.",NA,"18","1964","12","10","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Distrito Federal","Região do Calcário","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","2019-11-01 15:08:57-03","UnB","UB","109969","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Oliveira, FCA; Cardoso, E; Mendonça, RC","Southern America","Brasil",NA,NA,"Frutos imaturos de cor verde, quando maduros amarelos.; Árvore 7m x 8cm; Floresta de galeria.",NA,"42","1994","09","05","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Goiás","Chapada dos Veadeiros, Vale da Lua. Km 36 de Alto Paraíso","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"Alto Paraíso de Goiás","44724","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1421","2019-11-01 15:08:58-03","UnB","UB","12909","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rizzo, JA; Barbosa, A","Southern America","Brasil",NA,NA,"Arbusto 2,5m; .",NA,"227","1968","04","11","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia","25250","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1422","2019-11-01 15:08:58-03","UnB","UB","12910","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rizzo, JA; Barbosa, A","Southern America","Brasil",NA,NA,".",NA,"269","1968","04","12","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia","25250","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1423","2019-11-01 15:08:57-03","UnB","UB","109959","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rizzo, JA; Barbosa, A","Southern America","Brasil",NA,NA,"Subarbusto 0,8m. Fruto avermelhado.",NA,"3307","1969","01","01","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Goiás","Estação 11","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Goiânia","25250","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1424","2019-11-01 15:08:58-03","UnB","UB","191314","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Faria, JEQ; Silva Júnior, MC; Miranda, SC","Southern America","Brasil",NA,NA,"Árvore ca. 4 m de altura, caule rugoso cinza, flor branca tubulosa; Mata de galeria",NA,"2674","2012","06","08","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Faria, JEQ","Goiás","Fazenda Estância Quinta da Serra, base da serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,"Mossâmedes","30139","auto",NA,NA,"2012","06",NA,NA,NA,NA,NA
"1425","2019-11-01 15:08:58-03","UnB","UB","12892","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Eiten, G; Eiten, LT","Southern America","Brasil",NA,NA,".",NA,"9654","1969","12","01","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","Mato Grosso",NA,"-52.2566986083984","-15.8900003433228",NA,NA,NA,NA,"Barra do Garças","123012","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1426","2019-11-01 15:08:58-03","UnB","UB","12903","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Marimon, BS","Southern America","Brasil",NA,NA,".",NA,"222","1999","03","13","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Marimon, BS","Mato Grosso",NA,"-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"Nova Xavantina","79739","auto",NA,NA,"1999","04",NA,NA,NA,NA,NA
"1427","2019-11-01 15:08:58-03","UnB","UB","184547","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Resende, UM; Kinupp, VF","Southern America","Brasil",NA,NA,"Frutos verdes; Mata de encosta rochosa",NA,"1665","2002","02","27","Dicotyledoneae",NA,"(Benth.) Müll.Arg.",NA,"Mato Grosso","Serra das Araras","-57.2275009155273","-15.3243999481201",NA,NA,NA,NA,"Porto Estrela","59745","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","2019-11-01 15:08:58-03","UnB","UB","190738","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bortolotto, IM","Southern America","Brasil",NA,NA,"Árvore; Mata. Solo ferruginoso. Relevo morro",NA,"B129","1994","11","26","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","Mato Grosso do Sul","Morro Urucum","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Corumbá","295160","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1429","2019-11-01 15:08:58-03","UnB","UB","12913","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bartolotto, IM","Southern America","Brasil",NA,NA,"Árvore; Mata. Solo: Ferruginoso.",NA,"129","1994","11","26","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","Mato Grosso do Sul","Morro Urucum","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","2019-11-01 15:08:58-03","UnB","UB","12911","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Paula, JE","Southern America","Brasil",NA,NA,".",NA,"3471","1994","05","24","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","Minas Gerais",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"Paraopeba","26090","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"1431","2019-11-01 15:08:58-03","UnB","UB","12916","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bridgewater, S; Ibáñez Garcia, I","Southern America","Brasil",NA,NA,"Small tree to 5m.; bark light, motled. knobbly; slash light brown.; Degraded mesophytic forest. Mata de Ciro: Casca D'Anta.",NA,"396","1996","10","22","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Bridgewater, S","Minas Gerais",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"São Roque de Minas","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","2019-11-01 15:08:58-03","UnB","UB","12941","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Del'Arco, MR; Castro, AJ; Fernandes, A","Southern America","Brasil",NA,NA,NA,NA,"s.n.1956","1980","12","10","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Pereira, MS","Piauí",NA,"-45.2421989440918","-7.55833005905151",NA,NA,NA,NA,"Ribeiro Gonçalves","121004","auto",NA,NA,"2004","06","02",NA,NA,NA,NA
"1433","2019-11-01 15:08:58-03","UnB","UB","175847","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Forero, E; et al.","Southern America","Brasil",NA,NA,"Arbusto. Frutos maduros brancos.",NA,"8485","1980","09","24","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete, PG","São Paulo","Pádua Sales, Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Mogi Guaçu","39309","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA
"1434","2019-11-01 15:08:58-03","UnB","UB","192217","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rizzo, JA","Southern America","Brasil",NA,NA,"Árvore 3m., corola branca.",NA,"9487","1973","12","11","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Delprete","Tocantins",NA,"-48.2071990966797","-7.19111013412476",NA,NA,NA,NA,"Araguaína","117559","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"1435","2019-11-01 15:08:58-03","UnB","UB","12888","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","Southern America","Brasil",NA,NA,".",NA,"23874","1969","02","25","Dicotyledoneae",NA,"(Benth.) Müll.Arg.","Steyermark, JA","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
