"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","imagecode","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","382388","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.","L. A. Skorupa",NA,NA,NA,"G. G. Hatschbach","16510","1967","06","02","Brazil","Paraná","Guaraqueçaba","?_errinha","-48.3289","-25.3069",NA,NA,"100","100","NY00382388","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154958' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382388_01","pauciflorus",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","382389","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.","L. A. Skorupa",NA,NA,NA,"J. Y. Tamashiro","4178","1976","12","13","Brazil","São Paulo","Santa Maria da Serra","Nativo no interior de mata da Fazenda Barreiro-Rico.","-48.1469","-22.6647",NA,NA,NA,NA,"NY00382389","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154956' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382389_01","pauciflorus",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","382379","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","J. A. Kallunki",NA,NA,NA,"Grupo Pedra do Cavalo","308","1980","06",NA,"Brazil","Bahia","Cachoeira","Estaçao da Mata. Cachoeira/Bahia - Vale dos Rios. Paraguaçu/Jacuipe.","-39.08","-12.53",NA,NA,"40","120","NY00382379","Scardino, noblick, paranhos guedes, c. queiróz, paganucci, nascimento, n. suely, guagila <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89426' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382379_01",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","382381","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","J. A. Kallunki",NA,NA,NA,"A. M. Amorim","1412","1993","11","09","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana.","-39.08","-15.15",NA,NA,NA,NA,"NY00382381","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89425' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382381_01",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","382386","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","R. C. Kaastra",NA,NA,NA,"W. Hoehne",NA,NA,NA,NA,"Brazil","São Paulo","Sao Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY00382386","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89418' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382386_01",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","382382","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","R. C. Kaastra",NA,NA,NA,"A. Gehrt",NA,"1938","08","26","Brazil","São Paulo","Botucatu","Sao Paulo, Botucatu, Fazenda Oito Pontas.","-48.4397","-22.88",NA,NA,NA,NA,"NY00382382","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89417' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382382_01",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","382380","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","L. P. de Queiroz",NA,NA,NA,"L. P. de Queiroz","2836","1991","08","10","Brazil","São Paulo","Brotas","Fazenda Santa Elisa. Mata de planalto semi-decídual com mata ciliar no rio Jacaré-Pepíra.","-48.1197","-22.2803",NA,NA,NA,NA,"NY00382380","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89420' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382380_01",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1546431","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus clavatus","Skorupa",NA,NA,NA,NA,"L. A. Skorupa","991","1992","04","02","Brazil","Bahia","Itapetinga","Sitio Amaralina, 23 km de Itororó, a direita rumo a Itapetinga- Fondo do Sitio","-40.35","-15.48",NA,NA,NA,NA,"NY01546431","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1848701' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","isotype","South America","sheet","NY01546431_01","clavatus",NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","382390","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.","L. A. Skorupa",NA,NA,NA,"P. K. H. Dusén","16453","1915","01","31","Brazil","Paraná","Sengés","Morungava","-49.4633","-24.1131",NA,NA,NA,NA,"NY00382390","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154955' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales",NA,"South America","sheet","NY00382390_01","pauciflorus",NA,NA,NA,NA
"20","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","3288","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Skorupa, L.A.","1998","07",NA,"Milde, L.C.E.","4","1972","09","05","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"BOTU003288","Arbusto, hábito aéreo, altura 4 m., perímetro de 10 cm, boa frequencia, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","18676","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Gabriel, J.L.C.","1991","11","26","Gabriel, J.L.C.",NA,"1991","11","26","Brasil","São Paulo","Bofete",NA,NA,NA,"9999","9999",NA,NA,"BOTU018676","Arbusto. Mata mesófila semidecídua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","4581","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St.-Hil.","Pirani, J.R.","1998","06","26","Assis Camargo, P.F.","228","1996","08","13","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"BOTU004581","Arbusto 3,5 m de altura, caule semi-rugoso, folhas cartáceas, fruto seco marrom.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:20:54-03","UFRJ","RFA","Foto 43305","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini",NA,NA,NA,NA,"P. Occhioni; C.T. Rizzini","6088","1974","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA-Foto45274","Arbusto, pouco frequenta 3 m de altura. flores alvas, esverdeadas.","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:28-03","UFRJ","RFA","15629","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini","P. Occhioni & Rizzini",NA,NA,NA,"P. Occhioni","6088","1974","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA34424","Arbusto, pouco frequenta 3 m de altura. flores alvas, esverdeadas.","57442","auto",NA,NA,"Paratipo",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:54-03","UFRJ","RFA","Foto 43283","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini",NA,NA,NA,NA,"P. Occhioni","5970","1974","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, loc. Limoeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA-Foto45310","Arbusto de 1,5 m de altura. Flor esverdeada","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:28-03","UFRJ","RFA","15627","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini","P. Occhioni. Rizzini",NA,NA,NA,"P. Occhioni","6046","1974","08",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, loc. Limoeiro","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA13531","Arbusto de 2m de altura","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:28-03","UFRJ","RFA","16051","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini","Rizzini; Occhioni","1975",NA,NA,"P. Occhioni","6947","1975","02",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"RFA13797","Arbusto, flor esverdeada","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:54-03","UFRJ","RFA","Foto 43304","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini",NA,NA,NA,NA,"P. Occhioni","6076","1974","08","21","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Orgãos , localidade Limoeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA-Foto45275","Mata primária sombria. Arbusto de 2m de altura.","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:32:28-03","UFRJ","RFA","15132","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini",NA,NA,NA,NA,"P. Occhioni","5970","1974","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, loc. Limoeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA34427","Arbusto de 1,5 m de altura. Flor esverdeada","57442","auto",NA,NA,"Holotipo",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:28-03","UFRJ","RFA","15628","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","organensis","Pilocarpus organensis","Occhioni & Rizzini","P. Occhioni; Rizzini",NA,NA,NA,"P. Occhioni","6076","1974","08","21","Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, próximo a Guapimirim","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA13532","Arbusto de 1,50 a 3 m, fruto imaturo","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:11:02-03","UTFPR","DVPR","2733","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Groppo, M","2009","05","27","Medri, C; Kinupp, VF; Francisco, EM","440","1997","09","27","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"DVPR002733","Árvore 5m, frutos imaturos verdes.; Beira do rio.","21990","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:11:02-03","UTFPR","DVPR","2730","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Groppo, M","2009","05","27","Medri, C; Kinupp, VF; Francisco, EM","279","1997","08","02","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"DVPR002730","Árvore 5m, frutos imaturos verdes.; Mata ciliar.","21990","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:48:29-03","EAO","IAN","192466","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.",NA,NA,NA,NA,"Kuhlmann, JG","29","1928","07","24","Brasil","Minas Gerais","Vargem Alegre","Fazenda do Coqueiro. Mata.","-42.2983016967773","-19.6082992553711",NA,NA,NA,NA,"IAN192466","Arvoreta de 2 m de altura, flor esverdeada.","10223","auto","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:25:48-03","PUCPR","HUCP","20426","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St. Hil.","Selusniaki, M",NA,NA,NA,"Bonaldi, R","453","2009","05","24","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00018113",NA,"24916","auto","Eudicotiledonea",NA,NA,NA,NA,"HUCP00018113",NA,NA,NA,NA,NA
"35","2019-12-04 15:25:48-03","PUCPR","HUCP","3578","S","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A. St. Hil.","Britez, RM","1987","04","24","Britez, RM","1444",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00018125",NA,"24916","auto","Eudicotiledonea",NA,NA,NA,NA,"HUCP00018125",NA,NA,NA,NA,NA
"36","2019-10-09 11:24:10-03","UFBA","ALCB","029396","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Skorupa, LA","1998","07",NA,"Queiroz, LP de; Salino, A","2836","1991","08","10","Brasil","São Paulo","Brotas","Fazenda Santa Elisa.&nf;Mata ciliar no rio Jacaré-Pepira","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"ALCB063503","De 3,5-4,0 m de altura. Flores verde-amareladas. Mata ciliar.","26585","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:24:14-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.","Skorupa, LA","1998","09",NA,"Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Santos, EB dos","1412","1993","11","09","Brasil","Bahia","Una","Litoral Sul, Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.083333","-15.15","-39.083333","-15.15",NA,NA,NA,"Com ca. de 7,0 m de altura.Folhas verdes-concolores, brilhantes. Flores com cálice verde, corola amarelo-claro.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"pauciflorus",NA,NA,NA,NA
"38","2019-10-09 11:24:14-03","UFBA","ALCB","07812","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus clavatusar","A.St.-Hil.","Skorupa, LA","1996","09",NA,"Grupo Pedra do Cavalo","308","1980","06",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos rios Paraguaçu Jacuipe. Estação da Mata. Gº Pedra do Cavalo","-39.083333","-12.533333","-39.083333","-12.533333","40","40","ALCB063442","Ca. de 3.5m de altura; flores esverdeadas.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"clavatusar",NA,NA,NA,NA
"39","2019-10-09 11:24:14-03","UFBA","ALCB","026444","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus pauciflorus","A.St.-Hil.","Skorupa, LA","1998","09",NA,"Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Santos, EB dos","1412","1993","11","09","Brasil","Bahia","Una","Litoral Sul, Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.083333","-15.15","-39.083333","-15.15",NA,NA,"ALCB063443","Com ca. de 7,0 m de altura.Folhas verdes-concolores, brilhantes. Flores com cálice verde, corola amarelo-claro.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"pauciflorus",NA,NA,NA,NA
"40","2019-10-09 11:24:10-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Skorupa, LA","1998","07",NA,"Queiroz, LP de; Salino, A","2836","1991","08","10","Brasil","São Paulo","Brotas","Fazenda Santa Elisa.&nf;Mata ciliar no rio Jacaré-Pepira","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,"De 3,5-4,0 m de altura. Flores verde-amareladas. Mata ciliar.","26585","auto","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:31:30-03","NBC","NL-BOTANY","U.1582293","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","breviracemosus","Pilocarpus breviracemosus","Cowan",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","10","16","Brazil",NA,NA,"Flora Brasiliae Australis, Hab. est. Paraná, Fazenda do Visconde Laguiche, 8 km E of Cândido de Abrue.",NA,NA,NA,NA,NA,NA,"NL-U1582293","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sapindales",NA,"Southern America",NA,"NL-U1582293",NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 10:31:30-03","NBC","NL-BOTANY","WAG.1256225","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","breviracemosus","Pilocarpus breviracemosus","Cowan",NA,NA,NA,NA,"Hatschbach GG",NA,"1976","11","20","Brazil",NA,NA,"Joaquim Tavora, Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1256225","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1256225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sapindales",NA,"Southern America",NA,"NL-WAG1256225",NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:31:30-03","NBC","NL-BOTANY","WAG.1283486","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","breviracemosus","Pilocarpus breviracemosus","Cowan",NA,NA,NA,NA,"Hatschbach GG",NA,"1977","07","21","Brazil",NA,NA,"Quatigua 5 km L, Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1283486","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1283486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sapindales",NA,"Southern America",NA,"NL-WAG1283486",NA,"Magnoliopsidae",NA,NA,NA
"44","2020-02-08 10:31:30-03","NBC","NL-BOTANY","L 0017963","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Kaastra RC",NA,NA,NA,"Reitz R; Klein RM",NA,"1957","08","24","Brazil","Santa Catarina",NA,"Mina Velha, Garuva, S.Francisco do Sul.",NA,NA,NA,NA,NA,NA,"NL-L0017963","Habitat. Orla da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200017963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sapindales","isotype","Southern America",NA,"NL-L0017963",NA,"Magnoliopsidae","961290267",NA,NA
