"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"11","2020-11-13 09:19:07-03","UFRJ","RFA","27923","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","A.V. dos S. Couto","A. Quinet","72/94","2001","05","22",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Lumiar, Sítio Arco Íris","-42.405556","-22.355278",NA,"Subarbusto, folhas discolores verdes. Flor branca com gineceu amarelo, fruto imaturo verde, comum no local","RFA32567",NA,"550","550",NA,NA,"2009","03","03","42º24'20''W","22º21'19''S",NA,NA,NA,NA,NA
"12","2020-11-13 09:19:07-03","UFRJ","RFA","4654","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","L.B. Smith","P. Occhioni","123","1945","02","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Redentor.","-43.2075004577637","-22.9027996063232",NA,"Planta 1,50 cm de altura, flor branca.","RFA25207",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:35:21-03","EAO","IAN","72517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Duarte, AP","976","1947","11","10","Southern America","Brasil","Rio de Janeiro",NA,"Cócovado.",NA,NA,NA,NA,"IAN072517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:59:05-03","NBC","NL-BOTANY","L.2471421","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Reitz R; Klein RM",NA,"1958","02","28","Southern America","Brazil",NA,NA,"Santa Catarina, Prês Barres, Garuva.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2471421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2471421","NL-L2471421",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 08:59:05-03","NBC","NL-BOTANY","L.2471422","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Reitz R; Klein RM",NA,"1959","01","26","Southern America","Brazil",NA,NA,"Santa Catarina, Serra do Matador, Rio Do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2471422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2471422","NL-L2471422",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 08:59:05-03","NBC","NL-BOTANY","L.2471424","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Hatschbach GG",NA,"1967","03","12","Southern America","Brazil",NA,NA,"Curiola (Mun. Rio Branco do Sul) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2471424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2471424","NL-L2471424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 08:59:05-03","NBC","NL-BOTANY","L.2471425","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Bailey LH; Bailey EZ",NA,"1924","01","29","Southern America","Brazil",NA,NA,"in Southern Brazil, Corcovado Range, Estado do Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2471425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2471425","NL-L2471425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-11-04 11:03:01-03","ESALQ","ESA","111775","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Link","Kollmann, L.","Feliciano, C.D.",NA,"2003","01","23",NA,"Brasil","São Paulo","Nova Odessa",NA,"-47.2900009155273","-22.7700004577637",NA,NA,"ESA111775",NA,NA,NA,"8440","auto","2019","03","15",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:03:01-03","ESALQ","ESA","83685","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Lorenzi, H.","Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","28963.0","2003","02","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva de Macaé de Cima. Beira da estrada.","-42.29","-22.23",NA,"Erva, ca. 1,5 m alt.; flores alvas, passando a róseas na frutificação.","ESA083685","ESA083685","1200","1200",NA,NA,"2003",NA,NA,"-42.29","-22.23",NA,NA,NA,NA,NA
"20","2021-01-14 15:24:40-03","MN","R","9843","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Brade, A.C.","Glaziou, A.F.M.","8915","1877","01","20",NA,"Brasil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,"Plantas do Brasil Central","R000009843","R000009843_001",NA,NA,NA,NA,"1944","09",NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-07-02 14:01:04-03","JBP","HPL","6630","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida",NA,"H. Lorenzi","V.C. Souza & H. Lorenzi et al.","28963","2003","02","11",NA,"Brasil","RJ","Nova Friburgo","Coletado na Reserva de Macaé de Cima, em beira de estrada. S 22° 231: W 42° 29' - 1200 m.s.m.","-42.5311","-22.2819",NA,NA,NA,NA,NA,NA,"33190","auto","2003","02","11",NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:42:18-03","JBP","HPL","1890","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","H. Lorenzi","H. Lorenzi","3198","2002","03","01",NA,"Brasil","SC","Corupá","Alto da serra a 650m.s.m. em beira de barranco.","-49.190222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","03","01","49° 11' 24,8 W","26° 22' 73,1 S",NA,NA,NA,NA,NA
"23","2015-07-02 14:42:18-03","JBP","HPL","1889","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","H. Lorenzi","H. Lorenzi","3196","2002","02","28",NA,"Brasil","SC","Corupá","A meia sombra, em barranco de estrada.","-49.223556","-26.393556",NA,NA,NA,NA,NA,NA,NA,NA,"2002","02","28","49° 13' 24,8 W","26° 23' 36,8 S",NA,NA,NA,NA,NA
"24","2015-07-02 14:55:22-03","JBP","HPL","2919","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott, ex A. DC.","H. Lorenzi","H. Lorenzi","3198","2002","03","01",NA,"Brasil","SC","Corupá","Coletada no alto da serra em beira de barranco de pedra.","-49.18925",NA,NA,NA,NA,NA,"650","650",NA,NA,"2002","03","01","49° 11' 21,3 W","26° 22' 73,1 S",NA,NA,NA,NA,NA
"25","2019-11-21 14:32:20-03","UFJF","CESJ","13388","PreservedSpecimen","Plantae","Angiosperma",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.J.Jacques","L. Krieger","CESJ13388","1974","11","02","América do Sul","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,"Na mata úmida, perto de rio, sobre rochas, flores róseas.","CESJ013388",NA,NA,NA,"15909","auto","1994","05",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:32:20-03","UFJF","CESJ","24763","PreservedSpecimen","Plantae","Angiosperma",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.J.Jacques","L. Krieger","CESJ24763","1987","08","30","América do Sul","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Arbusto (mais de 1m), cultivada, ornamentalmente. Monóica, flores róseas a brancas. Pedunculos avermelhados.","CESJ024763",NA,NA,NA,"46557","auto","1997","07",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:32:20-03","UFJF","CESJ","9913","PreservedSpecimen","Plantae","Angiosperma",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.L. Jacques","L. Krieger","CESJ9913","1971","01","30","América do Sul","Brasil","Rio de Janeiro","Petrópolis","Araras","-43.1786003112793","-22.5049991607666",NA,"Arbusto alto, 3 a 4m. Na mata, sobre pedras, flores brancas.","CESJ009913",NA,NA,NA,"36524","auto","2009","10",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:26:18-03","UNICAMP","UEC","76544","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Jacques, EL","Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","9021","1995","09","03",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araçá e a área conhecida como descampado. Área derochas calcáreas. Mata Atlântica.","-48.400278","-24.643333",NA,"Erva, ca. 1,2 m alt; flores róseas externamente; alvas internamente; frutos vermelhos. Subosque.","UEC005815","UEC005815",NA,NA,NA,NA,"1997","11","11","-48.400278","-24.643333",NA,NA,NA,NA,NA
"29","2021-03-01 16:26:18-03","UNICAMP","UEC","166333","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Jacques, EL","Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","8953","1995","09","02",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga. Núcleo da Caverna do Diabo. Trilha para o Mirante dos Angicos. Área de rochas calcáreas. Mata Atlântica com transição para campo de altitude.","-48.408889","-24.501667",NA,"Erva , até 1,5 m alt; folhas vináceas na face inferior; tépalas alvas internamente, róseas externamente.","UEC005816","UEC005816",NA,NA,NA,NA,"1997","11","11","-48.408889","-24.501667",NA,NA,NA,NA,NA
"30","2020-02-18 09:33:05-03","UNICAMP","UEC","106435","S","Plantae","Magnoliopsida",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Feliciano, CD","Anderson, LO; Aona, LYS; Faria, AD; Galvão, JC; Belinello, R","99/23","1999","01","19",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva de Macaé de Cima, estrada de terra do Hotel São João para o Sítio dos Miller.","-42.5311012268066","-22.2819004058838",NA,NA,"UEC005818","UEC005818",NA,NA,"33190","auto","2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-08 08:50:18-03","FURB","FURB","11894","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Varamillo, J.C","Gasper, A.L. de","977","2009","05","03",NA,"Brasil","Santa Catarina","Blumenau","Morro Spitzkopf.","-49.1327778","-27.025",NA,NA,"FURB15395","FURB15395",NA,NA,NA,NA,"2017","06","26","-49.1327778","-27.0250000",NA,NA,NA,NA,NA
"32","2020-10-14 09:59:39-03","FURB","FURB","16199","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Varamillo, J.C","Korte, A.; Kniess, A.","841","2009","11","10",NA,"Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778",NA,"Florística IFFSC 518 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;","FURB15288","FURB15288","617","617",NA,NA,"2017","06","26","-49.2305556","-27.1802778",NA,NA,NA,NA,NA
"33","2019-11-08 08:50:18-03","FURB","FURB","40438","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Varamillo, J.C","Funez, L.A.","1704","2013","02","06",NA,"Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf, trilha principal.","-49.0761111","-27.0027778",NA,NA,"FURB15305","FURB15305","353","353",NA,NA,"2017","06","26","-49.0761111","-27.0027778",NA,NA,NA,NA,NA
"34","2020-10-14 09:59:39-03","FURB","FURB","41053","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Varamillo, J.C","Funez, L.A.; Zermiani, A.E.","2038","2013","04","17",NA,"Brasil","Santa Catarina","Blumenau","Parque Ecológico do Spitzkopf.","-49.1291667","-27.0258334",NA,"Crescendo sobre rocha exposta com material orgânico. Habitat: Floresta Ombrófila Densa; próximo ao topo do morro Habito: erva terrícola; flor branca","FURB15304","FURB15304 FURB15304_1","828","828",NA,NA,"2017","06","26","-49.1291667","-27.0258334",NA,NA,NA,NA,NA
"35","2020-10-14 09:59:39-03","FURB","FURB","43559","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Varamillo, J.C","Gasper, A.L. de; Funez, L.A. & Kemmelmeier, K.","3468","2014","01","31",NA,"Brasil","Santa Catarina","Blumenau","Morro do Cachorro, do meio para o topo.","-49.0319445","-26.7766667",NA,"Projeto REFLORA FAPESC 14843/2011-1 Habitat: Floresta Ombrófila Densa; Estágio Secundário; borda da trilha Habito: erva terrícola;","FURB15298","FURB15298","700","700",NA,NA,"2017","06","26","-49.0319445","-26.7766667",NA,NA,NA,NA,NA
"36","2014-10-14 15:56:29-03","BS","M","M-0145692","S","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A.DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia, prov. Rio de Janeiro.",NA,NA,NA,NA,"M0145692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"37","2020-06-29 09:29:42-03","UFRRJ","RBR","42553","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.L. Jacques, A.V.S. Couto","A.V.S. Couto; N.B. Gonçalves","91","2010","02","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.708056","-22.406389",NA,NA,"RBR00042553",NA,NA,NA,NA,NA,NA,NA,NA,"42º42'29''W","22º24'23''S",NA,NA,NA,NA,NA
"38","2020-06-29 09:29:42-03","UFRRJ","RBR","42566","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.L. Jacques, A.V.S. Couto","A.V.S. Couto; N.B. Gonçalves","78","2010","02","03",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Na Margem de Fragmento Próximo à REBIO","-42.765278","-22.466111",NA,NA,"RBR00042566",NA,NA,NA,NA,NA,NA,NA,NA,"42º45'55''W","22º27'58''S",NA,NA,NA,NA,NA
"39","2020-06-29 09:29:42-03","UFRRJ","RBR","42605","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","M.E.F. Pinto","M.E.F. Pinto; S.N. Queiroz","02","2017","11","04",NA,"Brasil","Rio de Janeiro","Lumiar","Trilha do poço Quadrado próximo a comunidade de Santiago, Lumiar, Nova Friburgo, RJ.",NA,NA,NA,NA,"RBR00042605",NA,NA,NA,NA,NA,"2017","11","14",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 09:29:42-03","UFRRJ","RBR","44457","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","M.E.F. Pinto","M.E.F. Pinto","06","2018","01","07",NA,"Brasil","Rio de Janeiro","São Pedro da Serra","Poço da sibéria, São Pedro da Serra",NA,NA,NA,NA,"RBR00044457",NA,NA,NA,NA,NA,"2018","03","08",NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:29:42-03","UFRRJ","RBR","35438","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.L. Jacques","L. Krieger","9913","1971","01","30",NA,"Brasil","Rio de Janeiro","Petrópolis","Araras","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00035438",NA,NA,NA,"36524","auto","2009","10","28",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:29:42-03","UFRRJ","RBR","35301","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.L. Jacques","E.L. Jacques; L.S. Sylvestre, J. Wesenberg","1810","2012","04","06",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, Trilha para o Dedo de Nossa Senhora, 22° 28#?# 28,8'S, 43° 00#?# 08,8' W, 900m de altitude.","-42.9818992614746","-22.5372009277344",NA,NA,"RBR00035301",NA,NA,NA,"21463","auto","2012","04","06",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:29:42-03","UFRRJ","RBR","35309","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","E.L. Jacques","E.L. Jacques; J. Wesenberg","1818","2012","04","30",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, Trilha para o Dedo de Nossa Senhora, 22° 28#?# 32,9' S, 43° 00#?# 18,8' W, 1.050m de altitude.","-42.9818992614746","-22.5372009277344",NA,NA,"RBR00035309",NA,NA,NA,"21463","auto","2012","04","30",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:18:01-03","MBM","MBM","17871","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Hatschbach, G.","Hatschbach, G.","24071","1970","03","21","Southern America","Brazil","Paraná","Rio Branco do Sul","Quebrada Funda","-49.3142013549805","-25.1900005340576",NA,NA,"MBM017871","MBM017871",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:18:01-03","MBM","MBM","53172","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Smith, S.F.","Hatschbach, G.","10075","1963","05","10","Southern America","Brazil","Paraná","Rio Branco do Sul","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,"MBM053172","MBM053172",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:18:01-03","MBM","MBM","252135","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71466","2000","10","20","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,"MBM252135","MBM252135",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:18:01-03","MBM","MBM","180081","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.",NA,"Dombrowski, L.T.; et al.; et al.","5155","1974","04","04","Southern America","Brazil","Paraná","Almirante Tamandaré","Parque Primavera","-49.310001373291","-25.3246994018555",NA,NA,"MBM180081",NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:18:01-03","MBM","MBM","53171","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.",NA,"Hatschbach, G.","9991","1963","03","31","Southern America","Brazil","Paraná","Campo Largo","Serra São Luís","-49.5283012390137","-25.4585990905762",NA,NA,"MBM053171","MBM053171",NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:18:01-03","MBM","MBM","281193","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Scheer, M.","Gatti, G.; et al.; et al.","54","2002","04","13","Southern America","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"MBM281193","MBM281193",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:18:01-03","MBM","MBM","281198","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott ex A. DC.","Gatti, G.","Gatti, G.; et al.; et al.","130","2002","04","14","Southern America","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"MBM281198","MBM281198",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
