"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"106","2020-09-12 05:00:02-03","US","US","2563370","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","8369","1959","1","26","South America","Brazil","Santa Catarina",NA,"Serra do matador, rio do sul",NA,NA,NA,NA,"US00314267","US00314267_01","700","700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"107","2020-09-12 05:00:02-03","US","US","2575098","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","18041","1967","3","8","South America","Brazil","Santa Catarina",NA,"Parque botanico do morro bau, ilhota",NA,NA,NA,NA,"US00314278","US00314278_01","500","500",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","2563374","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","6706","1958","5","2","South America","Brazil","Santa Catarina",NA,"Sabia, vidal ramos",NA,NA,NA,NA,"US00314262","US00314262_01","600","600",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","2563372","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","10702","1961","1","24","South America","Brazil","Santa Catarina",NA,"Garcia, sao jose",NA,NA,NA,NA,"US00314264","US00314264_01","400","400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","2575056","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. M. Klein","7351","1967","4","18","South America","Brazil","Santa Catarina",NA,"Morro do ribeirao",NA,NA,NA,NA,"US00314277","US00314277_01","400","400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","2853192","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"D. Araujo, P. Carauta & P. J. M. Maas","1907","1977","10","18","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Serra de macae","-42.5311012268066","-22.2819004058838",NA,NA,"US00323566","US00323566_01","1000","1000","33190","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","2575101","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","18041","1967","3","8","South America","Brazil","Santa Catarina",NA,"Parque botanico do morro bau, ilhota",NA,NA,NA,NA,"US00314279","US00314279_01","500","500",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","2563368","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz","1911","1947","10","27","South America","Brazil","Santa Catarina",NA,"Morro da bateia, brusque",NA,NA,NA,NA,"US00314269","US00314269_01","100","100",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","2563371","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","10702","1961","1","24","South America","Brazil","Santa Catarina",NA,"Garcia, sao jose",NA,NA,NA,NA,"US00314266","US00314266_01","400","400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"115","2020-09-12 05:00:02-03","US","US","2563365","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & -- Bresolin","8224","1969","3","1","South America","Brazil","Santa Catarina",NA,"Morro do ribeiro",NA,NA,NA,NA,"US00314286","US00314286_01","350","350",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"116","2020-09-12 05:00:02-03","US","US","483520","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"A. F. M. Glaziou","s.n.","1881","3","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Petropolis",NA,NA,NA,NA,"US00314282","US00314282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"117","2020-09-12 05:00:02-03","US","US","2197748","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"L. B. Smith & R. Reitz","6286","1952","3","20","South America","Brazil","Santa Catarina","Blumenau","Spitzkopf, forest","-49.0661010742188","-26.9193992614746",NA,NA,"US00314276","US00314276_01","50","997","34291","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"118","2020-09-12 05:00:02-03","US","US","2853186","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"D. Araujo","1919","1977","10","18","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Serra de macae","-42.5311012268066","-22.2819004058838",NA,NA,"US00323565","US00323565_01","1000","1000","33190","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"119","2020-09-12 05:00:02-03","US","US","2563361","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & A. C. Brade","4625","1952","3","20","South America","Brazil","Santa Catarina",NA,"Morro spitzkopf, blumenau",NA,NA,NA,NA,"US00314285","US00314285_01","800","800",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"120","2020-09-12 05:00:02-03","US","US","2627893","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"A. C. Brade & -. Apparicio","18578","1946","8","28","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Tijuca, bico do papagaio. [in former guanabara state]",NA,NA,NA,NA,"US00314290","US00314290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"121","2020-09-12 05:00:02-03","US","US","2775562","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"D. Araujo","958","1976","1","21","South America - Neotropics","Brazil","Rio de Janeiro","Santa Maria Madalena","Parqu do desengano, santa clara","-42.0080986022949","-21.9552993774414",NA,NA,"US00324399","US00324399_01","800","800","30526","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"122","2020-09-12 05:00:02-03","US","US","1360501","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"E. H. Ule","773","1888","3",NA,"South America","Brazil","Santa Catarina",NA,"Im walde des aipibergo bei blumenan",NA,NA,NA,NA,"US00314275","US00314275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"123","2020-09-12 05:00:02-03","US","US","2946482","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"E. Pereira","280","1942","12","17","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Corcovado-sumare",NA,NA,NA,NA,"US00314257","US00314257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"124","2020-09-12 05:00:02-03","US","US","2563346","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","hispida","Begonia hispida",NA,NA,"R. Reitz & R. M. Klein","2728","1956","2","16","South America","Brazil","Santa Catarina",NA,"Braco joaquim, luis alves",NA,NA,NA,NA,"US00314272","US00314272_01","400","400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"125","2014-04-04 18:26:45-03","PNFM","IRAI","017","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Ribas, O.S.","Leal, M.D.","006","2006","05","01",NA,"Brasil","Paraná","Balsa Nova","Chácara da Associação Sul Paranaense, São Luiz do Purunã","-49.708611","-25.450528",NA,"Herbácea, aproximadamente 0.5 m, folhas verdes adaxial e roxas abaxial, próxima à córrego","IRAI00000017",NA,NA,NA,NA,NA,"2008","01","01","-49.708611","-25.450528",NA,NA,NA,NA,NA
"126","2014-04-04 18:26:45-03","PNFM","IRAI","1622","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Cordeiro, J.; Martin, V.C.","Kuchler, O.","010","2009","12","18",NA,"Brasil","Paraná","Prudentópolis","Salto Barão do Rio Branco","-50.940639","-25.166639",NA,"Herbácea, 40 cm, caule e folhas pilosos, flor rosa, local úmido","IRAI00001622",NA,NA,NA,NA,NA,"2010","01","01","-50.940639","-25.166639",NA,NA,NA,NA,NA
"127","2014-04-04 18:26:45-03","PNFM","IRAI","7471","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Ristow, R.","Santos, A.C.","015","2013","03","17",NA,"Brasil","Paraná","Quatro Barras","Chácara da Anelissa","-48.984833","-25.363083",NA,"Herbácea, 40 cm, hirssuta, flor rosa","IRAI00007471",NA,"890","890",NA,NA,"2013","03","20","-48.984833","-25.363083",NA,NA,NA,NA,NA
"128","2019-10-07 09:24:03-03","UEFS","HUEFS","57686","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Kummrow, R.","2480","1984","07","12",NA,"Brasil","Paraná","Campina Grande do Su","Rio Mirim.",NA,NA,NA,NA,"HUEFS0057686","HUEFS0057686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"129","2019-10-07 09:24:03-03","UEFS","HUEFS","77590","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Carneiro, J.","1667","2009","02","09",NA,"Brasil","Paraná","Judiaí do Sul","Mata do Ibití.",NA,NA,NA,NA,"HUEFS0077590","HUEFS0077590",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"130","2019-10-07 09:24:03-03","UEFS","HUEFS","36536","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Carneiro, J.","1271","2006","01","26",NA,"Brasil","Paraná","Jundiaí do Sul","Fazenda Ibiti.","-50.247501373291","-23.4367008209229",NA,NA,"HUEFS0036536","HUEFS0036536",NA,NA,"17300","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"131","2019-10-07 09:24:03-03","UEFS","HUEFS","189704","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Silva, S.J.G.da","356","1992","08","27",NA,"Brasil","São Paulo","Capão Bonito","Fazenda Intervales, estrada da Bocaina.","-48.3400001525879","-24",NA,NA,"HUEFS0189704","HUEFS0189704",NA,NA,"39505","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"132","2019-10-07 09:24:03-03","UEFS","HUEFS","77573","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Carneiro, J.","1418","2003","03","05",NA,"Brasil","Paraná","Ribeirão do Pinhal","Sítio Pedra Amarela.","-50.3567008972168","-23.4074993133545",NA,NA,"HUEFS0077573","HUEFS0077573",NA,NA,"21709","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"133","2019-01-25 15:38:55-02","IAC","IAC","43057","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","H. Lorenzi","V.C. Souza; H. Lorenzi; L.C. Bernacci & M. Peixoto","28963","2003","02","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva de Macaé de Cima, distrito Lumiar","-42.4833333","-22.3833333",NA,"Coordenadas do material: 22°23#?#S 42°29#?#W",NA,NA,NA,NA,NA,NA,"2003","06","11","-42.4833333","-22.3833333",NA,NA,NA,NA,NA
"134","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Riedel, L","545",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia orient.",NA,NA,NA,NA,NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Weddell, HA","865",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia orient.",NA,NA,NA,"in hb. Mus. Par.",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia orient.",NA,NA,NA,"in hb. Vindob.",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Vauthier, AC","542",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in montibus Orgãos",NA,NA,NA,"in hb. DC.",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Lindley, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"ad rivum Pinheiros prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Gardner, G","603",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in montibus Orgãos",NA,NA,NA,"in hb. Hook.",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Gardner, G","107",NA,NA,NA,"Southern America","Brazil",NA,NA,"ad rivum Pinheiros prov. Rio de Janeiro",NA,NA,NA,"in hb. Hook",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia orient.",NA,NA,NA,"in hb. reg. Berol.",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2017-09-11 17:08:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott",NA,"Langsdorff, GH (Baron)","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia orient.",NA,NA,NA,"in hb. imp. Petrop.",NA,"P04P1N0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:01:48-03","IBt","SP","27491","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida cucullifera","Irmsch.","Irmscher, F","Hoehne, FC","s.n.","1931","03",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Caule lenhoso 1 m, flores alvas&nf;Bot. Jahrb. Syst. 76:51. 1953 = Begonia hispida var. hispida",NA,NA,NA,NA,NA,NA,"1950",NA,NA,NA,NA,NA,"Holotype",NA,"cucullifera",NA
"144","2019-11-21 10:01:48-03","IBt","SP","336938","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida","Schott","Gomes da Silva, SJ","Gomes da Silva, SJ; et al.","356","1992","08","27",NA,"Brasil","São Paulo","Capão Bonito","Fazenda Intervales, estrada de Bocaina","-48.3400001525879","-24",NA,"Erva na estrada da gruta, caule prostrado. Folhas verdes discolores; flores alvas",NA,NA,NA,NA,"39505","auto","1997","04",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 10:01:48-03","IBt","SP","55370","S","Plantae",NA,NA,"Begoniaceae","Begonia","hispida","Begonia hispida cucullifera","Irmsch.","Handro, O","Handro, O","575","1956","05","10",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Flores alvas",NA,NA,NA,NA,"53584","auto","1956","07",NA,NA,NA,NA,NA,NA,"cucullifera",NA
