"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","year","class","month","day","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012756","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"G. Hatschbach; M. Hatschbach, E. Barbosa","76675",NA,"Brazil","Mato Grosso do Sul","Rodovia Ponta Porã a Bela Vista, próximo da Fazenda Itamarati (Mun. Ponta Porã).",NA,"Ereta, 70cm, capítulo amarelo.",NA,NA,NA,"2003",NA,"10","23","H. Robinson",NA,NA,NA,NA,"-55.578056","-22.188334",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:31:33-03","UFJF","CESJ","43541","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"G. Hatschbach; et al.","76675","América do Sul","Brasil","Mato Grosso do Sul","Rod. Ponta Porã a Bela Vista, próx da Fazenda Itam",NA,"Ereta, 70 cm, capitulo amarelo. Campo limpo, seco.","CESJ043541","CESJ043541",NA,"2003",NA,"10","20","H.Robinson","2004",NA,NA,"Ponta Porã","-55.7256011962891","-22.5361003875732","102608","auto",NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:31:33-03","UFJF","CESJ","43817","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"G. Hatschbach; et al.","76675","América do Sul","Brasil","Mato Grosso do Sul","Rod. Ponta Porã a Bela Vista, próx da Fazenda Itam",NA,"Ereta, 70 cm, capitulo amarelo. Campo limpo, seco.","CESJ043817","CESJ043817",NA,"2003",NA,"10","23","H.Robinson","2004",NA,NA,"Ponta Porã","-55.7256011962891","-22.5361003875732","102608","auto",NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:31:33-03","UFJF","CESJ","44165","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"G. Hatschbach; et al.","76675","América do Sul","Brasil","Mato Grosso do Sul","Rod. Ponta Porã a Bela Vista, próx da Fazenda Itam",NA,"Ereta, 70 cm, capitulo amarelo. Campo limpo, seco.","CESJ044165","CESJ044165",NA,"2003",NA,"10","23","H.Robinson","2004",NA,NA,"Ponta Porã","-55.7256011962891","-22.5361003875732","102608","auto",NA,NA,NA,NA,NA,NA
"32","2020-10-27 15:53:14-03","UFJF","CESJ","1435","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"L. Roth","CESJ1435","América do Sul","Brasil","Minas Gerais","Serra do Curral",NA,"Erva do cerrado-campo, flores amarelas, folhas felpudas.","CESJ001435","CESJ001435",NA,"1955",NA,"04","17","L. Krieger",NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:41:20-03","UFMS","CGMS","45054","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"G. Hatschbach; M. Hatschbach; E. Barbosa","76675",NA,"Brasil","Paraná","Rodovia Ponta Porã - Bela Vista, próximo da Fazenda Itamonte.",NA,"Capítulo amarelo. Fruto ausente. Habitat: Campo limpo seco. Habito: Erva. 0.7m de altura.","CGMS1075021",NA,NA,"2003",NA,"10","23","H. Robinson","2004",NA,NA,"Ponta Porã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:41:20-03","UFMS","CGMS","44610","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"A. Pott; V.J. Pott; S.M. Salis; A. Arantes; A.L. Sanches; S.L.G.P. Moura","7441",NA,"Brasil","Mato Grosso do Sul","Fazenda Manoel Ledo, Serra da Bodoquena.",NA,"Flor púrpura. Capítulo púrpura, antera amarela, pappus vinho. Habitat: Cerrado queimado. Substrato: Regossolo argiloso. Relevo: topo de serra. Habito: Erva ereta, com xilopódio. Rara.","CGMS1074576",NA,NA,"1995",NA,"09","30",NA,NA,NA,NA,"Bodoquena","-56.8722223","-20.8572222",NA,NA,"-56,8722223","-20,8572222","650","650",NA,NA
"35","2021-03-01 16:23:34-03","UNICAMP","UEC","131265","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Tozzi, AMGA; Corrêa, AM; Costa, JY; Flores, AS; Galvão, JC; et al.","2003101",NA,"Brazil","Minas Gerais",NA,NA,"Erva de 15 cm, corola amarela","UEC121458","UEC121458",NA,"2003",NA,"05","06","Reis-Silva, GA","2017","03",NA,"São Sebastião do Paraíso","-46.979556","-20.996556",NA,NA,"-46.979556","-20.996556","1053","1053",NA,NA
"36","2019-08-20 10:04:58-03","UNICAMP","UEC","149453","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Aranha, JLM; Silveira, MF; Caseli, CC; Segala, F","08/422",NA,"Brazil","Minas Gerais","Estrada para as pedreiras",NA,"erva ereta, todas as flores amarelas","UEC006284","UEC006284",NA,"2008",NA,"11","05","Monge, M","2012","05",NA,"Capitólio","-46.291944","-20.603611",NA,NA,"-46.291944","-20.603611","985","985",NA,NA
"37","2021-03-01 16:23:34-03","UNICAMP","UEC","101992","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Kinoshita, LS; Santos, SL; Pansarin, ER","98460",NA,"Brazil","Minas Gerais","Fazenda de João Galdêncio.",NA,"Arbusto, ca. 1,5m., flores brancas, campo ruprestre.","UEC122493","UEC122493",NA,"1998",NA,"10","08",NA,NA,NA,NA,"Carrancas","-44.6425018310547","-21.4874992370605","21143","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:23:34-03","UNICAMP","UEC","101983","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Kinoshita, LS; Santos, SL; Pansarin, ER","98460",NA,"Brazil","Minas Gerais","Fazenda de João Galdêncio.",NA,"Arbusto, ca. 1,5m., flores brancas, campo ruprestre.","UEC171437","UEC171437",NA,"1998",NA,"10","08",NA,NA,NA,NA,"Carrancas","-44.6425018310547","-21.4874992370605","21143","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:23:34-03","UNICAMP","UEC","22657","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Leitão Filho, HF; et al.","11828",NA,"Brazil","Minas Gerais","Próximo à cidade",NA,"Herbáceo acaule, folhas rosaladas, escupo até 40 cm, capítulos amarelos; Campo rupestre, cerrado","UEC120543","UEC120543",NA,"1980",NA,"12","09","Reis-Silva, GA","2017","03",NA,"Lavras","-44.999698638916","-21.2453002929688","20044","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:23:34-03","UNICAMP","UEC","22688","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Leitão Filho, HF; Shepherd, F; Martins, FR; et al.","12069",NA,"Brazil","Minas Gerais","Reserva Biológica de Poço-Bonito",NA,"Lígulas amarelas","UEC128971","UEC128971",NA,"1980",NA,"12","11","Reis-Silva, GA","2017","03",NA,"Lavras","-44.999698638916","-21.2453002929688","20044","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:23:34-03","UNICAMP","UEC","79309","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"DAC; et al.","s.n.",NA,"Brazil","Minas Gerais","Serra da Bocaina, Antena",NA,"Subarbusto, altura 0.30m, flor amarela, ocasional; Campo rupestre","UEC121434","UEC121434",NA,"1987",NA,"02","13",NA,NA,NA,NA,"Lavras","-44.999698638916","-21.2453002929688","20044","auto",NA,NA,"1200","1200",NA,NA
"42","2021-03-01 16:23:34-03","UNICAMP","UEC","127894","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Souza, VC; Sakuragui, CM","2031",NA,"Brazil","Minas Gerais","Serra do Ouro Branco, cerca de 10 km da cidade",NA,"Erva, brácteas involucrais internas vermelho-escuras, flores amarelas; Campo arenoso","UEC121424","UEC121424",NA,"1992",NA,"10","11","Reis-Silva, GA","2017","03",NA,"Ouro branco","-43.6918983459473","-20.5207996368408","13809","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:23:34-03","UNICAMP","UEC","99031","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Goldenberg, R; Semir, J; Romero, R; Dutilh, JHA","523",NA,"Brazil","Minas Gerais","Estrada Pimenta-Santo Hilário",NA,"Planta inteira, flores do raio amarelas, flores do disco amarelas, mais escuras; Vegetação scundária em encosta íngreme","UEC113902","UEC113902",NA,"1998",NA,"02","13","Nakajima, JN","1998","10",NA,"Pimenta","-45.798900604248","-20.4839000701904","21095","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:23:34-03","UNICAMP","UEC","111873","S","Plantae","Magnoliopsida",NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Romero, R; Nakajima, JN; Guilherme, FAG","885",NA,"Brazil","Minas Gerais","Estrada para Sacramento, 3 km da sede administrativa, PARNA Serra da Canastra",NA,"Herbáceo, ca. 0.3m. Brácteas esverdeadas. Corola e estigmas amarelados.; Campo limpo, 2 meses após a queimada","UEC113901","UEC113901",NA,"1994",NA,"04","16","Nakajima, JN","1998",NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688","57119","auto",NA,NA,NA,NA,NA,NA
"45","2019-11-05 16:43:47-03","UFOP","OUPR","33062","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Pedrosa, L.G.","1307",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Erva, 20cm. Flores amarelas. Campo rupestre.",NA,NA,NA,"2019",NA,"02","10","Pedrosa, L.G.","2019","02","10","Ouro Preto/ Mariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-05 16:43:47-03","UFOP","OUPR","5106","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,NA,NA,NA,NA,"1975",NA,"02","21","Lisboa, M.A.","1975","02","28","Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-05 16:43:47-03","UFOP","OUPR","5103","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"s.col.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","1972","01",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-05 16:43:47-03","UFOP","OUPR","5100","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Calea","clausseniana","Calea clausseniana","Baker",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais","Campos de Burnier",NA,NA,NA,NA,NA,"1973",NA,"01","27","Lisboa, M.A.","1973","07","25","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA
