"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","02679238","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"J. E. Meireles","566","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944706' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679238","NY02679238_01","2008","01","16","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada para o rio das Flores, 4 km antes do Hotel S. João","-42.4828","-22.3775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1144703","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"L. Sylvestre","776","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298448' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144703","NY01144703_01","1992","02","21","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso, Fazenda Santa Rita. Área FP01.","-42.883","-22.483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:30:33-03","UFRJ","RFA","9014","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"E. Pereira","3808",NA,"Brasil",NA,NA,"RFA44017",NA,"1958","05","28","Distrito Federal","Distrito Federal","Estrada das Canoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:30:33-03","UFRJ","RFA","7561","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","F.L.R. Filardi","A.P. Duarte","4800",NA,"Brasil",NA,"Planta ascendente flexuosa","RFA27038",NA,"1959","05","19","Rio de Janeiro","Rio de Janeiro","Entre Gávea Pequena e Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2011","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:09:45-03","ESALQ","ESA","128416","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum",NA,NA,"Cabral, F.N.","898.0",NA,"Brasil",NA,"ver numero","ESA128416",NA,"2013","03","30","São Paulo","Tapiraí","Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.","-47.35173","-24.03059",NA,NA,NA,NA,NA,NA,"-47.35173","-24.03059",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:09:45-03","ESALQ","ESA","46844","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Hoehne, W.",NA,NA,"Brasil",NA,NA,"ESA046844","ESA046844","1947","04","17","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:09:45-03","ESALQ","ESA","128417","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum",NA,NA,"Flores, T.B.","1849.0",NA,"Brasil",NA,NA,"ESA128417",NA,"2013","03","28","São Paulo","Tapirai","Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","-47.55755","-24.16651",NA,NA,NA,NA,NA,NA,"-47.55755","-24.16651",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:09:45-03","ESALQ","ESA","125500","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum",NA,NA,"Flores, T.B.","1849.0",NA,"Brasil",NA,"Árvore, ca. 3m de alt. Vegetativo. Área secundária.","ESA125500",NA,"2013","03","28","São Paulo","Juquiá","Reserva Particular da Votorantim (CBA). Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","-47.381388","-24.0525",NA,NA,NA,NA,NA,NA,"-47.381388","-24.0525",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:09:45-03","ESALQ","ESA","107445","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum",NA,"Filardi, F.","Sylvestre, L.","776.0",NA,"Brasil",NA,NA,"ESA107445","ESA107445","1992","02","21","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:09:45-03","ESALQ","ESA","46847","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Hoehne, W.",NA,NA,"Brasil",NA,NA,"ESA046847","ESA046847","1947","07","17","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:09:45-03","ESALQ","ESA","123283","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum",NA,NA,"Ribeiro, R.D.","577.0",NA,"Brasil",NA,NA,"ESA123283",NA,"2006","01","27","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima, próximo a entrada para o sítio Bakus (David & Bel)","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:09:45-03","ESALQ","ESA","130041","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Siqueira, G.","Colletta, G.D.; Flores, T.B.; Duarte, M.M.; Ferrari, A.C.","1796.0",NA,"Brasil",NA,"Regenerante estéril","ESA130041",NA,"2011","04","14","Espírito Santo","Linhares","Reserva Vale, área do projeto de restauração, projeto 154","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2011","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:29:41-03","MN","R","67909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"s.col.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:29:41-03","MN","R","126109","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.","Irwin, H.S.","2680",NA,"Brasil",NA,NA,NA,NA,"1959","02","21","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"2010","13937","auto",NA,NA,"02",NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:29:41-03","MN","R","66984","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.","Brade, A.C.","s.n.",NA,"Brasil",NA,NA,NA,NA,"1929","02",NA,"Rio de Janeiro","Rio de Janeiro","Alto da Boa vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2010","57442","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:29:41-03","MN","R","39138","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.","Smith, L.B.; McWilliams, E.L.","15356",NA,"Brasil",NA,NA,NA,NA,"1968","02","01","Rio de Janeiro","Rio Claro","Lídice","-44.1356010437012","-22.7231006622314",NA,NA,NA,"2010","27045","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA
"29","2019-02-22 11:46:46-03","IPA","IPA","15407","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.L.R.","Belém, R.P.","1552","Southern America","Brasil",NA,"Cipó robusto. Frutos amarelo-claro. Coleção de madeira","IPA0015407",NA,"1965","08","09","Espírito Santo",NA,"Reserva Florestal de Sooretama, Mata virgem",NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,"08","01",NA,NA,NA,NA,NA
"30","2019-02-22 11:46:46-03","IPA","IPA","22181","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.L.R.","Lanna-Sobrinho, J.P.","1067","Southern America","Brasil",NA,NA,"IPA0022181",NA,NA,NA,NA,"Espírito Santo","Linhares","Refúgio Biológico Sooretama","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2008","48094","auto",NA,NA,"08","01",NA,NA,NA,NA,NA
"31","2020-12-20 21:17:33-03","UFV","VIC","2233","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.L.R.","Kuhlmann, J.G.","78",NA,"Brasil",NA,"Planta escandente.","VIC002233","VIC002233","1935","04","21","Minas Gerais","Viçosa","Arraial do Araponga, Orla de mata.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"2009","13937","auto",NA,NA,"12",NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:17:33-03","UFV","VIC","307","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Mendonça-Filho, C.V.","Mexia, Y.","4168",NA,"Brasil",NA,"Trepadeira lenhosa, escalando pequena árvore. Flores: corola branca com exterior enegrecido. Caule achatado.","VIC000307","VIC000307","1929","12","25","Minas Gerais","Viçosa","E. S. A. V., Entrada leste. Encosta.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"2002","13937","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:17:33-03","UFV","VIC","4177","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Mendonça-Filho, C.V.","Irwin, H.S.","2680",NA,"Brasil",NA,"Árvore delgada, c.a. de 5,0 metros de altura, com longos ramos terminais pedulares. Corola marrom-violeta. Fruto imaturo pendente verde. Ocasional.","VIC004177","VIC004177","1959","02","21","Minas Gerais","Viçosa","E. S. A. V., Floresta secundária; solo argiloso vermelho.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"2002","13937","auto",NA,NA,"06",NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:17:33-03","UFV","VIC","32479","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.L.R.","Silvestre, L.; et al.","776",NA,"Brasil",NA,"Trepadeira em área recentemente incendiada. Folhas discolores verdes; frutos alados verdes. Ind. F0041.","VIC032479","VIC032479","1992","02","21","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual do Paraíso, Fazenda Santa Rita. Área FP01. Mata de encosta.","-42.833333","-22.433333",NA,NA,NA,"2009",NA,NA,"-42.833333","-22.433333","07",NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:17:33-03","UFV","VIC","2225","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Filardi, F.L.R.","Kuhlmann, J.G.","s.n.",NA,"Brasil",NA,NA,"VIC002225","VIC002225","1935","03","08","Minas Gerais","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"2009","13937","auto",NA,NA,"12",NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:36:49-03","UFJF","CESJ","888","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"L. Roth","CESJ888","América do Sul","Brasil",NA,"Cipó robusto, com gavinhas. Flores branco-pretas.","CESJ000888",NA,"1944","03","07","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:14:04-03","UNICAMP","UEC","104189","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Lima, HC; et al.","3798",NA,"Brazil",NA,"fruto, Liana om caule roliço. Frutos com núcleo seminífero verde escuro e ala verde clara. Mata de encosta.","UEC183359","UEC183359","1990","06","03","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Estrada para Sítio Sophroides.","-42.5","-22",NA,NA,NA,NA,NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:14:04-03","UNICAMP","UEC","99811","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Hoehne, W","s.n.",NA,"Brazil",NA,"flor","UEC183355","UEC183355","1945","01","10","São Paulo","São Paulo","Parque Estadual.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:14:04-03","UNICAMP","UEC","79066","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Hoehne, W","Hoehne, W","s.n.",NA,"Brazil",NA,"fruto, Árvore da mata. Frutos.","UEC183354","UEC183354","1947","04","17","São Paulo","São Paulo","Parque do Estado de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:14:04-03","UNICAMP","UEC","79077","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Hoehne, W","Hoehne, W","s.n.",NA,"Brazil",NA,"flor","UEC183356","UEC183356","1945","01","10","São Paulo","São Paulo","Parque do Estado de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1945","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:14:04-03","UNICAMP","UEC","79067","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Sartori, A","Hoehne, FC","4",NA,"Brazil",NA,"fruto, Frutos imaturos.","UEC183358","UEC183358","1932","02","23","São Paulo","São Paulo","Parque do Estado de São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1997","53584","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:14:04-03","UNICAMP","UEC","79083","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Hoehne, W","Hoehne, W","s.n.",NA,"Brazil",NA,"fruto","UEC183357","UEC183357","1941","04","01","São Paulo","São Paulo","Próximo à Santo Amaro.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"1941","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:30:40-03","UFRRJ","RBR","26385","S","Plantae",NA,NA,"Leguminosae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","H.C. Lima","S.J. Silva-Neto","37",NA,"Brasil",NA,NA,"RBR00026385","RBR00026385","1992","05","31","Rio de Janeiro","Nova Iguaçu","Caminho Tinguá à Barrelão.","-43.451099395752","-22.7591991424561",NA,NA,NA,"2015","25743","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA
"44","2013-04-01 09:18:15-03","IPT","BCTW","3644","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"45","2020-12-21 16:26:59-03","MBM","MBM","223245","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Hoehne, W.","13204","Southern America","Brazil",NA,NA,"MBM223245","MBM223245",NA,NA,NA,"São Paulo","São Paulo","Parque Estadual","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:26:59-03","MBM","MBM","302245","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Correira, C.M.B.; et al.; et al.","70","Southern America","Brazil",NA,NA,"MBM302245","MBM302245","1990","08","07","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:26:59-03","MBM","MBM","50614","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","Hoehne, F.C.","Hoehne, F.C.","52162","Southern America","Brazil",NA,"Planta escandente, nativa.; Planta escandente, nativa.","MBM050614","MBM050614",NA,NA,NA,"São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"ISOTYPE",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:26:59-03","MBM","MBM","91242","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne","W. Hoehne","Hoehne, W.","s.n.","Southern America","Brazil",NA,NA,"MBM091242","MBM091242",NA,NA,NA,"São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:26:59-03","MBM","MBM","343057","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","cantarellianum","Machaerium cantarellianum","Hoehne",NA,"Lima, H.C. de; et al.; et al.","6613","Southern America","Brazil",NA,"Ocasional na mata degradada e capoeiras das margens do Rio. Trepadeira com ramos roliços, ramos terminais e gavinhas com estípulas espinaescentes. Frutos imaturos com núcleo seminífero verde e alva verde-claro","MBM343057","MBM343057","2007","05","22","Rio de Janeiro","Nova Iguaçu","Próximo a entrada da Reserva margens do Rio Tinguá","-43.451099395752","-22.7591991424561","250","250",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
