"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","county","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","38242","PreservedSpecimen","Plantae","Celastraceae","Salacia","duckei","Salacia duckei","W. A. Ducke","1944","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00038242","Amazonas","Esperança, ad ostium fluminis Javary","-69.925712","-4.4053522",NA,NA,"Magnoliophyta","Celastrales","A.C.Sm.",NA,"1575",NA,"NY00038242_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1582942","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1965","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1443198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01582942","Distrito Federal","Chapada do Contagem, ca. 30 km N.E. of Brasília","-47.71872","-15.5916",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","8469","Brasília","NY01582942_01 NY01582942_02",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1031392","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1966","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151502' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031392","Distrito Federal","30 km S. of Brasília, D.F., on road to Belo Horizonte.","-47.8","-16.05",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. M. W. Mennega","18245","Brasília","NY01031392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02207571","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","G. T. Prance","1969","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2340261' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207571","Roraima","Vicinity of Auaris. 4-6 km south of Auaris","-64.37","4.05",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don",NA,"9834",NA,"NY02207571_01",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1031393","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1966","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151503' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031393","Distrito Federal","30 km S. of Brasília, D.F., on road to Belo Horizonte.","-47.8","-16.05",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. M. W. Mennega","18245","Brasília","NY01031393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1031395","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","J. R. Pirani","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151506' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031395","Mato Grosso","perto da cidade, em pequena elevação à margem do Rio Araguaia.","-50.5","-10.42",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","1189","Santa Terezinha","NY01031395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","777978","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","R. Reitz","1954","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777978","Santa Catarina","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. C. Smith","1865","Itajaí","NY00777978_01",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00907484","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","M. M. M. Lopes","2006","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907484","Bahia","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha após a residência do Sr. Mormaço","-39.3417","-15.1736",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","1008","Arataca","NY00907484_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","777973","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","O. Handro","1933","06","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777973","São Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. C. Smith","30676","Sao Paulo","NY00777973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1031451","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","W. W. Thomas","1991","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153131' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031451","Bahia","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","6860","Uruçuca","NY01031451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1144669","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","R. C. Forzza","2003","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297276' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144669","Goiás","3 km de Posse na estrada para Iaciara (GO 446, Km 3).","-46.3975","-14.1069",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. R. Pirani","2560","Posse","NY01144669_01",NA,"820","820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","777971","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","R. Reitz","1955","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777971","Santa Catarina","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. C. Smith","2312","Itajaí","NY00777971_01 NY00777971_02",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1031389","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1965","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031389","Goiás","Serra dos Pirineus, ca. 5 km S. of Corumbá de Goiás","-48.8086","-15.96878",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","10979","Corumbá de Goiás","NY01031389_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","777972","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","R. Reitz","1956","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777972","Santa Catarina","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","L. B. Smith","3374","Palhoça","NY00777972_01",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02207567","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","B. V. Rabelo","1984","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2340256' target='other'> <mi>dwc_moreinfo</mi></a>","NY02207567","Amapá","BR156, road under construction which will connect Macapá with Monte Dourado, 79 km WSW of Macapá, ca. 10 km SW of rio Preto","-51.8","-0.13",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don",NA,"3047","Mazagão","NY02207567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1031374","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","T. C. Plowman","1980","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151453' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031374","Tocantins","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","8254","Presidente Kennedy","NY01031374_01",NA,"400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1031396","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","J. Jangoux","1981","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151507' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031396","Maranhão","Approximately 25 km along road west from Balsas to fazenda of Sr. Damião.","-46.17","-7.67",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","1806","Balsas","NY01031396_01 NY01031396_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1582944","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1965","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1443202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01582944","Goiás","Serra do Rio Preto, ca. 12 km E. of Cabeceiras","-46.8713","-15.8",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","10433","Cabeceiras","NY01582944_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1031372","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031372","Goiás",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. C. Smith","3045",NA,"NY01031372_01 NY01031372_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1031398","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","W. R. Anderson","1973","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151509' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031398","Goiás","4 km by road E of São João da Aliança. Serra Geral do Paraná.","-47.4973","-14.7",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","7849","São João d'Aliança","NY01031398_01 NY01031398_02",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1031381","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","G. Schaller","1978","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031381","Mato Grosso","Pantanal. Transpantanal Highway. Fazenda Jofre.",NA,NA,NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Kallunki","250",NA,"NY01031381_01 NY01031381_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1031397","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","N. A. Rosa","1978","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151508' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031397","Maranhão","margem direita do Rio Pindaré proximo da Rod. BR-316.","-45.38","-3.6669",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. M. W. Mennega","2957","Santa Inês","NY01031397_01 NY01031397_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00748704","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1966","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748704","Distrito Federal","30 km S. of Brasília, D.F., on road to Belo Horizonte.","-47.8","-16.05",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. P. Hedin","18245","Brasília","NY00748704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1031399","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","G. T. Prance","1979","06","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151510' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031399","Mato Grosso","Transpantaneira Highway, Fazenda Jofre",NA,NA,NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Kallunki","26194",NA,"NY01031399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1031385","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","J. A. Ratter","1980","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151479' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031385","Tocantins","Ilha do Bananal, Parque Nacional do Araguaía (IBDF), nr HQ (c. 2 km from Macaúba).","-50.5","-10.5",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don",NA,"R.4384","Pium","NY01031385_01 NY01031385_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1031387","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","J. M. Pires","1980","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151484' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031387","Mato Grosso","Alto Paraguai.",NA,NA,NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","N. A. Rosa","17050",NA,"NY01031387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1031391","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1966","01","27","South America","Brazil","sheet",NA,"Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031391","Distrito Federal","Corrego Landim, ca. 25 km N of Brasilia, D. F.","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","12060","Brasília","NY01031391_01 NY01031391_02",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1031401","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","W. W. Thomas","1985","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031401","Mato Grosso","Pantanal. 1 km NW of Porto Jofre on Transpantaneira (MT060) to Poconé.","-56.83","-17.3",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. M. W. Mennega","4624A","Poconé","NY01031401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1031388","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","H. S. Irwin","1964","09","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151497' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031388","Distrito Federal","Parque Municipal do Gama, ca. 20 km S of Brasília.","-48.0638","-16.01719",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. M. W. Mennega","5902","Brasília","NY01031388_01 NY01031388_02",NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","885561","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","A. Rylands","1980","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885561","Bahia","Estação Experimental Lemos Maia. CEPLAC. Ao lado oeste da sede nova da estação.","-39.0753","-15.2933",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. A. Lombardi","34/1980","Una","NY00885561_01 NY00885561_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00748703","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","M. H. Nee","1990","11","30","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748703","Santa Cruz","1 km. E of San Javier","-62.5","-16.275",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","J. P. Hedin","40088","Ñuflo de Chávez",NA,NA,"525","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1031384","PreservedSpecimen","Plantae","Celastraceae","Salacia","elliptica","Salacia elliptica","J. A. Ratter","1967","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1151476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031384","Mato Grosso","7 km. SW of Xavantina.","-52.33","-14.73",NA,NA,"Magnoliophyta","Celastrales","(Mart. ex Schult.) G.Don","A. M. W. Mennega","R.464",NA,"NY01031384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
