"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","typeStatus","class","relatedCatalogItem"
"12","2019-10-09 11:28:11-03","UFBA","ALCB","07241","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Watanabe, MTC","Costa, AL; Barbosa, GM","s/n","1975","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Ferro Doido","-41.016389","-11.681667",NA,NA,NA,"em lugares brejosos nas proximidades da cahoeira. Frequente.","ALCB018319","ALCB018319","2012","07","-41.016389","-11.681667",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:28:11-03","UFBA","ALCB","135867","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Carvalho, MLS","Carvalho, MLS; Alunos de Métodos de Estudos em Biologia","599","2018","06","15","Southern America","Brasil","Bahia","Mucugê","Parque Municipal de Mucugê, Projeto Sempre Viva, trilha do Tiburtino, em solo arenoso.","-41.62","-13.0225",NA,NA,NA,"40cm alt., inflorescência alva.","ALCB064976",NA,"2019","05","-41.62","-13.0225",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:28:11-03","UFBA","ALCB","37618","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Giulietti, AM","Bautista, HP","UMS 382","1997","10","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina","-41.366667","-13","1000","1000",NA,"folhas basais rígidas. Brácteas involucrais e flores creme. Frequente.","ALCB018312","ALCB018312","1997","10","-41.366667","-13",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:28:11-03","UFBA","ALCB","40168","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Guedes, AS","Bautista, HP; Hind, DJN; Harley, RM; Smith, S","PCD3628","1996","07","15","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Pedra Redonda, entre o rio Preto e o rio Paraguaçu","-41.4","-12.95","1070","1070",NA,"0,60 m, ereta. Folhas rosuladas, velhas arqueadas para o solo e as novas eretas, bainha verde a castanha, estriada, fendida e com 2 lobos com pêlos alvos. Inflorescência com brácteas involucrais castanho-claras a alvas, flores alvas.","ALCB018316","ALCB018316","2012","03","-41.4","-12.95",NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:28:11-03","UFBA","ALCB","59976","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Guedes, ML","Loureiro, DM; Guedes, ML; Nascimento, AFS; Guaré, F; et al.","658","2002","05","04","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para Paty, Margens do caminho.","-41.316667","-12.8",NA,NA,NA,"com longo escapo . Capítulo com brácteas creme.; rupícola","ALCB018317","ALCB018317","2012","03","-41.316667","-12.8",NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:28:11-03","UFBA","ALCB","67748","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Watanabe, MTC","Roque, N; Alunos de Botânica III","1139","2004","09","04","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.001944","-11.636111","903","903",NA,"em solo arenoso. Brácteas incolucrais castanhas, flores alvas.","ALCB018318","ALCB018318","2012","07","-41.001944","-11.636111",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:28:11-03","UFBA","ALCB","68825","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.","Watanabe, MTC","Roque, N; Alunos de Botânica III","1225","2005","06","18","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, trilha da cachoeira do ferro doido- Vila do Ventura","-41.001111","-11.628056",NA,NA,NA,"solo arenoso. Brácteas involucrais castanhas. Flores brancas.; campo rupestre/cerrado/caatinga","ALCB018321","ALCB018321","2012","07","-41.001111","-11.628056",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:28:11-03","UFBA","ALCB","64765","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R. Parra & Giul.",NA,"Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Platô da Serra do Gobira","-41.3708000183105","-13.0052995681763","1400","1400",NA,"Brácteas involucrais castanhas e flores alva-paleáceas.","ALCB018314","ALCB018314",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA
"20","2020-11-04 11:06:56-03","ESALQ","ESA","24516","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis",NA,"Andrade, E.L.","Sano, P.T. et al.",NA,"1994","02","21",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"ESA024516","ESA024516","2009",NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA
"21","2020-11-04 11:06:56-03","ESALQ","ESA","23874","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis",NA,"Andrade, E.L.","Sano, P.T. et al.",NA,"1994","03","01",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA023874","ESA023874","2009",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"22","2020-04-22 16:26:28-03","UFPB","JPB","56437","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","Giulietti, AM","Giulietti, AM; Harley, RH; Bibbs, P","2404","2003","04","19","Southern America","Brasil","Bahia","Rio de Contas","Serra da Mesa., Kaiambola.","-41.866667","-13.383333",NA,NA,NA,"; HABITAT: Arenoso entre pedras brancas.; DESC: Plantas isoladas ou conjugados. Caule desenvolvido ou não. Raízes castanhos fortes envolvido as partes. Folhas verdes acinzentadas concolores com base castanho-claras. Escapo verde acinz","JPB0056437",NA,"2010","11","-41.866667","-13.383333",NA,NA,NA,NA,NA,NA,NA
"23","2020-04-22 16:26:29-03","UFPB","JPB","33000","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis riocontensis","A.C. Pereira & Giul.","Giulietti, AM","Miranda, EB; Nascimento, FH; Pereira, AC; Lambert, S","560","2003","04","22","Southern America","Brasil","Bahia","Abaíra","Catolés, Serra do Bicota, campos do vira-saia, próximo à lapa do vaqueiro.","-41.8375","-13.341111","1578","1578",NA,"; DESC: Planta ereta. Capítulos com brácteas douradas, flores brancas.",NA,NA,"2008","11","-41.8375","-13.341111",NA,NA,"riocontensis","17",NA,NA,NA
"24","2020-04-22 16:26:29-03","UFPB","JPB","56434","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis riocontensis","A.C. Pereira & Giul.","Giulietti, AM","Giulietti, AM; Harley, RH; Bibbs, P","2421","2003","04","19","Southern America","Brasil","Bahia","Rio de Contas","Serra da Mesa., Kaiambola.","-41.85","-13.383333",NA,NA,NA,"; HABITAT: Campo Rupestre. Solo arenoso.; DESC: Erva em roseta, raízes duras, candescente ou não. Folhas verde acinzentados. Escapos verde-acinzentados, capítulo creme-nacarado.","JPB0056434",NA,"2007","05","-41.85","-13.383333",NA,NA,"riocontensis",NA,NA,NA,NA
"25","2020-12-21 16:23:44-03","MBM","MBM","212673","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis","Giul.",NA,"Giulietti, A.M.; Furlan, A.; Semir, J.; Cordeiro, I.; Rossi, L.; Pirani, J.R.; M; Furlan, A.; Semir, J.; Cordeiro, I.; Rossi, L.; Pirani, J.R.; Menezes, N.L.","CFCR1554","1981","07","20","Southern America","Brazil","Bahia","Mucugê","Alto do Morro do Pina. estrada de Mucugê a Guiné, a 25 km NO de Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Erva de capítulos dourado-páliido a alvo, solo arenoso; Erva de capítulos dourado-pálido a alvo.; Solo arenoso.","MBM212673","MBM212673",NA,NA,NA,NA,"52493","auto",NA,NA,"ISOTYPE",NA,NA
"26","2020-12-21 16:23:44-03","MBM","MBM","216935","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis","Giul.","Giulietti, A.M.","Bautista, H.P.","382","1997","10","11","Southern America","Brazil","Bahia","Mucugê","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"MBM216935","MBM216935",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:23:44-03","MBM","MBM","212674","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis","Giul.",NA,"Menezes, N.L. de; Giulietti, A.M.; Rossi, L.; Furlan, A.; Semir, J.; Cordeiro, I; Giulietti, A.M.; Rossi, L.; Furlan, A.; Semir, J.; Cordeiro, I.; Pirani, J.R.","CFCR1447","1981","07","20","Southern America","Brazil","Bahia","Mucugê","Margem da estrada Mucugê-Cascavel, km 3 a 6. Próximo ao Rio Paraguaçu","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Erva no campo. Capítulos creme-amarelados; Erva. Capítulos creme-amarelados.; Campo.","MBM212674","MBM212674",NA,NA,NA,NA,"52493","auto",NA,NA,"PARATYPE",NA,NA
"28","2020-12-21 16:23:44-03","MBM","MBM","216916","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis","Giul.","Giulietti, A.M.","Ferreira, M.C.","1153","1996","05","01","Southern America","Brazil","Bahia","Mucugê","Trilha para o Rumo","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"MBM216916","MBM216916",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA
"29","2021-03-15 18:26:47-03","USP","SPF","18466","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis","Giul.",NA,"Giulietti, AM; Furlan, A; Semir, J; Cordeiro, I; Rossi, L; Pirani, JR","CFCR1554","1981","07","20",NA,"Brasil","Bahia","Mucugê","Alto do Morro do Pina. Estrada de Mucugê a Guiné, a 25 km NO de Mucugê. Solo arenoso.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Erva de capítulos dourado-pálido a alvo.","SPF00018466",NA,NA,NA,NA,NA,"52493","auto",NA,NA,"holotype",NA,NA
"30","2019-10-07 09:21:08-03","UEFS","HUEFS","198974","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.",NA,"Sano, P.T.","14691","1994","03","01",NA,"Brasil","Bahia","Rio de Contas","Estrada entre o Distrito de Mato Grosso e o pé do Morro do Itabira.","-41.853611","-13.408333","1400","1600",NA,"Campo rupestre.","HUEFS0198974","HUEFS0198974","2013","11","41W51'13''","13S24'30''",NA,NA,NA,NA,NA,"Lilianae",NA
"31","2019-10-07 09:21:08-03","UEFS","HUEFS","15855","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis subsp. riocontensis","(A.C.S.Pereira & Giul.) L.R.Parra & Giul.","A.M.Giulietti","Ganev, W.","2316","1993","10","25",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.383333","1480","1480",NA,NA,"HUEFS0015855","HUEFS0015855","2010","11","41W51'","13S23'",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"32","2019-10-07 09:21:08-03","UEFS","HUEFS","31654","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Bautista, H.P.","UMS382","1997","10","11",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763","1000","1000",NA,NA,"HUEFS0031654","HUEFS0031654","2010","11",NA,NA,"52493","auto",NA,NA,NA,"Lilianae",NA
"33","2019-10-07 09:21:08-03","UEFS","HUEFS","217616","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.",NA,"Brito, J.C.","234","2012","09","28",NA,"Brasil","Bahia","Mucugê","Gerais do Gobira.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Campo rupestre.","HUEFS0217616","HUEFS0217616",NA,NA,NA,NA,"52493","auto",NA,NA,NA,"Lilianae",NA
"34","2019-10-07 09:21:08-03","UEFS","HUEFS","11270","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Ganev, W.","827","1992","08","12",NA,"Brasil","Bahia","Mucugê",NA,"-41.383333","-13.233333","1250","1250",NA,NA,"HUEFS0011270","HUEFS0011270","2010","11","41W23'","13S14'",NA,NA,NA,NA,NA,"Lilianae",NA
"35","2019-10-07 09:21:08-03","UEFS","HUEFS","126331","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Côrtes, A.L.","38","2007","09","08",NA,"Brasil","Bahia","Mucugê","Gobira parte alta.","-41.366667","-13.066667",NA,NA,NA,NA,"HUEFS0126331","HUEFS0126331","2010","11","41W22'","13S4'",NA,NA,NA,NA,NA,"Lilianae",NA
"36","2019-10-07 09:21:08-03","UEFS","HUEFS","141948","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Queiroz, L.P.de","13732","2008","08","17",NA,"Brasil","Bahia","Mucugê","Estrada para Barra da Estiva ao Sul de Mucugê.","-41.438333","-13.024444","1030","1030",NA,"Cerrado de altitude.","HUEFS0141948","HUEFS0141948","2010","11","41W26'18''","13S1'28''",NA,NA,NA,NA,NA,"Lilianae",NA
"37","2019-10-07 09:21:08-03","UEFS","HUEFS","158748","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Giulietti, A.M.","1554","1981","07","20",NA,"Brasil","Bahia","Mucugê","Alto do Morro do Pina, estrada Mucugê-Guiné, 25km NO de Mucugê.","-41.366667","-13",NA,NA,NA,"Campo rupestre.","HUEFS0158748",NA,"2010","11","41W22'","13S0'",NA,NA,NA,NA,NA,"Lilianae",NA
"38","2019-10-07 09:21:08-03","UEFS","HUEFS","26135","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Bautista, H.P.","PCD3628","1996","07","15",NA,"Brasil","Bahia","Mucugê","Pedra redonda, entre o rio Preto e o rio Paraguaçu.","-41.4075","-12.95","1070","1070",NA,"Gerais.","HUEFS0026135","HUEFS0026135","2010","11","41W24'27''","12S57'0''",NA,NA,NA,NA,NA,"Lilianae",NA
"39","2019-10-07 09:21:08-03","UEFS","HUEFS","54810","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Giulietti, A.M.","SPF18466","1981","07","20",NA,"Brasil","Bahia","Mucugê","Alto do Morro do Pina. Estrada de Mucugê a Guiné, a 25km NO de Mucugê.","-41.366667","-13",NA,NA,NA,NA,"HUEFS0054810","HUEFS0054810","2010","11","41W22'","13S0'",NA,NA,NA,NA,NA,"Lilianae",NA
"40","2019-10-07 09:21:08-03","UEFS","HUEFS","74840","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Giulietti, A.M.","2404","2003","04","19",NA,"Brasil","Bahia","Rio de Contas","Kaiambola, Serra de Mesa.","-41.866667","-13.383333",NA,NA,NA,"arenoso entre pedras brancas.","HUEFS0074840","HUEFS0074840","2010","11","41W52'","13S23'",NA,NA,NA,NA,NA,"Lilianae",NA
"41","2019-10-07 09:21:08-03","UEFS","HUEFS","85198","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Borba, E.L.","1820","2004","08","04",NA,"Brasil","Bahia","Mucugê","Gobira.","-41.375278","-13.077222",NA,NA,NA,"Campo rupestre. Substrato arenoso.","HUEFS0085198","HUEFS0085198","2010","11","41W22'31''","13S4'38''",NA,NA,NA,NA,NA,"Lilianae",NA
"42","2019-10-07 09:21:08-03","UEFS","HUEFS","85299","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Borba, E.L.","1921","2004","08","05",NA,"Brasil","Bahia","Mucugê","Serra da Tesoura.","-41.339167","-13.136944","1427","1427",NA,"Campo rupestre. Substrato arenoso.","HUEFS0085299","HUEFS0085299","2010","11","41W20'21''","13S8'13''",NA,NA,NA,NA,NA,"Lilianae",NA
"43","2019-10-07 09:21:08-03","UEFS","HUEFS","91747","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Souza, E.B.","987","2005","01","20",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina, Pico do Gobira. Área encharcada no sopé do morro, ás margens de um pequeno curso d'água.","-41.377778","-13.076667","1471","1471",NA,"Campo rupestre, 1447-1471m alt. Solo arenoso com afloramentos rochosos e áreas de depressão encharcadas por pequenos cursos d'água.","HUEFS0091747","HUEFS0091747","2010","11","41W22'40''","13S4'36''",NA,NA,NA,NA,NA,"Lilianae",NA
"44","2019-10-07 09:21:08-03","UEFS","HUEFS","97755","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Pereira, A.C.","168","2005","01","21",NA,"Brasil","Bahia","Mucugê","Projeto Sempre - Viva.","-41.344444","-12.996944",NA,NA,NA,NA,"HUEFS0097755","HUEFS0097755","2010","11","41W20'40''","12S59'49''",NA,NA,NA,NA,NA,"Lilianae",NA
"45","2019-10-07 09:21:08-03","UEFS","HUEFS","97756","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","A.M.Giulietti","Pereira, A.C.","170","2005","01","21",NA,"Brasil","Bahia","Mucugê","Projeto Sempre - Viva, próximo a área alagadiça.","-41.338889","-12.996111",NA,NA,NA,NA,"HUEFS0097756","HUEFS0097756","2010","11","41W20'20''","12S59'46''",NA,NA,NA,NA,NA,"Lilianae",NA
