"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"671","2021-02-11 17:20:24-03","UFPR","UPCB","58360","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Pereira-Rocha, A.C.",NA,"2007","07","25","Brasil","Santa Catarina","Mafra","Propriedade particular","-49.8053016662598","-26.111400604248",NA,NA,NA,NA,"Arbórea, ca. 2,5m até 5m, flor branca que muda de cor após a antese, torna-se roxa..",NA,NA,NA,NA,NA,NA,NA,"66490","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2021-02-11 17:20:24-03","UFPR","UPCB","16953","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Hatschbach, G.","1988","01","01","Silva, J.M.","497","1988","04","12","Brasil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,"900","900","Árvore, 4-5m, flor lilás. Pioneira da mata secundária..",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2021-02-11 17:20:24-03","UFPR","UPCB","45651","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Hatschbach, G.","2002","01","01","Cervi, A.C.","8230","2002","04","09","Brasil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Árvore ca. 4m alt., com flores roxas..",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2021-02-11 17:20:24-03","UFPR","UPCB","21708","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Zanette, V.C.",NA,NA,NA,"Zanette, V.C.","1385","1992","03","13","Brasil","Santa Catarina","Orleans","Rio Novo","-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,"Com flor. Beira da mata, lado esquerdo do rio..",NA,NA,NA,NA,NA,NA,NA,"31549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2021-02-11 17:20:24-03","UFPR","UPCB","24453","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Acra, L.A.",NA,NA,NA,"Bidá, A.","386","1984","03","14","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"Flor roxa..",NA,NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2021-02-11 17:20:24-03","UFPR","UPCB","43573","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Goldenberg, R.","2001","02","21","Rosalino, M.E.","2","1993","04","09","Brasil","Paraná","Morretes","Serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flores roxas, grandes botões florais, levemente perfumada, flores vistosas..",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2021-02-11 17:20:24-03","UFPR","UPCB","39844","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Goldenberg, R.","1999","01","01","Goldenberg, R.","155","1995","04",NA,"Brasil","São Paulo","Jundiaí","Serra do Japi, mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árv. 6m, fls. novas, pétalas brancas, ápice roxo, estames brancos, fls velhas pétalas lilases a púrpuras, estames filetes avermelhados e anteras amarelas. Voucher trabalho sobre biol. reprodutiva..",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-02-11 17:20:24-03","UFPR","UPCB","6739","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Wurdack, J.J.","1968","02",NA,"Hatschbach, G.","16255","1967","04","07","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Árvore, 5m, flor alvescente, demum lilás rosado, comum. Capoeira..",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-02-11 17:20:24-03","UFPR","UPCB","50656","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Estevan, D.A.","2004","01","01","Estevan, D.A.","389","2004","05","04","Brasil","Paraná","Ventania","Sítio Santo Expedito","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"Árvore 4m, flores roxas..",NA,NA,NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2020-07-30 07:44:00-03","MO","MOBOT","101210404","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","sellowianum","Pleroma sellowianum","(Cham.) P.J.F. Guim. & Michelang.","fide Guimarães et al.",NA,NA,NA,"F. Sellow","Sellow 1145",NA,NA,NA,"Brazil",NA,NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Lectotype"
"681","2012-04-27 11:25:00-03","MO","MOBOT","100240622","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","P. Guimarães",NA,NA,NA,"L.T. Dombrowski","Dombrowski 4545","1973","2","24","Brazil","Paraná","Curitiba","Barigui - Curitiba.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"25180","auto",NA,NA,NA,NA,"1",NA,NA,NA,NA
"682","2010-01-11 12:22:00-02","MO","MOBOT","100240620","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Anders F. Regnell","Regnell 105","1869","6","10","Brazil","Minas Gerais",NA,"Serra de Caldas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"683","2010-01-11 13:38:00-02","MO","MOBOT","100240659","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","P. Guimarães",NA,NA,NA,"Anders F. Regnell","Regnell s.n.","1861","5","4","Brazil","Minas Gerais",NA,"Cidade de Caldas. Rio Verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"684","2010-03-01 10:07:00-03","MO","MOBOT","100240661","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","P. Guimarães",NA,NA,NA,"G.N. Cecatto","Cecatto 12","1941","3","28","Brazil","Paraná",NA,"Bocaiuva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"685","2010-04-15 17:18:00-03","MO","MOBOT","100240700","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","P. Guimarães",NA,NA,NA,"Alexander C. Brade","Brade 20672","1951","4","21","Brazil","São Paulo",NA,"Serra da Bocaina.",NA,NA,NA,NA,"1700.00000000","1800.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"686","2010-03-01 09:53:00-03","MO","MOBOT","100240770","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","P. Guimarães",NA,NA,NA,"L. Lanstyack","Lanstyack s.n.","1937","4",NA,"Brazil","São Paulo",NA,"Campos do Jordão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"687","2018-06-22 05:25:00-03","MO","MOBOT","2479243","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 10848","1961","3","3","Brazil","Santa Catarina",NA,"São José, Rancho de Táboa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2008-05-27 22:02:00-03","MO","MOBOT","3253711","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 42970","1980","4","21","Brazil","Paraná",NA,"S. Luis do Puruna (mun. Balsa Nova).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2008-05-27 22:02:00-03","MO","MOBOT","3270772","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","P. Dusén",NA,NA,NA,"Per Dusén","Dusén 138a","1914",NA,NA,"Brazil","Paraná",NA,"Serrinha ad marginea silvulae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2008-05-27 22:02:00-03","MO","MOBOT","3274474","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","G. Hatschbach",NA,NA,NA,"R. Kummrow","Kummrow 2605","1985","4","29","Brazil","Paraná",NA,"S. Luis do Purunã (mun. Balsa Nova).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2008-05-27 22:02:00-03","MO","MOBOT","3275981","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Stephen F. Smith",NA,NA,NA,"* MARCHETTO","MARCHETTO 16","2001",NA,NA,"Brazil","Rio Grande do Sul",NA,"Mun. Caxias do Sul-Cidade Universitária. Em beira do caminho.",NA,NA,NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2012-06-21 05:16:00-03","MO","MOBOT","330534","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"James Aronson","Aronson 7866","1989","3","20","Brazil","Paraná",NA,"303 km E of Cascavel.",NA,NA,NA,NA,"810.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"104",NA
"693","2008-07-01 03:33:00-03","MO","MOBOT","3464642","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J.J. Wurdack",NA,NA,NA,"Ronaldo Wasum","Wasum 5751","1989","5","28","Brazil","Rio Grande do Sul",NA,"Caxias do Sul. Cultivada.",NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","19868","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"E.M. Francisco",NA,NA,NA,NA,"Brasil","Paraná","Reserva",NA,"-50.8506011962891","-24.6502990722656",NA,NA,NA,NA,"Arvoreta 3 m, frutos marrons;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,NA,"43627","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"695","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","26748","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"Gottsberger G.",NA,NA,NA,NA,"Brasil","São Paulo","Pardinho","15 km south of Botucatu","-48.3699989318848","-23.0799999237061",NA,NA,NA,NA,"Remnants of semideciduous broadleaf forest.;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,NA,"14628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"696","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","19871","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"D.V. Silva",NA,NA,NA,NA,"Brasil","Paraná","Tibagi","Capão do Cannyon Guartela","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbórea 3,5 m, flores roxas, não odoríferas;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,NA,"56988","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"697","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","19870","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"C. Medri",NA,NA,NA,NA,"Brasil","Paraná","Sapopema","salto das orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Árvore 5 m, frutos verdes;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,NA,"21990","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"698","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","19867","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"C. Medri",NA,NA,NA,NA,"Brasil","Paraná","Sapopema","salto das orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Árvore 5 m, frutos secos deiscentes;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,NA,"21990","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"699","2019-03-29 10:41:30-03","UFSM","HDCF","1668","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"Otto Sobrinho, E.",NA,"1980","11","12","Brasil","Rio Grande do Sul","Santa Maria","Estação experimental de Silvicultura- Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2018-05-28 17:23:58-03","UNIOESTE","UNOP","428","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.","2017","09",NA,"Teixeira, A. .M.","1","2014","09","23","Brasil","Paraná","Cascavel","Residência localizada na Rua União, nº 550, Jardim Esplanada.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"Folhas lustrosas, cartáceas e discolores. Flores brancas, roxas e rosas. Cálice verde. Frutos marrons.",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2015-10-22 10:03:04-02","UNIOESTE","UNOP","51","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Meyer, F.S.","2013",NA,NA,"Lozano, E.D.; Perret, L.A.; Perret, L.A.","986","2012","07","06","Brasil","Paraná","Ortigueira","Margem do Rio Barra Grande","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Árvore, 3 m, flores lilases, margem de rio, área alterada. Ecotone de Floeresta Ombrófila Mista e Floresta Estacional Semidecidual. Ponto atualmente sob o reservatório da UHE Mauá.",NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2018-09-12 14:48:20-03","UNIOESTE","UNOP","5277","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Goldenberg, R.","2007","10",NA,"Silva, A.R.","331","2007","04","27","Brasil","Paraná","Campo Mourão","Parque Estadual do Lago Azul.","-52.316667","-24.1","-52.316667","-24.1",NA,NA,"Árvore heliófita ca. 5 m de altura. Flores rosas e brancas. Beira da rod. BR-487. Relevo: save-ondulado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2021-01-10 20:46:54-03","INPA","INPA","279882","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Rossetto, EFS","2017","09",NA,"Hara, LN","FUEL28859","1996","07","25","Brasil","São Paulo","Itapecerica da Serra","Aldeinha, BR 116, km 299","-46.8400001525879","-23.7099990844727",NA,NA,NA,NA,NA,"INPA0279882",NA,"Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,"12011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2020-08-31 09:07:18-03","INPA","INPA","213017","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"Emmerich, M","3663","1972","06","09","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"INPA0213017","INPA0213017 INPA0213017_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2020-07-10 09:47:39-03","MBML","MBML-HERBARIO","44733",NA,"Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","M.L.D'El Rei Souza/2012",NA,NA,NA,"R. Wasum","4989","2012","04","24","Brasil","Rio Grande do Sul","Caxias do Sul","Avenida Perimetral","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Cultivada - na arborização urbana","MBML044733","MBML044733",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2021-01-04 11:29:54-03","UEMA","SLUI","4262","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"R. Wasum","4989","2012","04","24","Brasil","Rio Grande do Sul","Caxiais do Sul","Avenida Perimetral",NA,NA,NA,NA,NA,NA,NA,"SLUI004262",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2021-01-09 21:48:38-03","UNICENTRO","HUCO","1059","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","s.n.","2009","07",NA,"Brasil","Paraná","Irati","Bairro Alto da Glória","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"HUCO001059",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2021-01-09 21:48:38-03","UNICENTRO","HUCO","1182","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Ribas, O.S.","2008",NA,NA,"Leal, M.D.; et al.; et al.","3","2006","05","01","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arbóreo, 4 metros, flor lilás intenso quando velho e alba quando jovem, gineceu e androceu em lados opostos; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo, 4 metros, flor lilás intenso quando velho e alba","HUCO001182",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2021-01-09 21:48:38-03","UNICENTRO","HUCO","7529","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Dalmaso, C. .A.",NA,NA,NA,"Benvenutti, L.","s.n.","2016","07","15","Brasil","Paraná","Fernandes Pinheiro","ESEC","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Arbórea; FOM Montana; HABITAT: FOM Montana; DESC: Arbórea",NA,NA,NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2021-01-09 21:48:38-03","UNICENTRO","HUCO","1060","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","s.n.","2009","07",NA,"Brasil","Paraná","Irati","Bairro Alto da Glória","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"HUCO001060",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2021-03-04 11:05:48-03","UFRB","HURB","5064","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","cf. sellowiana","Tibouchina cf. sellowiana","Cong.","A.A. de Oliveira","2010","04","30","Stival-Santos, A.; et al.","1480","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral; interior do fragmento","-49.049722","-27.54","49°02'59,00 W","27°32'24 S","835","835",NA,"HURB000005064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2021-03-04 11:05:48-03","UFRB","HURB","5310","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","M. Sobral","2009","07",NA,"Dreveck, S.; et al.","942","2009","05","29","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Vargem do Braço; beira da estrada","-48.866944","-27.81","48°52'01,00 W","27°48'36,00 S","744","744",NA,"HURB000005310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2021-02-08 13:25:37-03","UFBA-IMS","HVC","4308","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Cordeiro, J. & Martin, V.C.","2010",NA,NA,"M.G.Caxambu","2089","2008","04","19","Brasil","Paraná","Piraquara","Mananciais da Serra.","-48.980556","-25.49","48º58'50''W","25º29'24''S","1020","1020","Heliófita. Flores rosas e roxas. Comum. Relevo ondulado. Vegetação:Floresta ombrófila Densa Montana Habito: Arvoreta","HVC00004308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2021-02-08 13:25:37-03","UFBA-IMS","HVC","2022","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","J. Cordeiro & V. C. Martin","2010",NA,NA,"M.G. Caxambu","2089","2008","04","19","Brasil","Paraná","Piraquara","Mananciais da Serra. Relevo ondulado.","-48.980556","-25.49","48º58'50''W","25º29'24''S","1020","1020","Flores rosas e roxas. Habitat: Floresta Ombrófila Densa Montana Habito: Árvore","HVC00002022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2021-02-08 13:25:37-03","UFBA-IMS","HVC","5234","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","O.S. Anjos Neto",NA,NA,NA,"L. Granato; R.J.F. Garcia, E.H.P. Bareto, F.F. Pascalicchio, O.S. Anjos Neto","16","2015","07","21","Brasil","São Paulo","São Paulo","Morro do Cruzeiro.","-46.433333","-23.6375","46º26'W","23º38'15''S",NA,NA,"Flores novas brancas, depois violetas ou liláses, botões rosados","HVC00005234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2020-06-15 15:31:04-03","UNESP-RC","HRCB","49777","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"Lombardi","7423","2008","04","26","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758","46º56'08.8W","23º13'49,6S","850","850","Árvore ca. 5 m, folhas cartáceas, cálice e ovário verdes, pétalas brancas a lilases, estames brancos a vermelhos",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2017-11-24 14:11:36-02","UFLA","ESAL","11193","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Silvia A. C. Chiea",NA,NA,NA,"E.L.Silva","32",NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Capital Instituto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"árvore; ; roxa;",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2017-11-24 14:11:36-02","UFLA","ESAL","27151","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","F.S. Meyer",NA,NA,NA,"Batista, TA; Naves, A R","312",NA,NA,NA,"Brasil","Minas Gerais","Itamonte","Hotel casa alpina","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,"arvoreta; ; ;",NA,NA,NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2017-11-24 14:11:36-02","UFLA","ESAL","24983","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","A. L. Freitas",NA,NA,NA,"Lúcia de F.A.Correia","832117-50",NA,NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"árvore; ; roxa;",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2017-11-24 14:11:36-02","UFLA","ESAL","13365","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.",NA,NA,NA,NA,"Polyana Ehlert","s.n.",NA,NA,NA,"Brasil","São Paulo",NA,"Serra do Mar",NA,NA,NA,NA,NA,NA,"arbusto; 3,0; roxa;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2018-10-09 16:31:52-03","UFLA","ESAL","940","S","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Silvia Corrêa C.",NA,NA,NA,"Black et Canellas","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras",NA,"-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
