"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"13","2021-04-05 14:25:33-03","UNESC","CRI","1133","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1383","1992","03","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI004555","CRI004555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:33-03","UNESC","CRI","11793","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti",NA,"2016","04","04","Brasil","Santa Catarina","Grão Pará","Parque Estadual Serra Furada.","-49.391944","-28.191111","49º23'31''W","28º11'28''S","470","470","Floresta Ombrófila Densa Montana Habito: arbustiva","CRI004485","CRI004485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:42-03","UNESC","CRI","4935","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","M. Leonor Souza","1996","10","08","Vanilde Citadini Zanette; V. Boff & A. Gozçe.","2160","1996","09","20","Brasil","Santa Catarina","Urussanga","santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","48","48",NA,"CRI004559","CRI004559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:33-03","UNESC","CRI","701","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Maria Leonor de Souza D#?#el Rey",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1051","1991","04","16","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI004558","CRI004558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:42-03","UNESC","CRI","241","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Vanilde Citadini- Zanette",NA,NA,NA,"V. Citadini-Zanette; V. P. Boff","649","1985","05","24","Brasil","Santa Catarina","Urussanga","santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","48","48",NA,"CRI004553","CRI004553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:33-03","UNESC","CRI","11394","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","A. A. de Oliveira","2010","04","19","A. Stival-Santos; E. Legal & S. Silveira","1695","2010","02","05","Brasil","Santa Catarina","Antônio Carlos","Santa Maria.","-48.870278","-27.539444","48º52'13''W","27º32'22''S","220","220","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea","CRI004564","CRI004564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:42-03","UNESC","CRI","5209","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini Zanette; V. Boff & A. Gozçe.","2360","1996","09","20","Brasil","Santa Catarina","Urussanga","santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","48","48",NA,"CRI004550","CRI004550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:33-03","UNESC","CRI","13365","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Renato Colares & Aline Votri Guislon","2018","04","24","Aline Votri Guislon & Renato Colares",NA,"2018","04","24","Brasil","Santa Catarina","Orleans","Parque Estadual da Serra Furada.","-49.389722","-28.191389","49º23'23''W","28º11'29''S","514","514","Habitat: Terrestre Habito: Arbustivo","CRI011972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:33-03","UNESC","CRI","14163","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","Cogn.","Robson dos Santos & Vanilde Citadini","2001","08","02","Robson dos Santos & Vanilde Citadini",NA,"2001","08","02","Brasil","Santa Catarina","Praia Grande","Projeto Agroecologia","-49.950278","-28.198611","49º57'1''W","28º11'55''S",NA,NA,"Habitat: Terrestre Habito: Arbórea","CRI012816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","558414","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"R. Reitz","9628","1960","04","23","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.132229","-27.025081",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558414","NY00558414_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 22:10:00-03","NY","NYBG","00941783","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,NA,NA,NA,NA,"A. F. Regnell","II.105","1968","03","28","Brazil","Minas Gerais","Caldas","Prope Rio Verde.","-46.3858","-21.9236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941783","NY00941783_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","558415","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"R. Reitz","8580","1959","03","13","Brazil","Santa Catarina","Rio do Sul","Alto Matador","-49.563988","-27.247405",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558415","NY00558415_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 13:41:00-03","NY","NYBG","558426","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"A. C. Brade",NA,NA,NA,"G. do N. Cecotto","12","1941","03","28","Brazil","Paraná","Bocaiúva do Sul","Bocaiuva","-48.888796","-25.118389",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558426","NY00558426_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 13:41:00-03","NY","NYBG","558421","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"A. C. Brade",NA,NA,NA,"A. C. Brade","20672","1951","04","21","Brazil","São Paulo",NA,"Serra da Bocaina","-44.672437","-22.831934",NA,NA,"1700","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558421","NY00558421_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 13:41:00-03","NY","NYBG","558436","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"U. M. Resende",NA,NA,NA,"L. P. P. Dorneles","2","1994","04","13","Brazil","Paraná","Curitiba","Universidade Federal do Paraná, (Campus do Centro Politécnico)","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558436","NY00558436_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 13:41:00-03","NY","NYBG","558422","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"A. C. Brade",NA,NA,NA,"A. C. Brade","20672","1951","04","21","Brazil","São Paulo",NA,"Serra da Bocaina","-44.672437","-22.831934",NA,NA,"1700","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558422","NY00558422_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 13:41:00-03","NY","NYBG","558437","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"A. C. Brade",NA,NA,NA,"L. Lanstyack","s.n.","1937","04",NA,"Brazil","São Paulo","Campos do Jordao","Campos de Jordao","-45.540301","-22.687374",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558437","NY00558437_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 22:10:00-03","NY","NYBG","00941782","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"A. C. Brade",NA,NA,NA,"A. C. Brade","19058","1948","05","10","Brazil","Minas Gerais","Passa Quatro",NA,"-44.9667","-22.3906",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941782","NY00941782_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 13:41:00-03","NY","NYBG","558418","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","2383","1966","08","28","Brazil","Paraná","Rio Branco do Sul","4 km NW of Rio Branco do Sul, 25 km N of Curitiba","-49.3142","-25.1903",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558418","NY00558418_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","558427","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"F. Segadas-Vianna","2632","1951","03",NA,"Brazil","São Paulo","Sao José do Barreiro","Barreiro Co., Serra da Bocaina. Lageado Farm","-44.622423","-22.796043",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558427","NY00558427_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","558413","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"L. B. Smith","12254","1957","03","18","Brazil","Santa Catarina","Rio do Sul","Edge of Serra Geral above Serril","-49.6431","-27.2144",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558413","NY00558413_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02697535","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","F. A. Michelangeli",NA,NA,NA,"P. H. Labiak E.","5372","2012","07","25","Brazil","Rio de Janeiro","Santa Maria Madalena","Poço do Padre. Parque Estadual do Desengano","-41.926389","-21.873056",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978206' target='other'> <mi>dwc_moreinfo</mi></a>","NY02697535","NY02697535_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","558430","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"F. Segadas-Vianna","2731","1951","03",NA,"Brazil","São Paulo","Sao José do Barreiro","Barreiro Co. Serra da Bocaina, Lageado Farm","-44.622423","-22.796043",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558430","NY00558430_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02332292","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.",NA,NA,NA,NA,"R. A. A. Schnell","8670","1958","08",NA,"Brazil","São Paulo",NA,"Alto da Serra.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2508731' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332292","NY02332292_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","558355","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","F. S. Meyer",NA,NA,NA,"G. L. Webster","25522","1986","10","08","Brazil","São Paulo","Cubatao","Serra da Paranapiacaba, N of Cubatao, 1-2 km NE of Pouso Paranapiacaba","-46.45","-23.85",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=125859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558355","NY00558355_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01091707","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana brevifolia","Cogn.","S. A. C. Chiea",NA,NA,NA,"O. Handro","2309","1982","05","03","Brazil","São Paulo","Sao Paulo","Sao Paulo, Agua Funda, nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250966' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091707","NY01091707_01","Magnoliophyta","Myrtales","South America","sheet","brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","558425","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","A. Gehrt",NA,NA,NA,"M. Kuhlmann","s.n.","1939","04","23","Brazil","São Paulo",NA,"Serra da Mantiqueira, estrada para Itajubá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558425","NY00558425_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 13:41:00-03","NY","NYBG","558424","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,NA,NA,NA,NA,"J. Bowie","214","1815","06","22","Brazil","São Paulo",NA,"On the side of the mountains of Jaragua",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558424","NY00558424_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 13:41:00-03","NY","NYBG","558435","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"S. A. C. Chiea",NA,NA,NA,"W. Hoehne","6180","1967","04","18","Brazil","São Paulo","Sao Paulo","Sao Miguel Arcanjo, Floresta Estadual Carlos Botalho, limite sul da Reserva da Serra de Paranapicaba","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558435","NY00558435_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","558423","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"R. A. Wasum","5751","1989","05","28","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul","-51.173697","-29.165735",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558423","NY00558423_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-29 13:41:00-03","NY","NYBG","558431","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"S. A. C. Chiea",NA,NA,NA,"W. Hoehne","6183","1967","04","18","Brazil","São Paulo",NA,"Sao Miguel Arcanjo, Floresta Estadual Carlos Botelho. Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558431","NY00558431_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-29 13:41:00-03","NY","NYBG","558420","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","sellowiana","Tibouchina sellowiana",NA,"A. C. Brade",NA,NA,NA,"A. C. Brade","20672","1951","04","21","Brazil","São Paulo",NA,"Serra da Bocaina","-44.672437","-22.831934",NA,NA,"1700","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558420","NY00558420_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
