"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","557794","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","M. Sobral","O. dos S. Ribas","2205","1997","12","31","Brazil","Paraná","Tijucas do Sul","Rio do Fojo","-49.1989","-25.9283",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557794","NY00557794_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557793","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","M. Sobral","G. G. Hatschbach","50683","1986","10","30","Brazil","Paraná","Piraquara","Borda do Campo","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557793","NY00557793_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557792","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","S. F. Smith","R. A. Wasum","HUCS12223","1997","12","13","Brazil","Rio Grande do Sul","Caçapava do Sul","Caçapava do Sul - Rio Camaqua - Passo da Barquinha","-53.4914","-30.5122",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557792","NY00557792_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557796","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","C. M. D. E. Legrand","R. Reitz","13798","1962","10","28","Brazil","Santa Catarina","Caçador","Rio do Bugre, Caçador","-51.0147","-26.7756",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557796","NY00557796_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1921345","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","C. M. D. E. Legrand","G. G. Hatschbach","14821","1966","10","10","Brazil","Paraná","Sao José dos Pinhais","Col. Roseira.","-49.2064","-25.5347",NA,NA,"950",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2272008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921345","NY01921345_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","557799","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","M. Sobral","M. Sobral","4186","1985","09",NA,"Brazil","Rio Grande do Sul","Encruzilhada do Sul","Amaral Ferador, Encruzilhada do Sul","-52.5217","-30.5442",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557799","NY00557799_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","557797","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","M. Sobral","P. I. Oliveira","674","1982","09","13","Brazil","Paraná","Curitiba","Parque Iguaçu","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557797","NY00557797_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","557800","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","M. Sobral","M. Sobral","1570","1983","03","06","Brazil","Rio Grande do Sul","Dom Pedrito","Serrinha, Dom Pedrito","-54.6731","-30.9831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557800","NY00557800_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00907293","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","uruguayensis","Eugenia uruguayensis","Cambess.","C. E. B. Proença","Y. E. J. Mexia","5084","1930","09","22","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Hill northwest of main building","-42.8819007873535","-20.7539005279541",NA,NA,"675","675","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907293","NY00907293_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616694","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","W. Hoehne","W. Hoehne","2095","1946","04","02","Brazil","São Paulo",NA,"Capital. Campo Congonhas","-46.660488","-23.627973",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616694","NY00616694_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","616699","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","A. Legrand","D. Constantino","12","1941","04",NA,"Brazil","São Paulo","Sao Paulo","Ipiranga","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616699","NY00616699_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","616705","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg",NA,"R. M. Harley","11352","1968","12","20","Brazil","Goiás",NA,"Just S of Chapada dos Veadeiros ca. 50 km due north of Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616705","NY00616705_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-06-06 13:50:00-03","NY","NYBG","616888","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula",NA,NA,"F. T. Grifo","529","1987","12","09","Argentina","Corrientes",NA,"Dpto. Barron de Astrada: At intersection of Arroyo Santa Isabel and Route 12. Near Ita Ibate",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616888",NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","616695","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","M. L. Kawasaki","M. Kuhlmann","s.n.","1942","03",NA,"Brazil","São Paulo","Sao Paulo","Nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616695","NY00616695_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","616703","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","L. R. Landrum","J. C. Solomon","10555","1983","05","07","Bolivia","Tarija","Aniceto Arce","2-3 hours by trail from comunidad Sidras (on trail to Tariquia)","-64.53","-22.2",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616703",NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 07:45:00-03","NY","NYBG","616702","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula",NA,"B. K. Holst","E. M. Zardini","10233","1989","01","27","Paraguay","Paraguarí",NA,"Parque Nacional Ybyc'i","-56.83","-26.05",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616702",NA,NA,NA,NA,NA,"Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","616697","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","F. T. Grifo","B. Rambo","29140","1945","09","12","Brazil","Rio Grande do Sul","Porto Alegre","Morro da Gloria","-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616697","NY00616697_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","616692","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","C. M. D. E. Legrand","L. B. Smith","11632","1957","02","20","Brazil","Santa Catarina","Chapecó","Fazenda Campo Sao Vicente 24 km west of Campo Erê. Pond-hole east end of Fazenda","-53.18","-26.37",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616692","NY00616692_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","616701","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","C. M. D. E. Legrand","L. B. Smith","13361","1964","12","02","Brazil","Santa Catarina","Caçador","Madeireira Rio Verde, 48 km west of Caçador","-51.37","-26.75",NA,NA,"1000","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616701","NY00616701_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","616707","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","L. R. Landrum","R. A. Wasum","5365","1989","03","02","Brazil","Rio Grande do Sul","Nova Prata","Nova Prata - Horto FLorestal","-51.61","-28.7842",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616707","NY00616707_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","616693","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","W. Hoehne","W. Hoehne","2520","1947","09","02","Brazil","São Paulo",NA,"Capital. Prox. de Interlagos","-46.702004","-23.702324",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616693","NY00616693_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00907516","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","M. Sobral","W. J. Burchell","3902","1827","01","18","Brazil","São Paulo",NA,"About the village of Sao Bernardo.","-46.543552","-23.7742",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907516","NY00907516_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","616700","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","J. Mattos","E. Pereira","5587","1960","05","01","Brazil","São Paulo",NA,"Vila Ema",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616700","NY00616700_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616889","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg",NA,"O. dos S. Ribas","1552","1996","10","28","Brazil","Paraná","Balsa Nova","Rod. BR-277, Serra Sao Luiz do Puruna","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616889","NY00616889_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","616704","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg",NA,"A. Schinini","13752","1976","11","18","Argentina","Corrientes","Ituzaingó","Isla Apipé, Pto. Vizcaino","-56.875956","-27.510085",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616704",NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","616696","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","M. L. Kawasaki","F. C. Hoehne","s.n.","1931","03","26","Brazil","São Paulo","Sao Paulo","Nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616696","NY00616696_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","616698","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","A. Legrand","R. M. Klein","4509","1963","11","01","Brazil","Santa Catarina","Lajes","Morro do Pinheiro Seco, Lajes","-50.3258","-27.8161",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616698","NY00616698_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","616706","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg","L. R. Landrum","R. A. Wasum","5350","1989","03","05","Brazil","Rio Grande do Sul","Flores da Cunha","Flores da Cunha - Otavio Rocha","-51.26034","-29.061484",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616706","NY00616706_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-06-06 13:49:00-03","NY","NYBG","616886","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula",NA,NA,"E. M. Zardini","27463","1991","06","10","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa. Northern area","-57.12","-25.2",NA,NA,"297","297","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616886",NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","616890","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg",NA,"R. Reitz","4152","1960","01","27","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia, Jacinto Machado","-49.766476","-29.084523",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616890","NY00616890_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","616768","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","linearifolia","Myrciaria linearifolia","O.Berg","C. M. D. E. Legrand","G. G. Hatschbach","20988","1969","02","06","Brazil","Paraná","Imbituva","Rod. BR-277","-50.6042","-25.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616768","NY00616768_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","616769","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","linearifolia","Myrciaria linearifolia","O.Berg","G. G. Hatschbach","G. G. Hatschbach","31793","1973","03","22","Brazil","Paraná","Ipiranga","Rod. Ipiranga-Ivai","-50.5842","-25.0242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616769","NY00616769_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","405510","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","micrantha","Myrciaria micrantha","Barb.Rodr.",NA,"E. Hassler","7058","1900","01",NA,"Paraguay",NA,NA,"Cordillerae Centralis; In regione cursus superioris fluminis Y- acá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405510","NY00405510_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA
