"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","phylum","monthIdentified","dayIdentified","continentOcean","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","imagecode","fieldNumber","individualCount","typeStatus"
"11","2021-03-24 17:09:31-03","UFES","SAMES","3877","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.",NA,"Giaretta,A.O.","1055","2011","10","15","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Estrada de terra adjacente a uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus-Guriri, floresta seca de restinga.","Arbustro de 3m de altura, flores alvas, madeira pouco resistente.","SAMES03877",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-24 17:09:33-03","UFES","SAMES","3878","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.",NA,"Giaretta,A.O.","1057","2011","10","15","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Estrada de terra adjacente a uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus-Guriri, floresta seca de restinga.","Arbusto de 2m de altura, flores alvas, frutos verdes com sépalas vinosas.","SAMES03878",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-24 17:09:33-03","UFES","SAMES","3883","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Giaretta,A.O.; Menezes,L.F.T.;Ribeiro,M.;Rocha,T.L.","879","2010","10","17","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Estrada de terraadjacente a uma fábrica de tijolos, depois do hospitaL Roberto Silvares, sentido São Mateus-Guriri. Floresta de restinga seca, primeira mata à direita entrando no bairro.","Arbusto de 1,5m, flores com pétalas alvas e vinosas, sépalas vinosas.","SAMES03883",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-24 17:09:31-03","UFES","SAMES","3875","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.","2011","Menezes,L.F.T.","1565","2006","09","21","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga localizada na entrada de guriri. Próximo ao hospital Roberto Silvares.","Arbusto de 2 metros de altura com frutos vermelhos.","SAMES03875",NA,"11","22",NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-24 17:09:33-03","UFES","SAMES","3884","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Giaretta,A.O.; Benicá,A.C.T;Bomfim,F.R.M.;Rudio,J.A.",NA,"2008","11","22","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.","Arbusto de 2m.","SAMES03884",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-24 17:09:33-03","UFES","SAMES","3887","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.",NA,"Giaretta,A.O.; Benicá,A.C.T.;Bomfim,F.R.M.;Rudio,J.A.","392","2008","11","22","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.","Arbusto de 2m com frutos verdes. Cálice vinoso.","SAMES03887",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,"-398102778.0","-187422222.0",NA,NA,NA,NA
"17","2021-03-24 17:09:33-03","UFES","SAMES","3882","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Giaretta,A.O.; Benicá,A.C.T.;Bomfim,F.R.M.;Rudio,J.A.","400","2008","11","22","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.","Pl. de 4m com frutos enegrecidos com tricomas.","SAMES03882",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-24 17:09:33-03","UFES","SAMES","3888","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Giaretta,A.O.; Benicá,A.C.T;Bomfim,F.R.M.;Rudio,J.A.",NA,"2008","11","22","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.","Arbusto de 2m.","SAMES03888",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-24 17:09:33-03","UFES","SAMES","3886","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Giaretta,A.O.; Benicá,A.C.T;Bomfim,F.R.M.;Rudio,J.A.",NA,"2008","11","22","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.","Arbusto de 2m.","SAMES03886",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-24 17:09:33-03","UFES","SAMES","3880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.","2011","Menezes,L.F.T.","1560","2006","09","21","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga, próximo ao hospital Roberto Silvares.","Arbusto com frutos vermelhos, 1,5 metros de altura.","SAMES03880",NA,"11","23",NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-24 17:09:33-03","UFES","SAMES","3885","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.","2011","Menezes,L.F.T.","1561","2006","09","21","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga, próximo ao Hospital Roberto Silvares.","Arbusto de 0,5 metros de altura com frutos verdes.","SAMES03885",NA,"11","22",NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-24 17:09:33-03","UFES","SAMES","3879","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta,A.","2011","Menezes,L.F.T.","1533","2006","09","15","Brasil","Espírito Santo","São Mateus","Guriri. Vegetação de restinga, próximo ao Projeto Tamar.","Arvoreta de 3 metros de altura com flores passadas.","SAMES03879",NA,"11","22",NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-24 17:09:33-03","UFES","SAMES","7165","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","M.C.Souza.",NA,"Menezes,L.F.T.","2322",NA,NA,NA,"Brasil","Espírito Santo","São Mateus","Próximo ao presidio.","Flores amarelas. Desenvolve-se no sub-bosque. Habitat: Floresta de Tabuleiro","SAMES07165",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,"-398697223.0","-187819445.0",NA,NA,NA,NA
"24","2021-03-16 17:53:53-03","UCS","HUCS","1032","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(O. Berg) Mattos","Legrand, C.D.","1966","Souza, K.","5763","1964","09","11","Brasil","Santa Catarina","Florianópolis","Piçarras, Ilha de Santa Catarina","árvore, 10m, flores brancas. (Nova para Santa Catarina); Mata",NA,"Angiospermae",NA,NA,NA,"-48.5491981506348","-27.596700668335","27000","auto",NA,"Myrtales","10","10",NA,NA,NA,NA,NA,NA
"25","2020-04-27 16:10:45-03","UFES","VIES","31547","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta, A.","2012","Dias, H.M.; Santos, P.S.; Serafim, J.A.S.; Santos, J.A.; et al.","449","2008","09","20","Brasil","Bahia","Prado",NA,NA,"VIES031547",NA,"03",NA,NA,"-39.2207984924316","-17.341100692749","53161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-06-27 10:25:52-03","UFES","VIES","26914","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta, A.O.","2011","Giaretta, A.O.","1057","2011","10","15","Brasil","Espírito Santo","São Mateus","Bairro Liberdade.",NA,"VIES026914",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,"VIES026914",NA,NA,NA
"27","2019-06-27 10:25:52-03","UFES","VIES","26737","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta, A.O.","2012","Giaretta, A.O.","1347","2012","10","16","Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra.",NA,"VIES026737",NA,NA,NA,NA,"-39.7322006225586","-18.5932998657227","41644","auto",NA,NA,NA,NA,NA,NA,"VIES026737",NA,NA,NA
"28","2019-06-27 10:25:52-03","UFES","VIES","26911","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta, A.O.","2011","Giaretta, A.O.","1056","2011","10","15","Brasil","Espírito Santo","São Mateus","Bairro Liberdade.",NA,"VIES026911",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,"VIES026911",NA,NA,NA
"29","2019-06-27 10:25:52-03","UFES","VIES","26912","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Giaretta, A.O.","2011","Giaretta, A.O.","1055","2011","10","15","Brasil","Espírito Santo","São Mateus","Bairro Liberdade.",NA,"VIES026912",NA,NA,NA,NA,"-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,"VIES026912",NA,NA,NA
"30","2020-06-29 09:31:29-03","UFRRJ","RBR","42906","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","T.P.P. Alverga",NA,"T.P.P. Alverga",NA,"2015","05","28","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F109/122.",NA,"RBR00042906",NA,NA,NA,NA,"-43.255278","-22.956111",NA,NA,NA,NA,NA,NA,"43º15'19''W","22º57'22''S",NA,NA,NA,NA
"31","2020-06-29 09:31:29-03","UFRRJ","RBR","12602","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"F.C. Nettesheim","108","2004","09","25","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Bravo 6.",NA,"RBR00012602",NA,NA,NA,NA,"-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,"RBR00012602",NA,NA,NA
"32","2020-06-29 09:31:29-03","UFRRJ","RBR","26818","S","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"L.F.T. Menezes","1029","2002","12","27","Brasil","Rio de Janeiro","Mangaratiba","'Restinga da Marambaia, Borda da Lagoa vermelha.'",NA,"RBR00026818",NA,NA,NA,NA,"-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,"RBR00026818",NA,NA,NA
"33","2020-12-21 16:36:36-03","MBM","MBM","306355","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.",NA,"Kollmann, L.; et al.; et al.","7108","2004","10","24","Brazil","Espírito Santo","São Roque do Canaã","Misterioso",NA,"MBM306355",NA,NA,NA,"Southern America","-40.6568984985352","-19.738899230957","14641","auto",NA,NA,NA,NA,NA,NA,"MBM306355",NA,NA,NA
"34","2020-12-21 16:36:36-03","MBM","MBM","130781","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","8400","1969","10","15","Brazil","Santa Catarina","Florianópolis","Saco Grande",NA,"MBM130781",NA,NA,NA,"Southern America","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,"MBM130781",NA,NA,NA
"35","2020-12-21 16:36:36-03","MBM","MBM","130780","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","Sobral, M.",NA,"Klein, R.","8442","1969","11","19","Brazil","Santa Catarina","Florianópolis","Santo Antônio",NA,"MBM130780",NA,NA,NA,"Southern America","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,"MBM130780",NA,NA,NA
"36","2020-12-21 16:36:43-03","MBM","MBM","105622","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","O.Berg","Barroso, G.M.",NA,"Martinelli, G.; et al.; et al.","10037","1984","10","11","Brazil","Rio de Janeiro","Magé","Paraíso",NA,"MBM105622",NA,NA,NA,"Southern America","-43.040599822998","-22.6527996063232","20531","auto",NA,NA,NA,NA,NA,NA,"MBM105622",NA,NA,NA
"37","2020-12-21 16:36:43-03","MBM","MBM","164835","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","O.Berg","Falkenberg, D.B.",NA,"Souza, M.L.; et al.; et al.","318","1984","10","05","Brazil","Santa Catarina","Florianópolis","Rio Vermelho",NA,"MBM164835",NA,NA,NA,"Southern America","-48.5491981506348","-27.596700668335","27000","auto",NA,NA,NA,NA,NA,NA,"MBM164835",NA,NA,NA
"38","2020-12-11 11:39:12-03","UFMG","BHCB","128854","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,"2009","Lombardi, JA; Saka, MN; Hieda, SM","6834","2007","08","14","Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE. Mata atlântica, floresta estacional semidecídua, borda da trilha.","Arbusto ca. 2m, flores brancas, frutos imaturos verdes.","BHCB010368","Dicotyledon",NA,NA,"Southern America","-46.935833","-23.230556",NA,NA,NA,NA,"85","85","-46.935833","-23.230556","BHCB010368",NA,NA,NA
"39","2020-07-14 17:24:00-03","MO","MOBOT","1852863","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","A. Fuentes (LPB)",NA,"Renate Seidel|et al.","Seidel 9027","2002","3","29","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, arroyo Negro. Bosque amazónico ribereño estacionalmente inundado. Terraza aluvial antigua. Parcela Temporal de Muestreo 21",NA,NA,NA,NA,NA,"South America","-67.7955555","-14.6461111",NA,NA,NA,NA,"280.00000000",NA,NA,NA,NA,"02-24","4",NA
"40","2020-07-14 17:24:00-03","MO","MOBOT","1852881","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","A. Fuentes (LPB)",NA,"Renate Seidel|et al.","Seidel 9028","2002","3","29","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, arroyo Negro. Bosque amazónico ribereño estacionalmente inundado. Terraza aluvial antigua. Parcela Temporal de Muestreo 21",NA,NA,NA,NA,NA,"South America","-67.7955555","-14.6461111",NA,NA,NA,NA,"280.00000000",NA,NA,NA,NA,"02-24","4",NA
"41","2018-11-19 08:03:00-02","MO","MOBOT","1865928","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Manuel J. Macía|et al.","Macía 6496","2001","11","18","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme, media ladera, fuerte pendiente, próximo a unas ruinas incas",NA,NA,NA,NA,NA,"South America","-68.15611","-13.90444",NA,NA,NA,NA,"905.00000000",NA,NA,NA,NA,NA,NA,NA
"42","2012-04-13 08:57:00-03","MO","MOBOT","2483433","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"Roberto M. Klein|A. Bresolin","Klein 8400",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2012-04-13 09:01:00-03","MO","MOBOT","2475566","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(O. Berg) Mattos",NA,NA,"Roberto M. Klein|et al.","Klein 5763","1964","9","11","Brazil","Santa Catarina",NA,"Piçarras, Ilha de S. Catarina",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","23063",NA,"Plantae","Myrtaceae","Eugenia","cf. neosilvestris","Eugenia cf. neosilvestris","Sobral","M. Sobral/2005",NA,"L. Kollmann; et al","7113","2004","10","24","Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos 3 Carneiros","Arbusto na sombra, frutos verdes.","MBML023063",NA,NA,NA,NA,"-40.739444","-19.760833",NA,NA,NA,NA,NA,NA,"40W44'22","19S45'39","MBML023063",NA,NA,NA
"45","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","23061",NA,"Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","M. Sobral/2005",NA,"L. Kollmann; et al","7108","2004","10","24","Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos 3 Carneiros","Arbusto 2m na sombra, flores brancas.","MBML023061",NA,NA,NA,NA,"-40.739444","-19.760833",NA,NA,NA,NA,NA,NA,"40W44'22","19S45'39","MBML023061",NA,NA,NA
"46","2020-06-15 15:31:05-03","UNESP-RC","HRCB","48321","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris cf.","Eugenia neosilvestris cf.","Sobral",NA,NA,"Lombardi","6837","2007","08","14","Brasil","São Paulo","Jundiaí",NA,"borda da trilha. Arbusto ca. 2 m, flores brancas, frutos imaturos verdes",NA,NA,NA,NA,NA,"-46.935778","-23.230444",NA,NA,NA,NA,"850","850","46º56'08.8W","23º13'49,6S",NA,NA,NA,NA
"47","2020-06-15 15:31:05-03","UNESP-RC","HRCB","50304","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris cf.","Eugenia neosilvestris cf.","Sobral",NA,NA,"Santos, L.B.","84","2008","09","17","Brasil","São Paulo","Jundiaí",NA,"Borda da trilha. Árvore, 4m de altura, folhas cartáceas, pétalas frágeis, rosadas e reflexas",NA,NA,NA,NA,NA,"-46.935778","-23.230556",NA,NA,NA,NA,"1020","1020","46º56'08.8W","23º13'50S",NA,NA,NA,NA
"48","2020-06-17 15:25:19-03","UNESP-RC","HRCB","13250","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","silvestris","Eugenia silvestris","(O. Berg) Mattos","G. M. Barroso",NA,"Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba",NA,NA,NA,NA,NA,NA,"-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-03 13:56:22-03","UFF","NIT","NIT808","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral",NA,NA,"L.G. Quintanilha","105","2012","10","03","Brasil","Rio de Janeiro","Iguaba Grande",NA,NA,"NIT00000807",NA,NA,NA,NA,"-42.2289009094238","-22.8391990661621","5839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-25 10:13:04-03","CVRD","CVRD","14572","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neosilvestris","Eugenia neosilvestris","Sobral","A. Giaretta","2015","Siqueira, G.S.","895","2013","10","16","BRASIL","ES","Linhares",NA,"<ll>dwc_commonname:</ll> Araçá peludo","CVRD014572","Magnoliophyta","06","30","América do Sul","-39.969278","-19.179056",NA,NA,"Magnoliopsida","Myrtales","41","41","39°58'09,4W","19°10'44,6S",NA,NA,NA,NA
