"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","542148","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","G. G. Hatschbach","14251","1966","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542148","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Paraná","Faz. Lagoa","NY00542148_01","P. J. M. Maas","Cianorte","-52.6047","-23.6633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00836333","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","5460","1964","08","22","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836333","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Minas Gerais - Goiás boundary, ca. 175 km. E. to Fazenda Furquilha Nova, ca. 200 km E. of Brasília. (Prop. Sr. Edson Portillo)","NY00836333_01","P. He; P. J. M. Maas","Burití","-46.4302","-15.6171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00836367","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","Martii Herbar. Florae Brasil.","214","1837",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836367","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Mato Grosso","Cujabá","NY00836367_01","P. He; P. J. M. Maas",NA,"-56.043867","-15.612755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00836375","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A. O. Scariot","s.n.","1988","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836375","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Goiás","A 8.0 km do Rio Doce; na BR-060 entre Rio Verde e Jatai","NY00836375_01","D. M. Johnson","Rio Verde","-51.42","-17.67","785","785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00836428","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. A. Ratter","R852","1968","04","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836428","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Mato Grosso","Near the base camp of the Expedition, close to the Xavantina - Sao Felix road.","NY00836428_01","P. He; P. J. M. Maas",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","378794","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","G. Eiten","2920","1961","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378794","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"São Paulo","3.5 km due NNW of center of Sao carlos (1.2 km WNW of clover-leaf intersection on highway to Ibaté)","NY00378794_01","P. X. He; P. J. M. Maas","Sao Carlos","-47.92","-21.98","825","825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00836347","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","25488","1970","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836347","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Morro da Pedras, ca. 25 km N.E. of Patrocínio","NY00836347_01","P. He; P. J. M. Maas","Patrocínio","-46.9925","-18.9439","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","378795","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. M. Harley","20960","1980","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378795","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Bahia","Serra do Sincorá. 133 km N of Cascavel on the road to Mucugé. Campo geral","NY00378795_01","R. de Mello-Silva",NA,"-41.37","-13.1","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00836369","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","W. W. Thomas","4550","1985","10","23","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836369","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Mato Grosso","Ca. 70 km E of Cuiabá, 5 km SW of São Vicente near Gruta do São Vicente (Casa de Pedra)","NY00836369_01","P. He; P. J. M. Maas","Santo Antônio do Leverger","-55.38","-15.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00836498","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","G. L. Esteves","CFCR15520","1990","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836498","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Serra do Espinhaço, area NE Diamantina: W of the road Diamantina- Mendanha, near km 564 and Córrego Carrapato, ca. 3,5-4 km SSE Mendanha, respectively ca. 15 km NE-NNE Diamantina","NY00836498_01","J. R. Pirani",NA,"-43.52","-18.13","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00836385","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. R. Pirani","2159","1988","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836385","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Serra do Cabral, alto da Chapada","NY00836385_01",NA,NA,"-44.37","-17.5916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","378799","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. M. Harley","19748","1977","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378799","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Bahia","Serra das Almas. Lower NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas","NY00378799_01","P. X. He; P. J. M. Maas",NA,"-41.95","-13.55","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00836408","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","E. P. Heringer","8868","1961","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836408","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Distrito Federal","Convênio Florestal","NY00836408_01","P. He; P. J. M. Maas","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","378805","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","I. M. Válio","270","1962","04","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378805","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"São Paulo","5 km da rodovia Washington Luiz, na estrada Itirapina-Rio Claro","NY00378805_01","P. X. He; P. J. M. Maas","Itirapina","-47.8197","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00836402","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. A. Ratter","R3605","1976","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836402","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Distrito Federal","Close to the campus of the University of Brasília","NY00836402_01","P. J. M. Maas","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","378802","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","22954","1969","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378802","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Serra do Espinhaço. Chapada with cerrado, ca. 30 km NE of Francisco Sá, road to Salinas","NY00378802_01","P. J. M. Maas",NA,NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","378798","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. M. Harley","21742","1980","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378798","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Bahia","Chapadao Ocidental da Bahia. Ca. 15 km SW of Correntina on the road to Goiás","NY00378798_01","R. de Mello-Silva","Correntina","-44.72","-13.48","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00836364","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. Goodland","482","1966","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836364","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Goiás","26 km W of Rio Verde, S. of road","NY00836364_01","P. He; P. J. M. Maas","Rio Verde","-50.9281","-17.7983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","378796","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. M. Harley","21114","1980","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378796","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Bahia","Serra Geral de Caiteté ca. 5 km S from Caitité along the Brejinhos das Ametistas road","NY00378796_01","R. de Mello-Silva",NA,"-42.48","-14.12","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00836313","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","13266","1966","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836313","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Goiás","Serra dos Cristais, ca. 3 km N. of Cristalina","NY00836313_01","P. He; P. J. M. Maas","Cristalina","-47.6","-16.72289","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00836497","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","A. P. Duarte","5136","1960","01",NA,"South America","Brazil","sheet",NA,"Municipio name inferred from label data <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836497","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Mun. S. Joao del Rey. Serra do Lenheiro","NY00836497_01","P. He; P. J. M. Maas",NA,"-44.302262","-21.145111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","378785","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. M. Curran","184","1918","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378785","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Bahia","Bomfim","NY00378785_01","P. X. He; P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00836311","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","10295","1965","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836311","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Serra do Rio Preto, ca. 5 km E. of Goiás boundary on road to Garapauavá, M. G.","NY00836311_01","P. He; P. J. M. Maas",NA,"-46.8","-15.88","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00836344","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","22572","1969","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836344","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Vicinity of Datas. Serra do Espinhaço.","NY00836344_01","P. He; P. J. M. Maas",NA,"-43.68","-18.43","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00836433","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","E. P. Heringer","17966","1980","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836433","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Distrito Federal","Monumento do Candango","NY00836433_01","P. He; P. J. M. Maas","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00836395","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. S. Santos","25190","1963","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836395","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Minas Gerais","Entre Patos de Minas e Pirapora","NY00836395_01","P. He; P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00836386","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","S. A. Mori","16717","1984","07","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836386","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Mato Grosso","Cuiabá-Chapada dos Guimaraes H'wy (MT251). 3 km W of Buriti.","NY00836386_01","P. J. M. Maas","Chapada dos Guimaraes","-55.7494","-15.4608","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00836310","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","H. S. Irwin","6491","1964","09","30","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836310","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Mato Grosso","Ca. 20 km. S. of Garapú.","NY00836310_01","P. He; P. J. M. Maas","Canarana","-52.50795","-13.53735","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00836401","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. A. Ratter","R5072","1985","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836401","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Mato Grosso do Sul","Fazenda Nhumirim (Pantanal subregion of Nhecolândia), ca. 100 km SE of Corumbá","NY00836401_01","P. J. M. Maas",NA,"-57.02","-19.23","89","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","378793","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","R. C. Forzza","1298","1999","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378793","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Bahia","Estrada para a torre nova","NY00378793_01","R. de Mello-Silva","Jacobina","-40.5181","-11.1808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","378808","PreservedSpecimen","Plantae","Annonaceae","Duguetia","furfuracea","Duguetia furfuracea","J. C. Lindeman","4500","1967","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378808","Magnoliophyta","Magnoliales","(A.St.-Hil.) Saff.",NA,"Paraná","3 km N of Campo Mourao","NY00378808_01","P. X. He; P. J. M. Maas","Campo Mourao","-52.3831","-24.0458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
