"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","dayIdentified","individualCount"
"30","2021-04-07 11:48:00-03","UFMS","CGMS","49328","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","G. Prace","E. Barbosa; J.M. Silva; L.A. Ferreira","214","1998","12","08",NA,"Brasil","Paraná","Morretes","Serra da Prata, próximo à Torre da Prata.","-48.834400177002","-25.476900100708",NA,NA,NA,"Flor creme. Habitat: Matinha nebular. Habito: Árvore. 3,00m de altura.","CGMS1079265",NA,"2005",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"31","2020-12-04 13:19:40-03","UDESC","LUSC","5382","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"O.S.Ribas; J.Cordeiro & J.Vaz","8369","2010","01","19",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375",NA,NA,NA,";;;Frutos em fase de maturação. Habitat: Encosta de morro, próximo ao cume Habito: arvoreta","LUSC007510","LUSC007510",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"32","2020-12-04 13:19:40-03","UDESC","LUSC","3541","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Sobral, M.; et al.",NA,"1997","04","01",NA,"Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"LUSC007509","LUSC007509",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"33","2020-10-14 10:05:40-03","FURB","FURB","44620","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Ribas, OS","Ribas, O.S.; Cordeiro, J. & Vaz, J.","8369","2010","01","19",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375","1550","1550",NA,NA,"FURB40319","FURB40319","2010",NA,NA,"01","25228","auto",NA,NA,NA,NA,NA
"34","2019-11-08 08:55:39-03","FURB","FURB","1077","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sobral, M","Sobral, M.",NA,"1995","12","01",NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul","Tajuva.","-49.934700012207","-29.3649997711182","700","700",NA,NA,"FURB03247","FURB03247","1995",NA,NA,"12","12766","auto",NA,NA,NA,"01",NA
"35","2021-03-16 17:54:43-03","UCS","HUCS","19172","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Rambo, B.","s.n.","1953","02","20",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Faxinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,"PACA 54102; in silvula nebulari",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"36","2021-03-16 17:54:43-03","UCS","HUCS","26084","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Prance","Barbosa, E.","214","1998","12","08",NA,"Brasil","Paraná","Morretes","Serra da Prata , próximo à Torre da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,"árvore 3m, flor creme - Herbário MBM; matinha bebular",NA,NA,"2005",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"37","2021-03-16 17:54:43-03","UCS","HUCS","2860","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sehnem, A.","Sehnem, A.","s.n.","1951","02","23",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Serra do Faxinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,"ASSl 5650; arbor in silva nebulari",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"38","2021-03-16 17:54:43-03","UCS","HUCS","15034","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G.","Hatschbach, G.","61253","1994","11","23",NA,"Brasil","Santa Catarina","Praia Grande","Serra do Faxinal - Rod. SC-450","-49.9502983093262","-29.1966991424561","900","900",NA,"arvoreta 4m, flor creme - Herbário MBM; matinha nebular",NA,NA,"1999",NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"39","2021-03-16 17:54:43-03","UCS","HUCS","23861","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G.","Barbosa, E.","809","2003","12","04",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,"arbusto 2m, flor creme - Herbário MBM; mata nebular, alto do morro",NA,NA,"2004",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"40","2019-08-16 08:40:46-03","UTFPR","HCF","19608","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","O.S. Ribas","O.S. Ribas","8369","2010","01","19",NA,"Brasil","PR","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375","1550","1550",NA,"arvoreta, 4 m, frutos em fase de maturação. Encosta do morro próximo ao cume.",NA,NA,"2010",NA,NA,"01","25228","auto",NA,NA,NA,NA,NA
"41","2019-08-16 08:40:46-03","UTFPR","HCF","8738","S","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","G. Hatschbach","J.M. Silva","5458","2006","12","20",NA,"Brasil","SC","Garuva","Serra do Quiriri, alto","-48.8549995422363","-26.0266990661621",NA,NA,NA,"arbusto, 2 m, flor creme. Matinha nebular.",NA,NA,"2007",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:42:07-03","MBM","MBM","171345","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Hatschbach, G.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","61253",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"MBM171345","MBM171345",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA
"43","2020-12-21 16:42:07-03","MBM","MBM","301243","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Selusniaki, M.","Mocochinski, A.Y.; et al.; et al.","201","2002","12","21","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Gigante, Morro Queimado","-48.3288993835449","-25.3066997528076","900","900",NA,"Arbórea ereta 8m. Floresta Ombrófila Densa Montana","MBM301243","MBM301243","2009",NA,NA,"07","37295","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:42:07-03","MBM","MBM","186565","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Sobral, M.","Sobral, M.; et al.; et al.","8009",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Morrinhos do Sul","Tajuva","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"MBM186565",NA,NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:42:07-03","MBM","MBM","220743","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","Ribas, O.S.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","2257",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM220743","MBM220743",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"46","2020-12-11 11:40:32-03","UFMG","BHCB","171355","PreservedSpecimen","Plantae","Dicotyledon",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Barbosa, E; Silva, JM; Ferreira, LA","214","1998","12","08","Southern America","Brasil","Paraná","Morretes","Serra da Prata, próximo a torre da prata.","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore, 3m, flor creme. Matinha nebular.","BHCB016006",NA,"2005",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"47","2020-12-11 11:40:32-03","UFMG","BHCB","173334","PreservedSpecimen","Plantae","Dicotyledon",NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer",NA,"Ribas, OS; Cordeiro, J; Vaz, J","8369","2010","01","19","Southern America","Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375","1550","1550",NA,"Arvoreta 4m, frutos em fase de maturação.","BHCB018317",NA,"2010",NA,NA,"01","25228","auto",NA,NA,NA,NA,NA
"48","2021-02-11 17:21:25-03","UFPR","UPCB","84679","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Ramo & Sleumer","Prance, G.","Cordeiro, J.","1687","1999","12","28",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, próximo à torre de Rádio","-49.2655982971191","-26.1924991607666","1500","1500",NA,"Arbusto, 2m, flor creme. Matinha nebular.",NA,NA,"2005",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"49","2021-02-11 17:21:25-03","UFPR","UPCB","84678","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Ramo & Sleumer","Prance, G.","Ribas, O.S.","3065","2000","02","03",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Morro Camapuã.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Arbusto, 1,70m, fruto imaturo verde. Matinha nebular..",NA,NA,"2005",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","3022865","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Euplassa","nebularis","Euplassa nebularis","Rambo & Sleumer","G. Prance","O.S. Ribas","Ribas 3065","2000","2","3","South America","Brazil","Paraná",NA,"Serra Ibitiraquire, Morro Camapuã (Mun. Campina Grande do Sul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
