"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","typeStatus","class","order","fieldNumber","individualCount","relatedCatalogItem","sex"
"98","2020-12-11 11:35:44-03","UFMG","BHCB","19156","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Mendonça Filho, CV; Lima, HC de; Andrade, PM de","1991","03","21","Brasil","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"136","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"49886","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:35:44-03","UFMG","BHCB","23978","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,NA,NA,NA,NA,"Brasil","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"s.n.","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"49886","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:35:44-03","UFMG","BHCB","71129","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Hatschbach, G","1984","04","11","Brasil","Frei Inocêncio",NA,"-41.9220008850098","-18.5450000762939",NA,NA,NA,NA,NA,NA,"47821","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,"Árvore, 8m, flor amarela. Pequena mata remanescente.","22276","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:35:44-03","UFMG","BHCB","920","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Rennó, LR","1956",NA,NA,"Brasil","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,NA,NA,"s.n.","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,"Mata, arvore.","16749","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:35:44-03","UFMG","BHCB","25051","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Mendonça, CV","1994","05","23","Brasil","Caratinga","Coletada no trevo.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"BHCB001950","BHCB001950","303","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,"Folhas maduras, frutos imaturos, arbóreo com 9 metros.","49886","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:35:44-03","UFMG","BHCB","66404","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"Hoehne, FC","1935","07","22","Brasil","Tombos","Fazenda da Cachoeira","-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,"BHCB045206","BHCB045206","1691","Minas Gerais","1987",NA,NA,"Southern America",NA,NA,"Árvore, 18,00 metros; Mata","16749","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:35:44-03","UFMG","BHCB","24666","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,NA,NA,NA,NA,"Brasil","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"s.n.","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"49886","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"105","2020-12-11 11:35:44-03","UFMG","BHCB","25263","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,NA,NA,NA,NA,"Brasil","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"s.n.","Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA,"20553","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"106","2021-02-11 17:18:57-03","UFPR","UPCB","20287","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.de Lima","Hatschbach, G.","Hatschbach, G.","1992","02","12","Brasil","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,"50","50",NA,NA,"56361","Paraná","1992","01","01",NA,NA,NA,"Árvore, 12m. Mata pluvial da encosta de morro..","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"107","2010-12-21 14:01:00-02","MO","MOBOT","82622","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","cit. in Pirie 2009","David N. Smith|Valentín García|Edgar García","1990","2",NA,"Bolivia","Gral. Ballivian","Cumbre de la Serranía del Pilón Lajas, carretera Caranavi-San Borja, 25 km de Yucumo. Bosque tropical subandino, primario; laderas de 25-30º. Hectárea marcada.","-67.06666","-15.28333",NA,NA,"850.00000000","900.00000000",NA,NA,"Smith 14429","Beni",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","4",NA,NA
"108","2011-01-27 15:31:00-02","MO","MOBOT","100342550","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima",NA,"Oscar Colque","2005","7","12","Bolivia","Carrasco","Entre Rios. Dist. Tres, Sector Coop. Litoral, Isla de Bosque Amazonico de piedemonte andino, eventualmente intervenido por ganado vacuno.","-64.5163889","-17.1883333",NA,NA,"280.00000000",NA,NA,NA,"Colque 254","Cochabamba",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"109","2018-10-19 04:36:00-03","MO","MOBOT","100527831","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima",NA,"D.B.O.S. Cardoso|et al.","2009","6","30","Brazil","Feira de Santana","Campus da Universidade Estadual de Feira de Santana. Entre os módulos VI e VII.","-38.9666667","-12.25",NA,NA,NA,NA,NA,NA,"Cardoso 2666","Bahia",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"110","2018-12-06 09:22:00-02","MO","MOBOT","101085045","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","M.D. Pirie","Elias Meneces|Gary S. Hartshorn","1979","6","10","Bolivia",NA,"San Javier Las pozas.",NA,NA,NA,NA,NA,NA,NA,NA,"Meneces 2375","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"111","2019-10-30 11:02:00-03","MO","MOBOT","101085046","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","M.D. Pirie","R. Quevedo|T. Centurión","1991","7","6","Bolivia","Nuflo de Chavez","San Ramón.","-62.45","-16.6375",NA,NA,"505.00000000",NA,NA,NA,"Quevedo 609","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"112","2019-10-30 11:01:00-03","MO","MOBOT","101085047","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","M.D. Pirie","R. Quevedo|T. Centurión","1991","2","22","Bolivia","Nuflo de Chavez","San Ramón. Puquio Sur-ladera NO.","-62.45","-16.6375",NA,NA,"505.00000000",NA,NA,NA,"Quevedo 360","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"113","2009-07-03 20:26:00-03","MO","MOBOT","1156286","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R.T. Pennington (E)","J. Richard Abbott","1995","5","3","Bolivia","Andrés Ibáñez","Santa Cruz de la Sierra; within first ring, on Velasco Street just north of junction with Irala Avenue.","-63.1833333","-17.7666667",NA,NA,"400.00000000",NA,NA,NA,"Abbott 16742","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"114","2012-03-18 05:12:00-03","MO","MOBOT","1195478","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","F. Mamani (USZ)","Fabiana Mamani M.|M. Saucedo","1995","3","5","Bolivia","Nuflo de Chavez","Lomerio. A 12 km al Norte de la comunidad Las Trancas. Parcelas permanentes del proyecto Bolfor, Las Trancas 95. Bosque seco chiquitano. Especies muy frecuentes de Anadenanthera Colubrina, Poeppigia procera, Centrolobium microchaete, etc. Suelos lateríticos.","-61.84638","-16.52027",NA,NA,"450.00000000",NA,NA,NA,"Mamani M. 616","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2012-03-18 05:12:00-03","MO","MOBOT","1195479","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R. Fortunato (BAB)","Fabiana Mamani M.|M. Saucedo","1995","4","14","Bolivia","Nuflo de Chavez","Lomerio. A 12 km al Norte de la comunidad Las Trancas. Parcelas permanentes del proyecto Bolfor, Las Trancas 95.","-61.8463889","-16.5202778",NA,NA,"450.00000000",NA,NA,NA,"Mamani M. 819","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"116","2009-07-03 20:20:00-03","MO","MOBOT","1195940","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R.T. Pennington (E)","J. Richard Abbott","1995","7","5","Bolivia","Andrés Ibáñez","Santa Cruz de la Sierra; in inner ring, on Velasco Avenue just north of junction with Irala Avenue.","-63.1833333","-17.7666667",NA,NA,"400.00000000",NA,NA,NA,"Abbott 17279","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"117","2013-01-28 05:13:00-02","MO","MOBOT","1323861","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","B. Mostacedo (USZ)","Rubén Mostacedo","1998","3","13","Bolivia","Nuflo de Chavez","Lomerio. 9 Km al N de la comunidad Las Trancas. Campamento de BOLFOR. Vegetación alrededor de las lajas.","-61.84805","-16.52166",NA,NA,"500.00000000",NA,NA,NA,"Mostacedo 3640","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","1429630","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","fide Killeen","B. Lauman|A. Olivera",NA,NA,NA,"Bolivia","Nuflo de Chavez","9 km NE de la comunidad de Fatima",NA,NA,NA,NA,NA,NA,NA,NA,"Lauman 8701","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2013-02-13 05:33:00-02","MO","MOBOT","1429635","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R.T. Pennington (E)","Mario Saldias P.",NA,NA,NA,"Bolivia","Ichilo","Rio Amboró, Rio Saguayo a 12 km SW de Huaytú",NA,NA,NA,NA,"450.00000000",NA,NA,NA,"Saldias Paz 377","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"120","2018-12-06 09:27:00-02","MO","MOBOT","1429640","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","Bente Klitgaard (K)","Stephan G. Beck","1989","5","5","Bolivia","Nor Yungas","Caranavi hacia Alto Beni, 1 km Carrasco-Buena Vista",NA,NA,NA,NA,"500.00000000",NA,NA,NA,"Beck 17203","La Paz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"121","2011-06-09 18:10:00-03","MO","MOBOT","1716388","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","B. Mostacedo","Bonifacio Mostacedo C.","1998","4","15","Bolivia","Nuflo de Chavez","Las Trancas, Lomerio. Alrededor de Las Lajas.","-61.84805","-16.52166",NA,NA,"400.00000000",NA,NA,NA,"Mostacedo C. 3640","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2009-07-03 21:00:00-03","MO","MOBOT","1716396","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R.T. Pennington (E)","Israel G. Vargas C.|et al.","1997","5","18","Bolivia","Ichilo","PARQUE NACIONAL AMBORÓ. Yapacaní. Trayecto entre el campamento Mataracú y Río Puerto Picón (Catarata). Bosque húmedo de piedemonte, con Swietenia macrophylla, Terminalia oblonga, Talauma boliviana e Iriartea deltoidea. Terreno ondulado de las primeras estribaciones de la cordillera.","-63.85","-17.55",NA,NA,"370.00000000","450.00000000",NA,NA,"Vargas Caballero 2450","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"123","2009-07-03 21:03:00-03","MO","MOBOT","1716406","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R.T. Pennington (E)","Israel G. Vargas C.","1997","5","18","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vargas Caballero 2450","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"124","2009-07-03 20:44:00-03","MO","MOBOT","1716418","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","R.T. Pennington (E)","Israel G. Vargas C.|M. Contreras","2000","8","5","Bolivia","Florida","Volcanes (6 km al N de Bermejo) tramo de 2-3 km al NW de la escuela en la comunidad. Bosque semidecíduo con Shinopsis haenkeana, Myroxylon peruifeus y Aspidosperma cylindrocarpon","-63.65","-18.1",NA,NA,"1000.00000000",NA,NA,NA,"Vargas Caballero 5096","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"125","2011-09-05 16:30:00-03","MO","MOBOT","1859864","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","A. Fuentes (LPB)","Manuel J. Macía|et al.","2001","6","28","Bolivia","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme mediana pendiente, región de Tumupasa","-67.92277","-14.18333",NA,NA,"840.00000000",NA,NA,NA,"Macía 5122","La Paz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","1900598","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","I. G. Vargas (USZ)","Israel G. Vargas C.",NA,NA,NA,"Bolivia","Andrés Ibáñez","Ciudad de Santa Cruz Parque El Arenal.",NA,NA,NA,NA,NA,NA,NA,NA,"Vargas Caballero 6861","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","3177624","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","G. Hatschbach","R. Kummrow","1994",NA,NA,"Brazil",NA,"Castelhanos (mun. Guaratuba)",NA,NA,NA,NA,NA,NA,NA,NA,"Kummrow 3342","Paraná",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2018-11-28 04:35:00-02","MO","MOBOT","3359549","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","M.D. Pirie (U)","Michael D. Pirie|L. W. Chatrou","2001","10","11","Bolivia","Andrés Ibáñez","Santa Cruz, Velasco Ave, north of Irala Ave. Roadside verge in town.","-63.1666667","-17.7666667",NA,NA,NA,NA,NA,NA,"Pirie 1","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"129","2018-12-06 09:34:00-02","MO","MOBOT","3375252","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","M.D. Pirie","R.C. Quevedo|T. Ruiz de Centurión","1991","3","19","Bolivia","Nuflo de Chavez","San Ramón. Puquio Norte, Cercania Est. Castedo.","-62.45","-16.6375",NA,NA,"500.00000000",NA,NA,NA,"Quevedo Sopepí 504","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"130","2012-04-24 10:44:00-03","MO","MOBOT","968826","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","Carolina Romero","Antony Jardim","1995","3","28","Bolivia","Nuflo de Chavez","Las Trancas, Lomerio, cerca de las parcelas de Bolfor.",NA,NA,NA,NA,"400.00000000",NA,NA,NA,"Jardim 1878","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"131","2012-03-18 05:12:00-03","MO","MOBOT","978476","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima",NA,"Antony Jardim|Fabiana Mamani M.","1994","11","29","Bolivia","Nuflo de Chavez","Las Trancas, Lomerio, parcelas de Bolfor, Las Trancas '95. Bosque seco chiquitano de Anadenanthera. Suelos lateríticas.","-61.84805","-16.52166",NA,NA,"400.00000000",NA,NA,NA,"Jardim 1370","Santa Cruz",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-08-31 09:15:33-03","INPA","INPA","12012","S","Plantae","Leguminosae-Pap","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, HC de","Guedes, TN","1958","03","11","Brasil",NA,"Serra de Meruóca",NA,NA,NA,NA,NA,NA,"INPA0012012","INPA0012012 INPA0012012_e INPA0012012_e1","542","Ceará","1986",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Dicotyledon Rosids",NA,NA,"Fabales",NA,NA,NA,NA
"133","2020-08-31 09:15:33-03","INPA","INPA","132308","S","Plantae","Leguminosae-Pap","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Lima, HC de","Hatschbach, GG","1983","02","05","Brasil","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"INPA0132308","INPA0132308 INPA0132308_e INPA0132308_e1","46089","Paraná","1986",NA,NA,"Southern America",NA,NA,NA,"30514","auto","Dicotyledon Rosids",NA,NA,"Fabales",NA,NA,NA,NA
"134","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","41116",NA,"Plantae","Leguminosae Faboideae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","A.P.Fontana & L.Kollmann","D.R. Couto; A.P.Fontana; V. Manhães; L.J.C.Kollmann; V.R.Leite","2008","07","24","Brasil","Alegre","São João do Norte, PCH Santa Fé, Reservatório de Geração, mata ciliar","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"MBML041116","MBML041116","716","Espírito Santo","2008","12","23",NA,NA,NA,"Árvore, 10 metros, frutos verdes. Barragem de geração, próximo ao curso d'água.","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","47742",NA,"Plantae","Leguminosae Faboideae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","Haroldo C. de Lima/12-04-2013","H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","2013","04","12","Brasil","Aimorés","Conceição do Capim, Sítio Rio Capim, estrada da Babilônia","-41.226667","-19.549833","41W13'36","19S32'59,4","130","130","MBML047742","MBML047742","7621","Minas Gerais",NA,NA,NA,NA,NA,NA,"Árvore com 12m de alt., tronco com casca lisa, levemente fissurada, pardacenta, DAP com aproximadamente 40cm. Infl., erectas com ápice pendente, flores perfumadas, cálice fusco-tomentoso, corola amarela, vinho com mácula central vinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","41117",NA,"Plantae","Leguminosae Faboideae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C. Lima","A.P.Fontana & L.Kollmann","D.R. Couto; A.P.Fontana; V. Manhães & R. Sobreira","2008","08","07","Brasil","Alegre","São João do Norte, PCH Santa Fé, Reservatório de Geração, mata ciliar","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"MBML041117","MBML041117","797","Espírito Santo","2008","12","23",NA,NA,NA,"Árvore, 10 metros, frutos verdes. Barragem de geração, próximo ao curso d'água.","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","48956",NA,"Plantae","Leguminosae Faboideae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio/2011","C. Hencker; A. M. Assis; A. A. Alves; E. J. de Lirio","2011","02","15","Brasil","Itarana","Comunidade Penedo, estrada","-40.875301361084","-19.8738994598389",NA,NA,NA,NA,"MBML048956","MBML048956_1 MBML048956_2","59","Espírito Santo",NA,NA,NA,NA,NA,NA,"corola verde, pétalas amarelas, botões florais verdes, 12m, lei nova.","23320","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-01-26 13:54:34-03","IMA","MAC","25728","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima",NA,"M.Oliveira; A.A.Grillo","2005","06","02","Brasil",NA,"Usina Serra Grande.",NA,NA,NA,NA,NA,NA,"MAC0025728",NA,"2202","Alagoas",NA,NA,NA,NA,NA,NA,"Árvore ca. de 4m de altura. Frutos esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-01-26 13:54:34-03","IMA","MAC","26845","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","M.C.S.Mota","M.C.S.Mota; M.C.S.Esteves; G.Santos","2016","07","08","Brasil","Tanque D'Arca","RPPN Cachoeira, Morro do Cruzeiro.","-36.451528","-9.543614","-36.451528","-9.543614",NA,NA,"MAC0026845",NA,"12825","Alagoas","2018",NA,NA,NA,NA,NA,"Árvore ca. 10 m. Frutos verdes.; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-01-26 13:54:34-03","IMA","MAC","44646","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","E.C.O.Chagas","Chagas-Mota","2009","10","17","Brasil","Maribondo","Sítio Santa Rosa.","-36.3053016662598","-9.57721996307373",NA,NA,NA,NA,"MAC0044646",NA,"6150","Alagoas","2009","10","17",NA,NA,NA,"Árvore ca. 8 m de altura. Frutos verdes.; Mata Atlântica.","12497","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-01-26 13:54:34-03","IMA","MAC","44498","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","E.C.O.Chagas","Chagas-Mota; V.G.Ramalho","2009","10","04","Brasil","São Sebastião","Fazenda Indiana.","-36.55419921875","-9.93360996246338",NA,NA,NA,NA,"MAC0044498",NA,"6002","Alagoas","2009","10","04",NA,NA,NA,"Árvore ca. 12 m de altura. Frutos verdes.; Mata Atlântica.","16608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-01-26 13:54:34-03","IMA","MAC","37460","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","E.C.O.Chagas","Chagas-Mota","2009","03","01","Brasil","Viçosa","Fazenda Aniceto.","-36.2407989501953","-9.3713903427124",NA,NA,NA,NA,"MAC0037460",NA,"2309","Alagoas","2009","03","01",NA,NA,NA,"Árvore ca. 15 m de altura. Frutos secos.; Mata Pluvial Atlântica.","18701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-01-26 13:54:34-03","IMA","MAC","42699","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","E.C.O.Chagas","Chagas-Mota","2009","06","26","Brasil","Viçosa","Serra Dois Irmãos.","-36.2407989501953","-9.3713903427124",NA,NA,NA,NA,"MAC0042699",NA,"4219","Alagoas","2009","06","26",NA,NA,NA,"Árvore ca. 10 m de altura. Flores amarelas.; Mata Pluvial Atlântica.","18701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-01-26 13:54:34-03","IMA","MAC","42698","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) H.C.Lima","E.C.O.Chagas","Chagas-Mota","2009","06","26","Brasil","Viçosa","Serra Dois Irmãos.","-36.2407989501953","-9.3713903427124",NA,NA,NA,NA,"MAC0042698",NA,"4218","Alagoas","2009","06","26",NA,NA,NA,"Árvore ca. 10 m de altura. Flores amarelas.; Mata Pluvial Atlântica.","18701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"145","2014-11-06 16:17:12-02","UFPB","EAN","2893","S","Plantae","Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. Ex Benth.) H. C. Lima","J. Rougan",NA,"1958","03","11","Brasil","Serra de Meruóca","Na mata",NA,NA,NA,NA,NA,NA,NA,NA,"542","Ceará","1990","03","13",NA,NA,NA,"Arbóreo, árvore de cerca de 11 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
