"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","448658","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassl.) I.M.Johnst.","I. M. Johnston","P. Jorgensen","4067",NA,NA,NA,"South America","Paraguay",NA,"[illegible]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448658",NA,NA,NA,NA,NA,NA,"tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","448525","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassl.) I.M.Johnst.","I. M. Johnston","P. K. H. Dusén","10936","1910","12","11","South America","Brazil","Paraná","Inter Senges et Itararé","-49.4633","-24.1131","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448525","NY00448525_01","Sengés",NA,NA,NA,NA,"tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:12:11-03","UFBA","ALCB","035426","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","Mattos Silva","Freitas, IS","Hind, DJN; Roque, N; Bautista, HP","PCD&nf;4420","1996","11","17","Southern America","Brasil","Bahia","Chapada Diamantina, Fazenda Brumadinho, Morro Brumadinho","-41","-13",NA,"folhas cartáceas, estrigosas. Cálice verde, corola alva; anteras castanhas. Raro.; Solo litólico e arenoso.",NA,NA,"Rio de Contas",NA,NA,NA,NA,NA,"1999","01","-41","-13",NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:53:00-03","NBC","NL-BOTANY","L.2739213","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Berol H",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2739213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2739213","NL-L2739213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 08:53:00-03","NBC","NL-BOTANY","U.1153762","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1965","12","08","Southern America","Brazil",NA,"Parana, Mun. Campo Mourao.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1153762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1153762","NL-U1153762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2021-03-31 13:36:30-03","MN","R","14821","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Brade, A. C.","Netto, L.S.M",NA,"1862",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:25:25-03","MN","R","205136","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia var.tomentosa","(Chodat & Hassl.) I.M. Johnst.","Brade, A. C.","Riedel, L.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-07 17:00:39-03","MN","R","193802","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Harvy, Y. B.","Harley, R.M. 25332; Hind, D.J.N.",NA,"1988","10","23",NA,"Brasil","Bahia",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"Rio de Contas",NA,NA,"49773","auto",NA,"1991",NA,"4158W","1332S",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:25:26-03","MN","R","6793","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia var.tomentosa","(Chodat & Hassl.) I.M. Johnst.",NA,"Brito, S.","83","1916","11",NA,NA,"Brasil","Minas Gerais",NA,"-47.9319000244141","-19.7483005523682",NA,NA,NA,NA,"Uberaba",NA,NA,"73879","auto","var.tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:36:30-03","MN","R","23005","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Johnston, H.","Löfgren, A.A.","289","1887","10","30",NA,"Brasil","São Paulo",NA,"-47.8199996948242","-23.6399993896484",NA,NA,NA,NA,"Sarapuhy",NA,NA,"19457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:27:07-03","UNICAMP","UEC","43126","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Borhidi","Ratter, JA; Leitão Filho, HF; Argent, GCG; Gibbs, PE; Macias, L; Semir, J","4865","1983","11","15",NA,"Brazil","São Paulo","Floresta de Angatuba.&nf;Instituto Florestal de SP.","-48.416667","-23.45",NA,"Woody herb to 30cm tall. Corollas white. Apparently heterostylous.; In low, weedy vegetation by the roadside.","UEC082298","UEC082298",NA,NA,NA,NA,NA,NA,NA,NA,"-48.416667","-23.45",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:27:07-03","UNICAMP","UEC","43127","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Ratter, JA; Argent, GCG; Gibbs, PE","4893","1983","11","17",NA,"Brazil","São Paulo","Floresta de Angatuba.&nf;Instituto Florestal de SP.","-48.416667","-23.45",NA,"Perennial herb, 25cm tall. Corollas white.&nf;Cytological voucher.; In campo cerrado.","UEC082295","UEC082295",NA,NA,NA,NA,NA,NA,NA,NA,"-48.416667","-23.45",NA,NA,NA,NA,NA,NA
"23","2014-10-14 15:56:26-03","BS","M","M-0185100","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in sylvis Catingas; Provinciae Bahiensis int.",NA,NA,NA,NA,"M0185100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"24","2014-10-14 15:56:26-03","BS","M","M-0185101","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in campis ad Contendas; Provinciae Min. Geraes",NA,NA,NA,NA,"M0185101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"25","2014-10-14 15:56:26-03","BS","M","M-0185102","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.",NA,"Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,"Legit in Brasilia.",NA,NA,NA,NA,"M0185102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"26","2020-12-21 16:18:50-03","MBM","MBM","21651","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Smith, L.B.","Hatschbach, G.; Pereira, E.; Pereira, E.","10349","1963","11","07","Southern America","Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM021651","MBM021651","Laranjeiras do Sul",NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:18:50-03","MBM","MBM","14804","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Hatschbach, G.","Hatschbach, G.","23632","1970","02","16","Southern America","Brazil","Mato Grosso","Entroncamento",NA,NA,NA,NA,"MBM014804","MBM014804","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:18:50-03","MBM","MBM","27282","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Hatschbach, G.","Hatschbach, G.","27282","1973","08","26","Southern America","Brazil","Mato Grosso","Jatobá",NA,NA,NA,NA,"MBM027282","MBM027282","Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:18:50-03","MBM","MBM","53488","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Kummrow, R.","Hatschbach, G.","s.n.","1975","11","20","Southern America","Brazil","Goiás","Anápolis, arredores","-48.9528007507324","-16.3267002105713",NA,NA,"MBM053488","MBM053488","Anápolis",NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:18:50-03","MBM","MBM","21650","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia","Cham.","Hatschbach, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13283","1965","12","08","Southern America","Brazil","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM021650","MBM021650","Campo Mourão",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:18:50-03","MBM","MBM","156458","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassl.) I.M. Johnst.","Forther, H.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55813","1991","11","06","Southern America","Brazil","Minas Gerais","Uberlândia, arredores","-48.2771987915039","-18.9186000823975",NA,NA,"MBM156458","MBM156458","Uberlândia",NA,NA,"58223","auto","tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:18:50-03","MBM","MBM","132833","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassl.) I.M. Johnst.","Forther, H.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53634","1989","11","18","Southern America","Brazil","Paraná","Rod. PR-11, próximo ao km 252","-49.4636001586914","-24.1128005981445",NA,NA,"MBM132833","MBM132833","Sengés",NA,NA,"55682","auto","tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:18:50-03","MBM","MBM","212680","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia tomentosa","(Chodat & Hassl.) I.M. Johnst.","Harvey, Y.B.","Harley, R.M.; et al.; et al.","25332","1988","10","23","Southern America","Brazil","Bahia","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,"MBM212680","MBM212680","Rio de Contas",NA,NA,"49773","auto","tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-25 04:13:12-03","MNHN","RECOLNAT_MNHN_P","P00634073","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Hasenstab","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia tropica",NA,NA,"hb","Donné par Mme Simard, (fille de A. Glaziou), en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634073' target='other'> <mi>dwc_moreinfo</mi></a>","P00634073","P00634073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-25 01:10:28-03","MNHN","RECOLNAT_MNHN_P","P00634074","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Hasenstab","Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia tropica",NA,NA,"hb","Donné par le Muséum Bot. de Berlin. 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634074' target='other'> <mi>dwc_moreinfo</mi></a>","P00634074","P00634074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-12-11 16:42:36-02","MNHN","RECOLNAT_MNHN_P","P03862764","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Hasenstab","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862764' target='other'> <mi>dwc_moreinfo</mi></a>","P03862764","P03862764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-12-11 16:42:36-02","MNHN","RECOLNAT_MNHN_P","P03862765","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Hasenstab","Gaudichaud",NA,"1833","1","1",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862765' target='other'> <mi>dwc_moreinfo</mi></a>","P03862765","P03862765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3096",NA,NA,NA
"38","2015-09-04 12:41:38-03","MNHN","RECOLNAT_MNHN_P","P03862766","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","Hasenstab","Irwin, H.S.",NA,"1965","11","19",NA,"Brasil","Goiás","Serra do Rio Preto. 25km E of Cabeceiras (ca 4km E of Goias-Minas Gerais border).","-47","-16","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862766' target='other'> <mi>dwc_moreinfo</mi></a>","P03862766","P03862766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10545",NA,NA,NA
"39","2020-12-11 11:34:08-03","UFMG","BHCB","48268","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:34:08-03","UFMG","BHCB","58178","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"Barreto, HLM","10155",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,"Pirapora",NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:34:08-03","UFMG","BHCB","98762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"Tameirão Neto, E","3968","2005","03","15","Southern America","Brasil","Minas Gerais","Fazenda Santa Rita - Metalsider.","-44.4308013916016","-18.7563991546631",NA,"Cerrado, arbustivo",NA,NA,"Curvelo",NA,NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:34:08-03","UFMG","BHCB","98926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","sessilifolia","Cordia sessilifolia",NA,NA,"Tameirão Neto, E","4132","2005","09","10","Southern America","Brasil","Minas Gerais","Fazenda Tamanduá - Plantar MG 15.","-42.8897018432617","-16.5594005584717",NA,"Cerrado, herbáceo",NA,NA,"Grão Mogol",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-06-27 08:43:00-03","MO","MOBOT","100347792","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1",NA,NA
"44","2011-02-15 16:17:00-02","MO","MOBOT","1284413","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","W.D. Stevens","Elsa M. Zardini|Isabelino Chaparro","Zardini 48621","1998","6","11","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokay. Cerrado forest and cerrado scrub.","-55.4791667","-23.9944444",NA,NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1143","2",NA,NA
"45","2011-02-15 16:34:00-02","MO","MOBOT","1308244","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"Elsa M. Zardini|Isabelino Chaparro","Zardini 49406","1998","10","31","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.","-55.4788889","-23.9941666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1159","2",NA,NA
"46","2015-12-04 06:38:00-02","MO","MOBOT","1373245","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","W.D. Stevens","W. D. Stevens|Nélida Soria|Isabel Basualdo","Stevens 26047","1994","10","13","South America","Paraguay","Amambay","Parque Nacional Cerro Corá, Cerro Muralla, cerrado entre camino y bosque.","-55.9833333","-22.65",NA,NA,NA,NA,NA,"180.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"826","2",NA,NA
"47","2015-05-07 07:12:00-03","MO","MOBOT","1410186","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","W.D. Stevens","Elsa M. Zardini|S. Ramírez B.","Zardini 51356","1999","9","24","South America","Paraguay","Canindeyú","Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Aguará-Ñú-Horqueta Mi. On red sandy soil.","-55.285","-24.1597222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1179","2",NA,NA
"48","2011-02-15 16:27:00-02","MO","MOBOT","1418729","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi","W.D. Stevens","Elsa M. Zardini|Pedro Báez","Zardini 52344","1999","11","10","South America","Paraguay","Amambay","National Park Cerro Corá. Cerrado scrub on white sand and on red sandy soil.","-56.3216667","-22.6641667",NA,NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1186","4",NA,NA
"49","2020-06-22 14:16:29-03","UNESP-IBILCE","SJRP","27393","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Varronia","sessilifolia","Varronia sessilifolia","(Cham.) Borhidi",NA,"M.L. Fonseca",NA,NA,NA,NA,"América do Sul","Brasil","Goiás","estrada de chão para Mimoso","-47.857778","-14.997222",NA,"Subarbusto heliófito 60 cm de altura, folhas discolores;",NA,NA,"Água Fria de Goiás",NA,NA,NA,NA,NA,NA,NA,"-47.857778","-14.997222","Magnoliopsida",NA,NA,NA,NA,NA
