"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","572324","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"O. Handro","1935","03","30","Brazil","São Paulo","Sao Paulo","Sao Paulo (Capital). Nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572324",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01096520","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","S. F. Smith",NA,NA,NA,"A. Brunetto","2004","08","31","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul. Campus da UCS","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096520",NA,NA,"95","South America","sheet",NA,"Magnoliophyta","Oxalidales","780","780",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","709236","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. J. E. Coode",NA,NA,NA,"C. Figueiredo","1993","12","09","Brazil","Acre","Xapuri","Reserva Chico Mendes. Seringal Floresta. Colocaçao Redençao.","-68.5042","-10.6519",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709236",NA,NA,"205","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02540887","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","J. Kuziel",NA,NA,NA,"B. M. Torke","2011","11","25","Brazil","Pará","Santarém","community of Meira (Marau?), about 7 km SSW of central Santarém on PA-370, then 0.75 km SE on the Rua São Cristóvão, then ca. 0.4 km S on the Tv. Turiano-Meira Road","-54.6958","-2.4781",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2772380' target='other'> <mi>dwc_moreinfo</mi></a>","NY02540887","NY02540887_01",NA,"1305","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","823071","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","J. G. Jardim",NA,NA,NA,"J. G. Jardim","2001","08","08","Brazil","Bahia","Jussari","Entrada 7.5 km da Rod. Jussari/Palmira. Faz. Teimoso 1.7 km da entrada, Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso.","-39.5311","-15.1544",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823071",NA,NA,"3725","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","572323","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"R. Reitz","1954","09","30","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves","-48.941177","-26.748537",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572323",NA,NA,"2156","South America","sheet",NA,"Magnoliophyta","Oxalidales","350","350",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","415214","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma hirsutissima","K.Schum.",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.","1841",NA,NA,"Brazil","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=179078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00415214","NY00415214_01","isolectotype","831","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,"hirsutissima",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02540881","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","J. Kuziel",NA,NA,NA,"B. M. Torke","2011","11","25","Brazil","Pará","Santarém","community of Meira (Marau?), about 7 km SSW of central Santarém on PA-370, then 0.75 km SE on the Rua São Cristóvão, then ca. 0.4 km S on the Tv. Turiano-Meira Road","-54.6958","-2.4781",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2772381' target='other'> <mi>dwc_moreinfo</mi></a>","NY02540881","NY02540881_01",NA,"1306","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1184231","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.",NA,NA,NA,NA,"S. de V. A. Pessôa","2006","09","27","Brazil","Rio de Janeiro","Silva Jardim","Fazenda Santa Helena, fragmento próximo a BR-101. FSH 683","-42.3478","-22.5258",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466879' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184231","NY01184231_01",NA,"1129","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","719843","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.",NA,NA,NA,NA,"G. Pelissari","2008","08","14","Brazil","São Paulo","Santo André","Parque Andreense, Rua Belga","-46.446608","-23.776656",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00719843","NY00719843_01",NA,"145","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","572320","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"R. Reitz","1958","01","14","Brazil","Santa Catarina","Corupá","Corupá, Jaraguá do Sul","-49.2431","-26.4256",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572320",NA,NA,"6189","South America","sheet",NA,"Magnoliophyta","Oxalidales","50","50",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01198621","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","P. Fiaschi",NA,NA,NA,"A. M. Amorim","2003","06","18","Brazil","Bahia","Jussari","RPPN Serra do Teimoso, Rod. Jussari-Palmira, entra ca. 7.5 km de Jussari, Faz. Teimoso","-39.5389","-15.1619",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1332326' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198621","NY01198621_01",NA,"3709","South America","sheet",NA,"Magnoliophyta","Oxalidales","641","641",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","572303","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. C. Dias",NA,NA,NA,"F. Paro","1987","03","22","Brazil","Paraná","Londrina","Londrina. Bosque I. Entrada do Bosque da rua Piauí","-51.1628","-23.3106",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572303",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","572319","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"O. Handro","1935","03","30","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,"Planta viva # 345 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572319",NA,NA,"32837","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","572312","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","S. F. Smith",NA,NA,NA,"M. Rossato","1987","10","09","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul","-51.173697","-29.165735",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572312",NA,NA,"3334","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","572302","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. C. Dias",NA,NA,NA,"O. C. Pavao","2000","11","01","Brazil","Paraná","Tamarana","Tamarana. Acampamento Agua Viva","-51.0969","-23.7233",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572302",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","572305","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","L. H. Soares-Silva",NA,NA,NA,"L. H. Soares-Silva","1989","06","23","Brazil","Paraná","Londrina","Floresta do Godoy, Londrina","-51.1628","-23.3106",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572305",NA,NA,"213","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","572311","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1986","09","12","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Campus da UCS","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572311",NA,NA,"2095","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","572321","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"R. Reitz","1953","09","15","Brazil","Paraná","Morretes","Estr. Curitiba-Paranaguá, S. Joao, Paraná","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572321",NA,NA,"5748","South America","sheet",NA,"Magnoliophyta","Oxalidales","250","250",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","572316","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. A. Nadruz Coelho",NA,NA,NA,"C. Farney","1985","11","27","Brazil","Rio de Janeiro","Rio de Janeiro","Matas de Encosta próximas ao Horto","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572316",NA,NA,"776","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","572308","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1988","10","26","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Chácara Eberle","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572308",NA,NA,"4732","South America","sheet",NA,"Magnoliophyta","Oxalidales","700","700",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00996306","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.",NA,NA,NA,NA,"J. A. Ratter","1980","09","20","Brazil","Tocantins","Pium","Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 km from Macaúba). Banks of Lago Rufino.","-50.5","-10.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996306",NA,NA,"R.4462","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","572306","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","S. F. Smith",NA,NA,NA,"A. Kegler","1999","12","01","Brazil","Rio Grande do Sul","Caxias do Sul",NA,"-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572306",NA,NA,"417","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","572314","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572314",NA,NA,"867","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1184235","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. A. Nadruz Coelho",NA,NA,NA,"T. L. Wendt","1986","09","16","Brazil","Rio de Janeiro","Santa Maria Madalena","Na base da Pedra da Agulha, margens do Rio Santa Clara.","-42.0081","-21.9553",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184235","NY01184235_01",NA,"28","South America","sheet",NA,"Magnoliophyta","Oxalidales","1050","1050",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","572301","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. J. E. Coode",NA,NA,NA,"J. L. Paixão","1998","07","20","Brazil","Bahia","Jussari","Rod. Jussari/Palmira, entrada ca. 7,5 km de Jussari. Faz. Teimoso-RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572301",NA,NA,"69","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","572318","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"O. Handro","1935","03","30","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,"Planta viva # 345 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572318",NA,NA,"32837","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","572307","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","S. F. Smith",NA,NA,NA,"F. Soares","1991","10","31","Brazil","Rio Grande do Sul","Caxias do Sul","UCS [Universidade de Caxias do Sul] - Horto Florestal","-51.1792","-29.1683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572307",NA,NA,"8211","South America","sheet",NA,"Magnoliophyta","Oxalidales","750","750",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","572326","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Ad montes Serra dos Orgaos","-43.073169","-22.496706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572326",NA,NA,"826","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","517649","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.",NA,NA,NA,NA,"A. M. Amorim","1993","09","14","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na picada paralela do Rio Maruim","-39.08","-15.15",NA,NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517649",NA,NA,"1354","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","572327","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","D. A. Castaneda",NA,NA,NA,"A. F. M. Glaziou","1889","12","10","Brazil","Rio de Janeiro","Macaé","Alto Macahé","-41.7867","-22.3708",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572327",NA,NA,"17468","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","634405","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","monosperma","Sloanea monosperma","Vell.","M. J. E. Coode",NA,NA,NA,"A. M. V. de Carvalho","1999","09","25","Brazil","Bahia","Jussari","Ca 7.5 km na estrada Jussari/Palmira. RPPN Serra do Teimoso","-39.4953","-15.1917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634405",NA,NA,"6822","South America","sheet",NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA
