"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-11-13 09:20:10-03","UFRJ","RFA","31288","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","M.A. Louzada; J.C.Gomes et al.","2002","00","00",NA,"Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,"Coletas da amostragem fitossociológica. Parcela P7; ind.: 59","RFA20494",NA,"C.M.Vieira","1",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA
"12","2020-01-20 14:40:35-03","UPM","MACK","2391","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell. & K.Schum.) A.Robyns","R. F. Almeida","2008","10","09",NA,"Brasil","SP","São Paulo","Parque Independência","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"R. F. Almeida","125",NA,NA,NA,NA,"2008","10","09","53584","auto",NA,NA,NA,NA,NA,NA
"13","2019-12-12 15:31:44-03","UFABC","HUFABC","001290","PreservedSpecimen","Plantae","Angiospermas",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell. & K.Schum.) A.Robyns","Garcia, RJF","2007","08","27",NA,"Brasil","São Paulo","Santos","Área da Santa Casa de Misericórdia, mata de encos","-46.3300018310547","-23.9599990844727",NA,"Doação do herbário municipal (Pq do Ibirapuera).; árvore, 16 m alt., casca fissurada, folhas novas.","HUFABC001290",NA,"M.B.","3074",NA,NA,NA,NA,"2007","12",NA,"26836","auto",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:12:50-03","ESALQ","ESA","68784","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Oliveira, A.A.; Gandolfi, S.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","22",NA,"Brasil","São Paulo","São Sebastião","Praia Barra do Una/Boracéia, estrada de acesso da Fazenda Águas do Bento. Interior de Floresta de Restinga","-454.601","-234.354",NA,"Árvore com 15 m, frutos castanhos, beira de rio.","ESA068784","ESA068784","Gandolfi, S. & Tamashiro, J.Y.","3650.0","30","30","-454,601","-234,354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 10:56:03-03","ESALQ","ESA","134448","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A. Robyns",NA,"2013","06","24",NA,NA,NA,NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 20293. Altura: 8m","ESA134448",NA,"Lima, R.A.F.","889.0",NA,NA,"23.38.25",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:50-03","ESALQ","ESA","68346","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Oliveira, A.A.; Baptista, V.R.; Forster, W.; Ferreira, L.; Cielo Filho, R.; Zidko, A.; Mendonça, C.G.","2000","04","23",NA,"Brasil","São Paulo","São Sebastião","Praia da Baleia. R. Olavo Pazzanesi, 100 m da antiga Rio-Santos, remanescente margeando loteamentos. Interior de Floresta de Restinga - Caixetal, com perturbação.","-453.954","-234.627",NA,"Árvore ca. 5 m alt.; flores em botões creme, cálice com base verde e ápice marrom, flor velha com ausência de pétalas.","ESA068346","ESA068346","S.C. Souza IV/2000","3666.0","10","10","-453,954","-234,627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:12:50-03","ESALQ","ESA","66350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla",NA,"Souza, V.C. et al.","2000","07","13",NA,"Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,"ESA066350","ESA066350",NA,"23807.0",NA,NA,NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:12:50-03","ESALQ","ESA","11294","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) Robyns","Souza, V.C.","1989","01","31",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA011294",NA,"Carvalho Sobrinho, J.G.","513.0",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:12:50-03","ESALQ","ESA","114769","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla",NA,"Campos, M.C.R.","2006","05","08",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA114769","ESA114769",NA,"541.0",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:12:50-03","ESALQ","ESA","2468","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla",NA,"Souza, H.","1969","04","10",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA002468","ESA002468","Leitão Filho, H.F.",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:12:50-03","ESALQ","ESA","129127","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla",NA,"Colletta, G.D.","2014","05","15",NA,"Brasil","São Paulo","Nova Odessa","Plantarum","-47.2900009155273","-22.7700004577637",NA,"Árvore","ESA129127",NA,"Colletta, G.D. et al.","1543.0",NA,NA,NA,NA,"2014",NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:26:49-03","UNICAMP","UEC","127217","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Salis, SM; et al.","1995","05","05",NA,"Brazil","Mato Grosso do Sul","Lambari",NA,NA,NA,NA,"Árvore 5m alt.; Mata ombrófila aberta, areia quartzosa, solo encharcado, relevo plano, mata com muito açaí.","UEC029092","UEC029092","Ferreira, CDM","883",NA,NA,NA,NA,"2018","03","05",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:08:21-03","UNICAMP","UEC","147780","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Campos, MCR; Belinello, R","2006","07","17",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E1206, altura 11m",NA,NA,"Campos, MCR","903",NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:26:49-03","UNICAMP","UEC","169965","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Rochelle, ALC",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667",NA,"Indivíduo J956 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041751","UEC041751","Rochelle, ALC","J956","450","450","-45.084167","-23.366667","2007","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:26:49-03","UNICAMP","UEC","86616","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Kurtz, BC","1989","08","03",NA,"Brazil","Rio de Janeiro","Parati","Apa - cairuçu, Parati - Mirim, estrada para praia de Parati-Mirim.&nf;23º 10'/ 23º 23'S ; 44º 30'/ 44º 51' W.","-44.7131004333496","-23.2178001403809",NA,"Árvore com 12m de altura, folha verdes discolores; frutos verdes-ferrugíneos; paina alvo-ferrugínea.","UEC099090","UEC099090","Duarte, MC","74",NA,NA,NA,NA,"2010","08",NA,"34470","auto",NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:08:21-03","UNICAMP","UEC","88159","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Souza, H","1969","04","10",NA,"Brazil","São Paulo","Campinas","IAC - 20646","-47.060001373291","-22.8999996185303",NA,NA,"UEC029141","UEC029141",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:26:49-03","UNICAMP","UEC","86541","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Sazima, M; Sazima, I","1995","06","22",NA,"Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial.","-45.4099998474121","-23.6200008392334",NA,"Árvore 20 -30m altura.&nf;Flores com pétalas branco - amareladas.&nf;Cálice marrom.","UEC029145","UEC029145","Duarte, MC","33719",NA,NA,NA,NA,"2006","05",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:26:49-03","UNICAMP","UEC","86523","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Sazima, M; Sazima, I","1995","06","22",NA,"Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial.","-45.4099998474121","-23.6200008392334",NA,"Árvore 20 -30m altura.&nf;Flores com pétalas branco - amareladas.&nf;Cálice marrom.","UEC099092","UEC099092","Duarte, MC","33719",NA,NA,NA,NA,"2006","05",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:26:49-03","UNICAMP","UEC","166917","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Stefani, EJF; Belinello, R; Galvão, J","2010","06","02",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.&nf;50 - 90msm.&nf;23.3725s 45.3080w .","-45.4099998474121","-23.6200008392334",NA,"Árvore com 6m.; Mata Atlântica.","UEC005714","UEC005714","Stefani, EJF","149",NA,NA,NA,NA,"2010","12",NA,"30093","auto",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:26:49-03","UNICAMP","UEC","38137","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Figueiredo, N; Oliveira, U; Kawasaki, CS","1983","07","20",NA,"Brazil","São Paulo","Iguape","Estação Ecológica de Juréia.","-47.5499992370605","-24.7000007629395",NA,"Árvore com 6m, folhas difitada, botão pêsego.; Beira do rio.","UEC029143","UEC029143",NA,"14765",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:26:49-03","UNICAMP","UEC","51209","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Fischer, EA; Jimenez, FA","1989","05","21",NA,"Brazil","São Paulo","Iguape","Juréia","-47.5499992370605","-24.7000007629395",NA,"Árvore grande poste com folha e flores.","UEC099096","UEC099096","Duarte, MC","21610",NA,NA,NA,NA,"2006","05",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:26:49-03","UNICAMP","UEC","51208","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Fischer, EA; Jimenez, FA","1989","05","21",NA,"Brazil","São Paulo","Iguape","Juréia","-47.5499992370605","-24.7000007629395",NA,"Árvore de grande porte com flores e folhas.","UEC029147","UEC029147","Duarte, MC","21609",NA,NA,NA,NA,"2006","05",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:26:49-03","UNICAMP","UEC","167030","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Stefani, EJF; Belinello, R; Galvão, J","2011","06","29",NA,"Brazil","São Paulo","Paraíbuna","Parque Estadual da Serra do Mar.&nf;800 - 900 msm, 23.3520s 45.3205w.","-45.6599998474121","-23.3799991607666",NA,"Árvore com 12m.; Mata atlântica.","UEC059346","UEC059346","Stefani, EJF","245",NA,NA,NA,NA,"2011","10",NA,"30824","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:26:49-03","UNICAMP","UEC","112507","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Souza, VC","1989","01","31",NA,"Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia.&nf;Praia do Arpoador.","-46.9900016784668","-24.3199996948242",NA,"Árvore, 6m alt; cálice carmim, pétalas creme; filetes róseos; anteras amarelas.; Beira de afloramento rochoso.","UEC029146","UEC029146","Duarte, MC","513",NA,NA,NA,NA,"2006","09",NA,"21922","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:26:49-03","UNICAMP","UEC","116179","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Oliveira, AA; et al.","2000","04","23",NA,"Brazil","São Paulo","São Sebastião","Praia da Baleia, 100m da antiga Rio-Santos, remanescente margeando loteamentos.&nf;10 msm.&nf;23º 46' 27,7''S 45º 39' 54,3''W.","-45.4099998474121","-23.7600002288818",NA,"Árvore ca. 5m alt., flores em botões creme, cálice com base verde e ápice marrom, flor velha com ausência de pétalas.&nf;interior da mata.; Floresta de Restinga - Caixetal, com perfuração.","UEC029148","UEC029148","Duarte, MC","3666",NA,NA,NA,NA,"2006","05",NA,"41977","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:26:49-03","UNICAMP","UEC","116180","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Oliveira, AA; et al.","2000","04","22",NA,"Brazil","São Paulo","São Sebastião","Praia da Barra do Una/ Boracéia, estrada de acesso da Fazenda águas do Bento.&nf;30msm, 23º 43' 54,2S; 45º 46' 01,2w.","-45.4099998474121","-23.7600002288818",NA,"árvore com 15m, frutos amarronzados, beira de rio.&nf;Interior da Mata.; Floresta de Restinga.","UEC029144","UEC029144","Tamashiro, JY; Gandolfi, S","3650",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:26:49-03","UNICAMP","UEC","939","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Silva, AF","1978","10","23",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico de Campinas.","-45.0699996948242","-23.4300003051758",NA,"Árvore com 30m de altura, em flor pétalas brancas imbiruçu.","UEC099094","UEC099094","Duarte, MC","10131",NA,NA,NA,NA,"2006","05",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:26:49-03","UNICAMP","UEC","169965","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Rochelle, ALC",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral.&nf;450 msm, 23.2160s 45.0503w.","-45.0699996948242","-23.4300003051758",NA,"Indivíduo J956 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.; Floresta Ombrófila Densa Submontana.","UEC041751","UEC041751","Rochelle, ALC","956",NA,NA,NA,NA,"2006","03",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:26:49-03","UNICAMP","UEC","66159","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Pedroni, F; et al.","1993","05","21",NA,"Brazil","São Paulo","Ubatuba","Núcleo Pinciguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,"Árvore de 35m de altura, material vegetativo.","UEC099093","UEC099093",NA,"30451",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:26:49-03","UNICAMP","UEC","82196","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Leitão Filho, HF; et al.","1996","02","02",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,"Árvore com metros de altura, floração branca.","UEC099091","UEC099091","Duarte, MC","34783",NA,NA,NA,NA,"2006","05",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:26:49-03","UNICAMP","UEC","073385","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Assis, AM; Rampin, VT","1995","05","16",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,"Árvore sobre costão rochoso - ca. 8m; botões verdes, flores com anteras douradas; flores secas; estiletes brancos.","UEC099089","UEC099089","Duarte, MC","543",NA,NA,NA,NA,"2006","05",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:26:49-03","UNICAMP","UEC","174452","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","09","10",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, 23º 18' 40''S, 44º48' 44''W.","-45.0699996948242","-23.4300003051758",NA,"Árvore 134 com 6m de altura, vegetativo.; Mata Atlântica de Enconta, Morro do Corisco, altitude 300m.","UEC026068","UEC026068","Sanchez, M","1816",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:26:49-03","UNICAMP","UEC","89827","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Damasceno Junior, GA; et al.","1993","11","16",NA,"Brazil","São Paulo","Ubatuba","Praia de Maranduba.","-45.0699996948242","-23.4300003051758",NA,"Árvore com 2,0m, flores creme.","UEC099095","UEC099095",NA,"29301",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:26:49-03","UNICAMP","UEC","90983","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Hanazaki, N","1995","03","23",NA,"Brazil","São Paulo","Ubatuba","Praia do Camburí.","-45.0699996948242","-23.4300003051758",NA,"Mata alterada.","UEC029142","UEC029142","Duarte, MC","33781",NA,NA,NA,NA,"2006","09",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"45","2020-09-10 15:32:59-03","UFES","VIES","14864","S","Plantae",NA,NA,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","(Vell.) A.Robyns","Assis, A.M.; Zambom, O. & Almeida, R.","1998","01","17",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014864","VIES014864","Assis, A.M.; Ferreira, C.D.M.","356",NA,NA,NA,NA,"2016","09","27","28401","auto",NA,NA,NA,NA,NA,NA
