"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","eventTime","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount"
"31","2015-09-04 15:36:54-03","MNHN","RECOLNAT_MNHN_P","P04490021","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Glaziou, A.",NA,"1882","12","22",NA,"Brasil","Rio de Janeiro",NA,"Morro da Carangola, au Retiro, près de Petrópolis.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04490021' target='other'> <mi>dwc_moreinfo</mi></a>","P04490021","P04490021_01",NA,NA,NA,NA,NA,NA,NA,NA,"14044",NA,NA,NA
"32","2016-03-09 18:11:28-03","MNHN","RECOLNAT_MNHN_P","P04490022","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Glaziou, A.",NA,"1882","12","22",NA,"Brasil","Rio de Janeiro",NA,"Morro da Carangola au Retiro prés a Petropolis.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04490022' target='other'> <mi>dwc_moreinfo</mi></a>","P04490022","P04490022_01",NA,NA,NA,NA,NA,NA,NA,NA,"14044",NA,NA,NA
"33","2015-09-04 15:36:54-03","MNHN","RECOLNAT_MNHN_P","P04490020","PreservedSpecimen",NA,NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Schwacke",NA,"1896","8","2",NA,"Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04490020' target='other'> <mi>dwc_moreinfo</mi></a>","P04490020","P04490020_01","30417","auto",NA,NA,NA,NA,NA,NA,"12384",NA,NA,NA
"34","2020-12-11 11:40:29-03","UFMG","BHCB","142129","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly",NA,"Oliveira, CT","223","2008","11","02","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico Conceição","-43.526944","-20.093333","1800","1800",NA,"arbusto de 1,5 m, frutos imaturos verdes, caule coberto por tricomas ferrugineos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.526944","-20.093333",NA
"35","2020-12-11 11:40:29-03","UFMG","BHCB","153534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly",NA,"Pena, FSR","s.n.","2011","02","23","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Mina do Sapo","-43.433056","-18.904444","1500","1500",NA,"Campo Rupestre Laterítico; Capão de Canga.","BHCB055766",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,"-43.433056","-18.904444",NA
"36","2020-12-11 11:40:29-03","UFMG","BHCB","188729","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly",NA,"Paiva, JAM; Souza, JAM; Silva, E","1458","2017","08","03","Southern America","Brasil","Minas Gerais","Ouro Preto","RPPN Horto Alegria","-43.57","-20.228333","1831","1831",NA,"Arbusto. Terrestre. Flores creme.; Campo Rupestre Quartzítico","BHCB188729",NA,NA,NA,"2018","08","02",NA,NA,NA,NA,"-43.57","-20.228333",NA
"37","2020-12-11 11:40:29-03","UFMG","BHCB","63652","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly",NA,"Krieger, L","s.n.","1970","05","13","Southern America","Brasil","Minas Gerais",NA,"Serra de Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:40:29-03","UFMG","BHCB","71880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly",NA,"Badini, J","2957",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:40:29-03","UFMG","BHCB","71879","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly",NA,"Magalhães, GM","1980",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-01-19 14:40:00-02","MO","MOBOT","100771699","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Auguste F.M. Glaziou","Glaziou 14044","1883",NA,NA,"South America","Brazil","Rio de Janeiro","Petrópolis","Petrópolis am Morro Carangola","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2012-01-12 11:40:00-02","MO","MOBOT","100424626","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Edith Briceño|R. Rivera","Briceño Huayta 348","2010","10","29","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Parque Nacional Yanachaga Chemillén. Abra Esperanza.","-75.3494444","-10.5338889","2790.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"8"
"42","2015-01-19 14:33:00-02","MO","MOBOT","100771698","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Magalhães Gomes, Carlos Thomaz","Magalhães Gomes 1273",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Serra de Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","3652043","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"R. B. Foster, B. d'Achille & A. Brack","10562","1985","7","3","South America - Neotropics","Peru","Pasco",NA,"Dpto. Pasco. Prov. Oxapampa: Distr. Huancabamba; Misericordia trail, Lanturachi-Sta. Barbara.","-75.67","-10.33","2300","3300",NA,NA,"US03116702","US03116702_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"44","2019-11-13 11:29:29-03","USP","SPF","126933","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly","Freitas, MF","Giulietti, AM","CFSC5629","1979","08","15",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00126933",NA,"26557","auto","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-07 09:12:48-03","UEFS","HUEFS","112513","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly","L.P.de Queiroz & D.Cardoso","Conceição, A.A.","1818","2006","09","09",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina. Serra do Esbarrancado.","-41.5","-12.75","1100","1100",NA,NA,"HUEFS0112513","HUEFS0112513",NA,NA,"2008","09",NA,"Asteranae",NA,NA,NA,"41W30'","12S45'",NA
"46","2019-10-07 09:12:48-03","UEFS","HUEFS","94528","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","congesta","Myrsine congesta","(Sw.) Pipoly","D.Cardoso","Conceição, A.A.","1266","2005","04","16",NA,"Brasil","Bahia","Mucugê","Serra do Esbarrancado. Parque Nacional da Chapada Diamantina.","-41.509167","-12.730833","1500","1500",NA,"Gerais com afloramento.","HUEFS0094528","HUEFS0094528",NA,NA,"2008","06",NA,"Asteranae",NA,NA,NA,"41W30'33''","12S43'51''",NA
"47","2015-03-13 19:02:09-03","F","FMNH-SEEDPLANTS","V0260648F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Myrsine","congesta","Myrsine congesta",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0260648F","V0260648F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"48","2019-09-04 18:24:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Rapanea","congesta","Rapanea congesta",NA,NA,"Gomes","1273",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Syntype",NA,NA,NA,NA,NA
"49","2019-09-04 19:30:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Rapanea","congesta","Rapanea congesta",NA,NA,"A. Glaziou","14044",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA
"50","2020-04-29 16:30:20-03","UFVJM","HDJF","2267","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly","Mota, RC","Pena, FSR","CMD46","2011","02","23","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Mina do Sapo","-43.433056","-18.904444",NA,NA,NA,NA,"HDJF002267","HDJF002267_01",NA,NA,"2011",NA,NA,NA,NA,NA,NA,"-43.433056","-18.904444",NA
"51","2019-04-11 14:22:19-03","IAC","IAC","32371","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Rapanea","congesta","Rapanea congesta","Schwacke","L.C. Bernacci","G.F. Árbocz","1672","1995","08","02",NA,"Brasil","Minas Gerais",NA,"Parque Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","01","06",NA,NA,NA,NA,NA,NA,NA
"52","2021-02-23 13:22:50-03","MN","R-TIPOS","11652","PreservedSpecimen","Plantae",NA,NA,"Myrsinaceae","Rapanea","congesta","Rapanea congesta","Schwacke ex Mez",NA,"Glaziou, A.F.M.","14044","1882","12","22",NA,"Brasil","Rio de Janeiro","Petrópolis","Morro da Carangola","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R000011652","R000011652_001","36524","auto",NA,NA,NA,NA,"Isosyntypus",NA,NA,NA,NA,NA
"53","2020-11-19 09:29:57-03","IBt","SP","360961","S","Plantae",NA,NA,"Primulaceae","Myrsine","congesta","Myrsine congesta","(Schwacke ex Mez) Pipoly",NA,"Krieger, L","CESJ8643","1970","05","13",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
