"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","individualCount"
"11","2019-02-15 11:48:00-02","IPA","IPA","10927","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Sarmento, A.","Andrade-Lima","1956","01","26","Brasil","Bahia","Castro Alves","Peq. brejo á beira da estrada.","-39.4282989501953","-12.7656002044678",NA,NA,"IPA0010927",NA,"Plantae",NA,NA,"56-2501","Southern America",NA,"Flores alva-creme. Bainha com aerênquima. Raízes com cheiro de cumarina.","1959","03","13","26883","auto",NA,NA,NA,NA
"12","2019-11-19 14:08:51-03","UFRPE","PEUFR","3023","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","E.C. Tenório","E.C. Tenório","1969","09","20","Brasil","Pernambuco","Águas Belas",NA,"-37.1231002807617","-9.11139011383057",NA,NA,"PEUFR003023",NA,NA,NA,NA,"1153",NA,NA,"Erva; solos saturados de umidade","1971",NA,NA,"36545","auto",NA,NA,NA,NA
"13","2019-11-19 14:08:51-03","UFRPE","PEUFR","2882","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","E.C. Tenório","E.C. Tenório","1969","08","29","Brasil","Pernambuco","Águas Belas","Arredores da cidade","-37.1231002807617","-9.11139011383057",NA,NA,"PEUFR002882",NA,NA,NA,NA,"959",NA,NA,NA,"1971",NA,NA,"36545","auto",NA,NA,NA,NA
"14","2019-11-19 14:08:51-03","UFRPE","PEUFR","2965","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","E.C. Tenório","E.C. Tenório","1969","09","13","Brasil","Pernambuco","Águas Belas","Estrada Buíque-Águas Belas","-37.1231002807617","-9.11139011383057",NA,NA,"PEUFR002965",NA,NA,NA,NA,"1072",NA,NA,NA,"1971",NA,NA,"36545","auto",NA,NA,NA,NA
"15","2019-11-19 14:08:51-03","UFRPE","PEUFR","2847","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","E.C. Tenório","E.C. Tenório","1969","08","21","Brasil","Pernambuco","Cachoeirinha",NA,"-36.2331008911133","-8.48639011383057",NA,NA,"PEUFR002847",NA,NA,NA,NA,"870",NA,NA,"Planta paludosa com forte cheiro de cumarina","1971",NA,NA,"17712","auto",NA,NA,NA,NA
"16","2019-11-19 14:08:51-03","UFRPE","PEUFR","3002","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","E.C. Tenório","E.C. Tenório","1969","09","18","Brasil","Pernambuco","Tacaimbó",NA,"-36.2933006286621","-8.3161096572876",NA,NA,"PEUFR003002",NA,NA,NA,NA,"1082",NA,NA,NA,"1971",NA,NA,"17779","auto",NA,NA,NA,NA
"17","2020-12-14 16:14:33-03","UFC","EAC","36986","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Oliveira, R.C.","Luetzelburg, P.","1934","11","14","Brasil",NA,NA,NA,NA,NA,NA,NA,"EAC0036986",NA,"Monocotyledon",NA,NA,"26544","Southern America",NA,NA,"2011","07","28",NA,NA,NA,NA,NA,NA
"18","2020-12-14 16:14:33-03","UFC","EAC","47604","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","2010","05","18","Brasil","Ceará","Iguatu","Substrato limoso","-39.201667","-6.376611","-39.201667","-6.376611","EAC0047604","EAC0047604","Monocotyledon",NA,NA,"564","Southern America",NA,"Macrófita Aquática; Lêntico/Caatinga","2011","02",NA,NA,NA,NA,NA,NA,NA
"19","2015-05-20 10:36:36-03","UFERSA","MOSS","14353","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Oliveira, R.C.; Ferreira, C.G.T.","Oliveira, R.C.","2007","04","21","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.3972","-6.66556",NA,NA,NA,NA,NA,NA,NA,"1900","América do Sul",NA,"erva aquátca; coletada em lago perene, formado entre rochas; rara.","2008","03","19","25572","auto","242","242",NA,NA
"20","2015-05-20 10:36:36-03","UFERSA","MOSS","9106","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Oliveira, R.C.; Ferreira, C.G.T.","Ferreira, C.G.T.","2007","04","21","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.439722","-6.706389","37W26'23","6S42'23",NA,NA,NA,NA,NA,"30","América do Sul",NA,"erva aguática; coletada no lago prene, formando entre rochas, no Lajedo dos Tanques; rara.","2008","03","19",NA,NA,"242","242",NA,NA
"21","2015-05-20 10:36:36-03","UFERSA","MOSS","8925","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Oliveira, R.C.; Ferreira, C.G.T.","Ferreira, C.G.T.","2006","06","24","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.2675","-6.575","37W16'03","6S34'30",NA,NA,NA,NA,NA,"226","América do Sul",NA,"erva cespitosa, aguática; coletada dentro do tanque no Lajedo dos Tanques; solo pedregoso; frequente.","2008","03","19",NA,NA,"238","238",NA,NA
"22","2020-09-12 05:00:02-03","US","US","80337","PreservedSpecimen","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"G. H. von Langsdorff",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"US01165217","US01165217_01",NA,"Cyperales","Type collection","s.n.","South America - Neotropics",NA,"Fragmentary material of type specimen ex herb Trin.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"23","2020-09-12 05:00:02-03","US","US","100422","PreservedSpecimen","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"US01165218","US01165218_01",NA,"Cyperales",NA,"215","South America - Neotropics",NA,"Fragmentary material of specimen ex herb. Kew; apparently not type material, but mounted on same sheet with possible type of Caryochloa brasiliensis Trin. (fragmentary, ex herb. Trin., USNH 979281).",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"24","2020-09-12 05:00:02-03","US","US","979281","PreservedSpecimen","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"G. H. von Langsdorff",NA,NA,NA,"Brazil",NA,NA,"Pr. [prope] Mandiocan.",NA,NA,NA,NA,"US01165218","US01165218_01",NA,"Cyperales","Possible type","s.n.","South America - Neotropics",NA,"Fragmentary material of (possible) type specimen ex herb. Trin.; mounted on same sheet with fragmentary material (ex herb. Kew) of non-type specimen, Riedel 215 (USNH 100422).",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"25","2019-10-07 09:22:05-03","UEFS","HUEFS","41777","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.",NA,"Langsdorff",NA,NA,NA,"Brasil","Bahia",NA,"[Bahia or Piaui]",NA,NA,NA,NA,"HUEFS0041777",NA,"Angiospermae","Poales","Isótipo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"26","2019-10-07 09:22:05-03","UEFS","HUEFS","42334","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","S.Renvoize","Martius, K.F.P.von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"HUEFS0042334",NA,"Angiospermae","Poales",NA,"183",NA,NA,NA,"1999","07",NA,NA,NA,NA,NA,"Lilianae",NA
"27","2020-11-12 17:02:36-03","UEL","FUEL","24748","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Swallen","Longhi-Wagner, HM","Martins, EMP","1966","06","10","Brasil","São Paulo","São José do Rio Preto","Córrego Felicidade, Estrada São Paulo, Estrada São Paulo","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"Tracheophyta","Poales",NA,"33",NA,NA,NA,"2003","10","17","20305","auto",NA,NA,NA,NA
"28","2020-08-20 20:41:30-03","UFSC","FLOR","24161","PreservedSpecimen","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Smith, L.B.","Klein, R.M.; Bresolin, A.","1971","11","18","Brasil","Santa Catarina","Governador Celso Ramos","Vagem do Macário.","-48.5592002868652","-27.3146991729736",NA,NA,"FLOR0024161",NA,NA,"Poales",NA,"9963",NA,NA,"Forma asssociações no regato","1981",NA,NA,"13751","auto","5","5",NA,NA
"29","2017-09-11 17:12:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"Bongard, AH",NA,NA,NA,"Brazil",NA,NA,"e Brasilia missa, nascendi loco accuratius non indicato",NA,NA,NA,NA,NA,"P02P2N0004",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:12:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"Bongard, AH",NA,NA,NA,"Brazil",NA,NA,"Brasilia missa, nascendi loco accuratius non indicato.",NA,NA,NA,NA,NA,"P02P2N0004",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-09-11 17:12:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"Bongard, AH",NA,NA,NA,"Brazil",NA,NA,"e Brasilia missa, nascendi loco accuratius non indicato",NA,NA,NA,NA,NA,"P02P2N0004",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:12:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"Riedel, L",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In paludosis prope Mandioca, prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P02P2N0004",NA,NA,NA,"Hrb. Petros.n.","Southern America",NA,"Februario et Martio flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:12:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Caryochloa","brasiliensis","Caryochloa brasiliensis","Trin.",NA,"Riedel, L",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In paludosis prope Mandioca, prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P02P2N0004",NA,NA,NA,"Hrb. Petros.n.","Southern America",NA,"Februario et Martio flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:15:53-03","IBt","SP","36003","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Swallen","Sendulsky, T","Swallen, JR","1934","04",NA,"Brasil","Piauí",NA,"Fazenda Nacional to Picos.",NA,NA,NA,NA,"SP034327","SP034327",NA,NA,NA,"4215",NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:15:53-03","IBt","SP","36002","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Swallen","Sendulsky, T","Swallen, JR","1934","04",NA,"Brasil","Ceará","Iguatú",NA,"-39.2985992431641","-6.35943984985352",NA,NA,"SP034326","SP034326",NA,NA,NA,"4407",NA,NA,NA,"1981",NA,NA,"29001","auto",NA,NA,NA,NA
"36","2019-11-21 10:15:53-03","IBt","SP","36004","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Swallen","Sendulsky, T","Swallen, JR","1934","04","08","Brasil","Piauí","Picos",NA,"-41.4668998718262","-7.07694005966187",NA,NA,"SP034328","SP034328",NA,NA,NA,"4222",NA,NA,NA,"1981",NA,NA,"31259","auto",NA,NA,NA,NA
"37","2019-11-21 10:15:53-03","IBt","SP","31122","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Swallen","Longhi Wagner, HM","Brade, AC","1917","04",NA,"Brasil","São Paulo","Iguape","Rio Peroupava.","-47.5499992370605","-24.7000007629395",NA,NA,"SP034329","SP034329",NA,NA,NA,"7863",NA,NA,NA,"1999","07","30","55628","auto",NA,NA,NA,NA
"38","2014-09-23 10:59:13-03","G","G","G00017985","S","Plantae","Poaceae","Luziola","brasiliensis","Luziola brasiliensis","(Trin.) Pilg.","Martínez-y-Pérez, J. L.","Riedel, L.",NA,NA,NA,"Brazil",NA,NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556","G00017985",NA,NA,NA,NA,"956","AMERIQUE DU SUD",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","2005","01","01",NA,NA,NA,NA,NA,NA
