"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","class","individualCount","previousCatalogNumber"
"11","2019-11-06 09:56:29-03","UFOP","OUPR","8802","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R.","Schwacke, C.A.W.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"2003","01",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"12","2015-09-04 21:05:27-03","MNHN","RECOLNAT_MNHN_P","P05317328","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Glaziou, A.",NA,"1892","4","11",NA,"Brasil","Minas Gerais",NA,"Brésil. Perpetua à Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa file, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317328' target='other'> <mi>dwc_moreinfo</mi></a>","P05317328","P05317328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-10-26 04:28:01-02","MNHN","RECOLNAT_MNHN_P","P02297799","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero","Glaziou, A.",NA,"1884","2","9",NA,"Brésil",NA,NA,"Minas. Pico d'Itacoluny",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297799' target='other'> <mi>dwc_moreinfo</mi></a>","P02297799","P02297799_01",NA,NA,NA,NA,NA,NA,NA,NA,"type","14731",NA,NA,NA
"14","2015-10-26 04:28:38-02","MNHN","RECOLNAT_MNHN_P","P02297800","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero","Glaziou, A.",NA,"1884","2","9",NA,"Brésil",NA,NA,"Minas. Pico d'Itacoluny",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297800' target='other'> <mi>dwc_moreinfo</mi></a>","P02297800","P02297800_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","14731",NA,NA,NA
"15","2015-10-26 04:29:22-02","MNHN","RECOLNAT_MNHN_P","P02297801","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero","Glaziou, A.",NA,"1884","2","9",NA,"Brésil",NA,NA,"Minas. Pico d'Itacoluny",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297801' target='other'> <mi>dwc_moreinfo</mi></a>","P02297801","P02297801_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","14731",NA,NA,NA
"16","2015-09-04 21:05:27-03","MNHN","RECOLNAT_MNHN_P","P05317327","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Glaziou, A.",NA,"1892","4","11",NA,"Brasil","Minas Gerais",NA,"Brésil. Perpetua, à Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317327' target='other'> <mi>dwc_moreinfo</mi></a>","P05317327","P05317327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19123 a",NA,NA,NA
"17","2020-12-11 11:38:32-03","UFMG","BHCB","142356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Oliveira, CT; Giacomin, LL; Viveros, RS","457","2009","04","25","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Sol","-43.448611","-20.111944","1918",NA,"arbusto de 1,0 m, flores rosas, estames amarelos.",NA,NA,NA,NA,"-43.448611","-20.111944","1918",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:38:32-03","UFMG","BHCB","42311","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Mello-Silva, R de; R.; Kawasaki, ML; Rapini, A","1382","1997","05","26","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça. Pico do Inficionado.","-43.45","-20","1900",NA,"Arbusto 50 cm. Alt., com copa globosa e fechada. Grande florada nos penhascos. Pétalas lilases. Metade dos estames com anteras castanho escuro e conectivo lilás com ápice amarelo. A outra metade com anteras amarelas e conectivo amarelo. Filetes lilas",NA,NA,NA,NA,"-43.45","-20","2060",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:38:32-03","UFMG","BHCB","73216","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Glaziou, AFM","14731","1884","02","09","Southern America","Brasil","Itacolomy",NA,NA,NA,NA,NA,NA,"Frutescente. Flor rosa.","BHCB000301","BHCB000301",NA,NA,NA,NA,NA,NA,NA,NA,"Syntypus",NA,NA,NA,NA
"20","2020-12-11 11:38:32-03","UFMG","BHCB","52794","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Vasconcelos, MF de","s.n.","2000","04","14","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"Pico do Inficionado. Campo rupestre. Altitude: 2040 m. Arbustivo. Corola rosa.",NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA
"21","2021-02-11 17:20:13-03","UFPR","UPCB","88309","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Versiane, A.F.A","Meyer, F.S. | Escobar, N.A.G.","1487","2013","02","04",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.474545","-20.428858",NA,NA,"Arbusto encontrado no cume do Itacolomi, apenas em locais mais úmidos sob os blocos de rochas. Flores com pétalas roxas..","UPCB0031915","UPCB0031915","2016","06","-43.474545","-20.428858",NA,"07",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:20:13-03","UFPR","UPCB","71725","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Rolim, T.","Michelangeli, F.A.","1572","2011","02","03",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi; rocks inmediately below peak. Growing on shady areas on rock ledges.","-43.795833",NA,"1730",NA,"Subfrutex 40cm, petals pink-fuchsia; filaments fuchsia, large stamens, yellow appendages, pedoconnective fuchsia and anthers crimson at the base and white at the apex, small stamens with pedoconnective white, thecae and appendages ye","UPCB0019429","UPCB0019429","2011","02","-43.795833",NA,"1730",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:20:13-03","UFPR","UPCB","91026","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Rolim, T.P. & Romero, R.","Rolim, T.P. et al.","281","2010","02","24",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi- PEI, Pico do Itacolomi",NA,NA,NA,NA,"Campo rupestre. Subarbusto ca. 0,5m. Somente frutos marrom..","UPCB0033426","UPCB0033426","2010","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1185346","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn. in Mart.","Romero, R.","A. F. M. Glaziou","14731","1884","2","9","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Pico d'Itacolumy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledonae","1",NA
"25","2019-11-13 11:25:45-03","USP","SPF","121754","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R","Mello-Silva, R","1382","1997","05","26",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.451389","-20.134722","1900",NA,NA,"SPF00121754",NA,"2012","09","-43.451389","-20.134722","2060",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:28:49-03","USP","SPF","232813","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Pacífico, RB","Pacífico, RB","292","2017","01","17",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Pico do Itacolomi.","-43.5080986022949","-20.2875003814697","1720",NA,"Arbusto 0,3-0,4 m, flores com pétalas rosadas e anteras bicoloridas; ocorrente apenas nas proximidades do Pico, com indivíduos esparsos .; Campo rupestre.","SPF00232813",NA,"2017","04",NA,NA,"1720","13","44599","auto",NA,NA,NA,NA,NA
"27","2019-09-04 19:02:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana",NA,NA,"A. Glaziou","14731",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA,NA
"28","2019-01-23 11:09:11-02","F","FMNH-SEEDPLANTS","V0044354F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana",NA,NA,"A. Glaziou","14731",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0044354F","V0044354F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA
"29","2019-07-02 15:55:59-03","UEM","HUEM","33013","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","R.Pacifico","R.Pacifico; V.E.Bressan","292","2017","01","17",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto., Pico do Itacolomi.","-43.5080986022949","-20.2875003814697","1720",NA,"Arbusto, 0,3-0,4m de altura. Flores com pétalas rosadas e anteras bicoloridas. Ocorrendo apenas nas proximidades do pico, com indivíduos esparsos.","HUEM000016773","HUEM000016773","2017","01",NA,NA,"1720",NA,"44599","auto",NA,NA,NA,NA,NA
"30","2016-08-23 10:59:51-03","NHMLondon","NHM-LONDON-BOT","BM000795939","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","J. J. Wurdack","Auguste François Marie Glaziou; b.1828; d.1906; Glaz.","14731","1884","02","09",NA,"Brasil","Minas Gerais",NA,NA,"-44.096503","-19.690239",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/43ceae195f491a7dfd4b111e72b5a16bf4d4d471/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1969",NA,"-44.096503","-19.690239",NA,NA,NA,NA,"Isotype",NA,NA,NA,"NHMUK:ecatalogue:4989026"
"31","2020-06-01 13:10:54-03","UFU","HUFU","45301","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R.","Vaconcelos, M.F.","52794","2000","04","14",NA,"Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,"Arbusto. Corola rosa.; Campo rupestre.","HUFU00065005","HUFU00065005","2011","03",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA
"32","2020-12-07 11:31:50-03","UFU","HUFU","80400","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Pedrosa, L.G.","Pedrosa, L.G.","1169","2018","12","02",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Ouro Preto / Mariana.","-43.5080986022949","-20.2875003814697",NA,NA,"Subarbusto, ca. 0,5 m. Flores lilás.; Campo rupestre.","HUFU00077650",NA,"2018","12",NA,NA,NA,"02","44599","auto",NA,NA,NA,NA,NA
"33","2020-06-01 13:10:54-03","UFU","HUFU","67827","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Rolim, T.P.","Michelangeli, F.A.; Goldenberg, R.; Caddah, M.K.; Reginato, M.; Rolim, T.P. & Pedrosa, L.G.","1572","2011","02","03",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Base do Itacolomi","-43.795833","-20.723056","1730",NA,"Subfrutex 40 cm, petals pink-fuchsia; filaments fuchsia, large stamens, yellow appendges, pedoconnective fuchsia and anthers crimson at th base and white at the apex, small stamens with pedoconnective white, thecae and appendages ye","HUFU00065006","HUFU00065006","2011","02","-43.795833","-20.723056","1730",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-01 13:10:54-03","UFU","HUFU","45302","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Romero, R.; Nakajima, J.N.","5961","2001","03","24",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Pico do Itacolomi.","-43.474167","-20.4275","1731",NA,"Subarbusto, ca. 0,2 m.; Entre rochas.","HUFU00065010","HUFU00065010",NA,NA,"-43.474167","-20.4275","1731",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-01 13:10:54-03","UFU","HUFU","57693","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R.; Rolim, T.P.","Rolim, T.P.; et al.","281","2010","02","24",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi, Pico do Itacolomi.",NA,NA,NA,NA,"Subarbusto, ca. 0,5 m. Frutos marrom.; Campo rupestre.","HUFU00065007","HUFU00065007","2010","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-01 13:10:54-03","UFU","HUFU","60117","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Rolim, T.P.","Rolim, T.P.; Goldenberg, R.; Michelangeli, F.A.; Caddah, M.K. & Reginato, M.","391","2011","02","03",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi",NA,NA,NA,NA,"Arbusto, ca. 0,4 m alt. Flores e botões róseos, estames maiores com teca vinácea, rostro branco, conectivo e filete róseo, calcar amarelo, estames menosres com teca amarela, rostro branco, conectivo e calcar amarelo, filete róseo.","HUFU00065008","HUFU00065008","2011","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-01 13:10:54-03","UFU","HUFU","23648","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R.","Mello-Silva, R.; Kawasaki, L. & Rapini, A.","1382","1997","05","26",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Pico do Inficionado.","-43.451389","-20.134722","1900",NA,"Arbusto, ca. 0,5 m. Pétalas lilases. Metade dos estames com anteras castanho-escuro e conectivo lilás com ápice amarelo. A outra metade com anteras e conectivos amarelos. Filetes lilases.","HUFU00065009","HUFU00065009","2006","07","-43.451389","-20.134722","2060",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-23 13:22:45-03","MN","R-TIPOS","9242","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R.","Glaziou, A.F.M.","14731","1884","02","09",NA,"Brasil","Minas Gerais","Itacolomi",NA,NA,NA,NA,NA,NA,"R000009242","R000009242_001","2003","01",NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA,NA
"39","2017-08-10 10:24:20-03","CAS","CAS-BOT","559860","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.",NA,"Pacifico, R.; Bressan, V. E.","292","2017","1",NA,"South America","Brazil","Minas Gerais",NA,"Ouro Preto: Serra de Ouro Preto. Pico do Itacolomi",NA,NA,"1720",NA,"Arbusto 0.3-0.4 m, flores com pétalas rosadas e anteras bicoloradas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"40","2019-11-21 10:10:22-03","IBt","SP","320345","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R","Mello-Silva, R; Kawasaki, ML; Rapini, A","1382","1997","05","26",NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Pico do Inficionado","-43.451389","-20.134722","1900",NA,NA,NA,NA,"2006","07","-43.451389","-20.134722","1900",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:10:22-03","IBt","SP","23820","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R","Brito Jr, JBF","s.n.","1901","04","05",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"2003","01",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"42","2019-11-21 10:10:22-03","IBt","SP","23832","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R","Vasconcellos, S","s.n.","1901","01","25",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"2003","01",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"43","2014-09-23 10:58:43-03","G","G","G00343760","S","Plantae",NA,NA,"Melastomataceae","Microlicia","glazioviana","Microlicia glazioviana","Cogn.","Romero, R.","Glaziou, A. F. M.","14731","1885",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00343760",NA,"2010","01","-42.9125","-22.48222222",NA,"01",NA,NA,"ISOTYPUS of Microlicia glazioviana Cogn.",NA,NA,NA,NA
