"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00907007","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","E. P. Heringer","6213","1981","02","17","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu. Córrego Papuda, margem esquerda","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907007","NY00907007_01","C. E. B. Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG3865","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,"Teixeira R. Santos",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Est. Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1759","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,"Teixeira S. Oliveira",NA,"1993","07","07",NA,"Brasil","Minas Gerais","Ouro Preto","Est. Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Doação CETEC, herbário nº: 011045. Coleção EC - 711. Frutos vermelhos.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1758","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,"Teixeira S. Oliveira",NA,"1992","12","03",NA,"Brasil","Minas Gerais","Ouro Preto","Est. Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Pomar. Doação CETEC, herbário nº: 011046. Coleção: EC - 605",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:09:32-03","UNESP-IBB","BOTU","29509","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Bignotto, R.B.","33","2003","09","30",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,NA,NA,"Árvore de 6m, frutos maduros negros.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029509",NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 11:09:32-03","UNESP-IBB","BOTU","29510","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Bignotto, R.B.","30","2003","09","30",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,NA,NA,"árvore de 5m, frutos maduros roxos.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029510",NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 11:09:32-03","UNESP-IBB","BOTU","29508","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Bignotto, R.B.","126","2003","11","11",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,NA,NA,"Frutos amarelos e vermelhos.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029508",NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","2892","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Christianini, S.R.","576","1997","05","18",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,NA,"BOTU002892",NA,"Campos, C.J.",NA,NA,"9999","9999","1997","05",NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:34-03","UFRJ","RFA","35202","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","Vieira, C.M.; Nunes, W.H.; Rocha, M.A.","1596","2003","03","11",NA,"Brasil","Minas Gerais","Bom Sucesso",NA,"-44.7580986022949","-21.0331001281738","947","947",NA,"Arvoreta 2m alt. Frutos esverdeados","RFA46389",NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-25 16:51:16-03","UFBA","ALCB","138379","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","Stadnik, A; Tuller, A; Gandara, A; Coutinho, K","422","2016","11","13","Southern America","Brasil","Bahia","Camamu","Trilha da caixa d'agua Barcelo d sul.","-39.005556","-14.051944","33","33",NA,"ca. 6m. Folhas discolores. Botões ferrugineos.","ALCB069218","ALCB069218","Melo, JDO",NA,NA,"-39.005556","-14.051944","2019","10",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:02-03","UFBA","ALCB","128188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","Stadnik, A; Lopes, R; Hurbath, F; Azevedo, FP; Silva, TTS","175","2013","11","04","Southern America","Brasil","Bahia","Licínio de Almeida","Saco da Onça","-42","-14",NA,NA,NA,"ca. 12m alt. Folhas discolores. Frutos vermelhos maduros.","ALCB045451","ALCB045451","Stadnik, A",NA,NA,"-42","-14","2013","11",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:05:50-03","NBC","NL-BOTANY","U 0004951","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","clusiaefolia","Calyptranthes clusiaefolia","(Miq.) Berg","Regnell AF",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Ad Caldas in Minas Geraes",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004951","NL-U0004951",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","67703 B",NA,NA,NA
"23","2020-02-08 10:05:50-03","NBC","NL-BOTANY","U.1440706","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","clusiaefolia","Calyptranthes clusiaefolia","(Miq.) Berg","Riedel JGF",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.!",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1440706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1440706","NL-U1440706",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-11-04 11:14:21-03","ESALQ","ESA","91560","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiaefolia","Calyptranthes clusiaefolia","(Miq.) O.Berg","Viani, R.A.G. et al.","535.0","2004","07","12",NA,"Brasil","São Paulo","Bofete",NA,"-48.25","-23.1000003814697",NA,NA,NA,NA,"ESA091560","ESA091560","Sobral, M.","29333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:21-03","ESALQ","ESA","91561","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiaefolia","Calyptranthes clusiaefolia","(Miq.) O.Berg","Viani, R.A.G. et al.","536.0","2004","07","12",NA,"Brasil","São Paulo","Bofete",NA,"-48.25","-23.1000003814697",NA,NA,NA,NA,"ESA091561","ESA091561",NA,"29333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:21-03","ESALQ","ESA","118676","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,"Guillaumon, J.R.",NA,"2002","02","01",NA,"Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,"ESA118676",NA,"Aguiar, O.T.","9595","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:21-03","ESALQ","ESA","72396","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Kamino, L.H.Y. ; França, G.S.","54.0","2000","06","21",NA,"Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"ESA072396","ESA072396","Kawasaki, M.L.","22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:56:23-03","ESALQ","ESA","136296","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O. Berg","V.S. Moreno",NA,"2013","07","10",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"ESA136296",NA,"V.C. Moreno","23696","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:21-03","ESALQ","ESA","103607","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,"Gorenstein, M.R.","22168.0","2005","06","15",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA103607","ESA103607","Durigan, G. & Franco, G.A.D.C.","23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:21-03","ESALQ","ESA","19771","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Tamashiro, J.Y. et al.","967.0","1995","05","08",NA,"Brasil","São Paulo","Pedra Bela",NA,"-46.439998626709","-22.7900009155273",NA,NA,NA,NA,"ESA019771","ESA019771","Kawasaki, M.L.","10848","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:21-03","ESALQ","ESA","27078","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O. Berg","van den Berg, C. ; Gorenstein, M.R.","170.0","1994","07","15",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA027078","ESA027078","Kawasaki, M.L.","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:21-03","ESALQ","ESA","20084","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Barreto, K.D. et al.","2560.0","1994","05","25",NA,"Brasil","São Paulo","São Pedro",NA,"-47.9099998474121","-22.5400009155273",NA,NA,NA,NA,"ESA020084","ESA020084","Kawasaki, M.L.","19379","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:56:23-03","ESALQ","ESA","137132","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","Colletta, G. D","2311.0","2015","11","10",NA,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do Lago","-49.5499992370605","-22.2900009155273",NA,NA,NA,"Árvore, 4m, (estéril)","ESA137132",NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:56-03","ESALQ","ESA","62579","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","neoclusiifolia","Myrcia neoclusiifolia","A.R.Lourenço & E.Lucas","Albuquerque, J.E. et al.","1806.0","1999","01","01",NA,"Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"ESA062579",NA,"Santos, M.F.","40412","auto",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:32:11-03","MN","R","8939","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O. Berg","Glaziou, A.F.M.","16056","1887","01","01",NA,"Brasil","Minas Gerais","Barbacena",NA,"-43.7736015319824","-21.2257995605469",NA,NA,NA,"Plantas do Brasil Central","R000008939","R000008939_001",NA,"27982","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-22 17:46:18-03","UFPI","TEPB","9588","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O. Berg","LUCI RIBEIRO",NA,"1996","01","01",NA,"Brasil","Piauí","Monsenhor Gil","Fazenda Palmares","-42.6077995300293","-5.56416988372803",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçarana",NA,NA,NA,"20710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:03:06-03","JBP","HPL","5462","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiaefolia","Calyptranthes clusiaefolia","Berg.","E.R. Salviani & H. Lorenzi","113","1998","07","08",NA,"Brasil","MG","Itamogi","Coletado no bosque das Pindaivas, a beira da estrada.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,"E.R. Salviani & H. Lorenzi","11256","auto",NA,NA,"1998","07",NA,NA,NA,"08",NA,NA
"38","2015-07-02 14:03:06-03","JBP","HPL","12912","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia",NA,"A. Campos-Rocha","554","2010","09","25",NA,"Brasil","SP","Nova Odessa","Coletado em cultivo no Jardim Botânico Plantarum; canteiro C7, ao lado dos canteiros de plantas medicinais. Planta originária do habitat natural em Itamogi - MG.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:34-03","UFV","VIC","21451","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","clussifolia","Calyptranthes clussifolia","(Mig.) O.Berg.","Dias, J.; Rocha, D.I.","s.n.","2008","01","18",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Árvore de 14m de altura, forófito 9. nº33 do caderno de campo de jaqueline Dias em 18/01/2008.","VIC021451","VIC021451","Saporentti, F.A.U.","16385","auto",NA,NA,"2008","10",NA,NA,NA,"02",NA,NA
"40","2019-11-21 14:40:00-03","UFJF","CESJ","36040","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","A.S.M. Valente; D.S.Pífano","128","2002","01","12","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca, mata a 1km antes da portaria do P.E.Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"árvore ca 6m em borda de mata. Folha coriácea discolor. Em botões","CESJ036040",NA,"A.R. Lourenço","30417","auto",NA,NA,"2015","11",NA,NA,NA,"06",NA,NA
"41","2019-11-21 14:40:00-03","UFJF","CESJ","9115","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","L. Krieger","CESJ9115","1970","09","05","América do Sul","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,"Árvore pequena, no campo. Frutos quase maduros, amarelos, pendendo para vermelho.","CESJ009115",NA,"M. Sobral",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:40:00-03","UFJF","CESJ","32381","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","L.C.S. Assis","18","2001","02","27","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"fanerófita com 2.5m, encontrada na borda da mata. Inflorescência ferrugínea com flores amarelo claro. As folhas apresentam cera. DAP 12cm. É frequente no local","CESJ032381",NA,"A.R. Lourenço","7934","auto",NA,NA,"2015","11",NA,NA,NA,"06",NA,NA
"43","2019-11-21 14:40:00-03","UFJF","CESJ","38064","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","L.C.S. Assis; M.S. Magalhães; G.E.P.Silva","508","2002","06","15","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"árvore ca. 16m, interior de amta, folhas discolores, frutos esverdeados imaturos. Nuito frequente.","CESJ038064",NA,"A.R. Lourenço","7934","auto",NA,NA,"2015","11",NA,NA,NA,"06",NA,NA
"44","2019-11-21 14:40:00-03","UFJF","CESJ","38066","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","L.C.S. Assis; M.S. Magalhães; G.E.P.Silva","514","2002","06","29","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"árvore no interior da mata ca. 12m, folhas discolores, frutos amarelados, muito frequente","CESJ038066",NA,"A.R. Lourenço","7934","auto",NA,NA,"2015","11",NA,NA,NA,"06",NA,NA
"45","2019-11-21 14:40:00-03","UFJF","CESJ","35648","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","O.Berg","A.S.M. Valente; P.H. Nobre; F.R.G. Salimena","79","2001","12","16","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca, estrada para Moreiras","-43.793098449707","-21.8425006866455",NA,NA,NA,"árvore em borda de mata","CESJ035648",NA,"A.R. Lourenço","30417","auto",NA,NA,"2015","11",NA,NA,NA,"06",NA,NA
"46","2019-11-27 13:50:40-03","UFS","ASE","9020","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiaefolia","Calyptranthes clusiaefolia","Miq.","M. Ibrahim; et al.","6","2006","07","18","Southern America","Brasil","Alagoas","Pilar","Mata do Lamarão","-35.956667","-9.5975",NA,NA,NA,"arvore. frutos imaturos.; arvore. frutos imaturos.; Restinga","ASE0018360","ASE0018360","Proença, C",NA,NA,"-35.956667","-9.5975","2007","10",NA,NA,NA,NA,NA,NA
"47","2019-11-27 13:50:40-03","UFS","ASE","11815","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Santos, CS","174","2008","07","09","Southern America","Brasil","Sergipe","Estância","Porto do Mato","-37.438056","-11.268611",NA,NA,NA,"Arbusto. &nf;; Arbusto. &nf;; Restinga.","ASE0020281","ASE0020281","Proença, C",NA,NA,"-37.438056","-11.268611","2010","07",NA,NA,NA,NA,NA,NA
"48","2019-11-27 13:50:40-03","UFS","ASE","19031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calyptranthes","clusiifolia","Calyptranthes clusiifolia","(Miq.) O.Berg","Santos, CS","419","2010","11","02","Southern America","Brasil","Sergipe","Estância","Porto do Mato","-37.438056","-11.268611",NA,NA,NA,"Árvore com cerca de 3 metros.; Árvore com cerca de 3 metros.","ASE0025855","ASE0025855","Proença, CEB",NA,NA,"-37.438056","-11.268611","2013",NA,NA,NA,NA,NA,NA,NA
