"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","locality","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1183491","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","E. Asplund",NA,NA,NA,"R. Reitz","1951","11","10","Brazil","Santa Catarina","Laguna","-48.781687","-28.480425",NA,NA,"NY01183491",NA,"112","3","3","Laguna, S. Cat.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1446904' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","684855","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","D. C. Zappi",NA,NA,NA,"R. M. Harley","1988","10","20","Brazil","Minas Gerais","Jequitinhonha","-41.05","-16.37",NA,NA,"NY00684855","NY00684855_01","25257","1100","1100","Ca. 47 km ao sul de Pedra Azul, na estrada para Jequitinhonha","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881813' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01081169","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","G. M. Barroso",NA,NA,NA,"E. Pereira","1964","01","12","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY01081169",NA,"8192",NA,NA,"entre Iguape e Porto Sabaúna","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221116' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1181412","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","D. C. Zappi",NA,NA,NA,"R. C. Forzza","2007","01","23","Brazil","Minas Gerais","Lima Duarte","-43.7931","-21.8428",NA,NA,"NY01181412",NA,"4387",NA,NA,"Parque Estadual do Ibitipoca. Mata estacional ao lado da guarita de entrada do Parque, seguindo o aceiro.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369957' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01081170","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"A. F. M. Glaziou","1875","04","08","Brazil","Rio de Janeiro","Magé","-43.0406","-22.6531",NA,NA,"NY01081170",NA,"8278",NA,NA,"Mauá","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221120' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1183531","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","M. A. Nadruz Coelho",NA,NA,NA,"C. Farney","1983","11","24","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01183531",NA,"383",NA,NA,"Casemiro de Abreu, Estrada São João/Macaé.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447172' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","127675","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","C. E. Kobuski",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00127675","NY00127675_01","79",NA,NA,"Brasilia","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361641' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01081173","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1932","02","29","Brazil","São Paulo",NA,"-46.618358","-23.646109",NA,NA,"NY01081173",NA,"s.n.",NA,NA,"Jardim Botanico","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221130' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01081166","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","E. Asplund",NA,NA,NA,"R. Reitz","1951","12","22","Brazil","Santa Catarina",NA,"-48.781687","-28.480425",NA,NA,"NY01081166",NA,"144",NA,NA,"Laguna, S. Cat.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220976' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01081171","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1932","02","29","Brazil","São Paulo",NA,"-46.618358","-23.646109",NA,NA,"NY01081171",NA,"s.n.",NA,NA,"Jardim Botanico","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221125' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","127676","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","C. E. Kobuski",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00127676","NY00127676_01","79",NA,NA,"Brasilia","South America","sheet",NA,"See NY 127675 where the Collection Number is clearly written and is No. 79. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361642' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","684856","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","M. Sztutman",NA,NA,NA,"R. M. Harley","1988","11","18","Brazil","Bahia","Barra da Estiva","-41.3","-13.47",NA,NA,"NY00684856","NY00684856_01","26909","900","950","Ao pé da Serra do Sincorá, 28 km NE da cidade, perto do povooado Sincorá da Serra.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881822' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01081168","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1970","11","27","Brazil","Paraná","Paranaguá","-48.326804","-25.522889",NA,NA,"NY01081168",NA,"25643",NA,NA,"Ilha do Mel","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221114' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00997037","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","W. S. Mateus",NA,NA,NA,"W. W. Thomas","1993","10","21","Brazil","Bahia","Prado","-39.222039","-17.2839212",NA,NA,"NY00997037","NY00997037_01","10076",NA,NA,"4.5 km north of Prado on coast road to Cumuruxatiba.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143646' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1183495","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","H. C. de Lima",NA,NA,NA,"H. C. de Lima","1981","12","16","Brazil","Espírito Santo","Linhares","-39.961174","-19.138199",NA,NA,"NY01183495","NY01183495_01","1678",NA,NA,"Reserva Florestal da Cia Vale do Rio Doce","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1446909' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00997022","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","A. P. Duarte",NA,NA,NA,"A. P. Duarte","1946","11","28","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536",NA,NA,"NY00997022","NY00997022_01 NY00997022_02","704",NA,NA,"Brojão.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143502' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1183490","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Restinga I","1953","05","02","Brazil","Rio de Janeiro","Cabo Frio","-42.0317","-22.9467",NA,NA,"NY01183490",NA,"I1352",NA,NA,"Arraial do Cabo, Pontal Beach.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1446901' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01081164","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1911","03","23","Brazil","Paraná",NA,NA,NA,NA,NA,"NY01081164",NA,"11382",NA,NA,"Jacarehý","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220889' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1183390","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","J. M. Pires",NA,NA,NA,"H. F. Martins","1961","12","07","Brazil","São Paulo","Ilha Comprida","-47.54","-24.74",NA,NA,"NY01183390","NY01183390_01","251",NA,NA,"Frente à Cananéia.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1425843' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01081167","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","L. B. Smith",NA,NA,NA,"R. M. Klein","1959","11","20","Brazil","Santa Catarina",NA,"-48.988239","-27.038464",NA,NA,"NY01081167",NA,"2321","990","990","Morro Spitzkopf, Blumenau","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220978' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01081165","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","E. Asplund",NA,NA,NA,"R. Reitz","1951","12","22","Brazil","Santa Catarina",NA,"-48.781687","-28.480425",NA,NA,"NY01081165",NA,"144",NA,NA,"Laguna, S. Cat.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220974' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1183523","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"J. G. Kuhlmann","1920","12","23","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01183523",NA,"s.n.",NA,NA,"Botafogo, Mundo Novo.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447051' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:36-03","UFRJ","RFA","9255","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1969","04","23","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"RFA49837",NA,"21409",NA,NA,"Baía de Paranaguá, Piaçaquera",NA,NA,NA,"Pétalas alvas, arilo vermelho, arbusto 2 m",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:20:36-03","UFRJ","RFA","8302","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1965","11","07","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"RFA49836",NA,"13072",NA,NA,"Taboleiro do Guarani",NA,NA,NA,"Arvoreta de flor creme, alvecente",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:53-03","UFRJ","RFA","38998","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"G. P. Souza; T. U. P. Konno; C. N. Matozinhos; N. L. Abreu; M. N. Galvão; M. F. O. Silva; J. Mello","2010","07","01","Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,"RFA32837",NA,"6",NA,NA,"Parque Nacional da Restinga de Jurubatiba",NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:53-03","UFRJ","RFA","33631","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Machado, N.C.; Konno, T.U.P. ; Canaud, L.C. ; Cunha, N.F.","2008","01","17","Brasil","Rio de Janeiro","Macaé","-41.422222","-22.172778","41º25'20''W","22º10'22''S","RFA33567",NA,"20",NA,NA,"PARNA Restinga de Jurubatiba. Coleta perto da estrada, após uma porteira, no bairro de Lagomar, na entrada do PARNA.",NA,NA,NA,"Árvore cerca de 4,5 m, cálice com face abaxial alva e face adaxial rosada, estames amarelos, flores perfumadas lembrando mentol, corola alva com ápice amarelo, 2 brácteas discretas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:53-03","UFRJ","RFA","40489","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Konno, T.U.P.; Machado, N.C.","2010","05","15","Brasil","Rio de Janeiro","Carapebus","-41.422222","-22.141389","41º25'20''W","22º8'29''S","RFA33130",NA,"1426",NA,NA,"PARNA Restinga de Jurubatiba, ao redor da estrada da Fazenda São Lázaro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:53-03","UFRJ","RFA","40505","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Konno, T.U.P.; Sistemática de Asteridae, PPGBOT/MN","2009","02","10","Brasil","Rio de Janeiro","Carapebus","-41.422222","-22.141389","41º25'20''W","22º8'29''S","RFA33131",NA,"1303",NA,NA,"PARNA Restinga de Jurubatiba, Praia de Carapebus, arredores da Lagoa Paulista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:53-03","UFRJ","RFA","35186","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","C.M. Vieira",NA,NA,NA,"C.M. Vieira","2003","10","10","Brasil","Rio de Janeiro","Macaé","-41.720278","-22.318056","41º43'13''W","22º19'5''S","RFA49834",NA,"1611",NA,NA,"Rodovia Amaral Peixoto (RJ-106), km 170, loteamento Morada da Praia",NA,NA,NA,"Arbusto 2 m. Folhas verdes discolores. Botões esverdeados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-19 15:45:13-03","UNEB","HUNEB","14565","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Guedes, M.L.","2016","09","23","Brasil","Bahia","Lauro de Freitas","-38.318333","-12.92","38W19'6''","12S55'12''","HUNEB0014565",NA,"25098",NA,NA,"UNIDUNAS",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"41","2021-03-30 12:46:35-03","EAO","IAN","149746","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Ribeiro, BGS","1975","06","04","Brasil","Amazonas",NA,"-67.166667","-1.316667","-67.166667","-1.316667","IAN149746",NA,"1056",NA,NA,"Iauareté; margem do Rio Uaupés; mata de terra firme.","Southern America",NA,NA,"Arbusto sobre pedra. Frutos verdes.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:46:35-03","EAO","IAN","40288","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Saint-Hilaire",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"IAN040288",NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-07-03 11:18:59-03","EBDA","BAH","7730","S","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Wallace Messias Barbosa São Mateus","2008","10",NA,"M.L. Guedes","1985","11","18","Brasil","Bahia","Salvador","-38.5108","-12.9711",NA,NA,NA,NA,"979",NA,NA,"Aeroporto próximo a EMATERBA.",NA,NA,NA,"Arbusto de +ou- 1,5m de altura. Folhas discolores, semi-suculentas, flores róseas.",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"44","2020-01-20 14:40:47-03","UPM","MACK","556","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","A. C. V. Crestani",NA,NA,NA,"A. C. V. Crestani","2010","01","17","Brasil","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"78",NA,NA,"Ilha do Cardoso - Marujá",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:38-03","PUCPR","HUCP","13819","S","Plantae","Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.","Hatschbach, GG",NA,NA,NA,"Ribas, OS","1995","02","09","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00019136","HUCP00019136","795",NA,NA,"Ipanema",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
