"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"20","2021-03-15 16:37:00-03","NY","NYBG","630652","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","R. M. Harley","H51255","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630652","Magnoliophyta","Poales","S. A. Renvoize","Bahia","Abaíra","Serra ao Sul do Riacho da Taquara","-41.92","-13.25","NY00630652_01","J.G.Sm.","1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:45:27-03","UNEB","HUNEB","2807","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Jesus, N.G.","46055","2000","02","02",NA,"Brasil",NA,NA,"Predominância de indivíduos arbóreos.","HUNEB0002807","Angiospermae","Florideophycidae",NA,"Bahia","Formosa do Rio Preto","Caminho da Faz. Amazonas para a Faz. Estrondo.","-46.114167","-11.557778",NA,"J.Smith","450","450","Monocotyledoneae","46W6'51''","11S33'28''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:12-03","EAO","IAN","106568","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Magalhães, MG","6165","1951","04","05","Southern America","Brasil",NA,NA,"Erva de 0,40 a 0,50.","IAN106568","Monocotiledônea",NA,"Longhi-Wagner, HM","Minas Gerais",NA,"Serra do Cipó, km 136.Campo alpino ± úmido, arenoso, Morro do Pilar.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"2002","06",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:12-03","EAO","IAN","107772","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Magalhães, MG","17065","1958","07",NA,"Southern America","Brasil",NA,NA,"Herba entre outras do tapete herbáceo.","IAN107772","Monocotiledônea",NA,"Longhi-Wagner, HM",NA,NA,"Serra do Cipó, campo arenoso-graminoso.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"1986","07",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:12-03","EAO","IAN","63613","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Pires, JM; Black, GA","3062","1951","01","16","Southern America","Brasil",NA,NA,NA,"IAN063613","Monocotiledônea",NA,"Longhi-Wagner, HM","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"2002","06",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:53:12-03","EAO","IAN","65571","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","sc","47182",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN065571","Monocotiledônea",NA,"Longhi-Wagner, HM",NA,NA,"Rio Grande.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"2002","06",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:53:12-03","EAO","IAN","66597","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Leutzelberg, PV","s.n.","1912","07",NA,"Southern America","Brasil",NA,NA,NA,"IAN066597","Monocotiledônea",NA,"Longhi-Wagner, HM","Piauí",NA,NA,NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"2002","06",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:53:12-03","EAO","IAN","69863","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Black, GA; Magalhães, MG","12037","1951","04","05","Southern America","Brasil",NA,NA,NA,"IAN069863","Monocotiledônea",NA,"Wagner, HML","Minas Gerais",NA,"Serra do Cipó, perto do Hotel Palácio.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"1986","05",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:45:20-03","EAO","IAN","XILO360","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Magalhães, MG","17065","1958","07",NA,"Southern America","Brasil",NA,NA,"Herba entre outras do tapete herbáceo.","IANXILO360","Monocotiledônea",NA,"Longhi-Wagner, HM",NA,NA,"Serra do Cipó, campo arenoso-graminoso.",NA,NA,NA,"J.G. Sm.",NA,NA,NA,NA,NA,"1986","07",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:53:12-03","EAO","IAN","66687","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Chase, A","10425","1929","12","27","Southern America","Brasil",NA,NA,NA,"IAN066687","Monocotiledônea",NA,"Longhi-Wagner, HM","Minas Gerais","Diamantina","Serra de Santo Antonio.","-43.6002998352051","-18.2493991851807",NA,"J.G. Sm.",NA,NA,NA,NA,NA,"1986","07","101169","auto",NA,NA,NA,NA,NA
"30","2019-12-04 15:26:41-03","PUCPR","HUCP","25142","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Oliveira, GC","1394","2002","10","28",NA,"Brasil",NA,NA,"Vereda. Herbácea ca. 0,60m altura. Localizada a 10km da BR 050, na altura do km 25, Uberlândia, MG.","HUCP00025142","Monocotiledonea",NA,NA,"Minas Gerais","Uberlândia","Fazenda Estiva","-48.2771987915039","-18.9186000823975","HUCP00025142","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"31","2019-12-04 15:26:41-03","PUCPR","HUCP","24948","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Oliveira, GC","1535","2002","11","25",NA,"Brasil",NA,NA,"Vereda. Herbácea ca. 0,55m de altura. Localizada a 10km da BR 050, na altura do km 25, Uberlândia, MG.","HUCP00024948","Monocotiledonea",NA,NA,"Minas Gerais","Uberlândia","Fazenda Estiva","-48.2771987915039","-18.9186000823975","HUCP00024948","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"32","2019-12-04 15:26:41-03","PUCPR","HUCP","24936","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Oliveira, GC","1633","2002","11","26",NA,"Brasil",NA,NA,"Vereda. Herbácea ca. 0,50m de altura. Localizada a 300m da entrada vicinal RM 479, na altura do km 1,3 Uberlândia, MG.","HUCP00024936","Monocotiledonea",NA,NA,"Minas Gerais","Uberlândia","Reserva Vegetal do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975","HUCP00024936","J.G.Sm.",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"33","2019-10-09 11:28:54-03","UFBA","ALCB","041441","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Pirani, JR; Stannard, B; McRobb, A","51302","1992","01","26","Southern America","Brasil",NA,NA,"cespitosa. Infrutescências alvo-acinzentadas. Entre rochas.","ALCB020907","Monocotyledon",NA,"Renvoize, SA","Bahia","Abaíra","Chapada Diamantina, Cachoeira das An guas","-41.883333","-13.266667","ALCB020907","J.G. Smith","1550","1550",NA,"-41.883333","-13.266667","1997",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:18:36-03","ESALQ","ESA","97904","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32802.0","2007","02","19",NA,"Brasil",NA,NA,"Erva, inflorescências vináceas","ESA097904","Magnoliophyta",NA,"Longhi-Wagner, H.M.","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.","-437.498","-189.422",NA,"J.G. Smith","1300","1300",NA,"-437,498","-189,422","2016","09",NA,NA,"21",NA,NA,NA,NA
"35","2019-02-15 11:47:34-02","IPA","IPA","16611","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Monteiro, L.","30","1968","07","05","Southern America","Brasil",NA,NA,"Centro de Pesquisas Florestais e Conservação da Natureza nº 6200.","IPA0016611","Plantae",NA,"Longhi-Wagner, H.M.","Minas Gerais","São Thomé das Letras","Altitude 1.500 m.","-44.9852981567383","-21.7222003936768",NA,"J.G. Sm.",NA,NA,NA,NA,NA,"1986","05","16076","auto","20",NA,NA,NA,NA
"36","2020-01-28 19:41:52-03","UFJF","CESJ","16516","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","L. Roth","CESJ16516","1956","04","15","América do Sul","Brasil",NA,NA,"No campo cerrado, pés esparsos.","CESJ016516","Angiosperma",NA,"F.M. Ferreira","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"J.G.Sm.",NA,NA,NA,NA,NA,"2004","06","17082","auto","08",NA,NA,NA,NA
"37","2020-06-30 18:32:44-03","UFJF","CESJ","42124","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","F.M. Ferreira; L. Menini Neto","600","2003","12","20","América do Sul","Brasil",NA,NA,"Erva no campo rupestre, solo arenoso. Trilha da Lagoa Seca para Monjolinho.","CESJ042124","Angiosperma",NA,"F.M. Ferreira","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"J.G.Sm.",NA,NA,NA,NA,NA,"2004","06","30417","auto","01",NA,NA,NA,NA
"38","2020-06-30 18:32:44-03","UFJF","CESJ","24795","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","R.C. Oliveira; M. Eiterer","01","1991","06","19","América do Sul","Brasil",NA,NA,"Trilha para o Cruzeiro, pouco frequente, no campo rupestre, formando pequenas touceiras.","CESJ024795","Angiosperma",NA,"F.M. Ferreira","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, - Conceição do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,"J.G.Sm.",NA,NA,NA,NA,NA,"2005","04","30417","auto","11",NA,NA,NA,NA
"39","2021-04-07 11:47:16-03","UFMS","CGMS","40059","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","A. Guglieri-Caporal; F.J.M. Caporal; B.E.M. Pinto; H.C. Vinci-Carlos","3088","2010","03","03",NA,"Brasil",NA,NA,NA,"CGMS1070034",NA,NA,"A. Guglieri-Caporal","Mato Grosso do Sul","Porto Murtinho","BR-267, km 671, Fazenda Retiro Conceição.","-57.7825","-21.6819445",NA,"J.G.Sm.","81","81",NA,"-57,7825","-21,6819445","2010","03",NA,NA,"03",NA,NA,NA,NA
"40","2021-04-07 11:47:16-03","UFMS","CGMS","42907","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","A. Guglieri-Caporal; F.J.M. Caporal; B.E.M. Pinto; H.C. Vinci-Carlos",NA,"2010","03","04",NA,"Brasil",NA,NA,NA,"CGMS1072890",NA,NA,"A. Guglieri-Caporal","Mato Grosso do Sul","Porto Murtinho","BR-267, km 671, Fazenda Retiro Conceição.","-57.7794445","-21.6827778",NA,"J.G.Sm.","82","82",NA,"-57,7794445","-21,6827778","2010","03",NA,NA,"04",NA,NA,NA,NA
"41","2021-04-07 11:47:16-03","UFMS","CGMS","42896","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","A. Guglieri-Caporal; F.J.M. Caporal; B.E.M. Pinto; H.C. Vinci-Carlos","3107","2010","03","03",NA,"Brasil",NA,NA,NA,"CGMS1072879",NA,NA,"A. Guglieri-Caporal","Mato Grosso do Sul","Porto Murtinho","BR-267, km 671, Fazenda Retiro Conceição.","-57.78","-21.6813889",NA,"J.G.Sm.","86","86",NA,"-57,78","-21,6813889","2010","03",NA,NA,"03",NA,NA,NA,NA
"42","2021-03-01 16:20:25-03","UNICAMP","UEC","155903","S","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Coan, AI; Scatena, VL; Oriani, A; Formiga, CC; Kakuno, W T","91","2008","03","05",NA,"Brazil",NA,NA,"Herbácea, ca. 70-90 cm. &nf;Duplicatas 6; Solo arenoso seco, pedregoso.","UEC076700","Liliopsida",NA,"Coan, AI","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Ca. 1 km após Portaria 1.","-46.3657989501953","-20.2453002929688","UEC076700","J.G.Sm.",NA,NA,NA,NA,NA,"2008","03","57119","auto","05",NA,NA,NA,NA
"43","2020-12-21 16:40:15-03","MBM","MBM","68753","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Hatschbach, G.","43724",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM068753",NA,NA,"Longhi-Wagner, H.M.","Goiás","Cristalina","Cubículo","-47.6136016845703","-16.7686004638672","MBM068753","J.G. Smith",NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:40:15-03","MBM","MBM","13754","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Hatschbach, G.; Koyama, T.; Koyama, T.","24004",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM013754",NA,NA,"Longhi-Wagner, H.M.","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","MBM013754","J.G. Smith",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:40:15-03","MBM","MBM","19102","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27963",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM019102",NA,NA,"Longhi-Wagner, H.M.","Minas Gerais","Datas","Rod. BR-259","-43.6557998657227","-18.4456005096436","MBM019102","J.G. Smith",NA,NA,NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA
"46","2020-12-21 16:40:15-03","MBM","MBM","31983","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Hatschbach, G.; Koczicki, C.; Koczicki, C.","35315",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM031983",NA,NA,"Longhi-Wagner, H.M.","Minas Gerais","Santana do Riacho","Santana do Riacho, arredores","-43.7144012451172","-19.1688995361328","MBM031983","J.G. Smith",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"47","2020-12-21 16:40:15-03","MBM","MBM","414644","PreservedSpecimen","Plantae","Poaceae","Ctenium","brevispicatum","Ctenium brevispicatum","Barboza, E.; Brotto, M.L.; Vaz, J.; Brotto, M.L.; Vaz, J.","4678","2018","09","08","Southern America","Brazil",NA,NA,"Erva cespitosa.; Campo rupestre.","MBM414644",NA,NA,"Cordeiro, J.","Minas Gerais","Piumhi","Serra da Pimenta","-45.899444","-20.440556","MBM414644","J.G. Smith","1245","1245",NA,"-45.899444","-20.440556","2018","09",NA,NA,"20",NA,NA,NA,NA
