"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","class","order","year","month","day","locality","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","infraspecificEpithet","typeStatus","preparationType"
"11","2020-12-21 16:31:37-03","MBM","MBM","321943","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Burkart, A.","28706","Southern America","Argentina","MBM321943",NA,NA,"1971","10","19","Concordia a Villa Federal, ruta 128, km 505",NA,"MBM321943",NA,NA,NA,NA,"Entre Rios","Concordia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:31:37-03","MBM","MBM","321944","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Burkart, A.","23707","Southern America","Argentina","MBM321944",NA,NA,"1962","09","02","Cerro cera del Inst. Psiquiátrico camino a la Toma",NA,"MBM321944","Mildner, R.","1971","03","06","Entre Rios","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:31:37-03","MBM","MBM","321947","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Burkart, A.; Bacigalupo, N.M.; Guaglianone, E.R.; Múlgura de Romero, M.E.; Uliba; Bacigalupo, N.M.; Guaglianone, E.R.; Múlgura de Romero, M.E.; Ulibarri, E.A.","30900","Southern America","Argentina","MBM321947",NA,NA,"1974","12","14","Salto Grande","Flor amarilla.; Lomas pedregosas.","MBM321947",NA,NA,NA,NA,"Entre Rios","Federación",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:37:11-03","UFMG","BHCB","29052","PreservedSpecimen","Plantae","Dicotyledon","Linaceae","Linum","erigeroides","Linum erigeroides","A.St.-Hil.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-08-23 04:12:00-03","MO","MOBOT","100196342","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Arturo E. Burkart","Burkart 23707","South America","Argentina",NA,NA,NA,"1962","11","2","Cerro cerca del Inst. Psiquiátrico, camino a la Toma.",NA,NA,"R. Mildner",NA,NA,NA,"Entre Ríos","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"16","2013-08-23 04:12:00-03","MO","MOBOT","100196343","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Arturo E. Burkart","Burkart 28706","South America","Argentina",NA,NA,NA,"1971","10","19","Concordia a Villa Federal, ruta 128, km 505.",NA,NA,NA,NA,NA,NA,"Entre Ríos","Concordia",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"17","2018-05-17 05:29:00-03","MO","MOBOT","100196344","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Rosa Guaglianone|María E. Múlgura|Nélida M. Bacigalupo","Guaglianone 229","South America","Argentina",NA,NA,NA,"1986","12","5","Hernandarias, Pto. Vibora.",NA,NA,NA,NA,NA,NA,"Entre Ríos","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"18","2009-08-21 06:32:00-03","MO","MOBOT","2452579","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Balduino Rambo","Rambo s.n.12","South America","Brazil",NA,NA,NA,"1952","11","24","São Luiz, Caaro",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2010-08-24 09:25:00-03","MO","MOBOT","2515306","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","F. Sellow","Sellow 363","South America","Uruguay",NA,NA,NA,"1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2012-04-04 17:37:00-03","MO","MOBOT","2804309","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","littorale","Linum littorale corymbosum","Urb.","Juan P. Gallinal H.|Aragone|Bergalli|Campal|Bernardo Rosengurtt","Gallinal H. PE-5400","South America","Uruguay",NA,NA,NA,"1943","12",NA,"Juan Jackson, Monzón-Heber",NA,NA,"Roland Mildner, Mar 18",NA,NA,NA,"Soriano",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","corymbosum",NA,NA
"21","2020-09-09 13:31:23-03","UNESP-IBILCE","SJRP","34339","PreservedSpecimen","Plantae","Tracheophyta","Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","A. Schinini; C. Quarín",NA,"América do Sul","Argentina",NA,"Magnoliopsida","Malpighiales","1977","11","18","Paso Lucero Ruta 23 Y Rio Corriente",NA,NA,"J. P. Soares-Silva","2020","08","31","Corrientes","Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","1934795","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","W. G. F. Herter","690a","South America","Uruguay","US03299946","Dicotyledonae","Linales","1934","11",NA,"Dep. de Florida. La Palma.",NA,"US03299946_01",NA,NA,NA,NA,"Florida",NA,NA,NA,NA,NA,"100",NA,NA,NA,"1",NA,NA,NA
"23","2019-10-07 09:31:34-03","UEFS","HUEFS","152988","PreservedSpecimen","Plantae","Angiospermae","Linaceae","Linum","erigeroides","Linum erigeroides","A.St.-Hil.","Dematteis, M.","1533",NA,"Uruguai","HUEFS0152988","Rosanae","Malpighiales","2005","02","18","Tacuarembó, Valle Edén.",NA,"HUEFS0152988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-09-05 16:19:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Linaceae","Linum","erigeroides","Linum erigeroides",NA,"A. Saint-Hilaire",NA,"South America","Uruguay",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"25","2018-09-04 13:51:36-03","F","FMNH-SEEDPLANTS","V0173658F","PreservedSpecimen","Plantae","Spermatophyta","Linaceae","Linum","erigeroides","Linum erigeroides",NA,"W. G. F. Herter","690C","South America","Uruguay","V0173658F","Dicotyledoneae",NA,"1947","11",NA,NA,NA,"V0173658F_01",NA,NA,NA,NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-12 17:01:07-03","UEL","FUEL","20103","PreservedSpecimen","Plantae","Tracheophyta","Linaceae","Linum","erigeroides","Linum erigeroides","A.St.-Hil.","Falkenberg, DB; Stehmann, JR; Vieira, AOS","6388",NA,"Brasil","FUEL012980",NA,"Malpighiales","1994","01","20","Br 153, trevo para Guaritas, trevo para Guaritas- 280m de altitude",NA,NA,"Falkenberg, DB","1994",NA,NA,"Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA
"27","2020-08-20 14:57:22-03","UFSC","FLOR","47621","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Trevisan, R.; Venturi, S.","1204",NA,"Brasil","FLOR0047621",NA,"Malpighiales","2012","11","29","Às margens da BR 282.","Planta faz parte do Projeto Reflora","FLOR0047621","Trevisan, R.","2012","11","29","Santa Catarina","Rancho Queimado","-49.033611","-27.686111","49º2'1''W","27º41'10''S","843","843",NA,NA,NA,NA,NA,NA
"28","2020-08-20 20:39:43-03","UFSC","FLOR","23554","PreservedSpecimen","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Falkenberg, D.B.; Stehmann, J.R. & Vieira, A.O.","6388",NA,"Brasil","FLOR0023554",NA,"Malpighiales","1994","01","20","BR 153, no trevo para as Guaritas.","subarbusto, corola amarela, 5 estigmas, 0,3m altura Habitat: campo","FLOR0023554","Falkenberg, D.B.","1994",NA,NA,"Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"280","280","50525","auto",NA,NA,NA,NA
"29","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A.St.-Hil.","Saint-Hilaire, AFCP","s.n.",NA,"?",NA,NA,NA,NA,NA,NA,"in prov. Cisplatina ad rivolum prope praedium dictium dictum Estancia de Suarez haud a vico S. Josephi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Linaceae","Linum","littorale","Linum littorale corymbosum","Urb.","Sello, HL","363","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"corymbosum",NA,NA
"31","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Linaceae","Linum","littorale","Linum littorale corymbosum","Urb.","Sellow, F","777","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"corymbosum",NA,NA
"32","2017-09-11 16:27:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Linaceae","Linum","littorale","Linum littorale corymbosum","Urb.","Anderson, A","58","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"corymbosum",NA,NA
"33","2021-02-08 12:43:03-03","UFRGS","ICN","155350","S","Plantae","Dicotyledon","Linaceae","Linum","cf. erigeroides","Linum cf. erigeroides","A. St.-Hil.","Falkenberg, DB; Stehmann, JR; Vieira, AO","6388","América do Sul","Brasil",NA,NA,NA,"1994","01","20","BR-153 no trevo para as Guaritas","Doação do Herbário Flor. Duplicatas BHCB, UEL, +3.; Subarbusto, 0,3 m de altura. Corola amarela, cinco estigmas.; Campo.",NA,"Falkenberg, DB",NA,NA,NA,"RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"280","280","50525","auto",NA,NA,NA,NA
"34","2021-02-08 12:43:03-03","UFRGS","ICN","189868","S","Plantae","Dicotyledon","Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Boldrini, II; Trevisan, R; Setubal, R","1611","América do Sul","Brasil",NA,NA,NA,"2009","09","11","Fazenda Santo Antônio, divisa com Uruguai",NA,NA,"Trevisan, R",NA,NA,NA,"RS","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA
"35","2021-02-08 12:43:03-03","UFRGS","ICN","166566","S","Plantae","Dicotyledon","Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Schneider, AA","1728","América do Sul","Brasil",NA,NA,NA,"2011","02","09","S28o24.272 W54o32.575","Erva, pétalas amarelas.; Em campo.",NA,"Schneider, AA",NA,NA,NA,"RS","São Miguel das Missões","-54.542778","-28.404444","-54.542778","-28.404444","192","192",NA,NA,NA,NA,NA,NA
"36","2021-02-08 12:43:03-03","UFRGS","ICN","166582","S","Plantae","Dicotyledon","Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Schneider, AA","1754","América do Sul","Brasil",NA,NA,NA,"2011","02","10","Santiago para Flórida","Erva, pétalas amarelas.; Em campo rochoso.",NA,"Schneider, AA",NA,NA,NA,"RS","Santiago","-54.731667","-29.288889","-54.731667","-29.288889","238","238",NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:43:03-03","UFRGS","ICN","173251","S","Plantae","Dicotyledon","Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Silva Filho, PJS","1454","América do Sul","Brasil",NA,NA,NA,"2011","12","16",NA,"Flores amarelas; Campo alagado",NA,"Silva Filho, PJS",NA,NA,NA,"RS","Uruguaiana","-56.189167","-30","-56.189167","-30",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:43:03-03","UFRGS","ICN","008700","S","Plantae","Dicotyledon","Linaceae","Linum","erigeroides","Linum erigeroides","A. St.-Hil.","Lindeman, JC; Irgang, BE","s.n.","América do Sul","Brasil",NA,NA,NA,"1971","10","17","19 km NE de Lavras do Sul","pétalas amarelas; baixada com capim alto recentemente secado",NA,"Vogel-Ely, C","2013","04","04","RS","Lavras do Sul","-53.8950004577637","-30.8131008148193",NA,NA,NA,NA,"76406","auto",NA,NA,NA,NA
"39","2020-08-26 10:49:27-03","MCN-FZBRS","HAS","95546","PreservedSpecimen","Plantae","Magnoliophyta","Linaceae","Linum","erigeroides","Linum erigeroides","A. St. - Hil.","Mattos, J.; Mattos, N.","29677",NA,"Brasil","HAS0095546",NA,NA,"1986","01",NA,"cerca de 40km de Santana do Livramento","No campo",NA,"Zachia, R.",NA,NA,NA,"Rio Grande do Sul","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,NA,NA,"68371","auto",NA,NA,NA,NA
"40","2012-12-27 11:44:16-02","UM","RECOLNAT_UM_MPU","MPU020489","PreservedSpecimen",NA,NA,"Linaceae","Linum","erigeroides","Linum erigeroides","A.St.-Hil.","Saint-Hilaire, A. de",NA,NA,"Uruguay","MPU020489",NA,NA,NA,NA,NA,"In provincia Cisplatina","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu020489' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","hb"
