"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"20","2021-03-01 16:29:21-03","UNICAMP","UEC","4494","S","Plantae","Magnoliopsida",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Mendonça, JO; Amaral Jr, A","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","08","22",NA,"Brazil","São Paulo",NA,NA,NA,NA,"Large shrub, flowers white. In secondary rain forest.","UEC000193","UEC000193","D59889","Between Ubatuba and Caraguatatuba.","10","10","1996","12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-06 09:55:13-03","UFOP","OUPR","6050","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Damazio, L.B.","s.col.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"22","2020-04-27 16:09:34-03","UFES","VIES","17692","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Costa-Lima, J.L.","Gomes, J.M.L.","2009","04","01",NA,"Brasil","Espírito Santo","Itapemirim","-40.8339004516602","-21.011100769043",NA,NA,"VIES017692","VIES017692","3297","Fazenda Velha.",NA,NA,"2014","05","26",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA
"23","2020-04-27 16:09:34-03","UFES","VIES","8077","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Costa-Lima, J.L.","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","28",NA,"Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,"VIES008077","VIES008077","4042",NA,NA,NA,"2014","05","26",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA
"24","2021-03-21 19:34:02-03","UFC","EAC","56547","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Costa-Lima, J.L.","Gomes, J.M.L.","2009","04","01","Southern America","Brasil","Espirito Santo","Itapemirim","-41.394167","-21.019722",NA,"Planta, 3m.; Restinga.","EAC0056547","EAC0056547","3297","Fazenda Velha",NA,NA,"2014","05","26","-41.394167","-21.019722",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-21 19:34:02-03","UFC","EAC","55185","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Loiola, M.I.B.","Folli, D.A.","1989","05","22","Southern America","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,"Arbusto; alt. total 1,5m, alt. fuste 0,5m, diâmetro da copa 1m, cap do fuste 0,12m, fuste cilíndrico; casca áspera, descamação em ripas; seiva incolor; flor branca.; Mata de tabuleiro","EAC0055185","EAC0055185","921","Reserva Biológica de Comboio, IBAMA, Regência, próximo à fazenda Cata-Vento.",NA,NA,"2014","02","28",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"26","2020-12-21 16:23:46-03","MBM","MBM","410259","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Kutschenko, D.C.","Gaui, T.D.","2015","10","14","Southern America","Brazil","Rio de Janeiro","Piraí","-43.8981018066406","-22.6291999816895",NA,"Arbusto com 3 m de altura. Base reta. Casca interna creme e externa marrom, fina, lisa. Fruto imaturo, com 1 cm, oval, internamente e externamente verde, carnoso, com polpa.; Floresta Ombrófila Densa, vegetação secundária em encosta","MBM410259","MBM410259","512","Conglomerado 21-1-8-Extra1. UTM do Ponto Central: E (620111m) N (7481466m). Fuso do GPS (23K).",NA,NA,"2016","04","07",NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA
"27","2020-12-21 16:23:46-03","MBM","MBM","52088","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Plowman, T.","Davis, P.H.; et al.; et al.","1976","08","22","Southern America","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"MBM052088","MBM052088","59889","Ubatuba and Caratinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"28","2015-09-05 09:19:00-03","MNHN","RECOLNAT_MNHN_P","P05576290","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1872","8","31",NA,"Brésil",NA,NA,NA,NA,"hb","Reçu le 10 janvier 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576290' target='other'> <mi>dwc_moreinfo</mi></a>","P05576290","P05576290_01 P05576290_02",NA,"Rio de Janeiro : Engenho de Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5757",NA,NA,NA
"29","2016-06-07 10:27:32-03","MNHN","RECOLNAT_MNHN_P","P00723625","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1870","7","14",NA,"Brésil",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723625' target='other'> <mi>dwc_moreinfo</mi></a>","P00723625","P00723625_01",NA,"Rio Janeiro : Jacarepagna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2943",NA,NA,NA
"30","2016-11-25 14:59:10-02","MNHN","RECOLNAT_MNHN_P","P05485159","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Kuhlmann, J.G.","1943","11","19",NA,"Brasil","Espírito Santo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05485159' target='other'> <mi>dwc_moreinfo</mi></a>","P05485159","P05485159_01",NA,"Goetacazes, Rio Doce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6494",NA,NA,NA
"31","2015-09-05 10:24:35-03","MNHN","RECOLNAT_MNHN_P","P05486603","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Plowman, T.|Lima, H.C.","1983","2","22",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","-42.01667","-21.96667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05486603' target='other'> <mi>dwc_moreinfo</mi></a>","P05486603","P05486603_01",NA,"Pedra Dubois.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12900",NA,NA,NA
"32","2015-09-05 09:16:28-03","MNHN","RECOLNAT_MNHN_P","P05576286","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1883","1","1",NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576286' target='other'> <mi>dwc_moreinfo</mi></a>","P05576286","P05576286_01",NA,"Environs de Rio de Janeiro et Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14552",NA,NA,NA
"33","2015-09-05 09:19:00-03","MNHN","RECOLNAT_MNHN_P","P05576289","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576289' target='other'> <mi>dwc_moreinfo</mi></a>","P05576289","P05576289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9362",NA,NA,NA
"34","2015-09-05 09:19:00-03","MNHN","RECOLNAT_MNHN_P","P05576292","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1875","8","5",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576292' target='other'> <mi>dwc_moreinfo</mi></a>","P05576292","P05576292_01",NA,"Brésil. Rio Janeiro, Mauá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8310",NA,NA,NA
"35","2015-11-04 09:17:03-02","MNHN","RECOLNAT_MNHN_P","P05576293","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1872","8","31",NA,"Brésil",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576293' target='other'> <mi>dwc_moreinfo</mi></a>","P05576293","P05576293_01 P05576293_02",NA,"Rio de Janeiro : Engenho de Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5757",NA,NA,NA
"36","2015-09-05 09:19:00-03","MNHN","RECOLNAT_MNHN_P","P05576294","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1872","8","31",NA,"Brésil",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576294' target='other'> <mi>dwc_moreinfo</mi></a>","P05576294","P05576294_01 P05576294_02",NA,"Rio de Janeiro : Engenho de Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5757",NA,NA,NA
"37","2015-09-05 09:16:28-03","MNHN","RECOLNAT_MNHN_P","P05576295","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Miers",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576295' target='other'> <mi>dwc_moreinfo</mi></a>","P05576295","P05576295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4209",NA,NA,NA
"38","2015-09-05 09:16:28-03","MNHN","RECOLNAT_MNHN_P","P05576296","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Miers",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576296' target='other'> <mi>dwc_moreinfo</mi></a>","P05576296","P05576296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4209",NA,NA,NA
"39","2015-09-05 09:16:28-03","MNHN","RECOLNAT_MNHN_P","P05576297","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576297' target='other'> <mi>dwc_moreinfo</mi></a>","P05576297","P05576297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"407",NA,NA,NA
"40","2015-09-05 09:14:26-03","MNHN","RECOLNAT_MNHN_P","P05576298","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576298' target='other'> <mi>dwc_moreinfo</mi></a>","P05576298","P05576298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"407",NA,NA,NA
"41","2015-09-05 09:16:28-03","MNHN","RECOLNAT_MNHN_P","P05576287","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1883","8","25",NA,"Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576287' target='other'> <mi>dwc_moreinfo</mi></a>","P05576287","P05576287_01",NA,"Brésil. Rio Janeiro. Serra da Estrella, à Mandioca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto","14552",NA,NA,NA
"42","2015-09-05 09:19:00-03","MNHN","RECOLNAT_MNHN_P","P05576291","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou","1877","12","9",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576291' target='other'> <mi>dwc_moreinfo</mi></a>","P05576291","P05576291_01",NA,"Fazenda St. Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","9362",NA,NA,NA
"43","2015-09-05 09:19:00-03","MNHN","RECOLNAT_MNHN_P","P05576288","PreservedSpecimen",NA,NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Glaziou, A.","1883","8","25",NA,"Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05576288' target='other'> <mi>dwc_moreinfo</mi></a>","P05576288","P05576288_01",NA,"Serra da Estrella à Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto","14552",NA,NA,NA
"44","2020-12-11 11:35:07-03","UFMG","BHCB","12976","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Fernandes, GWA","1981","10","24","Southern America","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"s.n.","Campus da UFMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"45","2021-03-19 17:58:27-03","UFMG","BHCB","5116","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Shepherd, GJ; et al.","1976","08","22","Southern America","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,"Floresta pluvial secundária;sub-arbusto;",NA,NA,"s.n.","Entre Ubatuba e Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
