"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"98","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269164F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"T. S. dos Santos","1971","8","12","South America","Brazil","Bahia",NA,NA,NA,NA,NA,"V0269164F","V0269164F_01","1786","Ba Itapebf Fazenda Lombardia Br. 101. ao lado L.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"99","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269165F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"C. Carcerelli","1942","8","9","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0269165F","V0269165F_01","42","Cambucaba; Baixada Fluminense",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"100","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269166F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"J. G. Kuhlmann","1943","11","19","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0269166F","V0269166F_01","6494","Est. do Espirito Santo-Goetacazes- Rio Doce",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"101","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269167F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"G. Martinelli","1977","9","30","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0269167F","V0269167F_01","3182","Parque Nacional da Tijuca. Serra dos Pretos Porros, Represa dos Ciganos","200","300",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"102","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269168F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"E. Pereira","1947","10","10","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"V0269168F","V0269168F_01","567","Rio-Serra de Teresopolis Barreira",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"103","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269169F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"E. Pereira","1958","10","1","South America","Brazil","Rio de Janeiro","Guanabara",NA,NA,NA,NA,"V0269169F","V0269169F_01","4370","Jacarepagua, Estrada do Boiuna",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"104","2015-03-13 19:07:25-03","F","FMNH-SEEDPLANTS","V0269170F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"E. Pereira","1958","10","1","South America","Brazil","Rio de Janeiro","Guanabara",NA,NA,NA,NA,"V0269170F","V0269170F_01","4370","Jacarepagua, Estrada do Boiuna",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"105","2017-04-20 13:54:54-03","F","FMNH-SEEDPLANTS","V0354477F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,"RRC ID Flag","E. Pereira","1958","1","10","South America","Brazil","Rio de Janeiro","Guanabara",NA,NA,NA,NA,"V0354477F","V0354477F_01 V0354477F_02","4370","Jacarepagua, Estrada do Boiuna",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"4370",NA,NA,NA
"106","2019-09-04 17:26:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium brevifolium",NA,NA,"B. Luschnath","1831",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Lectotype","brevifolium"
"107","2015-03-06 22:39:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium brevifolium",NA,NA,"F. Sellow",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"156",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"brevifolium"
"108","2019-09-04 17:41:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium petiolatum","(Peyr.) O. E. Schulz",NA,"G. Schüch",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","São Sebastiao",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"petiolatum"
"109","2015-03-06 22:39:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium petiolatum",NA,NA,"A. Glaziou",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"5757",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"petiolatum"
"110","2015-03-06 22:39:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium petiolatum",NA,NA,"G. Schüch & C. F. P. von Martius",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.","Sebastianopolis",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"petiolatum"
"111","2019-09-04 17:26:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium brevifolium",NA,NA,"B. Luschnath","1831",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Lectotype","brevifolium"
"112","2015-03-06 22:39:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium brevifolium",NA,NA,"F. Sellow",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"156",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"brevifolium"
"113","2020-07-23 12:05:27-03","CEPLAC","CEPEC","7077","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,"T. Plowman","T. S. dos Santos","1971","08","12",NA,"Brasil","Bahia","ITAPEBÍ","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,"1786","Faz. Lombardia, BR-101, a leste.",NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"01/12/1978","43726","auto",NA,NA,NA,NA
"114","2020-07-23 12:05:27-03","CEPLAC","CEPEC","147779","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,"J. L. Costa-Lima","P. Fiaschi","2012","01","09",NA,"Brasil","Rio de Janeiro","casimiro de abreu","-42.026111","-22.436389",NA,NA,NA,NA,"3765","Reserva Biológica União. BR-101, ca. 3Km após sede do parque, em direção a Campos dos Goytacazes. Estrada da Macuca, rumo a Rio das Ostras, entrada à direita em frente ao cemitério de Rocha Leão. Trilha a Eucalyptos, ca. 2Km da estrada da Macuca, direita",NA,NA,NA,NA,NA,"42W1'34","22S26'11",NA,"06/04/2015",NA,NA,NA,NA,NA,NA
"115","2020-07-23 12:05:27-03","CEPLAC","CEPEC","104943","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,"M. Sugiyama","L. Rossi","2000","09","18",NA,"Brasil","São Paulo","caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"2125","Parque Estadual da Serra do Mar. Núcleo Caraguatatuba. Trilha do Jequitibá.",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2001","30093","auto",NA,NA,NA,NA
"116","2019-11-01 14:57:17-03","UnB","UB","74","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Plowman, TC","Plowman, TC; Lima, HC","1983","02","22","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","-42.016667","-21.966667",NA,"D1-2M# Flores solitárias na axila das folhas. Planta longistilada.; Arbusto 1-2m; Floresta perturbada. Topologia: Escarpa. Solo: Solo rochoso.",NA,NA,"12900","Pedra Dubois. Floresta úmida","1000","1000",NA,NA,NA,"-42.016667","-21.966667",NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-04 15:44:32-03","IF","SPSF","20814","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"A.Custodio Filho","1995","09","01","América do Sul","Brasil","SP","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: vegetaçao secundaria&nf;;",NA,NA,"567","Morro do Camaroeiro",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"30093","auto",NA,NA,NA,NA
"118","2021-03-04 15:44:32-03","IF","SPSF","28888","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium",NA,NA,"L.Rossi","2000","09","18","América do Sul","Brasil","SP","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,"2125","P.E.Serra do Mar, Núcleo Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"30093","auto",NA,NA,NA,NA
"119","2017-09-11 17:09:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Riedel, L",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"P12P1N0027","s.n.","loco accuratius non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:09:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Sello, HL",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"P12P1N0027","s.n.","Fl. mens. Novembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:09:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Schott, HW",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P12P1N0027","s.n.","in Serra d'Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:09:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Martius, CFP",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P12P1N0027","s.n.","Habitat in silvis udis prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-08 12:40:56-03","UFRGS","ICN","062004","S","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.","Plowman, T","Plowman, T; Lima, HC","1983","02","22","América do Sul","Brasil","RJ","Santa Maria Madalena","-42.016667","-21.966667",NA,"Erect shrub 1-2m tall, leaves dark green, rather shiny on upper surface with impressed lateral nerves, pale green on lower surface.; Disturbed forest on steep slope and exposed rock outcrop.",NA,NA,"12900","Pedra Dobois","900","1195","1983",NA,NA,"-42.016667","-21.966667",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-22 10:13:07-03","IBt","SP","350509","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","coelophlebium","Erythroxylum coelophlebium","Mart.",NA,"Rossi, L","2000","09","18",NA,"Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"2125","Parque Estadual da Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
