"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","sex"
"11","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","3370","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii",NA,"Sergio Gurken",NA,NA,NA,NA,NA,NA,NA,"Brasil","RJ","Rio de Janeiro","Serra de Guaratiba","-43.2075004577637","-22.9027996063232",NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Poales","57442","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","400302","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","W. Till",NA,NA,NA,"J. C. Lindeman","1966","07","17","Brazil","Santa Catarina","Laguna","Road from Laguna to Tuberao","-48.916927","-28.429157",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=747618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400302","NY00400302_01",NA,NA,"1952","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02171671","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"L. B. Smith","1952","04","11","Brazil","Rio de Janeiro",NA,"Distrito Federal. Praia de Grumari, near Guaratiba, near sea level.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2321749' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171671","NY02171671_01",NA,NA,"6534","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","400301","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","W. Till",NA,NA,NA,"P. K. H. Dusén",NA,NA,NA,"Brazil","Paraná","Porto Amazonas","Porto Amazonas","-49.8903","-25.5447",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=747619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400301","NY00400301_01",NA,NA,"9530","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","376891","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","R. C. Tardivo",NA,NA,NA,"A. C. Cervi","1998","02","18","Brazil","Santa Catarina","Itapema",NA,"-48.62","-27.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=747617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376891","NY00376891_01",NA,NA,"6482","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1114","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Cantarella, H.","1972","11","17","Cantarella, H.","1972","11","11","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","Planta epífita de aprox., 10 cm; sobre árvore de aprox., 4 m de altura, com caule suberoso, flor vermelha","BOTU001114",NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 11:07:46-03","UNESP-IBB","BOTU","29405","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Bignotto, R.B.","2004","01","20","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's","Mata mesófila semidecidual secundária, predomínio de Eucalyptus sp de até 25m de altura, sub-bosque pouco denso, próximo ao riacho. Epífita sobre árvore a 2m, pétalas brancas.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029405",NA,NA,NA,"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:19:15-03","UFRJ","RFA","12338","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1968","12","27","Brasil","Paraná","Balsa Nova","Barra Rio dos Papagaios","-49.6356010437012","-25.5839004516602",NA,NA,"Epífita. Flor lilás escura","RFA51267",NA,NA,NA,"20669",NA,NA,"27346",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:40-03","UFRJ","RFA","40663","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Mariana Monteiro de Almeida","2015","01","15","Mariana M. de Almeida; L.A. da C. Rodrigues; R. C. Lopes","2015","01","15","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari","-43.2075004577637","-22.9027996063232",NA,NA,"Erva epífita. Folhas verdes lepidotas. Pedúnculo verde, lepidoto. Sépalas roxas lepidotas. Pétalas lilases.","RFA43678",NA,NA,NA,"233",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:40-03","UFRJ","RFA","35282","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"C.M. Vieira; R. Darigo","2005","10","07","Brasil","São Paulo","Caraguatatuba",NA,"-45.4875","-23.671389","45º29'15''W","23º40'17''S","Epífita. Folhas verde-argênteas. Inflorescência passada e frutos castanhos","RFA22705",NA,NA,NA,"1670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:29:40-03","UFRJ","RFA","40601","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Mariana Monteiro de Almeida","2015","01","08","P. S. Vargas","2014","11","04","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), próximo a curva.","-43.520278","-23.046111","43º31'13''W","23º2'46''S","Erva. epífita, inflorescência com flores roxas. População numerosa, ambiente sub-bosque.","RFA43682",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:29:40-03","UFRJ","RFA","40660","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Mariana Monteiro de Almeida","2015","01","15","Mariana M. de Almeida; L.A. da C. Rodrigues; R. C. Lopes","2015","01","15","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari","-43.532778","-23.048333","43º31'58''W","23º2'54''S","Erva. Epífita. Heliófila. Folhas verdes, lepidotas. Pedúnculo verde na porção inferior e roxo na porção superior. Bráctea peduncular arroxeada, lepidota. Bráctea floral roxa. Sépalas roxas.","RFA43679",NA,NA,NA,"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:29:40-03","UFRJ","RFA","32683","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"R. S. Candido","2006","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","'Levantamento Florístico da Restinga de Grumari, Estado do Rio de Jaaneiro'.","-43.2075004577637","-22.9027996063232",NA,NA,"Epífita, com frutos.","RFA21386",NA,NA,NA,"36",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:29:40-03","UFRJ","RFA","23514","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Ricardo Moura","1998","08","28","A. A. M. de Barros","1988","10","21","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari","-43.2075004577637","-22.9027996063232",NA,NA,"Epífitas com frutos marrons","RFA43676",NA,NA,NA,"400",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:29:40-03","UFRJ","RFA","34609","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,"2009","03","24","M.M.Moreira","2009","02","10","Brasil","Rio de Janeiro","Rio de Janeiro","'Levantamento Florístico da Restinga de Grumari, Estado do Rio de Janeiro'.","-43.2075004577637","-22.9027996063232",NA,NA,"Erva, Epífita, com flores de coloração lilás.","RFA22243",NA,NA,NA,"84",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:19:15-03","UFRJ","RFA","27981","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Mariana Monteiro de Almeida","2015","02","09","Elisa Caris","2000","06","07","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari","-43.2075004577637","-22.9027996063232",NA,NA,"Epífita, cálice da cor da folha (esverdeada), corola lilás","RFA43677",NA,NA,NA,"s/n°",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:10:34-03","UTFPR","DVPR","4433","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Caxambu, MG","2016","01","28","Caxambu, MG; Siqueira, EL; Medeiros, G","2015","12","10","Brasil","Paraná","Céu Azul","Posto de Informação e Controle - PIC Parque Nacional do Iguaçu.","-53.50441","-25.09149","-53.50441","-25.09149","erva epífita, heliófita. Flores roxas.; Relevo; suave-ondulado.","DVPR004433",NA,"654","654","7111","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:51:43-03","EAO","IAN","106482","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Sacco, JC da","1959","06","09","Brasil","Rio Grande do Sul","Pelotas","Horto Florestal.","-52.3424987792969","-31.771900177002",NA,NA,"Epífita no interior do mato natural. Escassa.","IAN106482",NA,NA,NA,"1341","Monocotiledônea",NA,"51462",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:51:43-03","EAO","IAN","106482","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Sacco, JC da","1959","06","09","Brasil","Rio Grande do Sul","Pelotas","Horto Florestal.","-52.3424987792969","-31.771900177002",NA,NA,"Epífita no interior do mato natural. Escassa.","IAN106482",NA,NA,NA,"1341","Monocotiledônea",NA,"51462",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:25-03","PUCPR","HUCP","21975","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez.","Kersten, RA",NA,NA,NA,"Michelon, C","2010","03","28","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"HUCP00004638","HUCP00004638",NA,NA,"710","Monocotiledonea",NA,"56988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:25-03","PUCPR","HUCP","4058","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez.","Vargas, LA; Fortes, F","1984","10","13","Schiochet, CLL",NA,NA,NA,"Brasil","Santa Catarina","Ibirama","Ilha recreativa Hering","-49.5177993774414","-27.0569000244141",NA,NA,NA,"HUCP00004384","HUCP00004384",NA,NA,"079","Monocotiledonea",NA,"18533",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:25-03","PUCPR","HUCP","11931","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez.","Tardivo, RC",NA,NA,NA,"Cervi, AC","1998","02","18","Brasil","Santa Catarina","Itapema",NA,"-48.611400604248","-27.0902996063232",NA,NA,NA,"HUCP00004332","HUCP00004332",NA,NA,"6482","Monocotiledonea",NA,"9090",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:25-03","PUCPR","HUCP","20825","S","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez.","Schendroski, A",NA,NA,NA,"Schendroski, A","2009","11","24","Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00004901","HUCP00004901",NA,NA,"003","Monocotiledonea",NA,"25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:12:28-03","NBC","NL-BOTANY","L.1426763","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Hatschbach GG","1968","12","27","Brazil",NA,NA,"Est.Paranã (Brasil). Mun.Balsa Nova. Barra Rio Papagaios.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426763","NL-L1426763",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:12:28-03","NBC","NL-BOTANY","L.1426764","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Hatschbach GG; Smith L","1967","02","24","Brazil",NA,NA,"Est. Paranã (Brasil). Mun.P. Grossa. Lagoa Dourada.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426764","NL-L1426764",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:12:28-03","NBC","NL-BOTANY","L.1426765","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Reitz R; Klein RM","1959","01","26","Brazil",NA,NA,"Santa Catarina, Serra do Matador, Rio do Sul. Epífito da mata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426765","NL-L1426765",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1167854","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Leite JE","1941","12","01","Brazil",NA,NA,"!,Plants of Brazil.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1167854","NL-U1167854",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1167855","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Camerik AM","1975","05","17","Brazil",NA,NA,"Brasil, Est. R.J. Rio de Janeiro: Grumari.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1167855","NL-U1167855",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1167856","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Pereira E","1966","03","06","Brazil",NA,NA,"Brasil: Guanabara, Jacarepaguá, Taquara, Recreio das Bandeirantes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1167856","NL-U1167856",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1167857","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Leite JE","1941","12","01","Brazil",NA,NA,"Plants of Brazil,Salvador.-.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1167857","NL-U1167857",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1168015","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Camerik AM","1975","05","17","Brazil",NA,NA,"Brasil, Est. R.J. Rio de Janeiro: Grumari.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1168015","NL-U1168015",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:12:28-03","NBC","NL-BOTANY","WAG.1488805","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Hatschbach GG","1976","02","03","Brazil",NA,NA,"Fda. S. Rogue (mun. Porto Amazonas) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1488805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1488805","NL-WAG1488805",NA,NA,NA,NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-11-04 11:03:57-03","ESALQ","ESA","16661","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaziou ex Mez","Moura, R.",NA,NA,NA,"Sakuragui, C.M. et al.","1993","10","02","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA016661","ESA016661",NA,NA,"484.0","Magnoliophyta",NA,"27729",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:03:57-03","ESALQ","ESA","19810","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaziou ex Mez","Moura, R.",NA,NA,NA,"Souza, A.A. et al.","1994","10","10","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,"ESA019810","ESA019810",NA,NA,"15.0","Magnoliophyta",NA,"29574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:26:06-03","MN","R","223854","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Uribbe, F.P. 111; Neves, B.F.S.","2012","11","20","Brasil","Santa Catarina","Florianópolis",NA,"-48.511444","-27.528","048°30'41.2''W","27°31'40.8''S",NA,"R010009240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:26:06-03","MN","R","228166","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez","Paixão-Souza, B.","2014","02","20","Paixão-Souza, B. 325; Barros, F.","2014","02","20","Brasil","Santa Catarina","Praia Grande","Canion Malacara","-49.9502983093262","-29.1966991424561",NA,NA,NA,"R010002198","R010002198",NA,NA,NA,NA,NA,"21549",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:26:06-03","MN","R","229526","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","mallemontii","Tillandsia mallemontii","Glaz. ex Mez",NA,NA,NA,NA,"Costa, A.F.","2009","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Pontal.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
