"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1161088","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"J. M. Pires","51761",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371466' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161088","NY01161088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1161094","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"N. T. da Silva","1979",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371460' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161094","NY01161094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1161084","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.","R. C. Barneby","B. V. Rabelo","3777","1987","11","13","South America","Brazil","Pará","Anajás","Ilha de Marajó; foz do rio Mucuons.","-50.18","-0.7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374437' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161084","NY01161084_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1161093","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"G. A. Black","834",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161093","NY01161093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1161079","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"E. Lima","35",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161079","NY01161079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1161076","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"R. S. Cowan","38354",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161076","NY01161076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1161086","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"W. A. Ducke","s.n.","1918","05","17","South America","Brazil","Pará",NA,"Belem do Para","-48.4555221","-1.2849922","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371468' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161086","NY01161086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1161078","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"J. M. Pires","3104","1951","02","23","South America","Brazil","Pará",NA,"Porto de Belém, I.A.N.","-48.4447503","-1.4380977","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374440' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161078","NY01161078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1161080","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.","J. F. Ramos","D. C. Daly","1182","1981","11","03","South America","Brazil","Pará",NA,"Approx. 45 km from Tucurui, SSW on new BR 422 (under constr.) and onto new logging road.","-49.8343411","-4.0843892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374439' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161080","NY01161080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1161085","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"R. de Lemos Fróes","31520",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371469' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161085","NY01161085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1161089","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"M. J. P. Pires-O'Brien","2030",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161089","NY01161089_01 NY01161089_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1161081","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"J. M. Pires","3104","1951","02","23","South America","Brazil","Pará",NA,"Porto de Belém, I.A.N.","-48.4447503","-1.4380977","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374438' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161081","NY01161081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:40:34-03","EAO","IAN","XILO6201X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO6201X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:40:34-03","EAO","IAN","XILO6201X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO6201X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:40:34-03","EAO","IAN","XILO6883X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Gomes, W","3",NA,NA,NA,"Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,"IANXILO6883X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:40:34-03","EAO","IAN","XILO6883X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Gomes, W","3",NA,NA,NA,"Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,"IANXILO6883X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:40:34-03","EAO","IAN","XILO7010X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,"IANXILO7010X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:40:34-03","EAO","IAN","XILO7010X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,"IANXILO7010X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:40:34-03","EAO","IAN","10898","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ducke, A","15569","1914","12","30","Southern America","Brasil","Pará",NA,"Alcobaça, rio Trombetas.",NA,NA,NA,NA,"IAN010898","IAN010898 IAN010898_e IAN010898_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:40:34-03","EAO","IAN","10928","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ducke, A","16601","1916","12","13","Southern America","Brasil","Pará",NA,"Rio Xingú, estrada de volta.",NA,NA,NA,NA,"IAN010928","IAN010928 IAN010928_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:40:34-03","EAO","IAN","112835","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Oliveira, E","1893","1962","05","15","Southern America","Brasil","Pará",NA,"Lado direito do Rio Tiriós. Mata de terra firme, baixa.",NA,NA,NA,"Árvore de 15-18 m; frutos em cachos.","IAN112835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:40:34-03","EAO","IAN","122387","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Pires, JM; Silva, NT da","11468","1968","03","21","Southern America","Brasil","Pará",NA,"Estrada de Mosqueiro (SUDAM), mata de terra firme.",NA,NA,NA,"ÁRvore de 15 a 18m.","IAN122387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:40:34-03","EAO","IAN","124369","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Oliveira, E","4130","1968","02","26","Southern America","Brasil","Pará",NA,"Rio Jarí, a margem da Estrada de Monte Dourado à Caracuruú, mata alta, terra firme, acidentado.",NA,NA,NA,"Árvore de 20m, flores amarelas.","IAN124369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:40:34-03","EAO","IAN","133699","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Silva, NT da","1830","1969","04","02","Southern America","Brasil","Pará",NA,"Estrada entre M. Dourado e Munguba, Km 4. Mata de terra firme.",NA,NA,NA,"Árvore de 25m e 30cm de diâmetro.","IAN133699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:40:34-03","EAO","IAN","133848","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Silva, NT da","1979","1969","05","18","Southern America","Brasil","Pará",NA,"Estrada entre M. Dourado e Munguba, Km 4. Mata de terra firme.",NA,NA,NA,"Árvore de 22m e 20cm de diâmetro, frutos separados.","IAN133848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:40:34-03","EAO","IAN","134858","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Silva, NT da","2996","1970","03","21","Southern America","Brasil","Pará",NA,"Pilão, km 52. Mata de terra firme.",NA,NA,NA,"Árvore de 25 m e 35 cm de diâmetro; flor amarelo; fuste sulcado.","IAN134858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:40:34-03","EAO","IAN","134943","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Silva, NT da","3086","1970","04","29","Southern America","Brasil","Pará",NA,"Estrada entre Tingulim e Braço. mata de trra firme.",NA,NA,NA,"Árvore de 26 m e 40 cm de diâmetro.","IAN134943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 17:40:34-03","EAO","IAN","153685","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ribeiro, BGS","1462","1976","05","17","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN153685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:40:34-03","EAO","IAN","153685","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN153685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:40:34-03","EAO","IAN","154391","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Ledoux, PVD","1165",NA,NA,NA,"Southern America","Brasil","Pará",NA,"Reserva da mata fluvial da Granja Vivem Vai Quem Quer, beira norte Estrada Belém-Bragança.",NA,NA,NA,"Árvore de mais ou menos 40-50cm de diâm., altura de 18m, tronco cavado moderadamente, casca com fendas longitudinais tipicas, anteras em pleno desenvolvimento bem visível nos galhos a mais ou menos 5-6m de altura, flores amarelas.","IAN154391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:40:34-03","EAO","IAN","161703","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Cordeiro, MR","Daly, DC; Callejas, R","1182","1981","11","03","Southern America","Brasil","Pará",NA,"Appo. 45 km from Tucurui, SSW on new BR-422 (under constr.) and onto new logging oad. Hilly forest on terra firme.","-49.783333","-4.05",NA,"Tree 20 m; flowers orange-yellow.","IAN161703",NA,NA,NA,"1988","01","-49.783333","-4.05",NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:40:34-03","EAO","IAN","23325","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Sampaio, AJ de","5338",NA,NA,NA,"Southern America","Brasil","Pará",NA,"Rio Çussurina=Erepecuru, afluente do rio Trombetas, acima da cachoeira.",NA,NA,NA,NA,"IAN023325","IAN023325_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:40:34-03","EAO","IAN","175178","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Cordeiro, MR","Ferreira, AM; Nascimento, MP do","146","2002","02","22","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental. Km 30 a 34 da PA 150.","-48.792222","-2.174167",NA,"Árvore de 30m x 30cm de DAP. Base com pequenas sapopemas de 60cm. Fuste fenestrado com 16m de altura. Ritidoma marrom escuro; casca morta marrom escuro, casca viva branca com pocnto laranjados, alburno amarelo creme, cheiro de legumes.","IAN175178",NA,NA,NA,"2002","03","-48.792222","-2.174167",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:40:34-03","EAO","IAN","176342","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Cordeiro, MR","Cordeiro, MR","MC-08-05100340","2001","11","25","Southern America","Brasil","Pará","Belém","Parque Ambiental do Utinga, Solo argiloso, mata secundária de terra firme, luminosidade média, freqüência comum.","-48.443056","-2.430278",NA,"Árvore aprox. 20 m de altura por 98 cm de CAP. Fruto verde.&nf;Retirado folhas para estudo fitoquímico (mestrado-Ufpa).","IAN176342",NA,NA,NA,"2001",NA,"-48.443056","-2.430278",NA,NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:40:34-03","EAO","IAN","178849","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Cordeiro, MR","Nascimento, MP do; Ferreira, GC; Melo, ATS de; Carmo, NAS do; Freitas, JC","245","2003","02","26","Southern America","Brasil","Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, rodovia PA-150, Km 34.","-48.797056","-2.169972",NA,"Árvore 33m alt. x 73cm DAP; base com sapopemas côncavas, assimétricas, até 1,10m do solo; tronco tortuoso com fendas; ritidoma marrom escuro, com anéis e lenticelas circulares horizontais; casca morta marrom escura, 1mm espess.; casca","IAN178849",NA,NA,NA,"2003","03","-48.797056","-2.169972",NA,NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:40:34-03","EAO","IAN","186575","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Félix-da-Silva, MM","Félix-da-Silva, MM; Trindade, MJS; Lobato, LCB; Santos, MR dos; Souza, CA","85","2007","01","29","Southern America","Brasil","Pará","Portel","Flona de Caxiuanã, Grade do PPBio, parcela 13.","-51.637778","-1.982778",NA,"Árvore de 35m de altura., folhas compostas. Inflorescência em panícula. Botões florais ferruginosos. Flores amarelas.","IAN186575",NA,NA,NA,NA,NA,"-51.637778","-1.982778",NA,NA,NA,NA,NA,NA,NA
"47","2021-04-08 17:40:34-03","EAO","IAN","199134","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Cruz, ED","1118","2016","02","23","Southern America","Brasil","Pará","Moju","PA 150 Km 34, Campo experimental da Embrapa, ramal Tracuateua.","-48.793583","-2.182333",NA,"DAP=43 cm; AT=15 m; AC=7 m.","IAN199134",NA,NA,NA,NA,NA,"-48.793583","-2.182333",NA,NA,NA,NA,NA,NA,NA
"48","2021-04-08 17:40:34-03","EAO","IAN","199144","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"Cruz, ED","1130","2016","02","24","Southern America","Brasil","Pará","Moju","Fazenda Agroecológica São Roque.","-49.01625","-3.072111",NA,"DAP=16 cm; AT=15 m; AC=10 m. Flor amarela.","IAN199144",NA,NA,NA,NA,NA,"-49.01625","-3.072111",NA,NA,NA,NA,NA,NA,NA
"49","2021-04-08 17:40:34-03","EAO","IAN","52146","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.","Ducke, A","Fróes, RL","25907","1950","02","08","Southern America","Brasil","Amapá",NA,"Rio Oiapoque, Estirão S. Paulo, margem da Guiana Francesa, T. firme, alta.","-52.916667","-0.916667",NA,"Árvore de 10m, flores amarelas.","IAN052146",NA,NA,NA,"1953",NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"50","2021-04-08 17:40:34-03","EAO","IAN","49816","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Vouacapoua","americana","Vouacapoua americana","Aubl.",NA,"BW","7414","1924","02","23","Southern America","Suriname",NA,NA,"Boschreseve (Forest Reserve).","-56.5","3.6",NA,"Boomnummer (TreNumber) 19.","IAN049816",NA,NA,NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA
